R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
175,25,1500,200,25,1800,600,200,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1Y,GPT1X,GPT2X,GPT2Y,ARawX,ARawY,ARawZ,APT1Y,APT1Z,APT1X,APT2X,APT2Y,APT2Z
56.825,2.281,1.857,4.809,-0.092,0.182,-0.026,0.785,0.287,-0.122,9.865,0.271,-0.139,9.858,0.267,-0.134,9.855
56.837,3.258,6.617,-6.787,0.238,1.575,-0.023,0.876,0.280,-0.172,9.872,0.273,-0.143,9.859,0.268,-0.135,9.856
56.848,-2.845,-1.683,-0.805,0.609,1.047,0.186,0.992,0.258,-0.136,9.872,0.273,-0.145,9.863,0.269,-0.137,9.857
56.859,-1.868,-0.706,-2.881,-0.034,-0.057,0.212,0.775,0.280,-0.165,9.865,0.274,-0.146,9.863,0.270,-0.139,9.858
56.871,-0.769,2.833,-8.374,-0.716,0.004,-0.047,0.523,0.287,-0.114,9.850,0.274,-0.137,9.861,0.270,-0.139,9.859
56.882,-5.042,-3.148,5.297,-1.063,-0.051,-0.339,0.319,0.280,-0.165,9.879,0.274,-0.142,9.867,0.271,-0.139,9.860
56.894,7.775,3.810,1.635,-0.613,0.330,-0.575,0.254,0.301,-0.093,9.843,0.276,-0.140,9.864,0.272,-0.140,9.861
56.905,-0.281,0.025,3.954,0.313,-0.182,-0.348,0.104,-0.007,-0.208,10.044,0.247,-0.145,9.856,0.270,-0.141,9.859
56.916,4.235,-0.340,-4.712,0.668,0.076,-0.120,0.055,0.589,-0.143,9.606,0.281,-0.186,9.850,0.270,-0.150,9.860
56.928,2.770,0.758,-6.055,1.035,0.067,0.110,0.061,0.136,-0.071,9.901,0.246,-0.149,9.852,0.267,-0.150,9.857
56.939,0.572,9.303,10.424,0.345,0.262,0.279,-0.039,0.833,-0.905,9.563,0.277,-0.190,9.826,0.265,-0.156,9.851
56.950,-2.967,-7.908,-3.369,-0.386,-0.899,0.179,-0.136,-0.948,0.308,9.592,0.271,-0.190,9.823,0.275,-0.166,9.853
56.962,-0.403,2.955,2.612,-0.352,-1.355,0.050,-0.516,2.565,-0.452,9.972,0.391,-0.226,9.815,0.284,-0.176,9.840
56.973,-4.432,-10.594,-7.764,-0.564,-2.846,-0.039,-1.111,-1.235,-2.378,9.311,0.291,-0.290,9.805,0.298,-0.184,9.841
56.984,6.798,8.937,1.391,-0.043,-0.042,-0.193,-1.077,0.919,1.954,11.596,0.292,-0.169,9.864,0.295,-0.197,9.830
56.996,-2.356,2.467,5.908,-0.552,0.714,-0.265,-0.575,-0.165,-0.783,8.650,0.299,-0.189,9.855,0.298,-0.191,9.845
57.007,7.409,-3.270,2.734,-0.748,-0.366,-0.503,-0.425,-1.745,1.199,11.108,0.241,-0.136,9.894,0.300,-0.190,9.845
57.018,-2.723,8.571,-2.148,-0.691,0.279,-0.519,-0.336,3.003,-0.502,10.648,0.360,-0.209,9.913,0.295,-0.191,9.856
57.030,2.159,-5.711,3.588,-0.167,-0.396,-0.511,-0.256,-1.516,-0.538,9.081,0.132,-0.060,9.934,0.275,-0.167,9.878
57.041,-11.146,-6.199,2.368,-1.129,-1.334,-0.524,-0.418,-0.222,2.392,12.236,0.224,-0.113,9.942,0.270,-0.172,9.876
57.053,-1.624,13.820,7.495,-0.671,0.581,-0.612,-0.462,0.783,-3.111,7.644,0.170,-0.179,9.857,0.249,-0.157,9.886
57.064,-1.380,-1.316,-2.270,-0.121,1.300,-0.527,0.036,1.005,2.701,11.165,0.333,-0.174,9.917,0.261,-0.178,9.884
57.075,1.793,3.688,-0.683,-0.332,2.467,-0.459,0.699,1.774,-3.305,9.843,0.373,-0.320,9.832,0.276,-0.185,9.871
57.087,4.601,-0.584,1.635,0.918,2.401,-0.181,1.204,-2.011,0.740,8.859,0.231,-0.239,9.823,0.285,-0.204,9.871
57.098,4.113,-1.316,-3.613,0.897,1.888,0.095,1.538,0.819,0.136,9.829,0.386,-0.315,9.832,0.298,-0.229,9.861
57.109,1.061,-5.589,1.757,1.219,1.233,0.491,1.546,-0.301,-1.372,10.885,0.185,-0.242,9.882,0.285,-0.225,9.854
57.121,-4.432,5.641,10.058,0.399,1.776,0.676,1.590,0.186,1.264,9.469,0.154,-0.056,9.783,0.262,-0.210,9.850
57.132,8.019,2.101,2.245,0.069,0.664,0.251,1.305,-0.244,-0.754,9.592,0.241,-0.341,9.928,0.257,-0.219,9.858
57.143,-7.484,-4.368,-5.200,-0.707,-0.291,0.257,1.017,1.537,-0.646,10.978,0.400,-0.176,9.822,0.269,-0.216,9.851
57.155,-5.897,-8.031,1.391,-2.259,-1.380,-0.466,0.452,-0.574,-0.991,9.067,0.097,-0.212,9.910,0.257,-0.204,9.859
57.166,-6.019,-3.270,6.030,-2.720,-1.413,-1.029,-0.164,0.021,0.754,9.505,0.277,-0.135,9.794,0.252,-0.209,9.859
57.178,0.206,5.885,-0.439,-1.986,-0.826,-1.458,-0.487,0.524,-0.553,10.835,0.292,-0.426,9.988,0.260,-0.235,9.868
57.189,-6.385,1.857,-6.055,-0.789,0.027,-1.189,-0.420,0.948,-0.589,7.961,0.447,-0.249,9.806,0.284,-0.244,9.876
57.200,16.564,8.448,4.809,0.774,0.881,-0.915,-0.139,-0.495,-0.488,12.537,0.103,-0.263,9.927,0.270,-0.243,9.860
57.211,-9.193,-2.415,-4.101,0.167,1.374,-0.368,0.410,-0.438,2.284,7.731,0.253,-0.079,9.713,0.267,-0.239,9.860
57.223,4.723,4.298,9.448,0.385,1.123,-0.344,0.611,-0.474,-1.250,10.906,0.178,-0.295,9.966,0.256,-0.229,9.855
57.234,-12.244,-4.735,-8.008,-1.660,0.838,-0.455,0.808,2.335,0.352,9.836,0.457,-0.155,9.780,0.265,-0.222,9.857
57.246,8.263,-3.025,-1.050,-0.567,1.037,-0.755,0.933,-0.538,-1.357,11.560,0.134,-0.206,10.010,0.259,-0.202,9.857
57.257,-10.291,-1.683,0.048,-1.554,0.522,-0.774,0.848,0.438,2.098,8.234,0.231,0.050,9.762,0.247,-0.181,9.870
57.268,6.310,-3.880,6.274,-0.332,-0.054,-0.775,0.644,-0.811,-1.638,10.475,0.143,-0.194,9.918,0.242,-0.164,9.863
57.280,-12.366,-3.025,-8.740,-2.070,-0.683,-0.940,0.318,0.718,1.609,9.714,0.417,-0.179,9.776,0.261,-0.185,9.854
57.291,6.554,0.392,-2.759,-0.549,-0.629,-1.050,0.024,0.919,-2.924,9.958,0.373,-0.441,9.952,0.282,-0.198,9.865
57.302,-3.333,-0.096,-4.590,-1.239,0.412,-1.021,0.044,0.043,0.459,10.411,0.337,-0.239,9.863,0.288,-0.224,9.868
57.314,2.526,-1.561,0.414,0.593,-0.014,-0.726,0.101,0.840,-0.553,9.850,0.164,-0.219,9.935,0.270,-0.218,9.878
57.325,-4.920,4.542,1.513,-0.336,-0.094,-0.467,-0.066,-1.286,1.393,9.764,0.225,-0.104,9.772,0.267,-0.218,9.867
57.337,2.526,-3.636,2.856,0.633,0.291,-0.210,0.012,0.467,-0.675,9.211,0.276,-0.295,9.819,0.269,-0.221,9.861
57.348,4.967,7.472,8.960,0.361,0.189,-0.162,-0.071,-0.050,0.553,9.836,0.402,-0.315,9.761,0.291,-0.246,9.841
57.359,-3.821,-5.223,-3.735,-0.021,0.128,-0.053,0.108,1.688,-1.638,10.030,0.380,-0.387,9.865,0.296,-0.258,9.843
57.370,-3.455,1.246,0.903,-0.418,0.217,-0.123,0.084,1.092,-0.222,9.735,0.361,-0.285,9.825,0.306,-0.265,9.834
57.382,6.188,-1.927,1.757,0.969,1.565,0.047,0.499,-0.194,-0.883,10.411,0.191,-0.213,9.887,0.291,-0.257,9.839
57.393,2.281,0.270,-9.106,-0.062,1.450,0.106,0.791,-0.581,1.372,10.504,0.173,-0.106,9.843,0.280,-0.241,9.837
57.405,2.037,4.786,2.368,1.413,1.867,0.440,1.083,-0.021,0.553,8.852,0.136,-0.071,9.781,0.252,-0.215,9.841
57.416,-1.746,-3.025,0.414,0.539,0.801,0.618,1.143,0.000,-0.129,11.000,0.298,-0.186,9.758,0.261,-0.205,9.814
57.427,-1.624,6.617,7.739,1.511,1.589,0.825,1.151,1.393,0.840,8.392,0.372,-0.229,9.772,0.271,-0.215,9.815
57.438,0.572,-1.439,-0.805,0.541,1.400,0.869,1.307,-0.114,-1.307,10.849,0.429,-0.343,9.787,0.304,-0.227,9.801
57.450,6.920,-8.275,-0.683,1.222,0.522,0.756,1.224,1.221,-0.050,9.671,0.342,-0.271,9.854,0.304,-0.236,9.811
57.461,0.939,-2.049,-1.416,1.212,-0.296,0.917,0.864,1.616,-1.803,9.469,0.366,-0.269,9.824,0.307,-0.229,9.823
57.473,7.897,2.589,2.734,1.089,-0.506,0.797,0.344,1.027,-1.070,9.548,0.218,-0.202,9.785,0.293,-0.222,9.807
57.484,-5.652,-2.415,-6.177,-0.538,-0.975,0.579,-0.081,0.438,-0.423,9.412,0.264,-0.208,9.775,0.287,-0.223,9.809
57.495,4.601,6.129,-2.759,-1.649,-0.762,-0.137,-0.441,-1.034,0.675,10.698,0.071,-0.053,9.792,0.256,-0.192,9.807
57.507,2.037,2.223,9.448,-2.200,-1.122,-0.804,-0.687,-0.560,0.251,9.592,0.153,-0.087,9.752,0.240,-0.177,9.793
57.518,0.939,-2.293,-0.073,-2.265,-1.310,-1.314,-0.785,-1.839,0.021,9.800,0.111,-0.091,9.815,0.228,-0.163,9.799
57.529,-2.234,-0.584,9.936,-2.500,-0.707,-1.673,-0.799,0.129,0.294,9.584,0.248,-0.176,9.750,0.227,-0.163,9.797
57.541,-3.455,1.124,8.837,-2.333,0.063,-1.850,-0.573,-0.007,-0.797,10.763,0.312,-0.300,9.806,0.249,-0.192,9.778
57.552,0.206,4.298,1.025,-0.625,0.711,-1.499,-0.279,0.596,1.314,9.671,0.355,-0.200,9.868,0.266,-0.206,9.807
57.563,3.380,2.955,9.448,0.162,0.575,-1.180,-0.078,-0.021,-0.215,10.238,0.392,-0.290,9.910,0.286,-0.211,9.821
57.575,-2.967,-9.984,-6.421,0.282,0.557,-0.672,0.265,-4.332,1.717,10.576,0.243,-0.135,9.957,0.302,-0.209,9.840
57.586,-6.263,-1.194,5.297,-0.796,0.167,-0.590,0.282,1.925,-0.229,9.685,0.294,-0.288,9.918,0.286,-0.213,9.863
57.597,-0.525,-6.688,2.978,-0.477,0.002,-0.541,0.258,0.122,-1.128,9.333,0.285,-0.286,9.873,0.274,-0.218,9.878
57.609,2.892,2.589,6.274,-1.103,0.574,-0.777,0.322,0.445,-1.106,10.820,0.272,-0.245,9.905,0.274,-0.213,9.877
57.620,1.915,4.298,-7.642,-0.642,1.049,-0.849,0.441,2.579,-0.416,8.830,0.244,-0.242,9.831,0.254,-0.216,9.882
57.632,-0.769,-6.688,-4.224,-0.801,-0.108,-0.817,0.434,-0.696,-1.149,9.362,0.113,-0.207,9.795,0.238,-0.217,9.871
57.643,0.206,-1.683,-0.928,-0.516,0.764,-0.782,0.465,0.409,0.696,10.310,0.146,-0.127,9.815,0.220,-0.203,9.851
57.654,10.460,9.425,4.931,0.377,1.738,-0.592,0.688,1.092,-1.106,8.334,0.081,-0.125,9.835,0.192,-0.189,9.855
57.666,4.357,-0.340,-2.148,0.943,0.116,-0.104,0.598,-1.717,-0.136,10.353,0.057,-0.063,9.945,0.181,-0.170,9.864
57.677,-3.211,0.880,-3.979,-0.961,0.581,-0.181,0.578,0.495,0.114,9.936,0.139,-0.149,9.959,0.167,-0.164,9.883
57.688,0.206,-1.561,-2.026,-0.997,0.695,-0.436,0.633,-0.258,-0.287,10.324,0.215,-0.199,9.977,0.173,-0.170,9.906
57.700,4.235,-5.589,0.658,0.235,0.943,-0.357,0.847,-0.811,0.524,11.093,0.239,-0.148,10.024,0.194,-0.172,9.922
57.711,1.671,6.251,-6.543,0.931,1.736,0.062,0.992,0.962,-0.287,10.166,0.361,-0.250,9.983,0.221,-0.185,9.938
57.722,-5.652,-2.293,3.100,0.129,0.810,0.207,1.132,0.265,-0.079,9.570,0.413,-0.259,9.940,0.261,-0.205,9.943
57.734,4.601,0.270,2.245,1.010,0.411,0.410,0.983,0.811,0.229,10.245,0.478,-0.267,9.909,0.308,-0.224,9.930
57.745,-1.136,2.101,0.536,0.958,1.024,0.619,0.954,0.294,-1.207,9.599,0.482,-0.317,9.855,0.343,-0.238,9.915
57.756,4.113,-11.082,-5.078,1.433,-0.080,0.795,0.892,0.395,1.056,10.461,0.474,-0.297,9.849,0.370,-0.257,9.896
57.768,1.793,2.711,8.105,0.740,0.672,0.821,0.734,0.467,-0.797,9.541,0.454,-0.324,9.798,0.386,-0.270,9.878
57.779,-1.014,-0.096,10.669,-0.018,0.646,0.587,0.740,0.229,0.114,10.181,0.415,-0.298,9.785,0.390,-0.278,9.860
57.790,-4.065,-3.025,4.443,-0.304,-0.079,0.363,0.587,0.467,-0.186,9.556,0.368,-0.285,9.777,0.384,-0.276,9.844
57.802,0.084,1.857,1.025,0.320,0.058,0.386,0.424,0.359,-0.021,9.268,0.335,-0.279,9.795,0.369,-0.279,9.841
57.813,2.037,-9.495,4.321,-0.228,-0.177,0.234,0.403,0.194,-1.005,9.994,0.302,-0.270,9.817,0.353,-0.270,9.834
57.825,0.084,-0.828,2.245,0.097,0.534,0.208,0.402,1.379,0.301,9.347,0.310,-0.280,9.834,0.332,-0.269,9.839
57.836,-1.014,2.345,7.617,0.287,0.391,0.295,0.334,0.273,-0.775,9.850,0.266,-0.283,9.842,0.316,-0.268,9.841
57.847,-2.112,7.106,3.100,-0.327,1.191,0.228,0.480,0.661,0.021,10.260,0.271,-0.275,9.875,0.301,-0.268,9.848
57.858,2.281,2.101,-5.933,0.085,1.613,0.147,0.825,0.617,-0.366,9.649,0.249,-0.266,9.892,0.287,-0.264,9.860
57.870,3.258,-2.415,-3.857,0.074,1.176,0.060,1.019,0.495,0.064,10.159,0.248,-0.271,9.911,0.273,-0.262,9.871
57.881,5.089,2.101,8.715,0.667,1.333,0.155,1.077,0.775,-0.208,9.944,0.274,-0.297,9.911,0.266,-0.267,9.879
57.893,2.159,2.833,17.627,0.685,1.476,0.285,1.174,0.359,-0.244,9.836,0.293,-0.300,9.920,0.266,-0.270,9.891
57.904,4.601,2.833,13.842,1.130,1.706,0.481,1.253,0.581,-0.301,10.454,0.302,-0.312,9.930,0.272,-0.278,9.897
57.915,5.089,5.641,1.147,1.157,2.303,0.670,1.473,0.431,0.100,9.728,0.313,-0.301,9.943,0.276,-0.279,9.909
57.927,3.380,1.734,1.879,2.175,3.073,1.141,1.956,0.222,0.280,10.109,0.335,-0.299,9.944,0.287,-0.284,9.915
57.938,-0.037,-4.246,6.152,1.651,2.107,1.380,2.168,0.251,0.122,10.073,0.346,-0.282,9.941,0.294,-0.284,9.922
57.950,-1.746,0.025,5.053,0.774,1.237,1.305,1.949,-0.186,0.452,10.324,0.332,-0.264,9.961,0.304,-0.281,9.927
57.961,-5.042,2.467,0.658,0.930,1.170,1.286,1.682,0.165,-0.395,10.073,0.361,-0.274,9.999,0.311,-0.276,9.940
57.972,3.258,0.514,6.274,0.805,1.292,1.074,1.581,-0.344,0.718,10.195,0.368,-0.266,9.973,0.325,-0.275,9.948
57.984,-3.089,0.514,-0.073,0.184,1.223,0.861,1.463,-0.100,0.625,9.915,0.370,-0.272,9.948,0.336,-0.279,9.948
57.995,-1.746,-2.903,-1.172,-0.777,0.265,0.430,1.126,-0.668,0.172,10.346,0.357,-0.250,9.976,0.344,-0.273,9.952
58.006,-1.624,-3.514,-3.613,-0.683,-1.439,0.074,0.443,-0.668,1.235,10.073,0.374,-0.227,9.967,0.354,-0.272,9.955
58.018,3.258,-3.392,3.710,0.545,-0.878,0.118,0.061,-0.977,0.725,10.051,0.356,-0.211,9.966,0.365,-0.266,9.957
58.029,-7.606,3.810,3.466,-0.031,-0.927,0.203,-0.273,-1.156,0.186,10.051,0.329,-0.212,9.964,0.371,-0.260,9.958
58.041,1.915,-9.373,2.490,-0.126,-2.217,0.100,-0.681,-0.646,-0.129,10.080,0.299,-0.207,9.969,0.366,-0.252,9.957
58.052,-4.554,6.251,2.368,-0.151,-0.877,0.093,-0.952,-0.416,0.280,9.857,0.294,-0.222,9.949,0.363,-0.254,9.954
58.063,-1.136,1.002,0.414,-0.065,-0.117,0.104,-0.710,-1.142,0.107,9.563,0.263,-0.231,9.919,0.363,-0.259,9.949
58.074,0.817,3.932,5.541,-0.457,0.212,-0.031,-0.535,-1.609,0.114,9.778,0.141,-0.122,9.907,0.348,-0.243,9.938
58.086,-6.263,1.490,1.635,-1.497,0.196,-0.325,-0.359,0.244,-1.063,9.477,0.015,-0.074,9.892,0.297,-0.203,9.933
58.097,6.310,5.152,1.025,-0.972,0.940,-0.647,-0.125,1.666,-2.227,9.972,-0.229,-0.060,9.905,0.185,-0.149,9.926
58.109,4.479,-0.340,2.368,-1.243,1.111,-0.941,0.245,6.581,-2.651,9.031,-0.229,-0.176,9.877,0.040,-0.119,9.922
58.120,4.967,2.345,-3.369,-0.731,1.164,-1.075,0.485,5.525,1.027,9.865,0.178,-0.436,9.841,-0.021,-0.172,9.908
58.131,5.822,1.612,-0.439,0.524,1.942,-0.776,0.882,-2.054,4.346,9.405,0.513,-0.480,9.830,0.064,-0.275,9.894
58.143,-5.897,-2.171,-3.369,0.295,1.774,-0.350,1.332,-6.588,3.003,9.965,0.627,-0.171,9.805,0.246,-0.320,9.876
58.154,-5.652,6.007,0.048,-0.178,1.613,-0.094,1.450,-2.191,-4.598,10.612,0.238,-0.023,9.817,0.323,-0.241,9.858
58.166,-2.356,2.223,-11.548,-0.240,0.702,-0.087,1.194,7.185,-4.605,9.778,0.069,-0.137,9.827,0.228,-0.149,9.848
58.177,-0.769,-1.316,-6.665,-0.172,-0.253,-0.113,0.774,1.444,3.966,9.908,0.542,-0.429,9.956,0.224,-0.213,9.858
58.189,1.549,0.514,10.302,0.261,0.793,-0.042,0.879,-7.220,2.011,9.125,0.321,-0.207,9.870,0.332,-0.273,9.879
58.200,-7.117,4.420,-5.933,-0.213,1.395,0.083,1.079,4.612,-6.301,11.194,0.214,-0.260,9.900,0.318,-0.221,9.872
58.211,-0.525,9.303,-6.665,-0.973,1.755,-0.157,1.144,3.815,2.327,9.218,0.340,-0.332,9.865,0.242,-0.241,9.875
58.223,-2.112,-7.176,18.115,-0.780,1.131,-0.441,1.358,-8.155,1.278,9.038,0.449,-0.288,9.829,0.365,-0.303,9.869
58.234,-1.624,4.420,-7.886,-1.175,-0.499,-0.695,0.925,9.793,-8.104,10.087,0.286,-0.404,9.786,0.306,-0.242,9.857
58.246,4.601,-3.270,-10.816,-0.718,-1.274,-0.839,0.200,-3.333,4.835,7.867,0.495,-0.404,9.784,0.312,-0.318,9.849
58.257,0.694,-8.519,7.006,-0.103,-0.982,-0.629,-0.027,-2.004,-3.987,13.163,0.511,-0.494,9.922,0.423,-0.343,9.844
58.269,-10.047,9.181,0.903,-1.140,-0.903,-0.589,-0.509,7.709,-1.113,8.169,0.496,-0.617,9.952,0.353,-0.367,9.855
58.280,-0.525,-8.153,-2.026,-1.310,-1.988,-0.787,-0.814,-6.480,1.199,8.988,0.340,-0.549,9.947,0.412,-0.450,9.911
58.291,2.526,-1.439,14.087,-1.662,-1.241,-1.051,-0.963,3.211,-1.444,15.340,0.263,-0.444,10.035,0.367,-0.428,9.879
58.303,-9.315,-1.072,-7.520,-1.396,-1.922,-1.055,-1.174,-1.789,2.133,2.148,0.238,-0.265,9.853,0.349,-0.427,9.938
58.314,6.676,4.786,10.180,-0.997,-0.709,-1.056,-1.184,1.027,-1.997,15.684,0.226,-0.335,9.714,0.320,-0.387,9.882
