R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
155,25,1500,180,25,1800,600,200,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1X,GPT1Y,GPT2X,GPT2Y,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,APT2X,APT2Y,APT2Z
96.297,-3.699,4.908,3.954,-0.041,0.500,0.447,-0.085,0.028,0.222,9.829,0.055,0.188,9.852,0.062,0.186,9.857
96.309,-0.892,-1.561,-0.195,-0.053,0.433,0.204,0.152,0.064,0.172,9.857,0.062,0.191,9.854,0.062,0.187,9.856
96.319,-3.089,-2.903,-0.805,-0.071,0.457,0.220,0.260,0.021,0.172,9.865,0.061,0.188,9.856,0.062,0.187,9.856
96.329,-8.948,3.077,-0.439,-2.291,0.244,-0.248,0.270,0.079,0.201,9.836,0.065,0.190,9.860,0.062,0.188,9.857
96.339,-2.723,-4.124,2.368,-2.275,-0.256,-0.931,0.181,0.050,0.143,9.879,0.065,0.183,9.864,0.063,0.187,9.858
96.349,0.328,-1.439,1.025,-1.480,-0.137,-1.141,0.202,0.057,0.165,9.893,0.059,0.182,9.867,0.063,0.187,9.860
96.359,-1.624,-5.955,-2.637,-1.246,-0.204,-1.134,0.220,0.057,0.150,9.850,0.056,0.178,9.868,0.061,0.185,9.862
96.369,2.281,2.467,-1.294,-0.171,0.398,-0.942,0.226,0.064,0.179,9.836,0.052,0.173,9.865,0.059,0.183,9.863
96.379,-1.136,-4.490,1.269,-0.202,-0.372,-0.646,0.138,0.043,0.215,9.836,0.049,0.180,9.860,0.057,0.181,9.863
96.389,-0.403,-4.124,-5.444,-0.219,0.026,-0.506,0.137,0.079,0.201,9.850,0.054,0.181,9.864,0.056,0.181,9.863
96.399,-4.798,-3.514,5.908,-0.476,-0.256,-0.392,0.082,0.071,0.194,9.886,0.052,0.186,9.864,0.055,0.182,9.863
96.409,-1.258,2.833,12.622,-0.200,0.083,-0.377,-0.039,0.071,0.186,9.850,0.049,0.187,9.863,0.054,0.183,9.863
96.419,0.939,-1.072,4.565,0.858,-0.533,-0.045,-0.178,0.093,0.165,9.814,0.049,0.187,9.855,0.053,0.184,9.862
96.429,-0.159,2.223,-2.026,0.654,0.237,0.196,-0.170,0.100,0.179,9.836,0.058,0.187,9.855,0.053,0.185,9.861
96.439,3.136,0.758,-3.125,0.044,0.271,0.155,-0.039,0.057,0.165,9.879,0.055,0.185,9.849,0.054,0.185,9.858
96.449,1.305,1.612,-2.881,-0.014,0.581,0.040,0.117,0.086,0.229,9.893,0.059,0.187,9.853,0.054,0.185,9.857
96.459,-0.281,-6.077,-1.416,0.638,0.693,0.199,0.306,0.064,0.194,9.886,0.060,0.188,9.862,0.055,0.185,9.857
96.469,5.089,7.472,7.983,-0.290,0.807,0.014,0.423,0.043,0.194,9.850,0.059,0.183,9.866,0.056,0.185,9.859
96.479,5.211,4.542,-7.642,0.171,1.151,-0.087,0.570,0.079,0.136,9.865,0.062,0.179,9.865,0.057,0.184,9.860
96.490,1.671,-2.415,5.541,0.541,0.081,0.127,0.529,0.086,0.186,9.908,0.067,0.185,9.874,0.059,0.184,9.863
96.500,6.188,12.843,2.368,1.102,1.514,0.323,0.538,0.079,0.158,9.843,0.071,0.184,9.869,0.061,0.184,9.864
96.510,-0.647,-4.857,-1.416,0.118,1.407,0.360,0.851,0.071,0.194,9.872,0.074,0.187,9.871,0.064,0.185,9.866
96.520,0.939,0.392,-1.904,-0.770,0.850,0.043,0.916,0.079,0.201,9.865,0.079,0.187,9.870,0.067,0.185,9.866
96.531,4.113,3.810,-7.642,0.129,1.756,-0.149,1.158,0.043,0.172,9.793,0.075,0.183,9.860,0.070,0.185,9.866
96.541,0.572,1.002,-0.073,0.269,1.871,-0.011,1.342,0.035,0.158,9.865,0.067,0.178,9.861,0.070,0.184,9.865
96.551,-0.525,1.246,-0.195,-0.177,1.304,0.034,1.282,0.071,0.158,9.893,0.064,0.175,9.856,0.068,0.182,9.863
96.561,-1.014,5.397,-5.078,-0.113,1.371,-0.024,1.248,0.093,0.194,9.857,0.069,0.178,9.860,0.068,0.181,9.862
96.571,-0.159,-2.537,9.936,-0.240,1.046,-0.074,1.293,0.086,0.215,9.843,0.074,0.180,9.861,0.069,0.180,9.862
96.581,0.084,0.270,3.466,-0.250,1.303,-0.107,1.291,0.050,0.237,9.836,0.073,0.186,9.857,0.070,0.181,9.861
96.592,-0.892,-1.194,-2.637,0.348,0.797,0.059,1.236,0.043,0.150,9.843,0.075,0.185,9.856,0.071,0.182,9.860
96.602,7.653,-2.781,7.861,1.065,1.323,0.213,1.307,0.035,0.165,9.886,0.072,0.187,9.858,0.072,0.183,9.859
96.612,0.206,0.025,-3.247,0.768,1.276,0.362,1.270,0.007,0.172,9.879,0.066,0.183,9.860,0.072,0.184,9.859
96.623,-0.525,-0.950,3.222,-0.193,1.531,0.260,1.398,0.043,0.201,9.857,0.066,0.190,9.862,0.070,0.185,9.860
96.633,8.019,0.514,-0.073,0.287,1.703,0.111,1.513,0.064,0.208,9.879,0.064,0.189,9.862,0.069,0.186,9.860
96.643,-3.333,-0.706,-1.050,-0.414,1.110,-0.009,1.458,0.114,0.201,9.872,0.069,0.190,9.856,0.068,0.187,9.859
96.654,6.798,4.908,3.222,0.490,0.117,-0.064,1.072,0.057,0.136,9.836,0.071,0.188,9.851,0.069,0.187,9.858
96.665,-4.188,-6.688,-3.369,-1.085,-0.552,-0.201,0.596,0.071,0.186,9.929,0.071,0.186,9.862,0.069,0.187,9.858
96.675,-1.380,-1.316,-0.073,-0.786,-0.491,-0.305,0.306,0.107,0.186,9.857,0.077,0.185,9.864,0.071,0.187,9.859
96.685,-3.211,1.734,-3.369,-1.196,-0.286,-0.561,0.085,0.107,0.158,9.843,0.079,0.183,9.859,0.072,0.186,9.860
96.695,1.061,4.054,1.513,-0.690,-0.181,-0.691,-0.037,0.050,0.201,9.865,0.077,0.187,9.861,0.074,0.186,9.860
96.705,-1.746,-5.955,-2.637,-0.499,-0.279,-0.615,-0.047,0.086,0.201,9.872,0.078,0.187,9.858,0.074,0.186,9.860
96.715,-5.530,4.664,-12.158,-0.353,0.501,-0.435,0.014,0.050,0.165,9.886,0.074,0.186,9.859,0.075,0.186,9.859
96.725,7.653,-0.706,2.490,1.268,0.224,-0.124,0.153,0.071,0.158,9.850,0.074,0.183,9.858,0.075,0.186,9.859
96.735,-0.159,-0.340,6.274,0.927,0.036,0.266,0.116,0.093,0.179,9.857,0.073,0.185,9.862,0.074,0.186,9.859
96.746,-5.897,0.270,2.001,-0.190,0.121,0.314,0.117,0.057,0.215,9.879,0.073,0.184,9.862,0.074,0.185,9.860
96.757,-6.873,-6.810,-5.933,-0.771,0.552,0.133,0.407,0.028,0.194,9.865,0.070,0.185,9.861,0.074,0.185,9.860
96.767,3.258,1.124,3.100,-0.383,0.814,-0.151,0.461,0.007,0.186,9.836,0.066,0.182,9.859,0.073,0.184,9.860
96.777,5.089,-1.439,6.884,0.036,1.210,-0.251,0.703,0.064,0.215,9.836,0.061,0.184,9.860,0.070,0.184,9.860
96.787,-5.774,-1.194,2.123,-1.025,0.596,-0.350,0.711,0.028,0.208,9.865,0.064,0.190,9.864,0.069,0.185,9.861
96.797,-3.455,-0.462,2.368,-1.387,0.373,-0.635,0.657,0.064,0.194,9.879,0.066,0.193,9.862,0.068,0.186,9.861
96.807,-1.258,4.664,-0.073,-1.168,1.762,-0.829,0.858,0.107,0.172,9.857,0.070,0.195,9.862,0.068,0.188,9.861
96.817,6.920,-4.246,-3.003,-0.846,0.689,-1.000,0.934,0.057,0.179,9.901,0.068,0.194,9.860,0.068,0.190,9.861
96.827,-3.577,-2.659,9.448,-0.760,-0.313,-0.871,0.666,0.071,0.229,9.800,0.067,0.199,9.853,0.068,0.192,9.860
96.838,5.089,1.246,2.368,-0.803,-0.615,-0.887,0.219,0.100,0.201,9.865,0.075,0.196,9.854,0.069,0.193,9.858
96.848,3.746,2.467,3.466,-0.107,0.504,-0.728,0.227,0.071,0.172,9.857,0.072,0.195,9.862,0.070,0.193,9.859
96.858,-1.136,0.758,-2.514,0.270,0.739,-0.429,0.358,0.071,0.215,9.814,0.069,0.192,9.862,0.070,0.193,9.860
96.868,0.450,-1.561,-2.392,0.290,-0.163,-0.247,0.211,0.122,0.222,9.814,0.074,0.192,9.857,0.070,0.192,9.860
96.878,-6.751,-2.293,6.640,0.619,0.070,0.083,0.224,0.064,0.215,9.850,0.073,0.193,9.856,0.071,0.192,9.859
96.889,-0.769,1.857,-7.153,0.925,-0.147,0.382,0.118,0.057,0.179,9.872,0.072,0.190,9.859,0.071,0.192,9.859
96.901,2.526,3.199,2.245,1.703,0.946,0.715,0.311,0.093,0.201,9.857,0.073,0.188,9.862,0.071,0.191,9.859
96.913,-1.502,2.589,-4.956,1.738,1.175,1.086,0.554,0.043,0.186,9.865,0.071,0.186,9.862,0.072,0.190,9.860
96.924,7.409,4.298,2.123,2.347,1.710,1.367,0.858,0.043,0.143,9.807,0.068,0.180,9.858,0.071,0.188,9.860
96.936,1.061,-4.857,-8.374,0.760,0.922,1.346,1.060,0.057,0.129,9.857,0.066,0.176,9.861,0.070,0.186,9.860
96.948,-2.723,-2.659,-7.153,0.483,0.216,1.214,0.889,0.064,0.244,9.865,0.066,0.180,9.860,0.069,0.184,9.860
96.960,3.746,-2.293,9.936,1.290,0.040,1.169,0.674,0.086,0.222,9.879,0.065,0.185,9.866,0.068,0.184,9.861
96.972,0.328,3.566,-6.909,1.376,0.317,1.162,0.484,0.057,0.186,9.850,0.064,0.184,9.869,0.068,0.184,9.863
96.983,1.549,0.514,-4.712,1.222,0.519,1.132,0.462,0.064,0.194,9.901,0.061,0.187,9.870,0.066,0.185,9.864
96.995,1.305,-8.153,0.536,0.648,-0.370,1.016,0.425,0.035,0.222,9.857,0.055,0.191,9.865,0.064,0.186,9.865
97.007,-0.037,-7.908,-7.275,0.452,-0.554,0.839,0.273,-0.043,0.301,9.599,0.047,0.224,9.846,0.062,0.192,9.864
97.019,8.141,4.542,-5.810,1.089,-0.123,0.716,0.044,-0.035,0.114,9.685,0.091,0.166,9.821,0.066,0.191,9.855
97.030,7.164,2.711,4.931,1.890,-0.165,0.960,-0.106,-0.675,0.100,10.296,0.030,0.225,9.843,0.065,0.195,9.850
97.042,-2.356,-6.321,-14.966,1.599,-0.076,1.238,-0.038,-0.898,0.467,9.922,-0.016,0.174,9.909,0.051,0.192,9.859
97.054,-1.990,15.895,1.025,0.746,0.182,1.184,-0.224,2.651,-0.330,10.008,0.129,0.152,9.872,0.047,0.185,9.863
97.066,4.235,2.833,13.354,0.456,-0.622,0.946,-0.298,-1.429,0.308,9.398,-0.046,0.272,9.872,0.044,0.199,9.872
97.078,-2.601,-16.576,-6.421,0.151,-1.118,0.671,-0.308,-2.601,1.760,10.396,0.030,0.211,9.897,0.052,0.198,9.869
97.090,2.526,4.908,-3.247,-0.046,-1.158,0.402,-0.631,3.606,-0.775,9.735,0.074,0.242,9.869,0.035,0.211,9.871
97.101,-9.925,5.275,0.292,-1.126,-0.630,0.094,-0.772,-0.050,0.732,9.455,0.050,0.197,9.861,0.030,0.209,9.876
97.113,-3.577,-4.735,9.448,-1.532,-0.784,-0.367,-0.773,-3.197,1.084,11.129,0.071,0.167,9.853,0.046,0.199,9.864
97.125,-8.948,7.960,-8.008,-0.948,-1.421,-0.537,-1.051,4.239,0.366,6.631,0.045,0.281,9.822,0.032,0.215,9.873
97.137,-0.892,-21.459,1.025,-1.674,-2.402,-0.978,-1.170,-0.689,0.050,7.400,-0.098,0.265,9.626,0.013,0.241,9.842
97.149,0.206,-3.148,-9.839,-2.490,-2.474,-1.477,-1.611,1.041,-1.113,9.182,0.025,0.134,9.625,-0.009,0.221,9.782
97.160,-2.356,3.688,-21.314,-1.211,-0.178,-1.330,-1.318,-1.077,-4.196,11.560,0.051,-0.058,9.807,0.015,0.198,9.795
97.172,10.460,1.490,-1.538,1.576,0.013,-0.828,-0.901,-1.149,2.054,7.300,0.015,0.053,9.708,0.038,0.142,9.783
97.184,10.460,6.862,0.170,2.072,0.455,-0.005,-0.534,0.194,-0.258,12.818,-0.065,0.093,9.860,0.013,0.126,9.780
97.196,-6.263,-5.833,-7.153,0.196,-0.250,0.301,-0.351,-0.768,-0.574,7.932,-0.079,0.004,9.881,-0.014,0.116,9.817
97.208,-12.366,-8.885,8.227,-0.589,-0.755,0.184,-0.242,-0.833,3.355,10.260,-0.085,0.132,9.785,-0.013,0.090,9.804
97.220,2.281,5.641,-12.769,-1.217,0.046,-0.285,-0.412,1.681,0.467,9.771,-0.110,-0.015,9.812,-0.061,0.071,9.809
97.231,-1.868,-4.490,4.321,0.511,-0.389,0.021,-0.256,-0.445,-2.478,11.510,0.070,0.135,9.854,-0.035,0.095,9.809
97.242,-5.042,1.857,-4.101,-0.044,1.009,-0.049,-0.027,-0.452,2.809,7.494,-0.059,0.158,9.894,-0.039,0.101,9.837
97.254,2.648,-2.171,3.100,0.982,1.051,0.183,0.344,-0.373,-0.646,11.452,0.014,0.020,9.889,-0.022,0.091,9.828
97.265,-0.647,-11.449,1.269,1.329,0.499,0.520,0.579,0.704,3.046,8.557,0.029,0.254,9.885,-0.028,0.107,9.868
97.276,5.944,2.101,13.720,0.620,0.740,0.514,0.548,-0.962,-0.862,9.225,-0.092,0.162,9.779,-0.024,0.122,9.844
97.288,1.305,-7.054,1.513,0.337,-1.725,0.438,0.017,-0.646,3.024,9.886,0.079,0.227,9.774,-0.011,0.135,9.836
97.299,7.042,6.129,8.715,0.926,-0.705,0.384,-0.487,0.574,-0.797,9.469,0.087,0.309,9.685,0.010,0.171,9.796
97.310,5.333,0.025,3.222,-0.247,-0.695,0.116,-0.626,-2.938,3.060,10.001,-0.061,0.273,9.798,0.021,0.184,9.798
97.322,2.526,2.711,-0.928,0.710,0.440,0.258,-0.338,1.803,-1.832,11.194,0.107,0.188,9.750,0.022,0.200,9.770
97.333,3.746,-4.246,7.006,0.951,0.178,0.407,-0.057,-1.695,3.405,9.584,-0.083,0.379,9.764,0.018,0.207,9.784
97.344,-7.117,0.025,-2.026,0.164,0.171,0.468,-0.022,-0.409,-1.710,9.872,0.014,0.177,9.816,0.021,0.222,9.776
97.356,-0.159,-3.636,-8.740,-0.721,-0.452,0.134,0.026,1.745,0.646,10.547,0.097,0.329,9.819,0.019,0.239,9.789
97.367,5.577,2.589,13.842,0.002,-0.168,-0.022,-0.091,-1.451,0.158,9.505,-0.060,0.376,9.892,0.021,0.269,9.812
97.378,-1.014,-2.293,-1.538,-0.222,-0.610,0.022,-0.163,0.531,1.365,12.207,0.023,0.216,9.948,0.019,0.251,9.829
97.390,-0.403,3.810,-3.857,0.673,-0.405,0.207,-0.285,0.502,-0.617,7.716,0.060,0.256,9.852,0.019,0.269,9.854
97.402,4.235,-5.711,7.739,0.577,0.045,0.246,-0.128,-0.625,-0.438,9.419,-0.066,0.378,9.841,0.004,0.282,9.838
97.414,7.042,9.669,4.931,-0.355,1.319,0.158,0.218,-0.395,-0.804,13.507,-0.113,0.066,10.057,-0.009,0.244,9.861
97.425,-5.408,4.420,-4.712,-0.639,0.920,0.019,0.407,0.251,-0.265,8.147,0.137,0.076,9.898,0.010,0.222,9.899
97.437,-1.990,2.589,-8.984,-1.947,-0.089,-0.526,0.348,3.405,-0.775,9.045,0.291,0.251,9.860,0.033,0.223,9.895
97.449,-3.699,-1.194,-6.177,-1.304,-0.505,-0.744,0.152,0.122,0.775,10.770,0.169,0.205,9.927,0.074,0.205,9.893
97.461,11.315,-1.439,5.664,0.942,0.303,-0.579,0.143,0.754,0.215,9.175,0.117,0.116,9.898,0.080,0.193,9.904
97.473,1.793,-0.096,1.269,1.272,0.293,0.026,0.184,1.286,1.027,9.814,0.030,0.122,9.833,0.060,0.163,9.899
97.484,-0.647,-0.828,2.856,0.079,0.104,0.164,0.240,0.100,0.337,9.606,-0.082,0.179,9.850,0.040,0.158,9.889
97.496,4.357,-10.838,-5.566,0.108,-0.357,0.130,0.291,2.062,-0.014,9.067,-0.129,0.288,9.868,-0.013,0.173,9.897
97.508,7.042,1.734,0.536,0.122,1.770,0.019,0.602,1.666,-0.495,9.865,-0.027,0.403,9.809,-0.042,0.227,9.889
97.520,-0.647,-9.862,-10.938,0.134,1.084,0.085,0.921,-0.122,-3.262,10.540,0.080,0.355,9.711,-0.032,0.291,9.858
97.532,3.502,-4.002,-12.647,0.735,0.667,0.177,1.020,-3.556,-0.603,13.206,0.151,0.120,9.745,0.035,0.292,9.800
97.543,-3.211,-9.373,8.715,1.683,-0.193,0.591,0.870,-7.300,8.622,12.710,-0.316,0.247,10.076,0.066,0.207,9.802
97.555,-13.465,-7.298,-7.886,0.396,-1.636,1.065,0.376,10.820,-1.789,5.525,-0.670,0.624,10.098,-0.120,0.248,9.913
97.567,21.569,3.688,5.786,0.782,-3.254,0.742,-0.882,12.918,-11.654,16.245,0.046,0.376,10.242,-0.299,0.424,9.938
97.579,-2.601,-5.223,8.715,2.091,-3.802,0.657,-2.024,-12.990,5.575,3.520,0.670,-0.064,10.323,-0.058,0.339,10.039
97.591,-16.883,-23.656,-5.933,2.308,-4.184,1.497,-2.291,-5.726,8.377,14.880,0.421,0.141,10.452,0.184,0.177,10.122
97.601,-3.455,3.443,-13.501,1.419,-4.414,1.665,-2.862,1.041,-1.422,14.815,-0.367,0.926,10.713,0.110,0.285,10.185
97.613,49.768,6.373,26.172,4.800,-4.671,1.875,-3.663,-3.671,-2.988,10.008,-0.550,0.690,10.898,-0.029,0.477,10.332
97.625,-29.335,-0.340,-25.831,5.207,-6.036,3.350,-4.481,16.259,8.708,4.885,0.217,0.586,10.523,-0.146,0.414,10.501
97.637,59.656,-2.171,9.936,10.375,-5.853,4.218,-5.209,-18.242,-4.440,14.600,-0.369,0.519,11.225,-0.010,0.458,10.462
97.649,19.494,-13.524,-17.285,11.141,-6.181,6.486,-5.549,-8.801,-5.309,31.980,-0.766,0.269,11.554,-0.237,0.474,10.708
97.659,50.623,12.477,14.453,13.956,-3.261,7.486,-5.216,-16.848,3.535,22.877,-1.371,-0.249,12.271,-0.256,0.380,10.819
97.671,52.942,4.664,-8.984,17.483,-1.314,10.270,-4.074,-3.024,-18.357,8.076,-1.445,-0.809,12.178,-0.574,0.178,11.223
97.683,27.917,3.199,-1.172,18.524,0.254,12.622,-3.181,-11.646,16.029,18.982,-1.654,-0.126,12.128,-0.714,-0.071,11.298
97.695,27.551,4.054,5.419,19.021,3.438,14.781,-1.369,0.984,-9.340,24.249,-0.866,-0.452,12.369,-0.896,-0.000,11.530
97.705,-21.888,-10.594,-15.576,19.799,4.413,16.214,0.137,6.279,12.616,-9.218,-0.741,-0.636,12.288,-0.864,-0.176,11.759
97.716,93.471,37.136,35.938,24.664,5.954,17.593,1.763,-10.612,-4.282,21.835,-1.161,-0.583,12.500,-0.864,-0.211,11.740
97.728,17.663,15.651,13.842,22.032,4.765,19.705,2.902,9.290,-2.601,21.454,-0.483,-0.627,12.515,-0.910,-0.313,11.995
97.740,-8.460,-18.041,-5.078,19.784,3.459,19.255,3.576,12.228,-2.967,-16.999,-0.080,-0.762,12.385,-0.702,-0.365,12.185
97.752,96.156,48.611,43.140,23.331,6.739,19.478,4.135,-19.169,-8.119,43.807,-1.018,-1.222,14.049,-0.617,-0.489,12.277
97.764,9.362,12.721,16.284,21.675,9.511,21.749,6.045,-2.450,-8.780,37.211,-1.056,-1.620,15.581,-0.779,-0.697,12.995
97.776,-68.521,6.617,-16.919,14.685,9.011,20.643,7.012,24.120,3.226,-21.684,0.180,-1.257,13.448,-0.719,-0.865,13.401
97.788,-28.969,-8.031,-18.628,6.497,7.243,16.375,7.140,7.422,0.064,-10.871,0.904,-0.961,12.371,-0.335,-0.895,13.186
97.799,60.022,0.880,22.143,8.262,7.514,13.491,7.278,-21.928,-2.119,36.816,-0.422,-0.874,13.911,-0.189,-0.899,13.097
97.812,44.763,-22.679,24.463,6.155,0.108,11.504,5.480,-19.435,-11.460,43.016,-1.329,-1.292,15.249,-0.419,-0.942,13.482
97.823,-55.214,-39.404,-2.392,-2.035,-2.868,8.306,3.471,6.251,-11.797,3.736,-0.902,-2.044,14.664,-0.622,-1.124,13.933
97.835,-79.019,12.111,-20.459,-9.624,-0.336,3.191,1.714,11.129,-0.969,-15.376,-0.559,-1.856,13.371,-0.599,-1.309,13.920
97.847,21.203,3.566,-12.158,-11.440,-3.341,-1.958,0.402,1.731,-1.314,13.234,0.202,-1.375,12.960,-0.401,-1.357,13.613
97.859,39.514,-21.459,24.707,-12.113,-6.471,-5.395,-1.211,-18.616,-2.277,39.467,-0.594,-1.190,14.589,-0.325,-1.314,13.612
97.871,5.333,-0.584,36.670,-14.481,-8.410,-7.715,-3.321,-11.575,2.521,39.474,-0.933,-0.859,15.756,-0.463,-1.238,14.045
97.883,-94.278,-2.293,-9.106,-22.661,-6.978,-10.752,-4.560,9.311,0.265,2.565,-0.070,-0.840,15.020,-0.506,-1.134,14.445
97.895,-74.502,-35.741,-35.108,-27.424,-10.105,-15.763,-5.830,12.078,-10.095,-12.494,0.606,-0.978,13.728,-0.320,-1.063,14.407
97.907,9.118,-4.612,-10.205,-26.870,-10.712,-20.031,-7.293,15.958,0.524,5.748,1.403,-0.826,12.840,-0.008,-1.107,14.049
97.917,18.395,-33.178,19.092,-24.733,-9.137,-21.610,-7.576,-21.806,-1.832,22.266,1.644,-1.323,12.518,0.372,-1.088,13.772
97.929,-5.042,25.417,-6.177,-19.297,-5.577,-21.342,-7.748,-5.726,-10.906,12.128,0.685,-1.581,12.739,0.406,-1.113,13.576
97.941,-28.969,5.763,-29.737,-14.928,-2.414,-19.399,-6.396,17.078,-4.720,6.804,1.699,-1.029,12.205,0.541,-1.190,13.353
97.953,-4.310,-10.106,-24.244,-7.687,-4.243,-16.742,-5.710,15.376,-6.703,1.386,2.014,-1.354,12.276,0.829,-1.222,13.176
97.965,-18.104,21.632,-29.981,-0.558,-1.380,-12.813,-4.618,15.684,4.993,-9.433,1.945,-1.158,12.048,1.085,-1.239,12.959
97.976,71.253,1.002,-5.933,10.836,2.776,-6.530,-1.996,-6.703,12.810,31.829,1.743,-0.485,12.247,1.321,-1.157,12.676
97.988,27.917,-47.583,2.490,15.997,-2.521,0.619,-1.271,-13.780,-3.994,18.501,0.973,-0.519,12.549,1.266,-0.923,12.758
97.998,42.322,2.833,-15.698,19.246,-3.452,4.637,-1.838,22.151,-12.394,3.089,1.331,-0.865,12.213,1.190,-0.898,12.667
98.009,48.181,-3.880,2.245,21.888,-3.021,8.364,-1.860,-6.480,18.329,23.811,1.337,-0.288,12.402,1.310,-0.862,12.558
