R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,0,50,0,50,375,0,0,0.995
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
144.140,-0.703,0.002,-0.624,-0.627,-0.697,-0.690,-0.662,-0.630,-0.631,-0.609
144.151,-0.281,-0.156,-0.626,-0.626,-0.693,-0.686,-0.666,-0.626,-0.627,-0.613
144.161,-0.923,-0.412,-0.630,-0.625,-0.717,-0.709,-0.673,-0.651,-0.651,-0.621
144.172,-1.739,-0.887,-0.621,-0.625,-0.741,-0.734,-0.686,-0.673,-0.675,-0.634
144.183,-0.079,-0.568,-0.613,-0.622,-0.717,-0.710,-0.692,-0.648,-0.650,-0.640
144.194,0.229,-0.119,-0.614,-0.620,-0.698,-0.691,-0.687,-0.629,-0.632,-0.635
144.204,1.246,0.356,-0.625,-0.619,-0.674,-0.667,-0.679,-0.607,-0.608,-0.627
144.215,-0.047,0.258,-0.639,-0.621,-0.703,-0.695,-0.675,-0.638,-0.636,-0.624
144.226,-0.007,0.171,-0.628,-0.622,-0.694,-0.687,-0.674,-0.629,-0.629,-0.623
144.237,-0.680,-0.024,-0.637,-0.624,-0.697,-0.689,-0.674,-0.633,-0.632,-0.624
144.248,-0.342,-0.325,-0.626,-0.626,-0.716,-0.708,-0.683,-0.650,-0.651,-0.633
144.258,0.067,-0.332,-0.635,-0.627,-0.722,-0.715,-0.687,-0.658,-0.657,-0.638
144.269,1.535,0.327,-0.647,-0.629,-0.693,-0.685,-0.678,-0.631,-0.628,-0.629
144.280,0.704,0.586,-0.628,-0.631,-0.707,-0.700,-0.668,-0.642,-0.643,-0.620
144.291,0.255,0.498,-0.598,-0.625,-0.707,-0.701,-0.663,-0.638,-0.643,-0.615
144.301,1.296,0.687,-0.625,-0.623,-0.684,-0.677,-0.654,-0.619,-0.619,-0.607
144.312,0.688,0.818,-0.631,-0.624,-0.681,-0.673,-0.643,-0.618,-0.617,-0.597
144.323,0.878,0.419,-0.613,-0.624,-0.688,-0.681,-0.642,-0.623,-0.625,-0.598
144.334,1.447,0.605,-0.621,-0.622,-0.683,-0.676,-0.635,-0.619,-0.620,-0.591
144.344,0.914,0.839,-0.613,-0.620,-0.680,-0.673,-0.622,-0.616,-0.618,-0.579
144.355,0.583,0.873,-0.583,-0.616,-0.654,-0.649,-0.610,-0.587,-0.594,-0.568
144.366,0.021,0.713,-0.612,-0.614,-0.647,-0.641,-0.603,-0.585,-0.587,-0.563
144.377,-0.532,-0.004,-0.623,-0.615,-0.667,-0.660,-0.610,-0.607,-0.607,-0.572
144.387,-1.170,-0.430,-0.621,-0.616,-0.685,-0.678,-0.618,-0.625,-0.626,-0.582
144.398,-1.150,-0.639,-0.613,-0.615,-0.690,-0.684,-0.628,-0.630,-0.632,-0.593
144.409,-0.901,-0.728,-0.611,-0.615,-0.697,-0.691,-0.638,-0.637,-0.639,-0.603
144.420,-0.886,-0.866,-0.605,-0.614,-0.720,-0.714,-0.649,-0.658,-0.661,-0.615
144.431,-0.243,-0.645,-0.594,-0.610,-0.709,-0.704,-0.654,-0.645,-0.650,-0.619
144.441,-0.915,-0.610,-0.597,-0.608,-0.712,-0.706,-0.658,-0.647,-0.651,-0.623
144.452,-1.011,-0.738,-0.610,-0.608,-0.725,-0.719,-0.667,-0.662,-0.664,-0.632
144.463,-0.941,-0.909,-0.611,-0.609,-0.727,-0.721,-0.677,-0.664,-0.665,-0.642
144.474,-0.916,-1.242,-0.595,-0.608,-0.750,-0.744,-0.693,-0.682,-0.686,-0.657
144.484,-1.203,-1.141,-0.594,-0.607,-0.749,-0.744,-0.701,-0.681,-0.685,-0.664
144.495,-1.027,-1.065,-0.578,-0.601,-0.752,-0.747,-0.711,-0.679,-0.686,-0.672
144.506,-0.992,-1.162,-0.576,-0.596,-0.780,-0.775,-0.725,-0.704,-0.711,-0.683
144.517,-1.040,-1.137,-0.618,-0.597,-0.791,-0.785,-0.735,-0.718,-0.717,-0.691
144.527,-1.051,-1.076,-0.608,-0.601,-0.796,-0.790,-0.744,-0.720,-0.721,-0.699
144.538,-1.011,-0.989,-0.607,-0.603,-0.809,-0.803,-0.753,-0.730,-0.731,-0.706
144.549,-1.611,-0.995,-0.599,-0.604,-0.804,-0.799,-0.760,-0.722,-0.725,-0.711
144.560,-2.599,-1.622,-0.585,-0.601,-0.839,-0.834,-0.782,-0.752,-0.757,-0.729
144.571,-0.984,-1.388,-0.606,-0.600,-0.812,-0.806,-0.794,-0.725,-0.726,-0.738
144.581,0.332,-0.697,-0.621,-0.602,-0.780,-0.774,-0.794,-0.694,-0.693,-0.735
144.592,1.045,-0.060,-0.634,-0.607,-0.770,-0.764,-0.787,-0.685,-0.682,-0.726
144.603,0.869,0.284,-0.678,-0.617,-0.768,-0.761,-0.778,-0.688,-0.678,-0.716
144.613,-0.061,0.499,-0.649,-0.627,-0.752,-0.745,-0.767,-0.669,-0.664,-0.704
144.624,-0.287,0.357,-0.644,-0.631,-0.751,-0.744,-0.764,-0.668,-0.664,-0.701
144.635,-0.837,-0.099,-0.636,-0.632,-0.773,-0.767,-0.770,-0.689,-0.686,-0.706
144.646,-0.820,-0.317,-0.635,-0.633,-0.778,-0.772,-0.777,-0.694,-0.691,-0.712
144.656,-1.193,-0.440,-0.654,-0.635,-0.786,-0.779,-0.782,-0.704,-0.698,-0.717
144.667,0.044,-0.272,-0.644,-0.637,-0.753,-0.747,-0.783,-0.670,-0.666,-0.717
144.678,-0.549,-0.368,-0.616,-0.635,-0.766,-0.760,-0.786,-0.679,-0.680,-0.718
144.688,0.237,-0.227,-0.634,-0.634,-0.758,-0.752,-0.787,-0.673,-0.671,-0.718
144.699,0.542,0.090,-0.610,-0.632,-0.729,-0.724,-0.779,-0.642,-0.643,-0.709
144.709,0.581,0.304,-0.612,-0.630,-0.719,-0.714,-0.771,-0.632,-0.634,-0.700
144.720,-0.617,0.165,-0.608,-0.627,-0.740,-0.735,-0.769,-0.653,-0.655,-0.697
144.731,-0.389,-0.059,-0.615,-0.625,-0.733,-0.728,-0.772,-0.647,-0.648,-0.699
144.741,1.324,0.221,-0.615,-0.623,-0.693,-0.688,-0.766,-0.608,-0.609,-0.692
144.752,0.887,0.431,-0.629,-0.623,-0.698,-0.693,-0.756,-0.615,-0.614,-0.682
144.762,-0.213,0.266,-0.657,-0.628,-0.714,-0.707,-0.753,-0.636,-0.630,-0.679
144.773,-1.094,-0.141,-0.761,-0.636,-0.747,-0.737,-0.760,-0.683,-0.661,-0.686
144.784,0.700,-0.222,-0.776,-0.664,-0.727,-0.716,-0.767,-0.669,-0.644,-0.696
144.794,0.715,0.013,-0.754,-0.677,-0.729,-0.719,-0.762,-0.670,-0.650,-0.694
144.805,0.874,0.372,-0.650,-0.674,-0.712,-0.706,-0.752,-0.641,-0.638,-0.683
144.815,0.851,0.502,-0.747,-0.695,-0.714,-0.704,-0.745,-0.658,-0.639,-0.680
144.826,0.415,0.578,-0.734,-0.710,-0.711,-0.701,-0.737,-0.659,-0.640,-0.675
144.836,-0.143,0.176,-0.913,-0.749,-0.753,-0.737,-0.743,-0.727,-0.683,-0.687
144.847,-0.173,-0.055,-0.949,-0.780,-0.769,-0.753,-0.749,-0.748,-0.704,-0.699
144.858,-0.136,-0.229,-0.929,-0.800,-0.783,-0.768,-0.755,-0.761,-0.723,-0.710
144.869,0.577,-0.119,-1.003,-0.836,-0.772,-0.754,-0.757,-0.765,-0.717,-0.719
144.880,2.360,0.510,-1.172,-0.877,-0.742,-0.718,-0.747,-0.762,-0.690,-0.718
144.892,1.986,1.207,-1.333,-0.945,-0.724,-0.694,-0.725,-0.775,-0.681,-0.710
144.903,0.679,1.148,-1.211,-1.006,-0.740,-0.715,-0.716,-0.788,-0.716,-0.714
144.914,0.026,0.701,-1.008,-1.029,-0.755,-0.738,-0.718,-0.783,-0.748,-0.726
144.925,0.818,0.682,-1.114,-1.016,-0.732,-0.712,-0.712,-0.778,-0.727,-0.726
144.936,1.526,1.001,-0.950,-1.036,-0.702,-0.688,-0.701,-0.737,-0.712,-0.724
144.948,1.653,1.376,-0.682,-1.004,-0.660,-0.653,-0.681,-0.676,-0.681,-0.707
144.959,1.953,1.579,-0.643,-0.939,-0.642,-0.636,-0.661,-0.653,-0.663,-0.685
144.970,0.360,1.220,-1.049,-0.962,-0.675,-0.654,-0.652,-0.743,-0.690,-0.685
144.981,-0.717,0.837,-0.894,-0.953,-0.672,-0.655,-0.648,-0.728,-0.697,-0.686
144.992,-0.345,0.174,-1.015,-0.944,-0.691,-0.668,-0.659,-0.770,-0.713,-0.701
145.004,1.661,0.362,-1.234,-0.978,-0.678,-0.645,-0.659,-0.796,-0.700,-0.712
145.015,0.509,0.598,-1.365,-1.062,-0.697,-0.656,-0.653,-0.853,-0.729,-0.722
145.026,0.066,0.341,-1.330,-1.134,-0.696,-0.655,-0.656,-0.866,-0.744,-0.742
145.037,0.332,0.141,-1.244,-1.163,-0.696,-0.657,-0.662,-0.868,-0.758,-0.760
145.049,-0.541,-0.006,-0.903,-1.178,-0.709,-0.681,-0.668,-0.855,-0.792,-0.776
145.060,-0.696,-0.356,-0.791,-1.123,-0.721,-0.697,-0.678,-0.856,-0.808,-0.787
145.071,-0.281,-0.237,-0.796,-1.048,-0.712,-0.687,-0.680,-0.843,-0.795,-0.786
145.082,0.633,0.196,-0.729,-0.970,-0.670,-0.647,-0.671,-0.789,-0.751,-0.772
145.093,0.740,0.181,-0.570,-0.862,-0.673,-0.654,-0.667,-0.771,-0.747,-0.758
145.105,0.556,0.316,-0.679,-0.786,-0.697,-0.674,-0.662,-0.800,-0.758,-0.744
145.116,1.694,0.712,-0.786,-0.744,-0.672,-0.647,-0.649,-0.776,-0.726,-0.726
145.127,2.120,1.199,-1.270,-0.720,-0.663,-0.615,-0.628,-0.836,-0.690,-0.702
145.138,2.195,1.639,-1.251,-0.826,-0.647,-0.585,-0.608,-0.869,-0.676,-0.696
145.150,2.127,1.606,-1.167,-0.991,-0.647,-0.582,-0.599,-0.897,-0.697,-0.711
145.161,0.546,1.283,-0.707,-0.986,-0.663,-0.619,-0.591,-0.849,-0.738,-0.708
145.171,0.663,1.091,-1.100,-0.920,-0.648,-0.587,-0.580,-0.876,-0.703,-0.694
145.182,-0.592,0.583,-0.970,-0.913,-0.704,-0.643,-0.586,-0.934,-0.759,-0.701
145.193,0.493,0.374,-1.421,-0.985,-0.700,-0.611,-0.590,-1.020,-0.739,-0.718
145.203,1.753,0.462,-1.315,-1.011,-0.715,-0.623,-0.592,-1.041,-0.758,-0.727
145.215,0.885,0.994,-1.752,-1.083,-0.701,-0.592,-0.576,-1.087,-0.742,-0.726
145.226,0.922,1.140,-1.329,-1.216,-0.674,-0.580,-0.571,-1.029,-0.755,-0.745
145.237,-1.038,0.127,-1.214,-1.182,-0.761,-0.670,-0.587,-1.106,-0.847,-0.766
145.249,0.054,-0.143,-1.598,-1.232,-0.784,-0.676,-0.602,-1.183,-0.865,-0.795
145.259,1.222,0.192,-1.725,-1.294,-0.762,-0.657,-0.603,-1.161,-0.859,-0.811
145.270,0.537,0.254,-1.389,-1.313,-0.775,-0.694,-0.606,-1.103,-0.905,-0.823
145.281,1.785,0.517,-1.997,-1.386,-0.764,-0.686,-0.608,-1.096,-0.913,-0.843
145.292,1.753,1.009,-1.902,-1.457,-0.753,-0.696,-0.601,-1.042,-0.940,-0.855
145.304,5.642,2.319,-1.827,-1.517,-0.662,-0.596,-0.571,-0.991,-0.859,-0.845
145.315,7.683,4.111,-1.171,-1.515,-0.627,-0.557,-0.514,-0.979,-0.832,-0.801
145.326,13.710,7.372,-0.976,-1.440,-0.390,-0.316,-0.397,-0.756,-0.598,-0.689
145.337,15.398,10.525,-0.822,-1.358,-0.222,-0.159,-0.244,-0.559,-0.448,-0.542
145.349,22.037,14.348,-2.232,-1.392,0.043,0.176,-0.046,-0.517,-0.139,-0.366
145.360,25.568,18.721,-2.126,-1.575,0.297,0.463,0.199,-0.396,0.094,-0.167
145.371,29.070,22.716,-2.350,-1.627,0.653,0.821,0.495,-0.080,0.407,0.089
145.383,31.303,26.346,-1.674,-1.693,0.994,1.173,0.819,0.184,0.705,0.366
145.394,33.625,29.040,0.143,-1.436,1.399,1.558,1.174,0.639,1.068,0.707
145.405,34.609,31.323,0.184,-1.173,1.793,1.947,1.547,1.031,1.434,1.065
145.417,29.701,31.336,0.995,-0.839,2.011,2.170,1.897,1.231,1.643,1.407
145.428,27.703,29.909,0.478,-0.528,2.203,2.429,2.207,1.228,1.888,1.706
145.439,26.010,28.545,-0.180,-0.494,2.455,2.728,2.494,1.323,2.137,1.949
145.451,24.011,26.731,0.433,-0.377,2.651,2.923,2.753,1.500,2.294,2.171
145.462,23.611,25.214,-0.172,-0.297,2.801,3.134,2.992,1.456,2.458,2.366
145.473,22.290,24.096,-0.158,-0.310,2.994,3.331,3.220,1.602,2.598,2.536
145.484,18.774,22.674,-0.575,-0.289,3.180,3.506,3.432,1.786,2.716,2.692
145.496,16.200,20.084,-2.224,-0.506,3.233,3.602,3.583,1.658,2.725,2.756
145.507,12.169,17.299,-3.036,-0.857,3.253,3.639,3.694,1.549,2.654,2.756
145.518,8.507,13.987,-0.797,-1.046,3.308,3.629,3.761,1.718,2.553,2.728
145.530,4.548,10.364,0.309,-0.852,3.250,3.560,3.797,1.671,2.442,2.716
145.541,0.356,6.692,0.277,-0.689,3.136,3.497,3.795,1.394,2.339,2.668
145.552,-2.762,2.707,-2.001,-0.746,2.871,3.364,3.733,0.731,2.146,2.537
145.564,-5.109,-0.656,-3.266,-1.077,2.635,3.214,3.628,0.199,1.904,2.329
145.575,-9.526,-4.010,-2.562,-1.371,2.392,2.984,3.486,-0.124,1.585,2.089
145.586,-14.495,-7.861,-1.099,-1.409,2.112,2.689,3.304,-0.372,1.240,1.843
145.597,-19.390,-11.822,-0.083,-1.287,1.865,2.412,3.089,-0.519,0.938,1.590
145.609,-23.838,-16.495,0.153,-1.039,1.508,2.050,2.816,-0.825,0.580,1.305
145.620,-25.421,-20.548,-0.839,-0.906,1.159,1.713,2.500,-1.172,0.245,0.975
145.631,-27.786,-23.305,-1.909,-0.982,0.801,1.369,2.171,-1.552,-0.113,0.616
145.643,-28.690,-25.655,-1.524,-1.081,0.474,1.018,1.819,-1.789,-0.476,0.237
145.654,-31.354,-27.794,-1.715,-1.133,0.066,0.604,1.452,-2.151,-0.888,-0.144
145.665,-32.242,-29.714,-2.240,-1.268,-0.363,0.194,1.059,-2.606,-1.301,-0.554
145.677,-33.822,-31.003,-1.360,-1.302,-0.736,-0.207,0.670,-2.852,-1.685,-0.941
145.687,-35.849,-32.424,0.424,-1.158,-1.063,-0.598,0.316,-2.942,-2.032,-1.264
145.698,-35.813,-33.726,0.373,-0.916,-1.447,-0.977,-0.088,-3.245,-2.340,-1.612
145.709,-34.307,-34.171,1.227,-0.686,-1.793,-1.331,-0.483,-3.468,-2.614,-1.939
145.720,-33.523,-33.681,1.208,-0.373,-2.103,-1.630,-0.813,-3.705,-2.821,-2.189
145.730,-31.893,-33.641,-0.809,-0.331,-2.460,-1.917,-1.145,-4.166,-3.044,-2.466
145.740,-27.897,-31.876,-0.452,-0.404,-2.660,-2.126,-1.443,-4.268,-3.201,-2.719
145.751,-24.712,-29.622,1.087,-0.274,-2.828,-2.333,-1.714,-4.229,-3.327,-2.916
145.761,-22.366,-27.243,2.110,-0.018,-3.003,-2.533,-1.953,-4.220,-3.426,-3.059
145.772,-17.711,-24.261,2.793,0.395,-3.073,-2.635,-2.134,-4.065,-3.402,-3.117
145.783,-12.674,-19.797,0.691,0.588,-3.146,-2.645,-2.271,-4.174,-3.295,-3.140
145.794,-5.689,-14.716,-0.547,0.423,-3.127,-2.586,-2.361,-4.176,-3.166,-3.158
145.805,-2.336,-10.418,-0.976,0.249,-3.094,-2.534,-2.392,-4.127,-3.066,-3.138
145.816,3.608,-6.070,-2.715,-0.033,-3.029,-2.400,-2.387,-4.198,-2.904,-3.100
145.826,6.463,-1.711,-3.377,-0.482,-2.923,-2.282,-2.340,-4.098,-2.788,-3.049
145.837,9.629,2.363,-0.716,-0.683,-2.670,-2.142,-2.251,-3.499,-2.628,-2.933
145.848,12.880,5.789,0.308,-0.579,-2.448,-1.961,-2.122,-3.103,-2.394,-2.744
145.859,15.297,9.543,-0.119,-0.513,-2.208,-1.698,-1.946,-2.869,-2.088,-2.515
145.869,19.565,12.578,-0.689,-0.503,-1.932,-1.403,-1.755,-2.599,-1.762,-2.282
145.880,21.911,16.016,-2.179,-0.631,-1.679,-1.086,-1.526,-2.494,-1.439,-2.034
145.891,23.331,18.461,-2.349,-0.942,-1.434,-0.831,-1.300,-2.280,-1.207,-1.820
145.902,23.253,20.327,-0.572,-0.986,-1.146,-0.593,-1.050,-1.837,-0.968,-1.556
145.912,25.692,22.034,0.840,-0.775,-0.819,-0.295,-0.782,-1.395,-0.642,-1.248
145.923,26.784,23.454,-0.168,-0.642,-0.580,-0.000,-0.505,-1.272,-0.331,-0.942
145.934,30.758,26.016,-0.991,-0.659,-0.211,0.424,-0.191,-1.039,0.084,-0.624
145.944,31.660,28.055,-1.683,-0.757,0.082,0.767,0.129,-0.877,0.402,-0.314
145.955,31.764,29.549,-1.136,-0.866,0.413,1.093,0.454,-0.546,0.694,-0.009
145.966,32.058,30.684,0.460,-0.763,0.753,1.388,0.787,-0.078,0.976,0.323
145.977,32.950,31.561,-1.209,-0.687,1.072,1.762,1.132,0.094,1.330,0.660
145.987,31.860,31.921,-4.072,-1.040,1.266,2.058,1.447,-0.028,1.547,0.908
145.998,31.474,31.455,-2.612,-1.364,1.562,2.306,1.737,0.336,1.711,1.126
146.009,26.552,30.429,-0.367,-1.299,1.814,2.504,2.030,0.709,1.866,1.387
146.019,21.825,28.160,-0.530,-1.188,1.964,2.660,2.276,0.826,1.985,1.603
146.030,18.971,24.923,-0.789,-1.107,2.082,2.797,2.466,0.874,2.082,1.760
146.041,18.526,22.605,-1.367,-1.102,2.192,2.978,2.641,0.773,2.213,1.889
146.052,16.177,20.506,-2.241,-1.244,2.166,3.055,2.789,0.444,2.221,1.974
146.062,10.264,17.639,-1.403,-1.334,2.156,3.036,2.898,0.427,2.137,2.021
146.073,7.373,13.718,-0.543,-1.243,2.119,2.990,2.948,0.408,2.051,2.033
146.084,5.487,10.392,-1.101,-1.187,2.067,2.988,2.977,0.217,2.008,2.020
146.094,3.245,8.400,-3.435,-1.349,1.966,2.995,2.995,-0.188,1.948,1.971
146.105,0.492,5.815,-4.662,-1.739,1.825,2.910,2.962,-0.527,1.768,1.842
146.116,-6.824,2.513,-2.957,-2.013,1.661,2.701,2.889,-0.618,1.477,1.684
146.127,-10.897,-2.059,-1.518,-2.014,1.446,2.442,2.749,-0.726,1.171,1.492
146.137,-16.107,-6.706,-2.092,-1.940,1.184,2.161,2.577,-0.941,0.860,1.283
146.148,-18.752,-11.510,-2.961,-2.027,0.913,1.905,2.338,-1.263,0.553,0.984
146.159,-19.573,-14.592,-2.909,-2.191,0.665,1.647,2.080,-1.502,0.240,0.662
146.171,-22.867,-17.495,-2.710,-2.297,0.353,1.316,1.795,-1.777,-0.134,0.325
146.181,-23.975,-19.571,-4.064,-2.444,0.013,1.028,1.511,-2.256,-0.460,-0.003
146.192,-24.335,-21.317,-5.711,-2.876,-0.363,0.713,1.198,-2.822,-0.843,-0.392
146.203,-26.566,-23.245,-3.896,-3.121,-0.699,0.331,0.870,-3.053,-1.270,-0.774
146.214,-24.254,-24.154,-1.971,-3.011,-0.932,0.030,0.559,-3.088,-1.568,-1.091
146.225,-22.105,-23.392,-1.186,-2.782,-1.112,-0.178,0.298,-3.148,-1.756,-1.337
146.235,-21.631,-22.664,-0.070,-2.435,-1.313,-0.393,0.057,-3.249,-1.928,-1.542
146.246,-23.272,-22.893,1.116,-1.998,-1.624,-0.686,-0.189,-3.519,-2.157,-1.732
146.257,-25.826,-23.364,1.963,-1.410,-1.910,-0.958,-0.434,-3.730,-2.337,-1.891
146.268,-26.413,-24.147,0.640,-1.040,-2.255,-1.223,-0.705,-4.167,-2.523,-2.089
146.278,-26.212,-25.292,-0.503,-0.929,-2.620,-1.536,-1.000,-4.574,-2.777,-2.333
146.289,-25.269,-25.714,-1.363,-0.943,-2.920,-1.799,-1.288,-4.884,-2.991,-2.579
146.301,-23.138,-24.875,-2.217,-1.119,-3.202,-2.001,-1.573,-5.287,-3.153,-2.829
146.311,-25.155,-24.309,-3.101,-1.345,-3.545,-2.247,-1.819,-5.806,-3.376,-3.057
146.322,-25.858,-24.729,-3.165,-1.575,-3.885,-2.530,-2.103,-6.222,-3.635,-3.321
146.332,-21.637,-24.402,-3.535,-1.841,-4.155,-2.768,-2.383,-6.501,-3.854,-3.585
146.343,-18.924,-22.900,-2.290,-1.969,-4.325,-2.963,-2.619,-6.526,-4.013,-3.789
146.354,-20.429,-21.212,-0.520,-1.822,-4.422,-3.129,-2.805,-6.342,-4.110,-3.908
146.365,-20.362,-20.916,0.663,-1.533,-4.622,-3.353,-3.010,-6.355,-4.242,-4.024
146.375,-16.293,-20.028,1.319,-1.139,-4.749,-3.485,-3.192,-6.323,-4.265,-4.099
146.386,-13.608,-17.524,1.449,-0.785,-4.801,-3.506,-3.311,-6.308,-4.178,-4.110
146.397,-9.224,-14.857,0.285,-0.568,-4.916,-3.493,-3.405,-6.603,-4.069,-4.106
146.408,-3.753,-11.661,-0.920,-0.555,-4.939,-3.441,-3.467,-6.691,-3.944,-4.092
146.418,3.790,-6.864,-2.726,-0.777,-4.848,-3.251,-3.459,-6.752,-3.716,-4.040
146.429,10.345,-1.038,-3.656,-1.116,-4.674,-3.029,-3.382,-6.623,-3.481,-3.940
146.440,13.949,3.755,-4.077,-1.555,-4.494,-2.845,-3.272,-6.404,-3.303,-3.827
146.451,16.101,8.271,-2.336,-1.754,-4.214,-2.628,-3.110,-5.905,-3.075,-3.642
146.461,18.007,12.064,0.624,-1.575,-3.894,-2.404,-2.908,-5.255,-2.800,-3.378
146.472,16.147,13.910,1.104,-1.218,-3.699,-2.214,-2.699,-4.935,-2.540,-3.087
146.483,19.730,15.809,1.485,-0.844,-3.387,-1.915,-2.475,-4.480,-2.168,-2.779
146.494,21.642,17.835,0.637,-0.604,-3.160,-1.634,-2.233,-4.287,-1.831,-2.469
146.504,21.910,18.996,-0.091,-0.466,-2.984,-1.412,-2.002,-4.141,-1.568,-2.185
146.516,22.927,20.680,-1.456,-0.571,-2.703,-1.083,-1.738,-3.914,-1.227,-1.895
146.526,23.088,21.422,-2.645,-0.785,-2.512,-0.838,-1.502,-3.822,-0.994,-1.659
146.537,22.092,21.955,-4.553,-1.220,-2.343,-0.612,-1.277,-3.789,-0.816,-1.469
146.548,23.433,21.853,-2.784,-1.538,-2.078,-0.396,-1.064,-3.398,-0.643,-1.287
146.559,23.688,22.502,-1.212,-1.585,-1.817,-0.164,-0.825,-3.039,-0.429,-1.054
146.569,22.986,23.086,2.051,-1.208,-1.513,0.065,-0.562,-2.487,-0.169,-0.752
146.580,21.817,22.692,2.435,-0.686,-1.309,0.276,-0.310,-2.216,0.090,-0.441
146.591,22.199,22.002,-0.823,-0.506,-1.195,0.511,-0.082,-2.340,0.337,-0.193
146.602,24.614,23.334,-2.380,-0.705,-0.898,0.873,0.171,-2.191,0.660,0.034
146.612,24.731,23.690,-2.986,-1.035,-0.722,1.078,0.400,-2.099,0.805,0.213
146.623,23.393,23.590,-2.264,-1.235,-0.499,1.283,0.632,-1.835,0.957,0.402
146.634,19.386,22.724,-1.544,-1.305,-0.331,1.414,0.842,-1.579,1.048,0.579
146.645,16.789,20.938,-0.899,-1.283,-0.221,1.497,1.013,-1.394,1.098,0.725
146.656,16.004,18.841,-0.230,-1.159,-0.092,1.604,1.162,-1.197,1.187,0.859
146.666,11.290,16.818,-0.187,-1.008,-0.036,1.665,1.299,-1.132,1.231,0.985
146.677,9.875,14.314,-1.451,-0.984,-0.039,1.738,1.390,-1.309,1.277,1.051
146.688,10.424,12.581,-2.012,-1.113,0.014,1.805,1.463,-1.292,1.296,1.079
146.699,6.326,11.295,-0.613,-1.165,0.160,1.843,1.543,-0.893,1.294,1.122
146.709,3.883,8.699,0.789,-0.977,0.185,1.785,1.574,-0.651,1.227,1.146
146.720,2.145,6.488,-0.042,-0.800,0.145,1.758,1.591,-0.707,1.194,1.156
146.731,1.239,4.473,-1.092,-0.760,0.125,1.762,1.587,-0.777,1.177,1.132
146.741,1.210,3.213,-2.963,-0.938,0.059,1.755,1.568,-1.003,1.126,1.068
146.753,-2.133,1.824,-3.496,-1.204,-0.018,1.668,1.531,-1.089,0.982,0.974
146.764,-0.948,0.899,-3.075,-1.513,-0.026,1.645,1.479,-1.093,0.900,0.863
146.775,-4.689,-0.438,-0.371,-1.506,-0.108,1.483,1.422,-0.987,0.718,0.785
146.786,-6.399,-2.171,1.847,-1.188,-0.213,1.327,1.346,-0.934,0.581,0.726
146.797,-12.871,-4.826,2.336,-0.809,-0.538,1.019,1.232,-1.248,0.307,0.641
