R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,-1550,50,1,50,1,50,375,0,0,0.995
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
347.053,0.170,0.053,0.119,0.106,200.369,202.262,194.109,-0.001,-0.006,0.107
347.064,0.449,0.270,0.118,0.108,199.965,201.854,193.704,0.021,0.017,0.113
347.075,0.494,0.345,0.115,0.109,199.545,201.430,193.298,0.026,0.023,0.117
347.086,1.167,0.641,0.118,0.110,199.140,201.021,192.900,0.044,0.041,0.125
347.096,0.199,0.649,0.113,0.110,198.713,200.590,192.504,0.035,0.033,0.133
347.107,1.213,0.614,0.118,0.111,198.326,200.198,192.107,0.067,0.063,0.138
347.118,1.232,0.528,0.125,0.112,197.896,199.763,191.711,0.053,0.048,0.141
347.129,1.207,0.833,0.115,0.113,197.511,199.375,191.333,0.072,0.070,0.154
347.140,0.273,0.686,0.096,0.112,197.101,198.961,190.944,0.065,0.069,0.160
347.151,-0.464,0.199,0.106,0.111,196.673,198.529,190.548,0.048,0.048,0.155
347.161,-0.049,0.041,0.109,0.110,196.268,198.119,190.153,0.050,0.049,0.151
347.172,-0.175,0.174,0.116,0.111,195.876,197.724,189.766,0.065,0.062,0.153
347.183,-0.563,-0.074,0.112,0.111,195.479,197.322,189.376,0.067,0.066,0.150
347.194,-1.329,-0.573,0.111,0.111,195.046,196.886,188.978,0.035,0.034,0.137
347.205,-0.369,-0.668,0.108,0.111,194.652,196.488,188.589,0.032,0.033,0.125
347.216,-0.071,-0.418,0.115,0.111,194.268,196.100,188.206,0.046,0.044,0.123
347.226,-0.681,-0.546,0.107,0.111,193.856,195.684,187.821,0.025,0.025,0.117
347.237,-0.818,-0.920,0.118,0.111,193.438,195.261,187.428,0.003,0.000,0.102
347.248,0.645,-0.478,0.121,0.112,193.061,194.881,187.050,0.018,0.014,0.100
347.259,-0.766,-0.363,0.121,0.113,192.645,194.460,186.674,-0.008,-0.012,0.099
347.269,0.096,-0.220,0.119,0.114,192.386,194.199,186.398,0.018,0.015,0.099
347.280,1.679,0.234,0.123,0.114,192.258,194.068,186.250,0.054,0.050,0.107
347.291,0.413,0.449,0.122,0.115,192.066,193.875,186.097,0.031,0.027,0.117
347.301,1.373,0.614,0.122,0.115,191.935,193.741,185.944,0.068,0.064,0.126
347.312,1.290,0.825,0.122,0.116,191.763,193.568,185.793,0.064,0.061,0.137
347.323,0.141,0.843,0.121,0.116,191.587,193.391,185.643,0.055,0.052,0.147
347.333,0.422,0.650,0.116,0.116,191.434,193.236,185.484,0.069,0.068,0.150
347.344,0.787,0.637,0.112,0.116,191.273,193.073,185.327,0.075,0.075,0.154
347.355,-0.328,0.518,0.109,0.116,191.097,192.896,185.177,0.058,0.059,0.158
347.366,-0.237,0.205,0.113,0.116,190.937,192.733,185.013,0.066,0.066,0.154
347.376,0.150,0.041,0.116,0.116,190.783,192.578,184.851,0.079,0.077,0.151
347.387,-0.630,-0.138,0.118,0.116,190.605,192.397,184.688,0.067,0.065,0.148
347.398,-0.168,-0.169,0.163,0.118,190.449,192.238,184.525,0.089,0.073,0.145
347.408,-0.587,-0.358,0.145,0.120,190.267,192.055,184.360,0.067,0.058,0.138
347.419,-1.253,-0.530,0.097,0.121,190.105,191.893,184.200,0.050,0.057,0.132
347.430,-2.255,-0.934,0.191,0.125,189.924,191.707,184.027,0.062,0.039,0.119
347.441,-1.790,-1.263,0.225,0.131,189.750,191.529,183.847,0.063,0.031,0.101
347.451,-1.971,-1.530,0.120,0.132,189.557,191.339,183.669,0.005,0.007,0.081
347.462,-1.072,-1.432,0.029,0.129,189.394,191.177,183.495,-0.018,0.012,0.067
347.473,-1.057,-1.237,0.121,0.121,189.237,191.015,183.329,0.011,0.014,0.057
347.483,-0.262,-1.001,0.011,0.118,189.081,190.862,183.163,-0.012,0.027,0.050
347.494,-1.104,-0.949,0.091,0.112,188.901,190.678,183.003,-0.015,0.001,0.042
347.505,-1.245,-1.147,0.090,0.108,188.725,190.500,182.831,-0.027,-0.010,0.028
347.515,-1.824,-1.295,0.150,0.106,188.539,190.310,182.658,-0.030,-0.034,0.014
347.526,-1.302,-1.134,0.242,0.117,188.415,190.181,182.494,0.037,0.004,0.012
347.537,-3.462,-1.788,0.280,0.131,188.185,189.948,182.311,-0.015,-0.057,-0.006
347.547,-2.304,-2.142,0.073,0.131,188.013,189.781,182.125,-0.077,-0.057,-0.033
347.558,-0.754,-1.799,0.057,0.124,187.875,189.642,181.954,-0.054,-0.032,-0.046
347.569,-0.024,-1.211,0.005,0.118,187.736,189.503,181.801,-0.051,-0.014,-0.047
347.580,0.970,-0.634,-0.004,0.108,187.606,189.372,181.648,-0.025,0.016,-0.042
347.590,4.190,0.994,-0.073,0.099,187.576,189.343,181.529,0.081,0.147,-0.006
347.601,5.276,2.446,-0.079,0.084,187.491,189.256,181.424,0.146,0.214,0.040
347.612,3.434,3.013,0.064,0.075,187.335,189.094,181.313,0.183,0.208,0.082
347.622,2.046,2.881,0.082,0.078,187.178,188.934,181.189,0.187,0.207,0.113
347.633,0.939,2.151,0.009,0.073,187.000,188.758,181.051,0.139,0.182,0.122
347.644,-0.525,1.446,0.063,0.072,186.829,188.583,180.903,0.139,0.165,0.126
347.655,-0.313,0.859,0.049,0.072,186.678,188.431,180.746,0.141,0.171,0.123
347.665,-0.728,0.453,-0.011,0.064,186.524,188.278,180.591,0.124,0.173,0.119
347.676,-0.840,-0.104,-0.067,0.056,186.339,188.093,180.426,0.078,0.145,0.104
347.687,-0.480,-0.137,-0.049,0.047,186.184,187.935,180.268,0.081,0.143,0.096
347.697,-0.575,-0.113,0.076,0.047,186.050,187.795,180.116,0.136,0.158,0.095
347.708,-0.125,0.019,0.003,0.049,185.925,187.672,179.971,0.140,0.186,0.098
347.719,-0.376,-0.214,0.016,0.044,185.738,187.482,179.810,0.111,0.152,0.088
347.729,-0.875,-0.380,-0.036,0.041,185.562,187.306,179.651,0.075,0.131,0.079
347.740,1.196,-0.014,-0.266,0.023,185.449,187.200,179.502,0.048,0.175,0.076
347.751,1.956,0.657,-0.203,0.004,185.325,187.072,179.367,0.091,0.195,0.085
347.761,0.508,0.772,-0.184,-0.006,185.141,186.886,179.224,0.066,0.163,0.091
347.772,0.467,0.695,-0.146,-0.021,185.004,186.746,179.079,0.088,0.171,0.091
347.783,-0.545,0.497,-0.007,-0.025,184.854,186.590,178.937,0.122,0.161,0.090
347.794,-0.878,-0.006,-0.078,-0.025,184.678,186.414,178.778,0.078,0.139,0.079
347.804,0.105,-0.033,-0.199,-0.038,184.546,186.285,178.625,0.059,0.158,0.071
347.815,-0.691,-0.171,0.019,-0.043,184.377,186.107,178.471,0.096,0.131,0.063
347.826,0.275,-0.091,0.087,-0.042,184.241,185.967,178.319,0.129,0.144,0.060
347.836,0.336,0.057,0.081,-0.040,184.096,185.822,178.173,0.119,0.151,0.062
347.847,0.666,0.330,-0.016,-0.042,183.954,185.686,178.032,0.071,0.164,0.066
347.858,1.548,0.627,0.041,-0.027,183.818,185.548,177.898,0.084,0.175,0.077
347.869,1.068,0.905,0.090,-0.022,183.650,185.377,177.763,0.080,0.156,0.089
347.879,-1.943,0.257,0.229,-0.007,183.421,185.142,177.609,0.044,0.076,0.085
347.890,-6.571,-1.686,0.429,0.034,183.133,184.845,177.417,-0.014,-0.054,0.051
347.901,-11.328,-4.634,0.461,0.062,182.794,184.503,177.176,-0.183,-0.229,-0.032
347.911,-14.363,-8.019,0.447,0.098,182.417,184.125,176.888,-0.400,-0.433,-0.158
347.922,-22.656,-12.639,0.529,0.126,181.885,183.589,176.542,-0.745,-0.796,-0.346
347.933,-28.650,-17.893,0.651,0.159,181.343,183.043,176.124,-1.076,-1.155,-0.595
347.944,-34.922,-23.695,0.795,0.205,180.755,182.447,175.640,-1.425,-1.552,-0.899
347.955,-46.247,-31.739,0.956,0.268,179.869,181.561,174.965,-2.020,-2.129,-1.296
347.965,-55.591,-39.173,1.117,0.338,179.019,180.703,174.294,-2.590,-2.749,-1.755
347.975,-65.705,-47.699,1.075,0.399,178.019,179.707,173.530,-3.368,-3.474,-2.280
347.987,-72.453,-57.494,0.899,0.461,176.861,178.553,172.537,-4.214,-4.262,-2.951
347.997,-78.389,-64.226,0.728,0.483,175.886,177.582,171.642,-4.943,-4.941,-3.589
348.007,-86.875,-71.870,0.783,0.505,174.716,176.413,170.627,-5.853,-5.820,-4.352
348.018,-92.978,-78.547,0.356,0.508,173.505,175.215,169.549,-6.880,-6.715,-5.166
348.029,-102.151,-86.690,-0.134,0.469,172.067,173.789,168.361,-8.114,-7.828,-6.085
348.040,-110.784,-94.442,0.207,0.433,170.628,172.339,167.103,-9.129,-8.941,-7.051
348.050,-115.632,-102.222,0.778,0.450,169.144,170.841,165.758,-10.140,-10.061,-8.069
348.061,-124.505,-109.322,0.403,0.457,167.534,169.249,164.340,-11.511,-11.263,-9.146
348.072,-126.541,-115.690,-0.160,0.426,165.998,167.730,162.873,-12.785,-12.370,-10.254
348.083,-132.416,-120.969,-0.584,0.354,164.393,166.137,161.381,-14.065,-13.540,-11.375
348.094,-138.373,-126.761,-0.343,0.291,162.683,164.415,159.815,-15.232,-14.811,-12.545
348.105,-146.321,-133.454,0.157,0.271,160.882,162.601,158.176,-16.440,-16.135,-13.751
348.115,-154.427,-139.616,-0.153,0.250,159.036,160.772,156.481,-17.918,-17.447,-14.987
348.126,-165.576,-148.119,-0.742,0.192,156.922,158.684,154.639,-19.716,-19.002,-16.358
348.137,-179.394,-157.800,-1.491,0.090,154.688,156.487,152.705,-21.693,-20.642,-17.800
348.148,-191.058,-168.752,-1.965,-0.046,152.359,154.177,150.636,-23.575,-22.369,-19.355
348.159,-209.170,-181.212,-3.169,-0.229,149.738,151.593,148.420,-25.883,-24.346,-21.040
348.169,-224.743,-195.902,-3.237,-0.437,146.885,148.757,145.983,-28.219,-26.543,-22.921
348.180,-240.927,-209.988,-5.496,-0.724,143.968,145.865,143.411,-30.668,-28.780,-24.925
348.191,-254.987,-225.745,-7.968,-1.232,140.803,142.711,140.593,-33.252,-31.306,-27.208
348.202,-261.353,-237.107,-10.569,-1.988,137.853,139.770,137.744,-35.651,-33.651,-29.554
348.213,-284.808,-251.586,-10.460,-2.608,134.432,136.297,134.723,-37.937,-36.448,-31.998
348.224,-299.250,-267.804,-9.236,-3.104,130.879,132.697,131.473,-40.327,-39.288,-34.595
348.235,-311.939,-282.854,-7.000,-3.418,127.288,129.061,128.089,-42.673,-42.063,-37.226
348.246,-329.356,-298.203,-6.409,-3.652,123.364,125.107,124.516,-45.403,-45.077,-39.972
348.257,-347.472,-314.415,-5.392,-3.796,119.365,121.033,120.828,-47.747,-48.114,-42.742
348.268,-366.404,-331.434,-4.100,-3.853,115.112,116.728,116.934,-50.468,-51.288,-45.632
348.279,-383.984,-349.053,-2.654,-3.809,110.721,112.301,112.860,-53.355,-54.482,-48.603
348.290,-402.215,-366.423,-1.656,-3.684,106.175,107.711,108.627,-56.249,-57.736,-51.636
348.300,-419.939,-384.458,-1.170,-3.522,101.404,102.933,104.209,-59.591,-61.091,-54.769
348.311,-437.015,-402.094,-1.860,-3.382,96.322,97.870,99.514,-63.392,-64.666,-58.121
348.322,-457.073,-420.399,-2.048,-3.307,91.077,92.648,94.716,-67.318,-68.336,-61.518
348.333,-476.322,-438.772,-1.231,-3.232,85.731,87.273,89.742,-70.829,-72.077,-65.013
348.344,-497.731,-458.256,0.398,-3.081,80.121,81.628,84.538,-74.436,-75.977,-68.632
348.355,-513.778,-477.413,1.385,-2.835,74.399,75.896,79.140,-78.261,-79.840,-72.327
348.366,-538.499,-495.638,5.648,-2.592,68.340,69.851,73.571,-82.508,-83.904,-76.084
348.376,-684.295,-557.124,22.330,-0.252,59.498,61.084,67.348,-88.507,-89.147,-79.038
348.387,-748.737,-640.561,25.061,4.090,50.668,52.240,59.586,-93.437,-94.154,-83.301
348.399,-425.871,-601.587,22.699,16.687,48.865,50.477,53.053,-91.769,-92.066,-86.226
348.409,-154.714,-445.867,23.143,31.726,51.060,52.736,50.421,-86.990,-86.656,-85.764
348.419,-7.131,-275.153,23.288,38.623,53.202,54.917,49.874,-82.216,-81.509,-83.311
348.429,71.487,-134.671,23.029,37.628,55.142,56.932,50.461,-78.072,-76.675,-79.824
348.440,112.438,-32.266,22.791,35.166,57.043,58.921,51.671,-74.219,-72.005,-75.831
348.450,133.843,37.105,22.247,33.023,58.830,60.804,53.150,-70.645,-67.565,-71.683
348.460,141.804,81.861,21.741,31.299,60.539,62.577,54.769,-66.988,-63.368,-67.525
348.470,142.747,108.376,21.252,29.920,62.142,64.240,56.417,-63.519,-59.408,-63.466
348.480,140.513,122.830,20.953,28.793,63.655,65.816,58.050,-60.272,-55.655,-59.548
348.490,136.111,129.493,20.894,27.900,65.107,67.336,59.648,-57.230,-52.065,-55.777
348.501,130.910,131.177,20.844,27.184,66.527,68.802,61.199,-54.108,-48.632,-52.160
348.511,123.131,129.062,20.832,26.591,67.827,70.153,62.699,-51.255,-45.414,-48.702
348.521,116.395,124.538,21.001,26.103,69.040,71.417,64.098,-48.563,-42.368,-45.436
348.531,108.206,118.716,21.180,25.709,70.155,72.572,65.413,-45.951,-39.510,-42.339
348.542,99.766,111.855,21.317,25.386,71.212,73.643,66.644,-43.233,-36.812,-39.409
348.552,92.493,104.583,21.566,25.120,72.197,74.644,67.792,-40.681,-34.256,-36.639
348.562,85.553,97.392,21.836,24.904,73.152,75.592,68.862,-38.027,-31.817,-34.017
348.572,78.419,90.322,22.060,24.730,74.061,76.497,69.886,-35.517,-29.490,-31.515
348.583,69.638,82.732,22.254,24.590,74.822,77.261,70.811,-33.281,-27.358,-29.172
348.593,69.781,76.216,14.855,24.166,75.502,78.036,71.643,-32.104,-25.396,-27.108
348.603,104.440,82.151,5.998,23.206,76.934,79.541,72.618,-30.254,-23.004,-25.194
348.613,162.012,107.804,1.461,21.842,79.248,81.919,74.035,-27.652,-19.967,-23.042
348.625,203.616,148.050,0.047,20.033,82.047,84.776,76.178,-24.561,-16.513,-20.194
348.635,227.969,179.227,-0.232,18.628,84.691,87.443,78.447,-21.534,-13.455,-17.430
348.645,244.960,205.117,0.079,17.343,87.410,90.135,80.880,-18.083,-10.462,-14.587
348.655,260.392,226.991,0.022,16.258,90.261,92.992,83.466,-14.876,-7.371,-11.654
348.665,274.616,245.728,-0.023,15.262,93.238,95.957,86.192,-11.483,-4.270,-8.676
348.675,286.529,261.754,-0.086,14.368,96.268,98.990,89.047,-8.267,-1.186,-5.653
348.686,300.801,278.338,-0.372,13.425,99.772,102.503,92.363,-4.682,2.288,-2.237
348.696,310.991,291.027,-0.608,12.697,103.063,105.783,95.487,-1.275,5.425,0.862
348.708,322.730,304.391,-0.737,11.908,106.773,109.498,99.023,2.294,8.881,4.278
348.718,333.940,315.559,-0.807,11.295,110.206,112.932,102.295,5.543,11.991,7.348
348.728,343.592,326.311,-1.211,10.725,113.721,116.460,105.686,8.673,15.103,10.444
348.738,93.971,282.598,45.091,15.230,113.236,115.947,108.453,9.042,15.056,13.759
348.748,-257.612,98.699,50.984,37.085,106.132,108.848,107.669,3.102,9.037,13.960
348.758,-448.205,-111.223,52.545,62.025,99.256,102.088,104.195,-3.404,3.535,11.546
348.768,-337.910,-236.362,23.362,72.954,96.122,99.143,99.998,-7.170,1.471,8.022
348.778,-179.045,-236.233,18.223,61.728,96.148,99.308,97.474,-7.664,2.145,5.878
348.790,-76.248,-174.618,20.164,50.128,96.620,99.801,96.143,-6.578,3.181,5.011
348.800,-33.161,-119.483,20.951,43.943,96.896,100.070,95.671,-5.565,3.894,4.945
348.811,-7.839,-69.554,21.290,39.329,97.095,100.317,95.510,-5.002,4.666,5.281
348.821,2.028,-39.970,21.357,36.639,97.260,100.528,95.554,-4.595,5.300,5.730
348.831,4.102,-21.129,21.306,34.622,97.353,100.677,95.666,-4.375,5.846,6.225
348.841,11.871,-9.501,19.248,33.021,97.445,100.901,95.790,-4.852,6.446,6.712
348.851,112.989,27.271,7.315,30.749,99.593,103.190,96.439,-3.610,8.831,7.475
348.861,173.976,82.854,6.033,28.379,102.066,105.745,97.932,-1.708,11.249,8.887
348.871,103.444,105.175,6.893,26.202,102.468,106.137,99.393,-1.083,11.447,10.196
348.882,38.318,83.142,8.784,24.432,102.195,105.805,100.187,-0.582,11.010,10.894
348.894,4.601,50.616,10.114,23.098,101.903,105.491,100.444,-0.402,10.654,11.095
348.904,-11.593,25.813,11.223,22.207,101.617,105.191,100.437,-0.312,10.343,11.056
348.915,-4.295,7.173,10.071,21.355,101.497,105.094,100.307,-0.331,10.269,10.920
348.925,70.568,26.655,5.912,20.308,103.065,106.695,100.692,1.074,11.726,11.163
348.936,19.298,34.199,5.351,19.002,102.978,106.568,101.232,1.412,11.354,11.461
348.947,-21.642,13.838,5.899,17.985,102.275,105.863,101.209,0.808,10.477,11.242
348.958,-22.081,-5.589,6.824,17.104,101.911,105.482,100.921,0.730,9.968,10.793
348.969,16.466,-0.813,6.302,16.298,102.522,106.118,100.904,1.222,10.471,10.628
348.980,5.747,5.150,1.807,14.179,102.433,106.030,101.024,1.140,10.155,10.506
348.991,12.013,8.228,3.500,11.899,102.602,106.151,101.110,1.720,10.011,10.313
349.002,17.019,12.549,4.385,10.507,102.889,106.404,101.272,2.299,10.034,10.234
349.013,19.611,15.809,4.997,9.645,103.190,106.669,101.471,2.945,10.107,10.233
349.024,-13.323,9.590,5.568,9.059,102.883,106.316,101.550,3.073,9.593,10.135
349.034,-5.328,-1.974,4.919,8.583,102.666,106.127,101.372,2.616,9.262,9.790
349.046,12.756,3.415,3.281,8.029,103.004,106.529,101.435,2.318,9.463,9.641
349.056,2.076,5.073,3.331,7.560,102.948,106.468,101.514,2.287,9.208,9.514
349.067,-19.227,-5.734,3.787,7.292,102.533,106.008,101.373,2.309,8.618,9.220
349.078,-6.604,-8.571,2.463,6.866,102.471,106.003,101.213,1.714,8.467,8.895
349.089,2.749,-4.796,2.435,6.391,102.566,106.107,101.178,1.687,8.388,8.662
