R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,1,50,1,50,375,0,0,0.995
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
214.635,-0.790,-1.161,0.076,0.082,-0.229,-0.210,-0.195,-0.066,-0.064,-0.065
214.646,-1.129,-1.191,0.074,0.082,-0.250,-0.231,-0.204,-0.085,-0.083,-0.072
214.657,-0.275,-0.872,0.090,0.082,-0.242,-0.223,-0.209,-0.073,-0.073,-0.074
214.668,0.107,-0.413,0.082,0.083,-0.237,-0.218,-0.206,-0.067,-0.065,-0.069
214.679,0.380,0.099,0.072,0.082,-0.207,-0.188,-0.196,-0.037,-0.034,-0.057
214.689,-0.851,-0.153,0.065,0.079,-0.225,-0.206,-0.195,-0.056,-0.052,-0.055
214.700,0.403,0.110,0.069,0.076,-0.197,-0.178,-0.191,-0.026,-0.023,-0.050
214.711,-0.318,-0.063,0.092,0.077,-0.208,-0.190,-0.189,-0.034,-0.034,-0.047
214.721,-0.114,-0.128,0.073,0.077,-0.211,-0.192,-0.189,-0.038,-0.035,-0.045
214.732,-0.423,-0.353,0.088,0.077,-0.227,-0.209,-0.192,-0.051,-0.051,-0.047
214.743,-1.923,-0.909,0.099,0.080,-0.240,-0.223,-0.200,-0.061,-0.063,-0.053
214.754,-0.597,-0.987,0.069,0.081,-0.219,-0.200,-0.209,-0.042,-0.039,-0.061
214.764,0.336,-0.396,0.085,0.080,-0.193,-0.175,-0.205,-0.014,-0.014,-0.055
214.775,-0.519,-0.206,0.088,0.081,-0.193,-0.175,-0.200,-0.014,-0.014,-0.048
214.786,-0.294,-0.114,0.080,0.082,-0.173,-0.155,-0.196,0.004,0.005,-0.043
214.797,-0.959,-0.349,0.085,0.081,-0.194,-0.176,-0.199,-0.016,-0.015,-0.045
214.807,0.059,-0.206,0.096,0.083,-0.165,-0.148,-0.197,0.013,0.012,-0.042
214.818,-0.264,-0.130,0.091,0.085,-0.168,-0.151,-0.194,0.010,0.010,-0.038
214.829,-0.679,-0.433,0.061,0.082,-0.178,-0.160,-0.198,-0.004,-0.000,-0.041
214.840,-0.809,-0.954,0.068,0.078,-0.206,-0.188,-0.210,-0.030,-0.027,-0.052
214.850,-0.054,-0.373,0.064,0.075,-0.181,-0.163,-0.206,-0.007,-0.003,-0.047
214.861,0.460,-0.404,0.067,0.074,-0.192,-0.174,-0.208,-0.017,-0.014,-0.049
214.872,0.976,0.213,0.069,0.074,-0.169,-0.151,-0.196,0.005,0.008,-0.036
214.882,1.595,0.439,0.079,0.075,-0.176,-0.159,-0.188,-0.000,0.000,-0.027
214.893,-0.190,0.410,0.061,0.074,-0.200,-0.182,-0.179,-0.026,-0.022,-0.018
214.904,0.787,0.476,0.065,0.073,-0.185,-0.168,-0.172,-0.011,-0.008,-0.011
214.915,0.346,0.546,0.079,0.073,-0.181,-0.165,-0.162,-0.006,-0.005,-0.002
214.926,0.261,0.498,0.083,0.074,-0.168,-0.151,-0.154,0.007,0.006,0.005
214.937,1.219,0.834,0.086,0.075,-0.127,-0.110,-0.138,0.046,0.046,0.020
214.948,0.886,0.944,0.085,0.076,-0.118,-0.102,-0.123,0.053,0.053,0.034
214.959,0.516,0.876,0.074,0.077,-0.110,-0.093,-0.112,0.059,0.060,0.043
214.970,0.124,0.548,0.089,0.077,-0.111,-0.095,-0.108,0.057,0.056,0.046
214.982,-0.394,0.274,0.086,0.079,-0.120,-0.104,-0.107,0.046,0.046,0.046
214.993,0.763,0.268,0.111,0.082,-0.099,-0.084,-0.104,0.069,0.065,0.048
215.005,0.528,0.404,0.111,0.086,-0.090,-0.074,-0.093,0.077,0.073,0.057
215.016,0.471,0.449,0.106,0.090,-0.078,-0.063,-0.084,0.086,0.082,0.065
215.028,0.560,0.525,0.094,0.091,-0.063,-0.047,-0.075,0.097,0.096,0.073
215.039,-1.102,0.153,0.088,0.091,-0.104,-0.087,-0.075,0.055,0.054,0.070
215.051,-0.449,-0.146,0.050,0.086,-0.080,-0.062,-0.080,0.071,0.077,0.063
215.062,-0.159,-0.115,0.125,0.092,-0.066,-0.051,-0.078,0.093,0.086,0.064
215.074,-1.540,-0.342,0.061,0.090,-0.100,-0.083,-0.083,0.049,0.052,0.058
215.085,-1.420,-0.801,0.063,0.089,-0.119,-0.102,-0.099,0.028,0.031,0.040
215.096,-0.197,-0.709,-0.084,0.061,-0.104,-0.081,-0.105,0.021,0.048,0.029
215.107,-1.700,-0.864,-0.017,0.040,-0.134,-0.114,-0.113,-0.004,0.011,0.017
215.117,-0.421,-0.926,-0.036,0.031,-0.112,-0.091,-0.122,0.012,0.030,0.005
215.128,-0.332,-0.660,0.146,0.032,-0.100,-0.087,-0.123,0.044,0.033,0.003
215.139,0.373,-0.430,0.145,0.054,-0.102,-0.088,-0.123,0.043,0.033,0.005
215.149,0.075,-0.324,0.216,0.084,-0.116,-0.105,-0.121,0.040,0.019,0.009
215.160,-0.659,-0.394,0.228,0.113,-0.144,-0.133,-0.123,0.017,-0.005,0.011
215.170,-0.271,-0.506,0.182,0.124,-0.154,-0.141,-0.128,0.003,-0.011,0.007
215.181,0.252,-0.273,0.064,0.128,-0.145,-0.129,-0.125,-0.002,0.002,0.011
215.191,0.279,-0.058,0.188,0.119,-0.124,-0.112,-0.118,0.032,0.017,0.016
215.202,-0.022,0.091,0.378,0.131,-0.106,-0.101,-0.110,0.071,0.029,0.025
215.213,-0.555,-0.129,0.652,0.193,-0.113,-0.119,-0.110,0.104,0.020,0.034
215.223,-0.865,-0.285,0.599,0.251,-0.124,-0.127,-0.110,0.094,0.020,0.042
215.234,-0.423,-0.546,0.469,0.279,-0.122,-0.119,-0.115,0.081,0.033,0.042
215.244,-1.535,-0.700,1.060,0.356,-0.116,-0.132,-0.116,0.155,0.034,0.054
215.255,-0.535,-0.760,1.107,0.462,-0.098,-0.116,-0.118,0.194,0.067,0.069
215.266,-0.846,-0.651,0.859,0.529,-0.116,-0.123,-0.115,0.156,0.073,0.085
215.276,-1.574,-0.917,0.758,0.563,-0.151,-0.154,-0.123,0.117,0.053,0.088
215.287,-1.069,-1.030,0.900,0.596,-0.137,-0.146,-0.129,0.157,0.072,0.092
215.297,-1.803,-1.264,0.743,0.626,-0.169,-0.171,-0.138,0.114,0.058,0.093
215.308,-1.153,-1.366,0.567,0.642,-0.177,-0.172,-0.148,0.093,0.067,0.093
215.319,-0.306,-0.858,0.410,0.623,-0.154,-0.143,-0.144,0.099,0.101,0.101
215.329,-0.355,-0.597,0.071,0.556,-0.171,-0.146,-0.143,0.041,0.096,0.100
215.340,0.181,-0.322,-0.313,0.461,-0.178,-0.136,-0.141,-0.020,0.098,0.095
215.350,0.440,-0.022,-0.055,0.362,-0.150,-0.119,-0.136,0.030,0.106,0.091
215.361,0.240,0.014,-0.033,0.286,-0.146,-0.116,-0.132,0.029,0.101,0.087
215.372,-0.105,-0.071,0.156,0.259,-0.148,-0.125,-0.131,0.048,0.089,0.085
215.382,-0.212,-0.236,0.060,0.238,-0.165,-0.138,-0.133,0.020,0.074,0.081
215.393,-0.229,-0.164,0.031,0.202,-0.156,-0.128,-0.131,0.021,0.079,0.078
215.403,-0.140,-0.410,-0.054,0.176,-0.191,-0.159,-0.138,-0.026,0.045,0.067
215.414,0.183,-0.284,0.140,0.170,-0.196,-0.171,-0.138,-0.009,0.032,0.066
215.424,0.063,-0.103,0.099,0.171,-0.183,-0.157,-0.131,-0.003,0.046,0.071
215.435,0.361,0.101,0.008,0.157,-0.161,-0.131,-0.123,0.005,0.069,0.077
215.446,0.581,0.324,-0.098,0.119,-0.149,-0.113,-0.115,-0.003,0.079,0.079
215.456,-0.864,0.029,0.008,0.078,-0.179,-0.148,-0.116,-0.026,0.038,0.070
215.467,0.105,-0.020,-0.113,0.050,-0.151,-0.114,-0.116,-0.019,0.066,0.064
215.478,0.818,0.221,0.001,0.013,-0.124,-0.090,-0.109,0.011,0.082,0.062
215.488,0.331,0.237,0.131,-0.014,-0.132,-0.103,-0.105,0.012,0.061,0.059
215.499,1.642,0.433,0.528,-0.011,-0.084,-0.071,-0.096,0.105,0.089,0.064
215.510,0.301,0.501,0.491,0.055,-0.118,-0.101,-0.083,0.063,0.063,0.081
215.522,1.131,0.691,0.282,0.133,-0.086,-0.059,-0.066,0.071,0.112,0.105
215.533,0.822,0.781,0.397,0.130,-0.092,-0.071,-0.054,0.082,0.097,0.114
215.545,0.906,0.855,0.434,0.137,-0.075,-0.056,-0.040,0.102,0.110,0.126
215.556,0.266,0.601,0.546,0.262,-0.093,-0.074,-0.029,0.097,0.106,0.150
215.568,0.128,0.530,0.429,0.289,-0.093,-0.066,-0.019,0.081,0.117,0.162
215.579,0.049,0.456,0.031,0.283,-0.100,-0.058,-0.012,0.029,0.124,0.168
215.591,-0.752,0.054,0.277,0.211,-0.111,-0.079,-0.017,0.039,0.095,0.153
215.602,-0.035,-0.122,0.121,0.188,-0.103,-0.064,-0.020,0.024,0.106,0.145
215.613,-0.533,-0.290,0.209,0.232,-0.119,-0.081,-0.020,0.019,0.092,0.148
215.624,-1.197,-0.595,-0.018,0.220,-0.160,-0.114,-0.029,-0.043,0.058,0.136
215.636,-0.908,-0.550,0.245,0.177,-0.134,-0.097,-0.034,0.003,0.069,0.125
215.647,-0.413,-0.643,-0.074,0.147,-0.148,-0.093,-0.041,-0.064,0.069,0.112
215.658,0.552,-0.439,0.198,0.176,-0.128,-0.078,-0.039,-0.024,0.086,0.116
215.669,0.005,-0.201,-0.111,0.134,-0.160,-0.091,-0.035,-0.111,0.067,0.112
215.680,-0.993,-0.631,0.046,0.123,-0.194,-0.131,-0.045,-0.130,0.024,0.098
215.691,-0.145,-0.657,-0.050,0.115,-0.208,-0.139,-0.053,-0.159,0.014,0.087
215.703,-0.005,-0.257,-0.021,0.073,-0.185,-0.114,-0.047,-0.143,0.032,0.085
215.714,1.189,-0.118,-0.176,0.069,-0.180,-0.104,-0.046,-0.151,0.040,0.083
215.725,0.393,0.117,-0.286,0.018,-0.205,-0.120,-0.039,-0.202,0.016,0.081
215.736,1.476,0.360,-0.016,-0.005,-0.186,-0.101,-0.032,-0.184,0.029,0.081
215.747,3.104,1.447,-0.044,-0.020,-0.090,-0.006,0.003,-0.090,0.117,0.111
215.759,4.076,2.490,0.050,-0.007,0.000,0.082,0.051,0.005,0.201,0.155
215.770,6.568,3.618,-0.081,-0.013,0.084,0.190,0.110,0.022,0.300,0.206
215.781,8.061,5.095,0.000,0.014,0.190,0.307,0.194,0.100,0.411,0.286
215.792,13.725,7.723,0.080,-0.007,0.426,0.546,0.317,0.320,0.635,0.398
215.803,15.849,10.551,0.217,0.060,0.624,0.752,0.484,0.493,0.833,0.563
215.814,15.509,12.612,0.082,0.050,0.763,0.927,0.661,0.527,0.988,0.725
215.825,14.563,13.436,0.178,0.086,0.865,1.042,0.824,0.588,1.087,0.875
215.837,14.571,13.960,0.092,0.059,1.043,1.240,0.989,0.700,1.259,1.019
215.848,15.358,14.516,0.614,0.121,1.212,1.412,1.157,0.856,1.413,1.173
215.859,16.631,15.077,0.596,0.172,1.383,1.615,1.331,0.934,1.595,1.330
215.870,15.626,15.973,1.683,0.368,1.567,1.796,1.528,1.134,1.770,1.526
215.882,14.454,15.186,1.122,0.490,1.620,1.920,1.685,1.007,1.881,1.674
215.893,13.686,15.079,0.909,0.571,1.768,2.072,1.849,1.144,2.015,1.823
215.904,12.465,13.846,-0.153,0.526,1.865,2.168,1.977,1.229,2.077,1.919
215.916,11.258,12.963,0.870,0.497,1.972,2.239,2.102,1.415,2.116,2.013
215.928,10.241,12.191,1.642,0.652,2.056,2.329,2.226,1.485,2.193,2.127
215.939,8.088,11.089,1.326,0.763,2.110,2.398,2.334,1.502,2.247,2.219
215.951,4.601,9.094,2.374,0.916,2.138,2.381,2.404,1.650,2.221,2.281
215.963,5.226,7.489,3.614,1.233,2.217,2.447,2.465,1.787,2.303,2.355
215.974,6.981,6.918,2.836,1.520,2.257,2.558,2.539,1.675,2.429,2.443
215.986,8.621,7.374,1.043,1.534,2.276,2.698,2.628,1.394,2.552,2.515
215.996,5.963,7.714,1.189,1.451,2.300,2.741,2.706,1.366,2.568,2.567
216.008,-0.404,5.313,1.947,1.477,2.179,2.603,2.724,1.294,2.415,2.568
216.019,-9.361,1.255,1.153,1.460,1.892,2.370,2.667,0.885,2.165,2.490
216.031,-9.576,-3.174,-0.349,1.313,1.659,2.198,2.530,0.498,1.966,2.318
216.043,-13.175,-6.259,-0.329,1.131,1.433,1.995,2.389,0.213,1.730,2.138
216.055,-16.630,-10.004,0.393,1.026,1.152,1.704,2.192,-0.029,1.420,1.913
216.066,-18.461,-13.275,1.367,1.034,0.881,1.403,1.969,-0.197,1.118,1.678
216.078,-25.053,-16.770,2.484,1.182,0.515,0.988,1.716,-0.398,0.726,1.437
216.090,-29.187,-21.118,3.450,1.441,0.114,0.544,1.397,-0.623,0.327,1.150
216.102,-33.231,-25.207,4.180,1.766,-0.285,0.106,1.050,-0.847,-0.044,0.852
216.113,-37.227,-29.062,4.104,2.082,-0.750,-0.355,0.666,-1.226,-0.431,0.528
216.125,-34.445,-31.341,3.541,2.294,-1.095,-0.659,0.278,-1.582,-0.662,0.197
216.137,-35.652,-32.639,2.970,2.397,-1.530,-1.033,-0.101,-2.077,-0.969,-0.129
216.148,-36.675,-33.501,2.562,2.413,-1.934,-1.393,-0.485,-2.500,-1.267,-0.463
216.160,-39.287,-35.238,2.038,2.358,-2.420,-1.865,-0.909,-2.936,-1.678,-0.841
216.172,-43.266,-37.594,2.408,2.269,-2.928,-2.396,-1.367,-3.301,-2.147,-1.251
216.183,-44.053,-39.645,1.356,2.218,-3.461,-2.857,-1.836,-3.909,-2.536,-1.661
216.195,-42.815,-40.992,0.125,1.963,-3.989,-3.293,-2.304,-4.575,-2.920,-2.091
216.206,-38.468,-40.862,0.007,1.644,-4.346,-3.652,-2.758,-4.847,-3.234,-2.512
216.217,-31.778,-38.306,-0.258,1.372,-4.571,-3.857,-3.130,-5.040,-3.390,-2.844
216.229,-25.853,-34.150,-0.303,1.120,-4.707,-3.990,-3.420,-5.103,-3.476,-3.093
216.240,-20.021,-29.665,-0.585,0.884,-4.855,-4.090,-3.659,-5.285,-3.530,-3.289
216.251,-14.927,-24.654,-0.993,0.599,-4.958,-4.126,-3.827,-5.473,-3.531,-3.424
216.263,-8.198,-19.258,-1.148,0.381,-4.927,-4.069,-3.930,-5.428,-3.438,-3.488
216.274,-0.005,-12.969,-2.154,0.070,-4.847,-3.869,-3.950,-5.571,-3.222,-3.486
216.285,6.073,-6.601,-3.659,-0.409,-4.734,-3.692,-3.909,-5.573,-3.059,-3.451
216.297,12.454,-0.366,-4.153,-0.893,-4.480,-3.435,-3.803,-5.303,-2.828,-3.361
216.308,17.573,5.769,-4.668,-1.350,-4.225,-3.139,-3.630,-5.129,-2.568,-3.212
216.319,19.158,10.527,-4.736,-1.792,-3.951,-2.891,-3.429,-4.793,-2.365,-3.043
216.331,19.449,13.562,-3.862,-2.093,-3.680,-2.695,-3.222,-4.338,-2.208,-2.860
216.342,20.430,16.195,-1.119,-2.146,-3.358,-2.454,-2.987,-3.802,-1.981,-2.627
216.353,20.513,17.892,0.593,-1.839,-3.042,-2.187,-2.729,-3.312,-1.688,-2.331
216.364,22.501,19.373,1.168,-1.480,-2.667,-1.881,-2.459,-2.713,-1.349,-2.016
216.376,22.766,20.839,1.817,-1.067,-2.369,-1.593,-2.168,-2.332,-1.022,-1.673
216.387,23.316,21.937,1.263,-0.711,-2.117,-1.269,-1.868,-2.190,-0.668,-1.329
216.398,26.188,22.820,0.321,-0.525,-1.869,-0.941,-1.579,-2.087,-0.329,-1.018
216.410,28.804,24.884,-0.038,-0.450,-1.471,-0.542,-1.251,-1.667,0.063,-0.682
216.421,30.516,26.435,-0.212,-0.381,-1.130,-0.185,-0.916,-1.344,0.408,-0.346
216.432,32.593,28.466,-0.388,-0.393,-0.768,0.223,-0.556,-1.086,0.789,-0.000
216.443,33.126,30.068,1.366,-0.265,-0.358,0.595,-0.180,-0.571,1.144,0.372
216.455,33.517,31.387,2.501,0.046,0.051,0.962,0.209,-0.030,1.514,0.778
216.466,32.523,32.577,1.999,0.385,0.433,1.395,0.624,0.267,1.949,1.210
216.477,34.617,32.851,0.774,0.499,0.744,1.804,1.004,0.358,2.334,1.577
216.489,33.073,33.206,0.280,0.506,0.992,2.155,1.386,0.365,2.642,1.929
216.500,29.269,32.070,0.295,0.486,1.189,2.405,1.737,0.438,2.842,2.242
216.512,24.788,30.106,0.799,0.502,1.406,2.611,2.046,0.675,3.000,2.511
216.523,21.486,27.212,1.846,0.629,1.628,2.769,2.298,1.049,3.123,2.734
216.534,16.076,23.574,1.691,0.812,1.710,2.851,2.504,1.139,3.178,2.917
216.546,14.295,20.288,0.813,0.867,1.803,2.978,2.669,1.151,3.263,3.045
216.557,8.389,16.792,0.325,0.800,1.773,2.979,2.788,1.033,3.210,3.110
216.568,4.704,12.977,1.855,0.835,1.826,2.969,2.857,1.225,3.158,3.137
216.579,-0.517,8.723,2.867,1.073,1.757,2.881,2.883,1.216,3.054,3.148
216.591,-3.657,4.476,2.921,1.344,1.638,2.770,2.861,1.103,2.939,3.118
216.602,-6.366,0.832,1.428,1.467,1.484,2.673,2.807,0.840,2.826,3.043
216.613,-9.955,-2.745,0.235,1.365,1.295,2.504,2.705,0.600,2.620,2.898
216.624,-14.521,-7.119,-0.322,1.124,0.990,2.192,2.529,0.296,2.258,2.665
216.636,-19.327,-10.844,1.870,1.071,0.800,1.887,2.333,0.369,1.926,2.434
216.647,-26.492,-16.232,3.667,1.343,0.414,1.450,2.068,0.143,1.509,2.178
216.658,-27.043,-20.295,4.482,1.746,0.094,1.133,1.782,-0.120,1.238,1.925
216.670,-28.988,-22.838,4.127,2.088,-0.265,0.851,1.502,-0.584,1.004,1.682
216.681,-29.172,-25.603,2.555,2.241,-0.669,0.515,1.181,-1.076,0.706,1.386
216.692,-27.085,-26.495,1.085,2.145,-0.935,0.265,0.872,-1.335,0.469,1.079
216.704,-26.955,-26.454,-0.002,1.920,-1.223,0.019,0.577,-1.691,0.223,0.774
216.715,-27.364,-26.757,-0.536,1.604,-1.573,-0.285,0.268,-2.119,-0.092,0.446
216.726,-25.420,-26.755,0.614,1.427,-1.854,-0.554,-0.031,-2.386,-0.355,0.143
216.737,-26.909,-26.695,2.914,1.550,-2.097,-0.877,-0.306,-2.378,-0.633,-0.096
216.749,-27.630,-27.051,3.867,1.837,-2.317,-1.159,-0.581,-2.366,-0.845,-0.310
216.760,-27.506,-27.236,4.191,2.135,-2.554,-1.417,-0.852,-2.455,-1.025,-0.511
216.771,-26.860,-26.966,4.812,2.475,-2.800,-1.658,-1.107,-2.602,-1.177,-0.684
216.783,-23.918,-26.240,4.818,2.784,-2.985,-1.825,-1.349,-2.712,-1.251,-0.840
216.794,-23.203,-24.841,4.011,3.029,-3.133,-1.957,-1.550,-2.788,-1.292,-0.956
216.805,-20.337,-23.365,2.730,3.032,-3.271,-2.058,-1.747,-2.918,-1.328,-1.091
216.816,-16.743,-21.644,2.279,2.933,-3.392,-2.160,-1.925,-3.004,-1.375,-1.217
216.828,-10.500,-18.142,1.834,2.800,-3.394,-2.134,-2.039,-2.996,-1.302,-1.283
216.839,-7.104,-14.518,0.505,2.553,-3.416,-2.107,-2.107,-3.070,-1.245,-1.320
216.850,-0.258,-9.862,-0.070,2.187,-3.307,-1.960,-2.121,-3.011,-1.088,-1.320
216.862,3.110,-5.416,-0.589,1.819,-3.250,-1.823,-2.083,-3.098,-0.952,-1.276
216.873,11.622,-0.053,-2.225,1.359,-3.104,-1.538,-1.987,-3.242,-0.689,-1.193
216.884,15.564,5.527,-2.908,0.811,-2.875,-1.276,-1.826,-3.087,-0.471,-1.066
216.895,13.498,8.454,-2.899,0.258,-2.779,-1.191,-1.678,-2.980,-0.440,-0.962
216.907,18.546,11.301,-1.836,-0.079,-2.460,-0.934,-1.505,-2.528,-0.224,-0.820
216.918,22.682,15.217,-0.751,-0.216,-2.063,-0.603,-1.262,-1.981,0.079,-0.594
216.929,24.668,18.354,-0.100,-0.229,-1.721,-0.291,-0.986,-1.563,0.370,-0.326
216.940,28.185,21.562,0.519,-0.145,-1.350,0.064,-0.679,-1.148,0.712,-0.021
216.952,28.950,24.594,1.808,0.073,-0.959,0.405,-0.334,-0.627,1.050,0.332
216.963,24.846,25.194,2.772,0.398,-0.704,0.618,-0.012,-0.249,1.271,0.673
216.974,26.405,25.204,2.949,0.769,-0.394,0.920,0.292,0.109,1.587,1.003
216.985,27.415,26.012,3.214,1.095,-0.028,1.269,0.622,0.541,1.945,1.351
216.997,24.595,25.904,3.858,1.445,0.241,1.524,0.940,0.868,2.212,1.690
217.008,27.350,25.842,4.772,1.883,0.611,1.878,1.258,1.313,2.587,2.039
217.019,24.825,26.141,5.463,2.354,0.878,2.160,1.593,1.585,2.896,2.408
217.031,22.533,25.499,5.300,2.820,1.141,2.445,1.905,1.843,3.209,2.757
217.042,18.958,23.213,3.465,3.040,1.239,2.601,2.153,1.834,3.371,3.016
217.053,14.934,21.293,2.178,2.966,1.372,2.768,2.371,1.886,3.509,3.211
217.064,9.376,17.144,0.623,2.673,1.321,2.763,2.492,1.704,3.451,3.281
217.076,9.469,14.087,-0.095,2.282,1.361,2.830,2.578,1.638,3.449,3.300
217.087,7.873,11.833,-0.738,1.860,1.379,2.875,2.654,1.542,3.415,3.298
217.098,3.570,9.248,-1.040,1.422,1.297,2.833,2.695,1.312,3.286,3.252
217.110,1.359,6.042,-1.770,0.971,1.164,2.748,2.678,1.012,3.109,3.141
217.121,1.050,4.413,-1.635,0.576,1.157,2.755,2.669,0.914,3.025,3.040
217.132,-4.106,1.891,-1.124,0.260,1.011,2.605,2.623,0.720,2.791,2.908
217.143,-9.143,-1.468,-0.729,0.054,0.796,2.404,2.526,0.435,2.519,2.736
217.155,-9.574,-4.590,-0.136,0.004,0.666,2.277,2.402,0.271,2.341,2.556
217.166,-10.326,-6.181,-0.411,-0.068,0.547,2.178,2.286,0.088,2.189,2.384
217.177,-12.307,-7.805,-0.952,-0.147,0.383,2.026,2.151,-0.125,1.986,2.194
217.189,-14.132,-10.254,-2.118,-0.402,0.127,1.811,1.968,-0.506,1.703,1.939
217.200,-10.410,-10.644,-2.998,-0.749,0.027,1.751,1.804,-0.742,1.564,1.691
217.211,-9.564,-10.130,-2.790,-1.087,-0.084,1.650,1.663,-0.925,1.381,1.468
217.223,-11.987,-10.307,-1.945,-1.299,-0.254,1.463,1.518,-1.093,1.128,1.253
217.234,-14.690,-11.454,-0.365,-1.300,-0.418,1.248,1.353,-1.159,0.872,1.045
217.245,-14.245,-12.454,1.189,-1.094,-0.556,1.097,1.187,-1.254,0.710,0.864
