R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,300,100,0,0,0,0,7,75,10,10.0,32.0,0.000,0.000,75.00
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
313.171,-1.340,-0.419,-0.247,-0.221,0.495,0.397,0.435,0.653,0.692,1.061
313.182,-1.552,-0.803,-0.221,-0.222,0.463,0.365,0.403,0.632,0.671,1.050
313.193,-0.860,-0.882,-0.208,-0.221,0.472,0.374,0.412,0.618,0.656,1.038
313.204,-1.021,-0.894,-0.192,-0.219,0.459,0.361,0.399,0.605,0.644,1.026
313.215,-0.937,-0.956,-0.196,-0.216,0.442,0.344,0.383,0.591,0.629,1.012
313.226,-0.318,-0.826,-0.216,-0.215,0.442,0.344,0.383,0.581,0.619,1.000
313.237,0.244,-0.536,-0.141,-0.210,0.462,0.364,0.402,0.579,0.617,0.989
313.248,0.227,-0.331,-0.290,-0.211,0.454,0.357,0.395,0.577,0.615,0.982
313.259,0.605,0.018,-0.079,-0.207,0.469,0.371,0.410,0.581,0.620,0.977
313.270,-0.805,-0.110,-0.292,-0.206,0.426,0.329,0.367,0.576,0.615,0.974
313.281,-0.068,-0.134,-0.059,-0.192,0.448,0.350,0.388,0.571,0.609,0.970
313.291,0.094,-0.080,-0.438,-0.199,0.443,0.347,0.385,0.568,0.606,0.965
313.302,-0.706,-0.145,-0.199,-0.219,0.422,0.325,0.364,0.563,0.602,0.962
313.313,1.007,0.020,-0.398,-0.219,0.469,0.373,0.412,0.563,0.601,0.957
313.324,0.788,0.228,-0.328,-0.245,0.463,0.367,0.405,0.567,0.606,0.956
313.335,0.116,0.356,-0.428,-0.259,0.463,0.367,0.405,0.573,0.612,0.957
313.346,0.138,0.372,-0.406,-0.278,0.479,0.384,0.422,0.576,0.614,0.958
313.357,-0.065,0.180,-0.533,-0.298,0.471,0.376,0.415,0.571,0.610,0.958
313.368,-0.347,0.109,-0.533,-0.337,0.463,0.369,0.407,0.568,0.607,0.957
313.379,-0.355,0.078,-0.284,-0.346,0.466,0.370,0.409,0.565,0.604,0.955
313.390,-0.452,-0.033,-0.388,-0.330,0.459,0.364,0.402,0.559,0.598,0.952
313.401,-0.672,-0.210,-0.154,-0.327,0.450,0.354,0.393,0.551,0.589,0.948
313.412,-1.852,-0.594,-0.265,-0.327,0.399,0.304,0.343,0.534,0.572,0.940
313.422,-1.325,-0.925,-0.322,-0.311,0.393,0.298,0.337,0.513,0.551,0.929
313.433,-1.041,-1.026,-0.498,-0.327,0.376,0.282,0.321,0.496,0.534,0.915
313.444,-0.298,-0.807,-0.387,-0.330,0.388,0.294,0.332,0.488,0.526,0.902
313.455,1.018,-0.270,-0.447,-0.354,0.434,0.340,0.379,0.493,0.532,0.893
313.466,0.896,0.093,-0.550,-0.372,0.435,0.342,0.381,0.500,0.539,0.889
313.477,0.872,0.332,-0.592,-0.401,0.440,0.347,0.386,0.506,0.545,0.889
313.488,1.651,0.664,-0.480,-0.403,0.468,0.374,0.413,0.517,0.556,0.891
313.499,2.624,1.231,-0.589,-0.424,0.528,0.436,0.475,0.541,0.580,0.899
313.510,1.255,1.381,-0.455,-0.435,0.505,0.412,0.451,0.558,0.597,0.911
313.521,1.091,1.277,-0.663,-0.450,0.505,0.413,0.452,0.566,0.605,0.922
313.532,1.249,1.266,-0.726,-0.480,0.526,0.434,0.473,0.577,0.616,0.933
313.543,0.069,1.037,-0.625,-0.498,0.509,0.417,0.456,0.583,0.622,0.943
313.553,-0.035,0.677,-0.611,-0.517,0.500,0.407,0.446,0.579,0.618,0.949
313.564,-0.003,0.501,-0.562,-0.514,0.506,0.413,0.453,0.577,0.617,0.952
313.575,0.107,0.253,-0.644,-0.523,0.483,0.391,0.430,0.570,0.609,0.953
313.586,0.847,0.452,-0.402,-0.524,0.515,0.422,0.462,0.576,0.615,0.953
313.597,0.847,0.599,-0.291,-0.493,0.522,0.429,0.468,0.583,0.622,0.956
313.608,0.020,0.625,-0.247,-0.486,0.517,0.424,0.463,0.589,0.628,0.960
313.619,0.218,0.556,-0.132,-0.448,0.518,0.425,0.464,0.589,0.628,0.963
313.630,0.526,0.504,-0.353,-0.423,0.531,0.439,0.478,0.591,0.630,0.966
313.641,0.625,0.444,-0.315,-0.421,0.532,0.440,0.479,0.592,0.630,0.968
313.652,0.463,0.561,-0.441,-0.405,0.547,0.456,0.494,0.599,0.637,0.971
313.662,0.339,0.610,-0.610,-0.427,0.556,0.465,0.504,0.604,0.642,0.974
313.673,-0.436,0.337,-0.595,-0.440,0.529,0.438,0.477,0.599,0.638,0.976
313.684,0.510,0.202,-0.687,-0.463,0.534,0.444,0.483,0.593,0.632,0.976
313.695,1.009,0.339,-0.727,-0.479,0.545,0.455,0.494,0.596,0.635,0.975
313.706,-0.114,0.322,-0.388,-0.482,0.526,0.435,0.474,0.599,0.638,0.976
313.717,1.095,0.504,-0.304,-0.476,0.581,0.489,0.528,0.605,0.644,0.978
313.728,1.045,0.641,-0.230,-0.457,0.569,0.478,0.516,0.611,0.650,0.981
313.739,0.941,0.824,-0.151,-0.433,0.587,0.495,0.533,0.622,0.661,0.986
313.750,0.469,0.790,-0.371,-0.418,0.594,0.503,0.542,0.629,0.668,0.992
313.761,-1.091,0.434,-0.328,-0.412,0.550,0.459,0.497,0.625,0.663,0.996
313.772,-0.458,0.038,-0.388,-0.390,0.563,0.472,0.511,0.613,0.652,0.995
313.783,-1.330,-0.275,-0.473,-0.405,0.516,0.426,0.464,0.600,0.638,0.991
313.793,-1.856,-0.741,-0.287,-0.403,0.478,0.387,0.425,0.578,0.617,0.982
313.804,-1.488,-1.085,-0.206,-0.379,0.466,0.375,0.413,0.556,0.594,0.968
313.815,-0.135,-0.927,-0.074,-0.338,0.488,0.396,0.435,0.545,0.583,0.954
313.826,-0.166,-0.695,-0.067,-0.298,0.479,0.388,0.425,0.540,0.578,0.942
313.837,-0.033,-0.459,-0.205,-0.301,0.489,0.398,0.436,0.538,0.576,0.933
313.848,-0.736,-0.420,-0.148,-0.291,0.474,0.384,0.422,0.533,0.571,0.926
313.859,-2.125,-0.811,-0.108,-0.276,0.411,0.321,0.358,0.513,0.551,0.916
313.870,-1.771,-1.343,-0.016,-0.260,0.369,0.279,0.317,0.482,0.520,0.901
313.881,-0.865,-1.261,-0.103,-0.246,0.381,0.291,0.329,0.467,0.504,0.884
313.892,0.406,-0.865,-0.237,-0.244,0.421,0.332,0.369,0.463,0.501,0.869
313.902,-0.055,-0.543,-0.278,-0.241,0.410,0.321,0.358,0.463,0.501,0.859
313.913,-0.503,-0.407,-0.561,-0.243,0.412,0.324,0.362,0.461,0.499,0.852
313.924,-0.954,-0.401,-0.549,-0.271,0.418,0.330,0.368,0.456,0.494,0.845
313.935,-0.428,-0.474,-0.571,-0.287,0.427,0.340,0.378,0.447,0.484,0.837
313.946,-0.629,-0.556,-0.883,-0.323,0.413,0.327,0.365,0.436,0.474,0.828
313.957,-0.209,-0.490,-0.770,-0.378,0.428,0.342,0.380,0.430,0.468,0.820
313.968,0.435,-0.271,-0.853,-0.426,0.444,0.358,0.396,0.429,0.467,0.813
313.979,0.370,-0.127,-0.843,-0.475,0.429,0.344,0.382,0.427,0.466,0.808
313.990,0.069,0.009,-0.807,-0.548,0.425,0.339,0.378,0.428,0.467,0.804
314.001,-1.066,-0.265,-0.864,-0.659,0.364,0.279,0.319,0.415,0.454,0.799
314.012,-1.953,-0.698,-0.433,-0.753,0.324,0.238,0.277,0.395,0.435,0.791
314.023,-0.400,-0.673,0.153,-0.689,0.366,0.279,0.319,0.384,0.423,0.780
314.034,-0.988,-0.788,0.399,-0.515,0.336,0.249,0.288,0.371,0.410,0.769
314.045,-0.831,-0.697,0.469,-0.393,0.344,0.257,0.295,0.364,0.402,0.758
314.055,-0.890,-0.575,0.092,-0.331,0.349,0.263,0.301,0.358,0.396,0.748
314.066,-0.770,-0.854,-0.253,-0.235,0.336,0.249,0.287,0.341,0.379,0.738
314.077,-1.772,-1.507,-0.257,-0.203,0.244,0.155,0.193,0.308,0.345,0.721
314.088,-2.181,-1.769,-0.071,-0.261,0.200,0.110,0.148,0.280,0.317,0.700
314.099,-3.867,-2.006,-0.178,-0.260,0.178,0.087,0.124,0.255,0.292,0.677
314.110,-2.067,-2.516,-0.181,-0.177,0.162,0.070,0.107,0.210,0.247,0.648
314.121,-1.434,-2.410,-0.248,-0.208,0.106,0.015,0.052,0.179,0.217,0.618
314.132,-0.713,-2.298,-0.696,-0.272,0.075,-0.013,0.024,0.153,0.191,0.589
314.143,-3.135,-2.403,-0.422,-0.273,-0.046,-0.135,-0.098,0.122,0.160,0.560
314.154,-2.788,-2.426,-0.435,-0.283,-0.036,-0.125,-0.087,0.095,0.132,0.531
314.165,-3.517,-2.913,-0.149,-0.298,-0.135,-0.225,-0.187,0.047,0.085,0.499
314.176,-4.614,-3.376,-0.678,-0.290,-0.204,-0.291,-0.253,-0.000,0.037,0.461
314.187,-9.015,-4.851,0.018,-0.284,-0.457,-0.544,-0.507,-0.089,-0.052,0.412
314.198,-10.425,-6.184,-0.552,-0.298,-0.554,-0.636,-0.598,-0.186,-0.149,0.349
314.209,-15.919,-8.859,0.174,-0.271,-0.928,-1.011,-0.973,-0.349,-0.312,0.262
314.220,-20.872,-12.342,-0.047,-0.244,-1.258,-1.338,-1.301,-0.559,-0.522,0.142
314.231,-29.156,-16.502,0.423,-0.179,-1.765,-1.847,-1.810,-0.833,-0.796,-0.018
314.242,-30.887,-20.976,0.577,-0.090,-2.141,-2.224,-2.187,-1.167,-1.131,-0.229
314.253,-36.597,-25.256,0.048,-0.056,-2.681,-2.761,-2.725,-1.547,-1.511,-0.491
314.264,-43.397,-30.272,0.805,0.022,-3.314,-3.392,-3.356,-1.992,-1.956,-0.801
314.275,-46.261,-35.216,0.048,0.088,-3.924,-3.997,-3.961,-2.494,-2.458,-1.165
314.286,-48.706,-39.448,0.124,0.066,-4.522,-4.594,-4.558,-3.026,-2.990,-1.581
314.297,-52.680,-43.230,0.050,0.080,-5.217,-5.287,-5.251,-3.587,-3.551,-2.038
314.308,-61.277,-47.976,-0.207,0.049,-6.104,-6.173,-6.137,-4.217,-4.181,-2.540
314.319,-63.050,-52.973,-0.895,-0.020,-6.854,-6.922,-6.886,-4.922,-4.886,-3.106
314.331,-66.598,-56.748,-0.396,-0.107,-7.679,-7.750,-7.713,-5.637,-5.601,-3.715
314.342,-69.392,-60.540,0.978,-0.050,-8.541,-8.623,-8.586,-6.396,-6.359,-4.367
314.353,-70.096,-63.565,0.430,0.028,-9.270,-9.351,-9.315,-7.163,-7.127,-5.055
314.364,-66.077,-64.832,-1.059,-0.041,-9.892,-9.967,-9.931,-7.909,-7.873,-5.764
314.375,-63.510,-64.877,-2.484,-0.248,-10.549,-10.616,-10.579,-8.628,-8.591,-6.482
314.386,-55.281,-62.791,-2.854,-0.511,-10.962,-11.027,-10.989,-9.291,-9.253,-7.200
314.397,-54.336,-60.028,-0.603,-0.621,-11.560,-11.635,-11.597,-9.894,-9.855,-7.877
314.408,-44.483,-56.335,0.174,-0.531,-11.875,-11.955,-11.917,-10.442,-10.404,-8.520
314.419,-38.328,-51.332,0.090,-0.452,-12.176,-12.257,-12.219,-10.897,-10.859,-9.113
314.430,-29.699,-45.490,0.014,-0.393,-12.360,-12.441,-12.404,-11.273,-11.236,-9.646
314.441,-17.111,-37.830,-1.590,-0.426,-12.263,-12.338,-12.301,-11.521,-11.483,-10.101
314.452,-9.759,-29.883,-3.096,-0.691,-12.210,-12.275,-12.236,-11.668,-11.629,-10.470
314.464,-2.613,-21.752,-3.849,-0.978,-12.067,-12.129,-12.089,-11.724,-11.684,-10.754
314.475,8.575,-13.424,-3.052,-1.177,-11.773,-11.838,-11.797,-11.691,-11.650,-10.945
314.486,18.259,-4.465,-2.252,-1.272,-11.375,-11.437,-11.395,-11.538,-11.497,-11.038
314.497,24.904,4.027,1.130,-1.180,-11.020,-11.087,-11.047,-11.307,-11.266,-11.035
314.507,31.873,12.295,4.021,-0.674,-10.569,-10.640,-10.601,-10.996,-10.957,-10.942
314.518,42.229,20.502,4.874,-0.026,-9.864,-9.939,-9.903,-10.593,-10.557,-10.761
314.529,47.017,28.227,3.931,0.423,-9.238,-9.309,-9.275,-10.104,-10.070,-10.489
314.540,54.458,35.807,1.819,0.687,-8.488,-8.550,-8.516,-9.553,-9.520,-10.140
314.550,61.467,43.185,0.243,0.679,-7.623,-7.680,-7.647,-8.912,-8.878,-9.703
314.562,65.688,49.873,-1.450,0.491,-6.740,-6.793,-6.759,-8.196,-8.162,-9.178
314.573,72.090,56.318,-3.815,0.096,-5.720,-5.766,-5.731,-7.404,-7.368,-8.571
314.584,74.465,61.859,-5.431,-0.526,-4.798,-4.840,-4.802,-6.576,-6.538,-7.901
314.596,77.352,66.242,-5.175,-1.123,-3.853,-3.896,-3.856,-5.715,-5.675,-7.165
314.607,81.242,70.717,-6.055,-1.694,-2.776,-2.818,-2.776,-4.806,-4.764,-6.385
314.618,83.856,74.838,-5.776,-2.235,-1.677,-1.722,-1.677,-3.857,-3.812,-5.556
314.629,84.713,77.985,-5.726,-2.699,-0.639,-0.686,-0.639,-2.902,-2.855,-4.693
314.641,83.705,80.098,-4.331,-2.986,0.330,0.279,0.327,-1.945,-1.897,-3.799
314.652,81.830,80.821,-3.161,-3.091,1.201,1.150,1.198,-1.021,-0.973,-2.896
314.663,80.859,81.112,-1.714,-3.023,2.109,2.055,2.103,-0.098,-0.050,-1.982
314.675,80.180,80.914,-1.134,-2.828,3.022,2.968,3.015,0.822,0.869,-1.056
314.686,78.173,80.196,-2.008,-2.682,3.873,3.822,3.868,1.713,1.760,-0.148
314.697,81.007,80.266,-3.192,-2.712,4.914,4.866,4.913,2.619,2.665,0.754
314.708,75.429,79.454,-4.082,-2.853,5.698,5.642,5.689,3.490,3.537,1.640
314.720,68.071,76.721,-4.810,-3.067,6.303,6.242,6.290,4.278,4.326,2.500
314.731,62.096,72.810,-5.331,-3.337,6.883,6.821,6.870,5.004,5.053,3.335
314.742,54.733,68.166,-5.156,-3.616,7.384,7.321,7.371,5.670,5.720,4.131
314.755,47.121,62.875,-4.748,-3.847,7.843,7.777,7.828,6.308,6.359,4.931
314.767,40.297,56.475,-2.637,-3.756,8.129,8.059,8.109,6.822,6.872,5.640
314.777,32.641,50.993,-1.170,-3.580,8.172,8.099,8.149,7.163,7.213,6.165
314.787,28.491,45.447,-0.833,-3.327,8.288,8.215,8.264,7.451,7.499,6.640
314.797,23.882,40.428,-1.953,-3.175,8.398,8.328,8.376,7.707,7.755,7.064
314.807,18.143,35.342,-1.195,-3.078,8.358,8.284,8.331,7.902,7.949,7.433
314.819,11.594,28.448,-0.261,-2.753,8.278,8.202,8.248,8.068,8.114,7.817
314.829,5.745,23.290,0.116,-2.521,8.159,8.082,8.126,8.146,8.191,8.067
314.842,0.055,16.386,-0.130,-2.197,7.982,7.904,7.947,8.164,8.208,8.299
314.854,-3.460,10.428,-0.576,-2.045,7.875,7.798,7.841,8.135,8.178,8.453
314.867,-14.098,4.055,0.501,-1.897,7.488,7.404,7.446,8.024,8.067,8.532
314.879,-24.817,-3.957,2.253,-1.491,6.858,6.770,6.810,7.762,7.802,8.519
314.889,-31.829,-10.278,4.838,-1.013,6.292,6.201,6.239,7.464,7.503,8.435
314.899,-36.820,-16.434,4.551,-0.449,5.783,5.697,5.733,7.114,7.150,8.289
314.910,-40.070,-22.018,2.267,-0.151,5.279,5.204,5.238,6.717,6.752,8.081
314.922,-44.670,-28.843,0.630,0.016,4.584,4.516,4.550,6.186,6.220,7.759
314.934,-50.017,-35.077,-0.283,0.063,3.815,3.749,3.783,5.590,5.623,7.355
314.946,-55.777,-40.877,-2.131,-0.092,3.016,2.955,2.990,4.950,4.985,6.889
314.956,-56.504,-44.629,-4.620,-0.406,2.476,2.422,2.458,4.387,4.423,6.450
314.966,-62.599,-48.438,-3.741,-0.784,1.689,1.633,1.670,3.785,3.822,5.975
314.976,-67.367,-52.864,-1.240,-0.862,0.801,0.738,0.776,3.110,3.148,5.453
314.986,-69.378,-56.856,-1.244,-0.817,0.017,-0.047,-0.009,2.405,2.443,4.885
314.997,-69.745,-60.118,-3.079,-0.981,-0.675,-0.735,-0.697,1.704,1.742,4.292
315.009,-71.709,-63.711,-3.150,-1.199,-1.628,-1.689,-1.650,0.812,0.851,3.511
315.021,-71.704,-66.110,-3.633,-1.488,-2.456,-2.516,-2.476,-0.047,-0.006,2.724
315.033,-74.386,-68.156,-2.866,-1.734,-3.384,-3.447,-3.406,-0.922,-0.880,1.910
315.045,-73.688,-69.929,-1.390,-1.816,-4.274,-4.343,-4.301,-1.816,-1.774,1.072
315.057,-73.861,-71.546,0.658,-1.626,-5.264,-5.338,-5.297,-2.728,-2.687,0.212
315.069,-70.223,-71.806,1.874,-1.264,-6.098,-6.178,-6.139,-3.587,-3.547,-0.631
315.080,-66.593,-70.633,2.923,-0.851,-6.798,-6.887,-6.849,-4.362,-4.325,-1.439
315.091,-61.792,-68.183,3.236,-0.410,-7.387,-7.477,-7.441,-5.081,-5.045,-2.226
315.103,-57.535,-65.132,4.062,0.015,-7.980,-8.075,-8.042,-5.752,-5.719,-2.981
315.114,-52.764,-61.716,6.063,0.585,-8.490,-8.590,-8.559,-6.373,-6.342,-3.697
315.125,-44.720,-56.940,5.709,1.133,-8.723,-8.828,-8.800,-6.903,-6.875,-4.368
315.137,-36.647,-51.454,5.924,1.613,-8.946,-9.052,-9.026,-7.360,-7.334,-4.983
315.148,-28.954,-45.113,5.993,2.055,-9.061,-9.172,-9.148,-7.720,-7.696,-5.526
315.160,-19.152,-37.934,3.822,2.337,-8.994,-9.101,-9.078,-7.977,-7.954,-5.992
315.171,-7.521,-29.476,2.292,2.356,-8.754,-8.857,-8.835,-8.110,-8.087,-6.365
315.182,2.172,-20.453,1.712,2.297,-8.510,-8.609,-8.587,-8.130,-8.107,-6.638
315.193,7.728,-12.217,-0.436,2.106,-8.319,-8.403,-8.380,-8.073,-8.049,-6.814
315.204,16.254,-4.025,-2.492,1.651,-7.927,-8.007,-7.981,-7.928,-7.902,-6.898
315.215,23.260,3.844,-1.338,1.262,-7.558,-7.648,-7.621,-7.714,-7.687,-6.895
315.227,32.124,11.729,-0.700,1.044,-6.979,-7.069,-7.041,-7.398,-7.369,-6.801
315.238,38.859,19.739,-0.059,0.882,-6.363,-6.454,-6.425,-6.989,-6.960,-6.618
315.249,46.465,27.085,-0.868,0.752,-5.701,-5.788,-5.758,-6.514,-6.485,-6.350
315.260,54.476,34.769,-2.492,0.448,-4.921,-5.005,-4.974,-5.944,-5.913,-5.995
315.272,60.714,42.375,-1.818,0.167,-4.098,-4.185,-4.153,-5.291,-5.259,-5.555
315.283,65.668,49.152,-1.318,0.001,-3.245,-3.333,-3.300,-4.578,-4.545,-5.034
315.294,72.796,55.926,-1.354,-0.156,-2.233,-2.321,-2.287,-3.780,-3.747,-4.429
315.306,72.686,61.343,0.040,-0.202,-1.432,-1.530,-1.496,-2.959,-2.925,-3.762
315.317,73.719,65.276,1.317,-0.087,-0.588,-0.691,-0.658,-2.136,-2.103,-3.051
315.328,77.298,68.535,2.958,0.144,0.344,0.236,0.268,-1.308,-1.276,-2.313
315.339,79.186,71.705,1.471,0.366,1.272,1.171,1.202,-0.442,-0.411,-1.538
315.350,84.242,75.088,-3.003,0.126,2.320,2.232,2.264,0.457,0.489,-0.730
315.361,81.353,77.345,-2.861,-0.210,3.104,3.017,3.050,1.371,1.405,0.121
315.372,75.620,77.201,0.276,-0.222,3.772,3.681,3.715,2.221,2.255,0.972
315.383,71.980,75.951,-0.349,-0.201,4.470,4.384,4.418,3.028,3.062,1.812
315.394,65.088,73.265,1.070,-0.165,5.006,4.916,4.949,3.771,3.805,2.628
