R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,300,100,0,0,0,0,7,75,10,10.0,32.0,0.000,0.000,100.00
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
370.562,-0.377,0.366,-0.312,-0.304,-1.780,-1.745,-1.752,-2.443,-2.450,-2.716
370.573,0.444,0.395,-0.298,-0.305,-1.754,-1.719,-1.726,-2.440,-2.448,-2.714
370.583,0.776,0.439,-0.287,-0.304,-1.739,-1.704,-1.712,-2.436,-2.444,-2.711
370.593,0.912,0.705,-0.302,-0.303,-1.713,-1.678,-1.686,-2.425,-2.433,-2.706
370.604,0.222,0.481,-0.310,-0.303,-1.733,-1.698,-1.706,-2.424,-2.432,-2.701
370.614,-0.685,0.240,-0.321,-0.305,-1.753,-1.718,-1.726,-2.426,-2.434,-2.698
370.624,-0.772,-0.144,-0.305,-0.306,-1.774,-1.738,-1.746,-2.436,-2.444,-2.699
370.634,-0.184,-0.160,-0.312,-0.308,-1.760,-1.725,-1.732,-2.440,-2.447,-2.702
370.645,0.527,-0.023,-0.304,-0.307,-1.755,-1.720,-1.727,-2.441,-2.448,-2.705
370.655,0.295,0.247,-0.266,-0.304,-1.738,-1.703,-1.711,-2.434,-2.441,-2.704
370.665,0.465,0.320,-0.255,-0.297,-1.727,-1.692,-1.699,-2.430,-2.438,-2.703
370.675,-0.369,0.189,-0.255,-0.291,-1.734,-1.699,-1.707,-2.429,-2.437,-2.701
370.686,0.158,0.142,-0.235,-0.285,-1.716,-1.681,-1.689,-2.430,-2.438,-2.700
370.696,0.090,0.053,-0.244,-0.279,-1.721,-1.686,-1.694,-2.432,-2.439,-2.700
370.706,0.208,0.102,-0.243,-0.273,-1.722,-1.687,-1.695,-2.431,-2.439,-2.701
370.717,-0.426,-0.049,-0.241,-0.269,-1.755,-1.720,-1.728,-2.436,-2.444,-2.702
370.727,-0.061,-0.203,-0.233,-0.264,-1.754,-1.719,-1.727,-2.442,-2.450,-2.705
370.737,0.761,0.165,-0.225,-0.257,-1.714,-1.679,-1.687,-2.435,-2.443,-2.706
370.747,1.748,0.656,-0.230,-0.253,-1.689,-1.654,-1.662,-2.424,-2.431,-2.703
370.758,2.505,1.334,-0.218,-0.249,-1.642,-1.607,-1.615,-2.400,-2.408,-2.694
370.768,1.341,1.471,-0.241,-0.246,-1.653,-1.618,-1.626,-2.383,-2.390,-2.680
370.778,1.172,1.170,-0.256,-0.246,-1.657,-1.622,-1.630,-2.376,-2.384,-2.668
370.789,-0.038,1.000,-0.252,-0.247,-1.666,-1.631,-1.639,-2.368,-2.376,-2.657
370.799,-0.072,0.718,-0.249,-0.247,-1.653,-1.618,-1.626,-2.366,-2.374,-2.649
370.809,-0.188,0.372,-0.255,-0.248,-1.660,-1.625,-1.633,-2.369,-2.377,-2.645
370.819,0.516,0.319,-0.272,-0.251,-1.645,-1.610,-1.618,-2.369,-2.376,-2.643
370.830,-0.058,0.334,-0.259,-0.253,-1.641,-1.606,-1.614,-2.365,-2.372,-2.640
370.840,0.821,0.376,-0.246,-0.253,-1.626,-1.591,-1.599,-2.363,-2.370,-2.638
370.850,0.018,0.295,-0.246,-0.252,-1.643,-1.609,-1.616,-2.361,-2.369,-2.636
370.861,0.351,0.253,-0.251,-0.251,-1.642,-1.607,-1.615,-2.361,-2.369,-2.634
370.871,0.258,0.292,-0.238,-0.250,-1.639,-1.604,-1.612,-2.359,-2.366,-2.633
370.881,1.964,0.699,-0.233,-0.249,-1.577,-1.542,-1.550,-2.346,-2.354,-2.629
370.891,1.055,1.135,-0.248,-0.248,-1.560,-1.525,-1.533,-2.327,-2.334,-2.620
370.902,1.130,1.053,-0.248,-0.247,-1.562,-1.527,-1.535,-2.319,-2.327,-2.610
370.912,0.911,1.042,-0.277,-0.249,-1.553,-1.518,-1.526,-2.309,-2.317,-2.600
370.922,0.770,0.909,-0.266,-0.253,-1.557,-1.522,-1.530,-2.304,-2.311,-2.592
370.933,0.815,0.912,-0.290,-0.256,-1.557,-1.522,-1.530,-2.297,-2.304,-2.584
370.943,0.799,0.882,-0.279,-0.260,-1.544,-1.509,-1.517,-2.288,-2.296,-2.575
370.953,0.463,0.849,-0.271,-0.262,-1.542,-1.507,-1.515,-2.281,-2.289,-2.568
370.963,-0.149,0.541,-0.305,-0.266,-1.563,-1.528,-1.536,-2.282,-2.290,-2.562
370.974,-1.055,0.092,-0.301,-0.270,-1.578,-1.543,-1.551,-2.288,-2.296,-2.559
370.984,-1.422,-0.439,-0.314,-0.276,-1.602,-1.567,-1.575,-2.303,-2.310,-2.563
370.994,-0.856,-0.598,-0.300,-0.281,-1.589,-1.554,-1.561,-2.312,-2.320,-2.569
371.005,-0.146,-0.522,-0.293,-0.283,-1.584,-1.549,-1.557,-2.319,-2.327,-2.576
371.015,0.691,-0.212,-0.281,-0.283,-1.568,-1.533,-1.541,-2.318,-2.326,-2.581
371.025,0.925,0.235,-0.284,-0.284,-1.555,-1.520,-1.528,-2.310,-2.318,-2.582
371.035,-0.166,0.093,-0.315,-0.287,-1.586,-1.551,-1.559,-2.311,-2.319,-2.582
371.046,-0.767,-0.194,-0.306,-0.290,-1.604,-1.569,-1.577,-2.318,-2.326,-2.583
371.056,-0.639,-0.284,-0.300,-0.292,-1.605,-1.570,-1.578,-2.324,-2.332,-2.587
371.066,-0.756,-0.573,-0.278,-0.292,-1.621,-1.586,-1.593,-2.336,-2.343,-2.593
371.077,-1.210,-0.710,-0.280,-0.290,-1.641,-1.606,-1.614,-2.347,-2.354,-2.601
371.088,-1.556,-0.873,-0.295,-0.290,-1.659,-1.624,-1.631,-2.361,-2.369,-2.611
371.099,-1.363,-1.106,-0.295,-0.291,-1.691,-1.655,-1.663,-2.382,-2.389,-2.624
371.110,-0.066,-0.876,-0.291,-0.291,-1.652,-1.617,-1.625,-2.388,-2.396,-2.637
371.121,0.993,-0.341,-0.277,-0.290,-1.606,-1.571,-1.578,-2.382,-2.389,-2.645
371.132,1.025,0.013,-0.271,-0.288,-1.601,-1.566,-1.574,-2.374,-2.382,-2.648
371.143,0.636,0.238,-0.265,-0.286,-1.608,-1.573,-1.581,-2.368,-2.375,-2.648
371.154,-0.529,0.052,-0.278,-0.284,-1.649,-1.614,-1.622,-2.372,-2.380,-2.648
371.165,-0.018,-0.063,-0.274,-0.282,-1.642,-1.607,-1.615,-2.377,-2.385,-2.650
371.176,0.627,0.054,-0.250,-0.280,-1.629,-1.594,-1.602,-2.377,-2.384,-2.652
371.187,0.135,-0.016,-0.243,-0.276,-1.656,-1.621,-1.629,-2.380,-2.387,-2.653
371.198,-0.665,-0.145,-0.281,-0.273,-1.690,-1.655,-1.662,-2.385,-2.393,-2.656
371.209,-0.600,-0.348,-0.342,-0.273,-1.691,-1.656,-1.663,-2.395,-2.402,-2.660
371.220,0.223,-0.260,-0.522,-0.285,-1.664,-1.628,-1.635,-2.397,-2.405,-2.665
371.231,-0.347,-0.210,-0.329,-0.312,-1.669,-1.633,-1.641,-2.398,-2.405,-2.668
371.242,0.527,-0.056,-0.768,-0.339,-1.642,-1.605,-1.613,-2.397,-2.405,-2.672
371.252,-0.383,0.088,-1.031,-0.417,-1.654,-1.616,-1.623,-2.394,-2.401,-2.672
371.264,-0.157,-0.119,-0.072,-0.418,-1.665,-1.630,-1.637,-2.402,-2.409,-2.675
371.275,-0.714,-0.112,-0.809,-0.429,-1.679,-1.641,-1.648,-2.405,-2.412,-2.677
371.285,-2.207,-0.757,-0.314,-0.436,-1.758,-1.722,-1.729,-2.429,-2.436,-2.684
371.296,-0.530,-0.843,-0.987,-0.469,-1.729,-1.691,-1.698,-2.444,-2.451,-2.695
371.307,-0.505,-0.631,-0.668,-0.525,-1.719,-1.681,-1.688,-2.447,-2.454,-2.705
371.318,0.352,-0.318,-0.758,-0.533,-1.681,-1.643,-1.650,-2.445,-2.452,-2.711
371.329,0.620,-0.106,-0.731,-0.561,-1.674,-1.636,-1.643,-2.443,-2.450,-2.715
371.340,0.521,0.091,-0.679,-0.564,-1.689,-1.651,-1.658,-2.441,-2.447,-2.717
371.351,1.607,0.279,-0.649,-0.572,-1.681,-1.644,-1.650,-2.438,-2.444,-2.717
371.362,1.826,0.668,-0.439,-0.568,-1.663,-1.626,-1.633,-2.423,-2.429,-2.714
371.373,0.811,0.835,-0.485,-0.544,-1.680,-1.643,-1.649,-2.410,-2.417,-2.707
371.384,0.821,0.787,-0.244,-0.528,-1.678,-1.642,-1.649,-2.405,-2.411,-2.700
371.395,0.254,0.771,-0.535,-0.536,-1.678,-1.641,-1.647,-2.397,-2.404,-2.692
371.406,0.431,0.609,-0.846,-0.542,-1.669,-1.631,-1.638,-2.396,-2.402,-2.687
371.417,1.224,0.759,-0.811,-0.584,-1.628,-1.590,-1.597,-2.386,-2.392,-2.681
371.428,0.736,0.930,-0.832,-0.607,-1.612,-1.574,-1.580,-2.372,-2.378,-2.672
371.439,2.057,1.153,-0.802,-0.637,-1.573,-1.535,-1.541,-2.358,-2.365,-2.663
371.450,1.075,1.238,-0.989,-0.647,-1.586,-1.548,-1.554,-2.344,-2.350,-2.652
371.461,2.784,1.610,-1.091,-0.684,-1.509,-1.470,-1.476,-2.320,-2.327,-2.638
371.472,1.710,1.832,-0.849,-0.715,-1.509,-1.471,-1.477,-2.296,-2.302,-2.620
371.483,0.468,1.598,-0.744,-0.721,-1.520,-1.483,-1.489,-2.283,-2.290,-2.603
371.494,0.570,1.363,-0.641,-0.727,-1.500,-1.462,-1.468,-2.276,-2.282,-2.588
371.505,1.086,1.172,-0.594,-0.732,-1.492,-1.454,-1.460,-2.271,-2.277,-2.577
371.516,0.610,1.164,-0.469,-0.730,-1.479,-1.442,-1.448,-2.259,-2.265,-2.565
371.527,-0.001,0.940,-0.642,-0.714,-1.481,-1.443,-1.449,-2.254,-2.260,-2.555
371.538,0.442,0.631,-0.829,-0.723,-1.468,-1.430,-1.436,-2.256,-2.262,-2.549
371.549,0.822,0.610,-0.765,-0.721,-1.457,-1.419,-1.425,-2.252,-2.258,-2.544
371.560,-0.076,0.446,-0.953,-0.722,-1.491,-1.452,-1.458,-2.252,-2.258,-2.540
371.571,0.626,0.347,-0.924,-0.735,-1.470,-1.432,-1.438,-2.252,-2.258,-2.538
371.582,0.980,0.461,-1.074,-0.765,-1.470,-1.432,-1.438,-2.248,-2.254,-2.535
371.593,0.694,0.568,-1.172,-0.823,-1.475,-1.436,-1.442,-2.242,-2.247,-2.531
371.604,-0.423,0.418,-1.142,-0.878,-1.519,-1.480,-1.486,-2.243,-2.248,-2.528
371.615,-0.690,0.236,-0.898,-0.903,-1.514,-1.477,-1.482,-2.246,-2.251,-2.526
371.626,-0.083,0.126,-0.709,-0.885,-1.496,-1.459,-1.464,-2.249,-2.255,-2.526
371.637,0.322,0.125,-0.771,-0.851,-1.481,-1.444,-1.449,-2.249,-2.255,-2.527
371.648,0.388,0.121,-0.927,-0.812,-1.480,-1.443,-1.448,-2.250,-2.255,-2.527
371.659,-0.341,0.075,-1.001,-0.819,-1.505,-1.468,-1.474,-2.251,-2.257,-2.528
371.670,-0.781,-0.125,-0.751,-0.818,-1.525,-1.488,-1.494,-2.259,-2.265,-2.530
371.681,-0.363,-0.228,-0.600,-0.807,-1.521,-1.485,-1.491,-2.266,-2.272,-2.534
371.692,-1.933,-0.633,-0.382,-0.767,-1.575,-1.540,-1.546,-2.282,-2.288,-2.540
371.703,-2.244,-1.049,-0.437,-0.683,-1.588,-1.554,-1.560,-2.303,-2.309,-2.551
371.714,-0.670,-1.218,-0.703,-0.629,-1.570,-1.535,-1.541,-2.324,-2.330,-2.567
371.725,-0.940,-1.010,-0.924,-0.664,-1.579,-1.545,-1.551,-2.332,-2.338,-2.580
371.736,-1.187,-1.098,-1.277,-0.722,-1.603,-1.567,-1.573,-2.347,-2.353,-2.594
371.747,-1.367,-1.252,-1.400,-0.776,-1.651,-1.616,-1.621,-2.368,-2.374,-2.609
371.758,0.038,-0.937,-1.339,-0.930,-1.630,-1.594,-1.600,-2.376,-2.382,-2.623
371.769,1.658,-0.327,-0.829,-1.012,-1.566,-1.532,-1.537,-2.368,-2.373,-2.632
371.780,2.140,0.296,-0.360,-0.896,-1.569,-1.536,-1.541,-2.355,-2.360,-2.634
371.791,0.885,0.620,-0.264,-0.765,-1.567,-1.533,-1.539,-2.338,-2.344,-2.630
371.802,0.576,0.494,-0.879,-0.696,-1.580,-1.547,-1.553,-2.336,-2.342,-2.625
371.813,-0.029,0.484,-0.271,-0.751,-1.580,-1.551,-1.557,-2.332,-2.338,-2.621
371.824,0.827,0.381,-0.322,-0.769,-1.567,-1.538,-1.544,-2.333,-2.339,-2.619
371.835,-0.936,0.295,-0.218,-0.698,-1.620,-1.590,-1.596,-2.333,-2.339,-2.617
371.846,1.075,0.108,-0.223,-0.612,-1.573,-1.544,-1.550,-2.338,-2.345,-2.617
371.857,0.314,0.470,-0.062,-0.586,-1.573,-1.546,-1.552,-2.326,-2.333,-2.615
371.868,0.881,0.340,-0.001,-0.547,-1.563,-1.536,-1.543,-2.327,-2.334,-2.612
371.879,1.481,0.598,-0.140,-0.499,-1.548,-1.520,-1.527,-2.317,-2.324,-2.609
371.890,0.654,0.530,0.124,-0.444,-1.564,-1.537,-1.544,-2.312,-2.319,-2.604
371.901,1.109,0.586,-0.331,-0.443,-1.536,-1.509,-1.516,-2.305,-2.312,-2.600
371.912,0.587,0.686,0.415,-0.340,-1.564,-1.539,-1.546,-2.299,-2.306,-2.595
371.923,1.737,0.814,-0.300,-0.246,-1.463,-1.437,-1.445,-2.282,-2.290,-2.587
371.934,4.418,1.868,-0.438,-0.276,-1.360,-1.334,-1.341,-2.244,-2.252,-2.574
371.945,8.762,3.394,-0.438,-0.212,-1.172,-1.151,-1.159,-2.176,-2.184,-2.547
371.956,11.444,5.663,-0.907,-0.339,-0.973,-0.951,-0.958,-2.064,-2.071,-2.497
371.967,11.753,7.518,-1.686,-0.492,-0.862,-0.832,-0.839,-1.941,-1.948,-2.425
371.978,13.071,9.058,0.375,-0.510,-0.713,-0.685,-0.691,-1.810,-1.816,-2.335
371.989,16.066,10.853,-2.177,-0.543,-0.435,-0.399,-0.406,-1.647,-1.654,-2.225
372.000,19.028,13.177,-2.857,-0.853,-0.161,-0.125,-0.130,-1.451,-1.457,-2.092
372.011,23.998,16.029,-3.103,-1.124,0.196,0.234,0.230,-1.218,-1.222,-1.933
372.022,28.159,19.405,-1.111,-1.256,0.615,0.652,0.648,-0.928,-0.932,-1.737
372.033,33.520,23.294,0.508,-1.061,1.061,1.094,1.089,-0.592,-0.597,-1.504
372.044,41.196,27.837,0.005,-0.883,1.698,1.730,1.725,-0.183,-0.189,-1.222
372.056,52.062,34.576,-2.414,-0.922,2.561,2.601,2.595,0.343,0.338,-0.878
372.067,61.094,42.156,-3.190,-1.266,3.433,3.474,3.469,0.973,0.969,-0.453
372.078,64.421,48.780,-3.419,-1.449,4.208,4.252,4.248,1.669,1.665,0.055
372.089,69.664,54.737,-5.066,-1.842,5.070,5.125,5.123,2.402,2.400,0.625
372.100,74.459,60.503,-4.765,-2.213,6.023,6.080,6.079,3.200,3.199,1.263
372.111,75.602,65.091,-5.143,-2.545,6.848,6.906,6.907,4.019,4.019,1.955
372.122,72.625,67.821,-2.756,-2.749,7.559,7.616,7.617,4.830,4.831,2.690
372.133,65.463,67.778,0.415,-2.456,8.066,8.115,8.115,5.577,5.577,3.436
372.144,63.107,66.559,1.434,-2.081,8.721,8.762,8.761,6.282,6.281,4.172
372.155,65.099,66.044,2.086,-1.588,9.511,9.554,9.550,7.003,6.999,4.908
372.166,63.713,65.716,2.747,-1.129,10.134,10.170,10.165,7.711,7.706,5.630
372.177,62.582,64.886,3.345,-0.648,10.799,10.840,10.833,8.409,8.402,6.350
372.189,61.665,64.222,2.464,-0.256,11.468,11.513,11.505,9.099,9.091,7.058
372.200,58.642,62.666,2.394,0.046,12.044,12.090,12.081,9.755,9.746,7.754
372.210,55.171,60.598,2.253,0.320,12.533,12.580,12.570,10.360,10.349,8.415
372.221,46.096,57.055,2.233,0.542,12.785,12.833,12.822,10.887,10.876,9.035
372.232,40.057,52.254,2.739,0.773,13.087,13.136,13.124,11.357,11.345,9.636
372.243,33.838,47.176,1.866,0.972,13.297,13.350,13.338,11.742,11.730,10.157
372.254,25.227,41.379,0.955,1.003,13.404,13.463,13.451,12.062,12.050,10.632
372.265,17.611,34.674,0.745,0.994,13.443,13.501,13.489,12.283,12.270,11.029
372.275,10.577,27.793,-0.526,0.877,13.358,13.418,13.406,12.419,12.407,11.353
372.286,-2.969,19.639,1.696,0.836,12.971,13.017,13.006,12.442,12.430,11.596
372.297,-14.139,10.085,3.905,1.076,12.478,12.526,12.513,12.328,12.315,11.741
372.307,-21.206,1.096,6.439,1.635,12.106,12.149,12.134,12.132,12.118,11.790
372.319,-33.026,-8.374,5.668,2.117,11.461,11.508,11.492,11.821,11.804,11.738
372.330,-41.247,-17.828,4.972,2.505,10.828,10.878,10.860,11.402,11.384,11.580
372.341,-49.895,-26.887,3.560,2.692,10.105,10.159,10.141,10.894,10.876,11.321
372.352,-52.086,-34.827,2.253,2.697,9.473,9.530,9.512,10.317,10.299,10.967
372.363,-57.382,-41.456,0.770,2.538,8.737,8.795,8.777,9.705,9.687,10.536
372.374,-61.845,-47.489,-1.297,2.169,7.949,8.012,7.995,9.037,9.021,10.037
372.385,-67.439,-53.466,-3.067,1.576,7.046,7.114,7.100,8.290,8.276,9.457
372.396,-70.437,-58.619,-4.170,0.916,6.197,6.267,6.254,7.508,7.496,8.820
372.408,-73.550,-62.989,-5.263,0.215,5.344,5.417,5.408,6.705,6.696,8.139
372.419,-76.657,-67.057,-6.328,-0.492,4.382,4.461,4.454,5.846,5.839,7.397
372.430,-80.134,-70.900,-6.626,-1.169,3.344,3.421,3.417,4.941,4.937,6.606
372.441,-83.951,-74.901,-5.622,-1.670,2.219,2.287,2.285,3.993,3.990,5.776
372.453,-88.058,-78.764,-5.581,-2.046,1.064,1.124,1.122,2.996,2.995,4.894
372.464,-88.170,-82.076,-5.530,-2.345,-0.010,0.044,0.044,1.968,1.968,3.965
372.475,-86.481,-83.908,-7.616,-2.805,-0.969,-0.904,-0.902,0.984,0.986,3.036
372.487,-85.788,-84.684,-8.792,-3.406,-1.925,-1.854,-1.850,0.018,0.022,2.093
372.498,-84.577,-85.030,-9.357,-3.970,-2.919,-2.849,-2.842,-0.962,-0.956,1.127
372.509,-81.570,-84.306,-8.121,-4.400,-3.804,-3.737,-3.729,-1.907,-1.899,0.167
372.520,-76.688,-82.436,-8.096,-4.780,-4.546,-4.475,-4.466,-2.801,-2.791,-0.777
372.532,-70.351,-79.521,-7.659,-5.066,-5.216,-5.143,-5.133,-3.641,-3.630,-1.697
372.543,-69.292,-76.355,-5.015,-5.181,-5.944,-5.880,-5.868,-4.394,-4.382,-2.536
372.554,-64.769,-73.119,-3.453,-5.016,-6.561,-6.501,-6.490,-5.139,-5.128,-3.372
372.565,-57.058,-68.919,-2.967,-4.785,-7.016,-6.958,-6.948,-5.826,-5.816,-4.178
372.576,-50.448,-64.068,-1.020,-4.447,-7.512,-7.458,-7.450,-6.447,-6.438,-4.932
372.587,-48.220,-59.065,0.051,-3.978,-8.023,-7.971,-7.964,-6.976,-6.969,-5.595
372.598,-39.668,-53.846,1.223,-3.450,-8.321,-8.272,-8.268,-7.471,-7.466,-6.233
372.610,-30.388,-47.480,2.063,-2.872,-8.545,-8.499,-8.497,-7.877,-7.874,-6.813
372.621,-25.517,-41.223,5.420,-2.128,-8.798,-8.759,-8.760,-8.201,-8.201,-7.313
372.632,-20.789,-35.247,7.304,-1.171,-8.928,-8.896,-8.900,-8.457,-8.462,-7.743
372.644,-10.998,-28.281,7.710,-0.270,-8.807,-8.775,-8.783,-8.617,-8.625,-8.099
372.655,-2.866,-20.970,10.632,0.795,-8.637,-8.609,-8.622,-8.682,-8.694,-8.372
372.666,4.934,-13.555,11.940,1.994,-8.345,-8.324,-8.341,-8.653,-8.670,-8.561
372.678,9.508,-6.601,9.662,2.944,-8.064,-8.039,-8.059,-8.552,-8.573,-8.669
372.689,17.975,0.293,8.179,3.618,-7.667,-7.638,-7.660,-8.382,-8.405,-8.699
372.701,22.608,6.625,7.405,4.117,-7.374,-7.344,-7.369,-8.154,-8.179,-8.653
372.712,26.051,12.196,6.801,4.491,-7.062,-7.031,-7.057,-7.884,-7.910,-8.540
372.724,30.903,17.750,7.384,4.809,-6.626,-6.595,-6.622,-7.551,-7.578,-8.363
372.736,35.450,22.627,6.572,5.132,-6.157,-6.123,-6.151,-7.158,-7.186,-8.115
372.748,39.809,27.149,4.342,5.225,-5.663,-5.627,-5.655,-6.718,-6.747,-7.808
372.760,44.433,31.867,3.051,5.049,-5.047,-5.007,-5.034,-6.211,-6.239,-7.443
372.772,46.612,36.241,2.915,4.824,-4.448,-4.408,-4.435,-5.663,-5.690,-7.026
372.784,49.247,40.244,4.081,4.666,-3.782,-3.744,-3.771,-5.077,-5.103,-6.560
372.796,51.184,43.783,6.591,4.728,-3.102,-3.069,-3.096,-4.459,-4.486,-6.048
372.808,52.960,46.500,9.522,5.137,-2.462,-2.434,-2.462,-3.833,-3.861,-5.502
372.821,52.563,48.186,12.613,5.851,-1.897,-1.869,-1.900,-3.210,-3.240,-4.930
372.833,57.033,50.237,13.251,6.728,-1.138,-1.111,-1.145,-2.538,-2.572,-4.320
372.843,60.552,52.575,12.174,7.268,-0.424,-0.390,-0.427,-1.939,-1.975,-3.799
372.855,65.122,56.227,9.804,7.696,0.499,0.543,0.505,-1.143,-1.181,-3.116
372.868,69.499,59.931,7.597,7.783,1.465,1.523,1.485,-0.304,-0.342,-2.391
372.880,70.285,63.202,6.177,7.645,2.379,2.442,2.405,0.573,0.535,-1.618
372.893,70.681,65.723,5.873,7.420,3.288,3.353,3.316,1.456,1.419,-0.813
372.905,69.515,67.300,6.593,7.313,4.113,4.177,4.141,2.310,2.274,-0.007
372.917,65.783,67.133,7.985,7.351,4.772,4.837,4.801,3.114,3.078,0.801
372.929,61.586,65.656,8.467,7.533,5.355,5.426,5.389,3.878,3.841,1.611
372.941,55.371,62.909,7.610,7.677,5.813,5.885,5.847,4.571,4.533,2.387
372.953,51.936,59.288,6.223,7.626,6.231,6.304,6.267,5.188,5.151,3.120
372.965,42.931,54.726,5.655,7.442,6.415,6.491,6.454,5.701,5.664,3.764
372.976,35.065,49.456,8.978,7.458,6.578,6.647,6.610,6.133,6.097,4.350
372.987,27.518,43.466,11.087,7.839,6.695,6.765,6.727,6.484,6.446,4.871
372.999,18.869,36.568,11.235,8.207,6.668,6.740,6.701,6.736,6.696,5.317
373.010,8.633,28.649,10.817,8.486,6.499,6.567,6.526,6.880,6.839,5.687
373.021,-0.737,20.490,10.433,8.698,6.298,6.368,6.327,6.924,6.883,5.960
373.033,-4.699,13.113,9.899,8.858,6.185,6.259,6.218,6.898,6.857,6.144
373.044,-9.600,6.367,7.806,8.798,5.950,6.034,5.992,6.811,6.769,6.248
373.055,-14.355,0.286,4.343,8.432,5.726,5.820,5.780,6.675,6.635,6.281
373.067,-17.026,-5.022,2.350,7.804,5.520,5.612,5.574,6.494,6.456,6.250
373.078,-23.504,-10.248,0.229,7.052,5.095,5.193,5.158,6.256,6.220,6.160
373.089,-32.712,-16.263,-0.250,6.232,4.475,4.577,4.544,5.924,5.892,6.003
373.101,-39.457,-22.808,3.848,5.763,3.828,3.919,3.889,5.504,5.474,5.775
373.112,-47.499,-29.994,5.275,5.672,3.015,3.106,3.076,4.988,4.958,5.467
373.124,-56.456,-37.353,5.212,5.610,2.172,2.262,2.233,4.393,4.363,5.079
373.135,-58.276,-43.714,4.558,5.517,1.504,1.591,1.562,3.746,3.717,4.614
373.146,-58.082,-48.256,4.263,5.360,0.888,0.977,0.948,3.095,3.066,4.092
373.157,-59.103,-51.452,3.548,5.175,0.245,0.332,0.304,2.441,2.413,3.528
373.169,-61.139,-54.285,2.954,4.929,-0.500,-0.410,-0.437,1.749,1.722,2.917
373.180,-59.053,-56.074,0.947,4.548,-1.136,-1.035,-1.061,1.068,1.042,2.290
373.191,-62.037,-57.849,0.249,4.068,-1.918,-1.812,-1.836,0.371,0.347,1.642
373.203,-60.561,-58.936,-0.579,3.573,-2.541,-2.435,-2.457,-0.322,-0.344,0.979
373.214,-56.471,-58.828,-1.491,3.002,-3.100,-2.992,-3.012,-0.990,-1.010,0.311
373.225,-52.753,-57.349,-2.811,2.380,-3.598,-3.489,-3.507,-1.609,-1.627,-0.346
373.237,-51.100,-55.631,-2.966,1.781,-4.167,-4.057,-4.072,-2.202,-2.218,-0.985
