R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,300,100,0,0,0,0,7,75,10,10.0,32.0,0.000,0.000,75.00
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
141.731,-1.006,-0.565,0.149,0.206,-0.771,-0.665,-0.674,-0.503,-0.512,-0.478
141.742,-1.621,-0.816,0.292,0.204,-0.795,-0.690,-0.699,-0.518,-0.526,-0.486
141.753,-0.658,-0.856,0.236,0.205,-0.778,-0.673,-0.681,-0.530,-0.538,-0.496
141.764,-0.306,-0.698,0.206,0.208,-0.766,-0.660,-0.668,-0.534,-0.542,-0.506
141.775,0.044,-0.428,0.313,0.216,-0.743,-0.639,-0.647,-0.533,-0.541,-0.512
141.786,-0.357,-0.283,0.223,0.230,-0.747,-0.642,-0.650,-0.532,-0.540,-0.517
141.797,-1.355,-0.484,0.211,0.231,-0.769,-0.663,-0.672,-0.540,-0.549,-0.521
141.808,-0.308,-0.484,0.179,0.235,-0.744,-0.638,-0.647,-0.547,-0.556,-0.528
141.819,-0.805,-0.455,0.135,0.217,-0.763,-0.658,-0.666,-0.552,-0.561,-0.533
141.830,0.473,-0.314,-0.050,0.194,-0.734,-0.628,-0.636,-0.555,-0.563,-0.539
141.841,0.366,-0.059,0.034,0.166,-0.740,-0.634,-0.643,-0.551,-0.559,-0.542
141.851,1.018,0.115,0.110,0.154,-0.729,-0.624,-0.632,-0.548,-0.556,-0.543
141.862,-0.117,0.126,0.041,0.142,-0.753,-0.648,-0.656,-0.545,-0.553,-0.542
141.873,-0.576,-0.156,0.056,0.139,-0.788,-0.682,-0.690,-0.554,-0.562,-0.543
141.884,-0.656,-0.173,0.116,0.133,-0.788,-0.683,-0.691,-0.558,-0.566,-0.546
141.895,0.096,-0.138,0.092,0.139,-0.768,-0.663,-0.670,-0.560,-0.568,-0.549
141.906,0.078,-0.053,0.071,0.135,-0.763,-0.658,-0.665,-0.559,-0.567,-0.550
141.917,0.450,0.048,0.065,0.124,-0.748,-0.643,-0.650,-0.557,-0.564,-0.551
141.928,1.024,0.265,0.029,0.104,-0.730,-0.625,-0.633,-0.550,-0.558,-0.551
141.939,1.393,0.528,-0.029,0.090,-0.706,-0.601,-0.609,-0.539,-0.547,-0.547
141.950,1.227,0.837,0.121,0.089,-0.692,-0.587,-0.595,-0.523,-0.531,-0.540
141.960,1.028,0.925,0.097,0.096,-0.692,-0.587,-0.595,-0.512,-0.520,-0.531
141.971,-0.552,0.735,0.081,0.096,-0.727,-0.623,-0.631,-0.508,-0.516,-0.523
141.982,-0.165,0.384,-0.063,0.095,-0.724,-0.619,-0.627,-0.513,-0.521,-0.518
141.993,0.620,0.386,0.052,0.076,-0.711,-0.607,-0.614,-0.512,-0.520,-0.515
142.004,-0.671,0.158,0.031,0.059,-0.738,-0.634,-0.642,-0.514,-0.521,-0.513
142.015,-0.553,-0.097,0.018,0.058,-0.750,-0.646,-0.653,-0.522,-0.530,-0.514
142.026,-0.881,-0.305,0.088,0.067,-0.763,-0.659,-0.667,-0.530,-0.538,-0.517
142.037,-0.600,-0.439,0.017,0.064,-0.768,-0.664,-0.671,-0.539,-0.547,-0.522
142.048,-1.461,-0.689,-0.011,0.061,-0.811,-0.706,-0.714,-0.553,-0.561,-0.529
142.059,-1.014,-0.757,-0.040,0.048,-0.803,-0.699,-0.706,-0.564,-0.572,-0.538
142.070,-0.587,-0.607,0.137,0.045,-0.779,-0.676,-0.683,-0.568,-0.575,-0.546
142.081,-0.602,-0.531,0.136,0.045,-0.780,-0.677,-0.684,-0.572,-0.580,-0.553
142.091,-0.449,-0.513,0.058,0.064,-0.783,-0.679,-0.687,-0.579,-0.586,-0.560
142.102,-0.633,-0.647,-0.049,0.067,-0.810,-0.706,-0.714,-0.590,-0.597,-0.567
142.113,-0.863,-0.789,-0.058,0.045,-0.839,-0.735,-0.743,-0.603,-0.610,-0.576
142.124,-0.191,-0.660,-0.047,0.024,-0.822,-0.718,-0.726,-0.608,-0.615,-0.585
142.135,1.575,-0.130,0.001,0.013,-0.770,-0.666,-0.674,-0.600,-0.608,-0.590
142.146,1.570,0.350,-0.135,0.015,-0.757,-0.653,-0.660,-0.586,-0.593,-0.590
142.157,0.751,0.512,-0.090,0.015,-0.772,-0.668,-0.676,-0.576,-0.583,-0.586
142.168,0.584,0.589,0.046,-0.000,-0.774,-0.671,-0.678,-0.569,-0.576,-0.580
142.179,-0.384,0.407,0.061,0.006,-0.803,-0.700,-0.707,-0.569,-0.576,-0.576
142.190,-0.665,0.085,0.034,0.005,-0.818,-0.715,-0.722,-0.576,-0.583,-0.574
142.201,-0.932,-0.162,0.037,0.014,-0.830,-0.727,-0.734,-0.584,-0.591,-0.576
142.211,-1.505,-0.486,0.008,0.002,-0.856,-0.753,-0.760,-0.597,-0.604,-0.580
142.222,-1.224,-0.776,0.112,0.018,-0.865,-0.763,-0.770,-0.613,-0.620,-0.588
142.233,-1.130,-0.874,-0.035,0.019,-0.876,-0.773,-0.781,-0.626,-0.633,-0.598
142.244,-0.724,-0.880,-0.100,0.004,-0.888,-0.785,-0.792,-0.638,-0.645,-0.609
142.255,-0.723,-0.833,-0.336,-0.027,-0.896,-0.792,-0.799,-0.647,-0.654,-0.619
142.266,-1.640,-0.844,-0.319,-0.073,-0.919,-0.815,-0.822,-0.656,-0.663,-0.629
142.277,-1.701,-1.091,-0.465,-0.124,-0.938,-0.834,-0.840,-0.674,-0.681,-0.641
142.288,-0.613,-1.030,-0.339,-0.164,-0.914,-0.810,-0.817,-0.686,-0.692,-0.654
142.299,-1.065,-0.907,-0.315,-0.187,-0.926,-0.822,-0.828,-0.693,-0.699,-0.665
142.310,-0.983,-0.899,-0.369,-0.197,-0.928,-0.824,-0.830,-0.703,-0.710,-0.675
142.321,-1.036,-1.032,-0.412,-0.185,-0.954,-0.850,-0.856,-0.719,-0.725,-0.687
142.332,-1.045,-1.047,-0.605,-0.191,-0.965,-0.861,-0.867,-0.731,-0.737,-0.700
142.343,-0.337,-0.825,-0.652,-0.235,-0.954,-0.849,-0.856,-0.737,-0.743,-0.711
142.354,-0.026,-0.494,-0.711,-0.325,-0.934,-0.829,-0.835,-0.736,-0.742,-0.719
142.365,-0.416,-0.429,-0.574,-0.406,-0.951,-0.847,-0.852,-0.740,-0.746,-0.725
142.376,-0.017,-0.469,-0.349,-0.413,-0.946,-0.843,-0.849,-0.747,-0.752,-0.731
142.386,-0.042,-0.302,-0.356,-0.392,-0.961,-0.858,-0.863,-0.749,-0.754,-0.736
142.397,-0.460,-0.158,-0.168,-0.381,-0.960,-0.858,-0.864,-0.747,-0.753,-0.740
142.409,-1.166,-0.498,-0.136,-0.352,-0.985,-0.885,-0.890,-0.759,-0.765,-0.744
142.419,-1.041,-0.650,-0.060,-0.264,-0.995,-0.895,-0.901,-0.771,-0.777,-0.752
142.430,-0.825,-0.714,-0.105,-0.256,-1.012,-0.913,-0.919,-0.783,-0.789,-0.760
142.441,-1.416,-0.847,-0.053,-0.315,-1.021,-0.922,-0.928,-0.794,-0.799,-0.769
142.452,0.596,-0.599,-0.175,-0.247,-0.965,-0.865,-0.871,-0.797,-0.803,-0.779
142.463,0.558,-0.010,-0.069,-0.217,-0.940,-0.841,-0.848,-0.784,-0.790,-0.782
142.474,-0.633,-0.147,-0.175,-0.193,-0.976,-0.878,-0.884,-0.787,-0.794,-0.784
142.485,0.116,-0.107,-0.121,-0.182,-0.972,-0.876,-0.883,-0.791,-0.798,-0.787
142.496,-0.349,0.011,0.264,-0.202,-0.965,-0.872,-0.878,-0.788,-0.794,-0.788
142.507,0.127,-0.389,0.077,-0.128,-0.993,-0.901,-0.908,-0.803,-0.810,-0.791
142.518,0.489,-0.125,0.546,-0.043,-0.977,-0.887,-0.894,-0.799,-0.806,-0.795
142.529,0.776,0.152,0.505,-0.020,-0.942,-0.853,-0.860,-0.790,-0.797,-0.795
142.540,0.929,0.356,0.579,0.057,-0.940,-0.851,-0.859,-0.782,-0.790,-0.793
142.551,1.471,0.799,0.413,0.100,-0.873,-0.783,-0.791,-0.761,-0.769,-0.787
142.562,2.052,1.068,0.306,0.163,-0.834,-0.746,-0.754,-0.744,-0.751,-0.777
142.573,2.003,1.554,0.628,0.155,-0.795,-0.711,-0.718,-0.716,-0.724,-0.763
142.584,0.664,1.337,0.526,0.223,-0.801,-0.719,-0.727,-0.703,-0.711,-0.747
142.595,-0.369,1.079,0.889,0.304,-0.816,-0.737,-0.745,-0.697,-0.705,-0.734
142.606,-0.699,0.603,0.613,0.325,-0.820,-0.742,-0.750,-0.701,-0.709,-0.726
142.617,-1.809,-0.138,0.776,0.398,-0.888,-0.810,-0.819,-0.720,-0.729,-0.725
142.628,-0.382,-0.266,0.552,0.444,-0.819,-0.741,-0.750,-0.725,-0.734,-0.727
142.639,-0.832,-0.611,0.559,0.472,-0.880,-0.804,-0.814,-0.742,-0.751,-0.734
142.650,-1.956,-0.806,0.615,0.455,-0.895,-0.823,-0.832,-0.752,-0.762,-0.741
142.661,-1.612,-1.108,0.131,0.482,-0.904,-0.832,-0.841,-0.772,-0.782,-0.753
142.672,-0.666,-1.092,0.023,0.422,-0.895,-0.823,-0.832,-0.786,-0.795,-0.766
142.683,-0.170,-0.929,-0.144,0.382,-0.890,-0.818,-0.827,-0.793,-0.802,-0.778
142.694,0.868,-0.596,0.024,0.349,-0.881,-0.809,-0.818,-0.795,-0.803,-0.787
142.705,0.798,-0.426,0.053,0.306,-0.905,-0.834,-0.843,-0.796,-0.805,-0.794
142.716,0.554,0.036,0.349,0.254,-0.902,-0.835,-0.844,-0.787,-0.795,-0.796
142.727,1.147,0.252,-0.260,0.234,-0.849,-0.784,-0.792,-0.777,-0.785,-0.794
142.738,0.523,0.503,-0.024,0.180,-0.861,-0.802,-0.810,-0.767,-0.775,-0.791
142.749,1.114,0.662,-0.012,0.135,-0.829,-0.770,-0.778,-0.757,-0.765,-0.785
142.760,0.828,0.683,0.318,0.147,-0.836,-0.781,-0.789,-0.750,-0.758,-0.779
142.771,1.585,0.764,0.154,0.123,-0.802,-0.747,-0.754,-0.740,-0.748,-0.772
142.782,0.175,0.707,0.434,0.139,-0.855,-0.802,-0.809,-0.735,-0.742,-0.764
142.793,0.901,0.853,0.199,0.186,-0.793,-0.741,-0.749,-0.721,-0.729,-0.756
142.804,0.543,0.693,0.468,0.231,-0.815,-0.768,-0.776,-0.719,-0.727,-0.749
142.814,0.618,0.805,0.397,0.258,-0.773,-0.729,-0.737,-0.706,-0.714,-0.740
142.825,1.280,0.684,0.371,0.312,-0.771,-0.730,-0.738,-0.704,-0.712,-0.734
142.836,0.870,0.909,0.030,0.271,-0.743,-0.702,-0.711,-0.687,-0.695,-0.725
142.848,0.284,0.672,0.009,0.264,-0.767,-0.726,-0.734,-0.685,-0.693,-0.717
142.858,-0.837,0.289,-0.103,0.220,-0.780,-0.739,-0.747,-0.688,-0.696,-0.712
142.869,0.612,0.098,-0.063,0.192,-0.773,-0.734,-0.742,-0.696,-0.704,-0.712
142.880,-0.857,-0.002,-0.028,0.116,-0.793,-0.758,-0.766,-0.696,-0.704,-0.711
142.891,0.626,-0.072,-0.116,0.107,-0.763,-0.728,-0.736,-0.701,-0.708,-0.713
142.902,1.960,0.522,-0.090,0.040,-0.700,-0.667,-0.675,-0.683,-0.691,-0.711
142.913,1.119,0.885,-0.165,0.027,-0.693,-0.661,-0.668,-0.664,-0.671,-0.704
142.924,0.054,0.884,0.125,0.020,-0.693,-0.662,-0.669,-0.653,-0.660,-0.694
142.935,0.750,0.728,0.234,0.051,-0.688,-0.658,-0.665,-0.651,-0.659,-0.687
142.946,0.119,0.795,0.294,0.058,-0.671,-0.642,-0.650,-0.640,-0.647,-0.678
142.957,-1.330,0.003,0.399,0.160,-0.737,-0.714,-0.722,-0.657,-0.665,-0.675
142.968,-0.048,-0.054,0.433,0.187,-0.707,-0.685,-0.693,-0.661,-0.669,-0.677
142.979,-0.309,-0.234,0.094,0.221,-0.725,-0.705,-0.713,-0.668,-0.676,-0.679
142.990,0.045,-0.219,0.148,0.195,-0.735,-0.715,-0.723,-0.673,-0.681,-0.683
143.001,-0.520,-0.258,-0.131,0.191,-0.753,-0.733,-0.741,-0.676,-0.684,-0.686
143.012,-1.027,-0.449,-0.193,0.132,-0.777,-0.757,-0.764,-0.686,-0.694,-0.691
143.023,-0.875,-0.572,0.146,0.111,-0.787,-0.769,-0.777,-0.697,-0.705,-0.698
143.034,-0.722,-0.612,0.127,0.050,-0.802,-0.791,-0.799,-0.708,-0.715,-0.705
143.045,0.624,-0.294,0.147,0.074,-0.737,-0.727,-0.735,-0.703,-0.711,-0.711
143.056,0.883,0.083,0.093,0.067,-0.715,-0.707,-0.715,-0.694,-0.702,-0.712
143.067,2.791,0.732,0.258,0.124,-0.626,-0.620,-0.628,-0.672,-0.680,-0.708
143.078,1.947,1.195,0.028,0.167,-0.621,-0.615,-0.622,-0.646,-0.654,-0.698
143.090,-0.438,0.954,0.218,0.151,-0.709,-0.709,-0.717,-0.643,-0.651,-0.687
143.101,0.853,0.565,0.007,0.124,-0.658,-0.660,-0.668,-0.645,-0.653,-0.679
143.112,0.311,0.590,0.025,0.070,-0.698,-0.702,-0.710,-0.642,-0.649,-0.674
143.123,2.281,0.775,0.046,0.138,-0.661,-0.661,-0.669,-0.633,-0.641,-0.668
143.134,4.329,1.764,1.577,0.255,-0.571,-0.569,-0.578,-0.594,-0.602,-0.655
143.145,7.987,2.989,1.862,0.470,-0.434,-0.429,-0.438,-0.535,-0.544,-0.630
143.156,14.419,5.990,-0.299,0.515,-0.079,-0.063,-0.072,-0.399,-0.408,-0.579
143.167,21.627,10.332,-0.911,0.322,0.337,0.357,0.349,-0.190,-0.199,-0.488
143.178,26.977,14.757,-0.745,0.204,0.661,0.687,0.679,0.062,0.054,-0.350
143.189,31.667,19.719,0.114,0.188,1.129,1.153,1.145,0.390,0.382,-0.158
143.200,40.038,25.309,0.704,0.237,1.785,1.807,1.799,0.793,0.785,0.090
143.211,45.067,31.259,2.743,0.408,2.414,2.434,2.425,1.272,1.263,0.404
143.222,49.946,36.514,3.608,0.796,3.050,3.063,3.053,1.794,1.784,0.781
143.233,50.879,41.025,5.487,1.281,3.630,3.643,3.631,2.361,2.349,1.218
143.244,54.003,45.133,4.992,1.731,4.375,4.387,4.373,2.963,2.949,1.701
143.256,54.254,47.844,4.916,2.078,4.981,4.993,4.978,3.560,3.544,2.218
143.267,55.282,50.193,4.299,2.341,5.634,5.646,5.629,4.174,4.158,2.765
143.278,55.682,52.105,3.623,2.529,6.323,6.336,6.319,4.799,4.781,3.332
143.289,51.708,52.755,3.158,2.598,6.807,6.822,6.805,5.398,5.381,3.912
143.300,44.971,50.771,3.415,2.729,7.082,7.098,7.080,5.915,5.897,4.483
143.311,43.359,48.456,1.411,2.727,7.512,7.540,7.521,6.403,6.384,5.036
143.322,41.434,46.188,-2.146,2.306,7.921,7.962,7.946,6.862,6.846,5.557
143.333,37.394,44.137,-5.497,1.500,8.308,8.352,8.339,7.306,7.293,6.057
143.344,30.947,40.573,-7.953,0.404,8.520,8.572,8.563,7.672,7.664,6.521
143.355,27.227,36.607,-7.397,-0.641,8.757,8.807,8.803,7.982,7.978,6.942
143.366,17.167,31.523,-5.688,-1.347,8.722,8.768,8.767,8.212,8.211,7.310
143.378,8.479,25.140,-4.264,-1.774,8.588,8.624,8.625,8.337,8.338,7.615
143.389,2.124,18.176,-4.123,-1.989,8.373,8.412,8.414,8.369,8.371,7.849
143.400,-2.873,11.635,-3.700,-2.123,8.137,8.175,8.177,8.336,8.338,8.003
143.411,-11.399,4.978,-4.327,-2.275,7.735,7.769,7.772,8.230,8.233,8.084
143.422,-15.494,-1.405,-5.096,-2.507,7.384,7.417,7.421,8.054,8.058,8.091
143.433,-18.567,-6.888,-5.249,-2.759,7.050,7.082,7.088,7.841,7.846,8.034
143.444,-21.938,-11.429,-4.883,-2.983,6.726,6.753,6.759,7.603,7.609,7.923
143.455,-27.462,-16.021,-4.843,-3.172,6.305,6.327,6.334,7.318,7.325,7.762
143.467,-37.598,-21.971,-5.310,-3.388,5.626,5.645,5.653,6.931,6.939,7.539
143.478,-45.536,-28.513,-7.339,-3.731,4.971,4.993,5.003,6.462,6.472,7.249
143.489,-54.231,-35.658,-9.806,-4.335,4.194,4.216,4.228,5.900,5.912,6.883
143.500,-65.801,-44.242,-10.956,-5.080,3.186,3.210,3.226,5.199,5.215,6.421
143.512,-73.523,-52.594,-10.668,-5.734,2.193,2.219,2.237,4.404,4.422,5.863
143.523,-80.647,-60.887,-10.931,-6.292,1.117,1.142,1.163,3.515,3.536,5.208
143.534,-86.489,-68.499,-10.514,-6.776,0.036,0.054,0.078,2.549,2.572,4.458
143.546,-89.821,-75.089,-10.632,-7.189,-1.046,-1.030,-1.004,1.530,1.556,3.627
143.557,-90.636,-79.921,-10.462,-7.566,-2.081,-2.068,-2.041,0.504,0.531,2.740
143.568,-91.483,-83.552,-9.640,-7.805,-3.173,-3.167,-3.139,-0.540,-0.512,1.803
143.580,-89.262,-85.918,-9.591,-7.980,-4.199,-4.193,-4.164,-1.582,-1.552,0.833
143.591,-87.739,-86.464,-7.511,-8.035,-5.164,-5.163,-5.134,-2.583,-2.553,-0.148
143.602,-82.822,-85.838,-4.717,-7.801,-5.997,-6.006,-5.978,-3.551,-3.523,-1.133
143.614,-73.938,-83.054,-4.081,-7.449,-6.599,-6.609,-6.583,-4.436,-4.409,-2.096
143.625,-64.214,-78.173,-3.891,-7.098,-7.096,-7.106,-7.081,-5.225,-5.200,-3.026
143.636,-50.852,-71.009,-5.682,-6.845,-7.334,-7.336,-7.313,-5.866,-5.843,-3.871
143.648,-45.536,-63.522,-5.013,-6.710,-7.730,-7.725,-7.702,-6.409,-6.386,-4.629
143.659,-39.403,-56.682,-2.745,-6.376,-8.104,-8.105,-8.084,-6.896,-6.875,-5.308
143.670,-31.363,-49.525,-0.201,-5.851,-8.283,-8.293,-8.275,-7.292,-7.273,-5.907
143.682,-23.278,-41.877,1.550,-5.153,-8.329,-8.341,-8.327,-7.586,-7.572,-6.423
143.693,-10.813,-33.503,-1.196,-4.622,-8.095,-8.099,-8.087,-7.769,-7.757,-6.853
143.705,-1.249,-24.381,-1.546,-4.330,-7.847,-7.859,-7.848,-7.828,-7.818,-7.176
143.716,5.890,-15.592,-0.987,-3.968,-7.629,-7.643,-7.634,-7.798,-7.789,-7.396
143.727,14.587,-7.002,-3.581,-3.809,-7.257,-7.262,-7.255,-7.674,-7.667,-7.518
143.739,20.785,1.197,-2.826,-3.778,-6.875,-6.880,-6.873,-7.467,-7.460,-7.545
143.750,24.183,8.184,1.044,-3.432,-6.536,-6.545,-6.539,-7.209,-7.203,-7.486
143.761,36.247,15.478,0.899,-2.906,-5.839,-5.844,-5.841,-6.862,-6.859,-7.348
143.773,47.377,24.452,-2.182,-2.717,-5.002,-5.008,-5.006,-6.368,-6.366,-7.113
143.784,53.081,32.774,-1.961,-2.648,-4.319,-4.327,-4.325,-5.803,-5.801,-6.783
143.795,58.621,40.230,0.043,-2.437,-3.558,-3.572,-3.571,-5.173,-5.172,-6.364
143.807,64.624,47.325,0.938,-2.097,-2.636,-2.650,-2.651,-4.464,-4.465,-5.862
143.818,65.129,53.005,0.390,-1.787,-1.909,-1.919,-1.922,-3.733,-3.735,-5.294
143.829,69.282,57.699,-1.614,-1.665,-1.036,-1.042,-1.045,-2.975,-2.978,-4.668
143.841,73.151,62.168,-0.957,-1.656,-0.117,-0.125,-0.128,-2.158,-2.161,-3.978
143.852,72.190,65.417,1.139,-1.420,0.619,0.612,0.608,-1.346,-1.350,-3.258
143.863,74.882,68.039,-0.211,-1.207,1.536,1.544,1.539,-0.515,-0.520,-2.504
143.874,74.183,70.172,-0.964,-1.170,2.339,2.351,2.346,0.322,0.317,-1.726
143.886,72.741,71.002,-0.270,-1.089,3.117,3.128,3.123,1.143,1.137,-0.930
143.897,69.545,70.849,0.313,-0.953,3.851,3.863,3.857,1.944,1.938,-0.130
143.908,66.062,69.867,0.995,-0.766,4.490,4.510,4.502,2.707,2.700,0.660
143.920,60.853,67.500,-1.784,-0.714,5.038,5.086,5.079,3.424,3.416,1.441
143.931,56.141,64.204,-3.607,-0.953,5.562,5.618,5.611,4.075,4.069,2.185
143.942,49.899,60.436,-0.550,-1.073,5.955,6.005,5.999,4.667,4.661,2.885
143.954,40.006,54.988,3.592,-0.699,6.132,6.176,6.169,5.159,5.152,3.529
143.965,38.303,49.732,1.988,-0.287,6.569,6.619,6.610,5.599,5.590,4.114
143.976,34.438,45.456,-0.266,-0.218,6.870,6.921,6.911,6.008,5.998,4.645
143.988,28.394,40.726,0.506,-0.170,6.982,7.025,7.015,6.348,6.338,5.123
143.999,23.336,35.912,1.949,-0.005,7.159,7.190,7.180,6.642,6.631,5.554
144.010,17.568,30.487,2.521,0.263,7.245,7.273,7.261,6.861,6.850,5.921
144.021,11.524,25.164,1.089,0.415,7.260,7.291,7.279,7.019,7.007,6.223
144.032,4.415,19.419,-1.155,0.320,7.147,7.179,7.167,7.101,7.088,6.463
144.043,-9.262,11.986,0.905,0.218,6.716,6.732,6.720,7.063,7.051,6.625
144.054,-18.045,2.727,0.420,0.332,6.266,6.279,6.267,6.886,6.874,6.693
144.065,-23.893,-5.174,-1.775,0.162,5.904,5.917,5.906,6.643,6.631,6.671
144.076,-34.337,-13.453,-2.975,-0.169,5.250,5.269,5.259,6.295,6.285,6.556
144.088,-43.256,-22.198,-3.542,-0.555,4.461,4.482,4.474,5.824,5.816,6.341
144.099,-54.759,-31.149,-1.582,-0.755,3.566,3.580,3.573,5.260,5.253,6.030
144.110,-63.871,-40.496,-0.089,-0.725,2.601,2.606,2.598,4.577,4.569,5.613
144.122,-74.796,-50.098,1.134,-0.574,1.500,1.501,1.493,3.785,3.777,5.092
144.133,-76.468,-58.373,1.344,-0.376,0.632,0.628,0.619,2.927,2.918,4.468
144.144,-80.306,-65.055,1.042,-0.196,-0.344,-0.346,-0.356,2.032,2.022,3.760
144.156,-83.678,-70.453,-0.471,-0.163,-1.314,-1.322,-1.332,1.116,1.106,2.993
144.167,-85.729,-75.187,-3.352,-0.440,-2.328,-2.332,-2.341,0.157,0.148,2.168
144.178,-88.180,-79.137,-4.490,-0.909,-3.394,-3.382,-3.389,-0.819,-0.825,1.303
144.189,-90.157,-82.521,-2.766,-1.256,-4.477,-4.470,-4.476,-1.817,-1.822,0.403
144.200,-91.360,-85.030,0.849,-1.185,-5.525,-5.525,-5.531,-2.824,-2.830,-0.532
144.211,-91.929,-87.240,3.652,-0.702,-6.601,-6.611,-6.618,-3.849,-3.857,-1.494
144.222,-88.429,-88.124,3.920,-0.171,-7.512,-7.524,-7.534,-4.849,-4.859,-2.470
144.234,-81.842,-86.812,3.115,0.222,-8.256,-8.262,-8.274,-5.794,-5.806,-3.452
144.245,-73.060,-83.243,3.730,0.584,-8.870,-8.872,-8.885,-6.641,-6.655,-4.395
144.256,-66.124,-78.733,4.666,1.022,-9.465,-9.465,-9.481,-7.414,-7.430,-5.295
144.267,-56.336,-72.576,4.929,1.445,-9.856,-9.848,-9.866,-8.077,-8.095,-6.129
144.278,-47.955,-65.575,6.801,1.942,-10.242,-10.235,-10.255,-8.650,-8.670,-6.893
144.289,-40.245,-58.387,8.120,2.649,-10.537,-10.532,-10.555,-9.132,-9.155,-7.577
144.300,-28.811,-50.280,8.234,3.279,-10.557,-10.554,-10.580,-9.499,-9.525,-8.172
144.312,-16.258,-40.865,9.671,3.937,-10.443,-10.452,-10.481,-9.738,-9.767,-8.676
144.323,-6.647,-31.046,9.491,4.563,-10.231,-10.248,-10.280,-9.845,-9.877,-9.062
144.334,6.232,-20.461,8.138,5.019,-9.806,-9.825,-9.859,-9.821,-9.855,-9.337
144.345,16.973,-9.720,7.232,5.293,-9.361,-9.367,-9.402,-9.674,-9.709,-9.493
144.356,23.346,0.144,6.114,5.430,-8.962,-8.961,-8.997,-9.434,-9.470,-9.534
