R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,300,100,0,0,0,0,7,75,10,10.0,32.0,0.000,0.000,75.00
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
112.097,0.211,-0.380,-0.621,-0.576,-0.476,-0.475,-0.475,-0.504,-0.504,-0.495
112.107,-0.116,-0.312,-0.604,-0.581,-0.494,-0.493,-0.493,-0.507,-0.506,-0.499
112.117,-0.983,-0.438,-0.598,-0.583,-0.517,-0.517,-0.517,-0.513,-0.513,-0.504
112.128,-0.145,-0.308,-0.585,-0.585,-0.502,-0.502,-0.502,-0.516,-0.516,-0.509
112.138,-0.226,-0.310,-0.607,-0.587,-0.506,-0.505,-0.505,-0.520,-0.519,-0.512
112.148,-0.493,-0.225,-0.593,-0.588,-0.509,-0.509,-0.509,-0.521,-0.521,-0.515
112.159,-0.857,-0.389,-0.568,-0.587,-0.519,-0.519,-0.519,-0.527,-0.527,-0.519
112.169,-0.358,-0.511,-0.566,-0.584,-0.523,-0.523,-0.523,-0.536,-0.536,-0.524
112.179,0.225,-0.325,-0.556,-0.581,-0.514,-0.513,-0.513,-0.538,-0.538,-0.530
112.190,-0.017,-0.178,-0.530,-0.575,-0.519,-0.519,-0.519,-0.538,-0.537,-0.533
112.200,0.155,-0.188,-0.509,-0.567,-0.531,-0.531,-0.531,-0.541,-0.541,-0.535
112.210,0.237,-0.103,-0.513,-0.559,-0.534,-0.534,-0.534,-0.541,-0.541,-0.538
112.220,-1.052,-0.279,-0.522,-0.553,-0.555,-0.555,-0.555,-0.545,-0.545,-0.539
112.231,-1.170,-0.519,-0.516,-0.549,-0.562,-0.562,-0.562,-0.555,-0.555,-0.544
112.241,-1.361,-0.846,-0.528,-0.545,-0.596,-0.596,-0.596,-0.571,-0.571,-0.552
112.251,-2.089,-1.388,-0.541,-0.543,-0.645,-0.645,-0.645,-0.594,-0.594,-0.564
112.262,-2.631,-1.611,-0.521,-0.541,-0.663,-0.663,-0.663,-0.614,-0.614,-0.580
112.272,-1.599,-1.885,-0.533,-0.539,-0.673,-0.673,-0.674,-0.639,-0.640,-0.599
112.282,-2.188,-1.917,-0.545,-0.540,-0.696,-0.696,-0.697,-0.658,-0.659,-0.619
112.292,-1.781,-1.984,-0.547,-0.540,-0.713,-0.713,-0.713,-0.681,-0.681,-0.640
112.303,-0.517,-1.548,-0.533,-0.539,-0.692,-0.692,-0.692,-0.691,-0.691,-0.658
112.313,0.214,-0.900,-0.533,-0.538,-0.664,-0.664,-0.665,-0.690,-0.690,-0.671
112.323,1.320,-0.114,-0.538,-0.538,-0.618,-0.618,-0.618,-0.679,-0.679,-0.676
112.334,1.211,0.570,-0.531,-0.537,-0.592,-0.592,-0.592,-0.661,-0.662,-0.674
112.344,0.246,0.620,-0.536,-0.536,-0.609,-0.609,-0.609,-0.654,-0.654,-0.668
112.354,0.214,0.510,-0.547,-0.537,-0.603,-0.603,-0.603,-0.651,-0.651,-0.663
112.364,-0.559,0.413,-0.555,-0.540,-0.599,-0.599,-0.599,-0.647,-0.648,-0.658
112.375,-0.968,-0.042,-0.553,-0.541,-0.616,-0.616,-0.616,-0.656,-0.656,-0.657
112.385,-0.623,-0.354,-0.581,-0.545,-0.626,-0.626,-0.626,-0.666,-0.666,-0.660
112.395,-0.122,-0.609,-0.556,-0.548,-0.649,-0.649,-0.649,-0.678,-0.678,-0.666
112.405,-0.072,-0.488,-0.551,-0.549,-0.657,-0.657,-0.657,-0.682,-0.682,-0.672
112.416,0.963,-0.081,-0.549,-0.549,-0.627,-0.627,-0.627,-0.677,-0.677,-0.675
112.426,-1.016,-0.117,-0.539,-0.549,-0.660,-0.660,-0.660,-0.677,-0.677,-0.676
112.436,0.166,-0.146,-0.542,-0.547,-0.632,-0.632,-0.632,-0.680,-0.680,-0.678
112.446,0.900,0.143,-0.548,-0.547,-0.618,-0.618,-0.618,-0.675,-0.676,-0.679
112.457,0.880,0.455,-0.538,-0.546,-0.610,-0.610,-0.610,-0.666,-0.666,-0.676
112.467,0.657,0.543,-0.536,-0.545,-0.615,-0.615,-0.615,-0.660,-0.660,-0.671
112.477,0.978,0.711,-0.533,-0.543,-0.600,-0.600,-0.600,-0.651,-0.651,-0.665
112.488,1.687,0.942,-0.543,-0.542,-0.576,-0.576,-0.576,-0.639,-0.639,-0.658
112.498,0.340,0.866,-0.541,-0.541,-0.605,-0.605,-0.605,-0.631,-0.631,-0.649
112.508,-0.442,0.471,-0.555,-0.543,-0.639,-0.639,-0.639,-0.634,-0.634,-0.642
112.518,0.317,0.217,-0.565,-0.545,-0.629,-0.628,-0.628,-0.637,-0.637,-0.640
112.529,-0.530,0.059,-0.568,-0.548,-0.646,-0.646,-0.646,-0.639,-0.639,-0.639
112.539,-0.654,-0.253,-0.571,-0.551,-0.655,-0.655,-0.655,-0.646,-0.646,-0.640
112.549,-0.263,-0.251,-0.560,-0.553,-0.643,-0.643,-0.643,-0.650,-0.650,-0.643
112.560,1.098,0.165,-0.555,-0.553,-0.598,-0.598,-0.598,-0.643,-0.643,-0.644
112.570,1.402,0.604,-0.548,-0.553,-0.587,-0.587,-0.587,-0.631,-0.631,-0.641
112.580,-0.229,0.571,-0.539,-0.552,-0.618,-0.618,-0.618,-0.625,-0.625,-0.635
112.590,-0.238,0.275,-0.528,-0.548,-0.620,-0.621,-0.621,-0.627,-0.627,-0.631
112.601,-1.306,-0.162,-0.541,-0.546,-0.662,-0.662,-0.662,-0.638,-0.638,-0.631
112.612,-0.871,-0.385,-0.557,-0.547,-0.658,-0.658,-0.658,-0.649,-0.649,-0.635
112.623,-0.382,-0.369,-0.546,-0.547,-0.644,-0.644,-0.644,-0.654,-0.654,-0.640
112.633,0.440,-0.220,-0.542,-0.547,-0.624,-0.624,-0.624,-0.654,-0.654,-0.644
112.644,1.376,0.301,-0.532,-0.545,-0.576,-0.576,-0.576,-0.640,-0.640,-0.644
112.655,0.311,0.478,-0.507,-0.541,-0.595,-0.595,-0.595,-0.630,-0.630,-0.640
112.666,1.540,0.689,-0.503,-0.537,-0.553,-0.553,-0.553,-0.620,-0.620,-0.634
112.677,0.557,0.699,-0.498,-0.532,-0.574,-0.575,-0.575,-0.611,-0.611,-0.627
112.688,-0.211,0.555,-0.510,-0.529,-0.587,-0.587,-0.587,-0.608,-0.608,-0.620
112.699,0.036,0.331,-0.525,-0.528,-0.586,-0.586,-0.586,-0.611,-0.611,-0.616
112.710,0.490,0.342,-0.518,-0.527,-0.568,-0.568,-0.568,-0.608,-0.608,-0.613
112.721,-0.619,0.191,-0.547,-0.527,-0.597,-0.597,-0.597,-0.608,-0.608,-0.610
112.732,-0.288,0.031,-0.573,-0.532,-0.584,-0.584,-0.584,-0.612,-0.612,-0.610
112.742,-0.562,-0.065,-0.542,-0.535,-0.595,-0.595,-0.595,-0.616,-0.616,-0.610
112.753,-0.906,-0.297,-0.453,-0.530,-0.614,-0.614,-0.614,-0.625,-0.625,-0.613
112.764,-1.048,-0.488,-0.590,-0.530,-0.630,-0.630,-0.630,-0.635,-0.635,-0.618
112.775,-1.199,-0.633,-0.627,-0.540,-0.643,-0.643,-0.643,-0.646,-0.646,-0.625
112.786,-1.308,-0.859,-0.507,-0.541,-0.667,-0.668,-0.668,-0.661,-0.662,-0.634
112.797,-1.343,-1.061,-0.682,-0.547,-0.687,-0.686,-0.686,-0.678,-0.678,-0.645
112.808,-1.037,-1.130,-0.662,-0.564,-0.709,-0.709,-0.709,-0.694,-0.694,-0.658
112.819,-1.027,-1.093,-0.798,-0.590,-0.712,-0.710,-0.710,-0.705,-0.705,-0.670
112.830,-0.724,-0.985,-0.733,-0.601,-0.713,-0.712,-0.712,-0.715,-0.714,-0.682
112.841,0.492,-0.766,-0.785,-0.626,-0.685,-0.683,-0.683,-0.719,-0.719,-0.693
112.852,0.368,-0.266,-0.770,-0.645,-0.670,-0.669,-0.668,-0.711,-0.710,-0.698
112.862,-0.243,-0.210,-0.622,-0.648,-0.697,-0.696,-0.696,-0.712,-0.712,-0.701
112.873,0.388,-0.092,-0.728,-0.655,-0.691,-0.690,-0.690,-0.713,-0.712,-0.704
112.884,0.484,0.145,-0.723,-0.662,-0.674,-0.673,-0.673,-0.706,-0.706,-0.704
112.895,0.938,0.426,-0.739,-0.679,-0.646,-0.645,-0.644,-0.696,-0.695,-0.701
112.906,0.084,0.355,-0.894,-0.683,-0.660,-0.658,-0.657,-0.692,-0.691,-0.697
112.917,0.650,0.310,-0.691,-0.701,-0.654,-0.653,-0.652,-0.692,-0.691,-0.694
112.928,-0.523,0.242,-0.733,-0.705,-0.670,-0.669,-0.668,-0.689,-0.688,-0.691
112.939,-0.631,-0.036,-0.533,-0.688,-0.690,-0.690,-0.689,-0.697,-0.697,-0.691
112.950,-0.134,-0.126,-0.536,-0.657,-0.677,-0.677,-0.676,-0.701,-0.701,-0.693
112.961,0.636,0.152,-0.613,-0.660,-0.642,-0.641,-0.641,-0.695,-0.694,-0.693
112.972,-1.063,-0.033,-0.743,-0.668,-0.696,-0.695,-0.694,-0.698,-0.698,-0.693
112.983,-1.171,-0.383,-0.512,-0.642,-0.711,-0.712,-0.711,-0.711,-0.711,-0.696
112.993,-1.464,-0.712,-0.728,-0.639,-0.735,-0.735,-0.734,-0.727,-0.726,-0.702
113.004,-1.295,-0.882,-0.731,-0.662,-0.741,-0.740,-0.740,-0.741,-0.740,-0.712
113.015,-1.450,-1.088,-0.653,-0.658,-0.763,-0.763,-0.762,-0.758,-0.757,-0.723
113.026,-1.058,-1.122,-0.403,-0.630,-0.756,-0.758,-0.757,-0.771,-0.770,-0.736
113.037,-0.434,-0.878,-0.589,-0.636,-0.747,-0.747,-0.747,-0.777,-0.776,-0.747
113.048,-0.397,-0.667,-0.614,-0.622,-0.735,-0.736,-0.735,-0.778,-0.778,-0.756
113.059,-0.602,-0.658,-0.457,-0.621,-0.756,-0.757,-0.757,-0.786,-0.786,-0.764
113.070,-0.389,-0.486,-0.520,-0.603,-0.745,-0.746,-0.746,-0.788,-0.788,-0.770
113.081,-0.667,-0.601,-0.355,-0.584,-0.772,-0.773,-0.773,-0.798,-0.798,-0.777
113.092,0.079,-0.381,-0.425,-0.577,-0.744,-0.745,-0.745,-0.798,-0.798,-0.783
113.102,-0.265,-0.297,-0.337,-0.541,-0.757,-0.759,-0.759,-0.800,-0.800,-0.787
113.114,0.274,-0.167,-0.466,-0.532,-0.750,-0.751,-0.751,-0.800,-0.800,-0.790
113.124,0.876,-0.003,-0.539,-0.520,-0.731,-0.732,-0.732,-0.797,-0.797,-0.791
113.135,2.066,0.536,-0.554,-0.538,-0.680,-0.681,-0.681,-0.780,-0.780,-0.789
113.146,0.537,0.682,-0.700,-0.545,-0.707,-0.707,-0.707,-0.767,-0.767,-0.782
113.157,0.868,0.655,-0.734,-0.561,-0.698,-0.698,-0.698,-0.762,-0.762,-0.775
113.168,2.183,0.981,-0.817,-0.592,-0.645,-0.644,-0.644,-0.746,-0.745,-0.767
113.179,1.956,1.353,-0.789,-0.604,-0.634,-0.633,-0.633,-0.723,-0.723,-0.754
113.190,0.977,1.371,-1.044,-0.657,-0.627,-0.625,-0.625,-0.706,-0.705,-0.739
113.201,0.963,1.267,-1.070,-0.695,-0.618,-0.616,-0.615,-0.695,-0.695,-0.726
113.212,0.457,1.250,-1.070,-0.740,-0.602,-0.600,-0.599,-0.682,-0.681,-0.712
113.223,0.330,0.897,-0.816,-0.753,-0.606,-0.606,-0.605,-0.681,-0.680,-0.701
113.233,0.603,0.720,-0.873,-0.764,-0.602,-0.601,-0.600,-0.678,-0.677,-0.693
113.244,-0.379,0.525,-0.925,-0.785,-0.622,-0.621,-0.620,-0.677,-0.675,-0.687
113.255,0.749,0.465,-0.636,-0.764,-0.594,-0.595,-0.594,-0.675,-0.674,-0.683
113.266,-0.530,0.254,-0.969,-0.771,-0.630,-0.629,-0.628,-0.676,-0.675,-0.679
113.277,-0.346,0.022,-0.886,-0.796,-0.636,-0.636,-0.634,-0.683,-0.682,-0.679
113.288,-0.729,-0.184,-0.815,-0.807,-0.656,-0.657,-0.655,-0.690,-0.689,-0.680
113.299,-0.365,-0.287,-0.726,-0.794,-0.652,-0.653,-0.652,-0.697,-0.696,-0.684
113.310,0.309,-0.167,-0.784,-0.801,-0.632,-0.632,-0.631,-0.697,-0.696,-0.687
113.321,-0.563,-0.148,-0.829,-0.795,-0.652,-0.653,-0.651,-0.698,-0.696,-0.689
113.332,0.154,-0.126,-0.832,-0.801,-0.645,-0.645,-0.644,-0.701,-0.700,-0.692
113.343,-0.401,-0.138,-1.273,-0.825,-0.663,-0.661,-0.659,-0.703,-0.702,-0.694
113.353,-0.191,-0.179,-1.180,-0.866,-0.666,-0.665,-0.663,-0.708,-0.706,-0.696
113.364,0.078,-0.232,-1.237,-0.909,-0.678,-0.676,-0.674,-0.713,-0.712,-0.700
113.375,0.592,-0.042,-1.018,-0.926,-0.668,-0.667,-0.665,-0.712,-0.710,-0.702
113.386,1.047,0.187,-0.902,-0.924,-0.634,-0.635,-0.633,-0.704,-0.702,-0.702
113.397,1.510,0.582,-0.868,-0.919,-0.618,-0.618,-0.616,-0.690,-0.688,-0.698
113.408,1.451,0.872,-0.873,-0.938,-0.606,-0.607,-0.605,-0.675,-0.673,-0.691
113.419,0.566,0.963,-0.650,-0.955,-0.624,-0.626,-0.624,-0.664,-0.662,-0.681
113.430,0.724,1.044,-0.312,-0.936,-0.592,-0.596,-0.594,-0.651,-0.649,-0.671
113.441,1.595,1.031,-0.061,-0.838,-0.568,-0.574,-0.572,-0.642,-0.640,-0.661
113.452,1.047,0.780,0.099,-0.708,-0.621,-0.628,-0.627,-0.641,-0.640,-0.652
113.463,0.899,0.978,0.370,-0.635,-0.591,-0.599,-0.599,-0.625,-0.624,-0.643
113.474,-0.731,0.492,0.110,-0.483,-0.655,-0.661,-0.662,-0.629,-0.630,-0.635
113.485,-1.823,-0.058,-0.175,-0.348,-0.699,-0.702,-0.703,-0.642,-0.643,-0.633
113.496,-0.950,-0.681,-0.715,-0.374,-0.709,-0.708,-0.709,-0.664,-0.665,-0.639
113.507,-1.136,-0.784,-0.678,-0.480,-0.745,-0.746,-0.746,-0.678,-0.679,-0.648
113.517,1.011,-0.229,-0.749,-0.518,-0.630,-0.632,-0.632,-0.668,-0.668,-0.653
113.528,1.399,0.126,-0.419,-0.512,-0.652,-0.656,-0.657,-0.663,-0.663,-0.655
113.539,0.707,0.681,-0.561,-0.521,-0.598,-0.606,-0.606,-0.639,-0.639,-0.649
113.550,3.227,1.071,-0.477,-0.507,-0.529,-0.546,-0.546,-0.623,-0.623,-0.641
113.561,3.615,1.869,-0.546,-0.517,-0.480,-0.496,-0.496,-0.585,-0.585,-0.625
113.572,5.399,2.879,-0.720,-0.525,-0.363,-0.375,-0.375,-0.530,-0.531,-0.599
113.583,7.846,4.228,-0.777,-0.592,-0.263,-0.271,-0.270,-0.460,-0.460,-0.561
113.594,9.839,5.695,0.516,-0.496,-0.123,-0.124,-0.124,-0.366,-0.366,-0.507
113.605,16.131,8.275,-1.061,-0.477,0.210,0.220,0.220,-0.219,-0.219,-0.430
113.616,22.327,12.279,0.112,-0.485,0.608,0.612,0.612,0.003,0.003,-0.315
113.627,24.196,15.778,0.912,-0.352,0.926,0.928,0.927,0.258,0.257,-0.160
113.638,28.589,19.259,0.316,-0.224,1.322,1.330,1.328,0.546,0.545,0.033
113.649,35.055,23.526,-1.720,-0.306,1.875,1.897,1.896,0.901,0.900,0.269
113.660,34.643,27.575,-0.362,-0.420,2.240,2.256,2.256,1.294,1.294,0.553
113.671,34.569,29.504,0.110,-0.321,2.603,2.617,2.616,1.665,1.664,0.868
113.682,34.126,30.893,0.892,-0.243,2.967,2.985,2.984,2.038,2.037,1.200
113.693,30.443,31.108,-1.622,-0.207,3.198,3.239,3.238,2.389,2.387,1.541
113.705,30.562,30.666,-3.420,-0.530,3.611,3.657,3.657,2.729,2.729,1.888
113.716,24.613,29.683,-3.044,-0.837,3.727,3.766,3.768,3.032,3.034,2.220
113.727,15.731,26.288,-0.922,-0.954,3.648,3.670,3.672,3.240,3.242,2.524
113.738,9.681,21.721,0.686,-0.755,3.691,3.703,3.704,3.381,3.382,2.784
113.749,8.351,17.625,-2.496,-0.778,3.783,3.806,3.807,3.481,3.482,2.996
113.760,5.386,13.944,-5.454,-1.270,3.799,3.835,3.839,3.551,3.555,3.166
113.771,-0.248,9.887,-4.537,-1.768,3.615,3.648,3.654,3.561,3.567,3.293
113.782,-8.902,4.804,-2.857,-1.929,3.212,3.231,3.238,3.487,3.494,3.367
113.793,-15.377,-0.987,-1.233,-1.945,2.862,2.872,2.879,3.339,3.346,3.380
113.804,-11.683,-4.672,-0.171,-1.757,2.898,2.901,2.907,3.198,3.204,3.342
113.815,-10.266,-6.844,-1.587,-1.622,2.803,2.810,2.816,3.069,3.074,3.272
113.826,-8.541,-7.650,-4.158,-1.798,2.730,2.738,2.744,2.958,2.964,3.187
113.837,-8.592,-7.907,-4.594,-2.077,2.629,2.639,2.647,2.859,2.867,3.097
113.848,-10.260,-8.719,-4.305,-2.317,2.440,2.448,2.457,2.739,2.748,3.000
113.859,-9.980,-9.209,-3.931,-2.535,2.313,2.318,2.328,2.618,2.628,2.895
113.871,-15.837,-10.498,-2.350,-2.612,1.960,1.950,1.960,2.466,2.476,2.781
113.882,-18.432,-12.863,0.278,-2.412,1.648,1.633,1.642,2.263,2.272,2.646
113.893,-17.548,-14.307,2.536,-1.940,1.523,1.500,1.506,2.071,2.078,2.490
113.904,-19.857,-15.741,3.334,-1.352,1.284,1.264,1.267,1.869,1.872,2.321
113.915,-20.988,-17.283,3.375,-0.770,0.967,0.951,0.952,1.638,1.638,2.134
113.926,-21.202,-18.584,2.304,-0.361,0.676,0.679,0.678,1.401,1.399,1.934
113.937,-22.506,-19.722,1.844,-0.081,0.393,0.402,0.399,1.155,1.152,1.717
113.948,-21.937,-20.515,2.800,0.189,0.148,0.160,0.156,0.908,0.904,1.492
113.959,-28.466,-22.189,4.210,0.556,-0.320,-0.308,-0.315,0.630,0.623,1.255
113.970,-27.624,-24.024,4.078,0.923,-0.586,-0.572,-0.581,0.323,0.315,0.998
113.981,-23.536,-24.370,2.033,1.100,-0.731,-0.704,-0.714,0.047,0.037,0.730
113.992,-20.440,-23.500,0.201,1.053,-0.877,-0.840,-0.850,-0.191,-0.201,0.466
114.003,-17.541,-21.849,-0.869,0.864,-0.995,-0.946,-0.954,-0.395,-0.403,0.218
114.014,-15.702,-20.119,-0.917,0.666,-1.083,-1.029,-1.036,-0.570,-0.577,-0.006
114.024,-16.314,-18.847,-0.200,0.538,-1.283,-1.229,-1.236,-0.741,-0.747,-0.211
114.035,-17.330,-18.080,-0.164,0.459,-1.518,-1.466,-1.472,-0.923,-0.929,-0.412
114.047,-16.746,-17.826,-0.998,0.339,-1.707,-1.648,-1.653,-1.118,-1.123,-0.613
114.058,-15.610,-17.338,-1.453,0.144,-1.839,-1.780,-1.784,-1.301,-1.305,-0.811
114.069,-15.807,-16.820,-0.858,0.010,-2.036,-1.978,-1.981,-1.479,-1.483,-1.003
114.080,-15.219,-16.275,0.982,0.031,-2.214,-2.165,-2.169,-1.655,-1.659,-1.191
114.092,-12.668,-15.141,2.140,0.219,-2.292,-2.250,-2.255,-1.803,-1.808,-1.369
114.103,-10.467,-13.780,1.308,0.359,-2.337,-2.291,-2.296,-1.925,-1.931,-1.531
114.114,-7.582,-12.095,0.726,0.408,-2.333,-2.282,-2.288,-2.021,-2.026,-1.674
114.125,-4.687,-9.784,1.592,0.477,-2.269,-2.212,-2.218,-2.074,-2.080,-1.794
114.137,-1.076,-7.499,2.835,0.687,-2.180,-2.129,-2.136,-2.103,-2.111,-1.890
114.148,5.255,-4.002,2.014,0.864,-1.909,-1.854,-1.862,-2.063,-2.072,-1.951
114.159,8.373,-0.592,0.015,0.841,-1.718,-1.656,-1.665,-1.984,-1.992,-1.973
114.171,11.196,3.112,-1.484,0.636,-1.500,-1.435,-1.443,-1.862,-1.869,-1.955
114.182,11.897,5.986,-1.582,0.393,-1.343,-1.280,-1.286,-1.727,-1.733,-1.900
114.193,13.741,8.299,-0.753,0.212,-1.157,-1.101,-1.106,-1.582,-1.587,-1.818
114.204,15.437,10.310,-0.030,0.180,-0.944,-0.890,-0.894,-1.419,-1.424,-1.712
114.216,17.797,12.546,-0.301,0.142,-0.673,-0.618,-0.622,-1.227,-1.231,-1.582
114.227,18.482,14.224,-0.780,0.066,-0.491,-0.430,-0.434,-1.029,-1.033,-1.430
114.238,20.195,15.958,-0.803,-0.018,-0.231,-0.170,-0.173,-0.809,-0.812,-1.257
114.249,22.894,17.819,-0.431,-0.083,0.103,0.166,0.163,-0.565,-0.568,-1.066
114.261,25.778,19.839,-0.231,-0.120,0.479,0.540,0.537,-0.295,-0.297,-0.854
114.272,29.687,22.725,-1.869,-0.237,0.957,1.024,1.022,0.028,0.026,-0.613
114.283,28.858,24.634,-3.462,-0.563,1.250,1.317,1.316,0.349,0.348,-0.346
114.294,28.263,26.107,-4.099,-0.944,1.557,1.630,1.632,0.673,0.675,-0.061
114.306,26.228,26.120,-2.391,-1.185,1.747,1.803,1.806,0.966,0.969,0.234
114.317,23.786,25.555,-0.417,-1.159,1.935,1.985,1.988,1.240,1.243,0.524
114.328,18.539,23.865,0.611,-1.019,1.997,2.043,2.045,1.471,1.473,0.801
114.340,17.836,22.109,1.120,-0.757,2.186,2.228,2.228,1.677,1.677,1.057
114.351,17.637,20.821,-0.049,-0.655,2.421,2.468,2.468,1.882,1.882,1.297
114.362,16.540,19.536,-1.461,-0.694,2.601,2.650,2.650,2.073,2.073,1.522
114.373,12.987,17.847,-3.339,-0.935,2.660,2.717,2.719,2.234,2.236,1.731
114.385,10.707,15.587,-3.907,-1.247,2.692,2.748,2.752,2.353,2.356,1.915
114.396,5.499,13.083,-2.788,-1.468,2.638,2.686,2.690,2.441,2.446,2.076
114.407,-0.422,9.537,-1.860,-1.538,2.480,2.521,2.525,2.463,2.468,2.198
114.419,-4.082,5.655,-1.452,-1.545,2.324,2.361,2.366,2.431,2.435,2.277
114.430,-8.628,1.680,-1.343,-1.533,2.132,2.167,2.172,2.356,2.361,2.313
114.441,-9.035,-1.645,-1.687,-1.535,2.043,2.079,2.084,2.257,2.261,2.307
114.452,-9.868,-4.145,-1.853,-1.573,1.946,1.981,1.986,2.150,2.155,2.270
114.463,-12.253,-6.428,-2.146,-1.633,1.779,1.816,1.822,2.025,2.031,2.207
114.475,-14.599,-8.805,-2.730,-1.727,1.546,1.584,1.590,1.866,1.872,2.116
114.486,-17.935,-11.299,-3.291,-1.880,1.258,1.297,1.304,1.677,1.684,1.998
114.497,-21.218,-14.011,-2.871,-2.011,0.944,0.981,0.988,1.454,1.461,1.851
114.509,-25.235,-17.174,-1.882,-2.041,0.522,0.557,0.564,1.181,1.189,1.670
114.520,-26.538,-20.065,-0.692,-1.914,0.180,0.210,0.217,0.885,0.891,1.456
114.531,-25.631,-22.021,-0.840,-1.797,-0.066,-0.035,-0.029,0.590,0.596,1.215
114.542,-25.002,-22.896,-1.387,-1.734,-0.308,-0.276,-0.271,0.313,0.319,0.962
114.553,-26.966,-24.018,-1.725,-1.718,-0.679,-0.647,-0.641,0.017,0.023,0.698
114.565,-26.796,-25.035,-1.931,-1.711,-0.983,-0.949,-0.943,-0.288,-0.282,0.420
114.576,-25.334,-25.259,-1.567,-1.703,-1.223,-1.195,-1.189,-0.579,-0.573,0.136
114.587,-27.423,-25.958,-0.531,-1.598,-1.658,-1.634,-1.629,-0.892,-0.887,-0.154
114.598,-29.036,-26.803,0.608,-1.385,-2.077,-2.060,-2.057,-1.219,-1.215,-0.455
114.610,-25.900,-26.522,0.529,-1.188,-2.218,-2.209,-2.207,-1.511,-1.508,-0.757
114.621,-22.810,-25.529,0.953,-0.987,-2.331,-2.328,-2.326,-1.775,-1.773,-1.053
114.632,-19.757,-24.153,0.799,-0.802,-2.476,-2.473,-2.472,-2.014,-2.014,-1.332
114.643,-14.650,-21.991,-1.370,-0.755,-2.519,-2.507,-2.507,-2.206,-2.206,-1.586
114.654,-10.341,-18.789,-3.352,-0.959,-2.558,-2.536,-2.535,-2.344,-2.343,-1.810
114.665,-10.864,-16.285,-2.631,-1.153,-2.730,-2.712,-2.709,-2.469,-2.466,-2.003
114.676,-7.398,-13.947,-0.922,-1.168,-2.750,-2.737,-2.735,-2.572,-2.570,-2.169
114.687,-4.541,-11.147,0.853,-1.040,-2.761,-2.738,-2.736,-2.634,-2.632,-2.306
114.699,-4.415,-9.075,1.064,-0.810,-2.853,-2.828,-2.827,-2.688,-2.688,-2.418
114.710,-1.353,-6.925,-0.365,-0.725,-2.746,-2.712,-2.712,-2.710,-2.710,-2.505
114.721,1.759,-4.597,-0.385,-0.720,-2.640,-2.605,-2.605,-2.706,-2.706,-2.566
