R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,0,0,0,0,0,0,7,75,10,10.0,32.0,0.000,0.000,100.00
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
517.042,-3.994,-2.903,1.393,1.406,0.197,0.191,0.190,0.267,0.266,0.328
517.052,-4.949,-3.635,1.427,1.407,0.135,0.129,0.128,0.220,0.219,0.296
517.063,-4.751,-4.068,1.462,1.413,0.097,0.090,0.089,0.173,0.172,0.258
517.073,-4.567,-4.378,1.490,1.423,0.050,0.043,0.042,0.124,0.123,0.215
517.084,-4.891,-4.579,1.512,1.434,-0.007,-0.014,-0.015,0.075,0.074,0.170
517.094,-4.816,-4.642,1.520,1.446,-0.051,-0.058,-0.059,0.028,0.027,0.125
517.104,-3.877,-4.442,1.530,1.458,-0.070,-0.077,-0.078,-0.012,-0.013,0.080
517.115,-2.568,-4.037,1.547,1.470,-0.082,-0.089,-0.090,-0.047,-0.048,0.037
517.125,-0.872,-3.158,1.554,1.482,-0.062,-0.070,-0.071,-0.064,-0.065,0.002
517.135,-0.087,-2.060,1.541,1.491,-0.048,-0.055,-0.057,-0.065,-0.066,-0.021
517.146,1.123,-0.986,1.485,1.493,-0.006,-0.013,-0.014,-0.055,-0.057,-0.035
517.156,3.185,0.246,1.434,1.488,0.055,0.049,0.047,-0.032,-0.033,-0.037
517.167,3.396,1.432,1.372,1.475,0.101,0.094,0.093,0.004,0.003,-0.025
517.177,2.860,2.222,1.297,1.454,0.142,0.137,0.136,0.044,0.043,-0.003
517.187,3.831,2.800,1.193,1.422,0.216,0.211,0.210,0.085,0.084,0.025
517.198,4.022,3.191,1.102,1.382,0.256,0.252,0.251,0.127,0.126,0.059
517.208,3.870,3.418,1.019,1.336,0.279,0.275,0.275,0.166,0.166,0.095
517.219,3.178,3.441,0.906,1.280,0.298,0.294,0.295,0.205,0.206,0.134
517.229,3.284,3.410,0.832,1.220,0.330,0.327,0.328,0.241,0.242,0.171
517.239,4.094,3.500,0.768,1.159,0.369,0.367,0.367,0.278,0.279,0.208
517.250,3.641,3.528,0.715,1.098,0.396,0.394,0.396,0.318,0.319,0.247
517.260,4.169,3.671,0.663,1.038,0.451,0.450,0.451,0.359,0.361,0.286
517.271,2.576,3.484,0.657,0.983,0.458,0.456,0.458,0.396,0.398,0.326
517.281,1.641,2.978,0.640,0.935,0.457,0.455,0.458,0.420,0.422,0.361
517.291,0.623,2.269,0.618,0.892,0.460,0.459,0.462,0.435,0.437,0.390
517.302,1.174,1.726,0.654,0.856,0.471,0.469,0.472,0.443,0.446,0.412
517.312,0.033,1.312,0.651,0.828,0.460,0.458,0.461,0.452,0.455,0.429
517.323,-1.629,0.421,0.641,0.802,0.419,0.417,0.421,0.445,0.448,0.440
517.333,-2.251,-0.413,0.625,0.777,0.403,0.402,0.405,0.429,0.432,0.441
517.344,-3.051,-1.417,0.671,0.759,0.347,0.346,0.349,0.399,0.402,0.432
517.354,-4.898,-2.617,0.739,0.752,0.265,0.263,0.267,0.356,0.359,0.413
517.364,-5.368,-3.527,0.829,0.757,0.217,0.215,0.218,0.306,0.310,0.382
517.375,-5.483,-4.249,0.915,0.775,0.169,0.166,0.169,0.251,0.254,0.342
517.385,-6.043,-4.782,0.991,0.802,0.109,0.105,0.108,0.196,0.199,0.297
517.396,-6.760,-5.441,1.099,0.839,0.029,0.025,0.028,0.131,0.133,0.245
517.406,-6.420,-5.868,1.217,0.886,-0.026,-0.031,-0.029,0.064,0.066,0.187
517.417,-5.401,-5.876,1.316,0.942,-0.074,-0.080,-0.078,0.002,0.004,0.126
517.427,-3.744,-5.256,1.401,1.003,-0.074,-0.081,-0.079,-0.040,-0.038,0.071
517.437,-3.301,-4.420,1.467,1.066,-0.096,-0.103,-0.101,-0.071,-0.069,0.022
517.448,-2.176,-3.748,1.524,1.129,-0.094,-0.101,-0.100,-0.097,-0.096,-0.017
517.458,-2.265,-3.194,1.561,1.188,-0.121,-0.128,-0.128,-0.118,-0.117,-0.051
517.468,-1.957,-2.720,1.622,1.247,-0.124,-0.132,-0.132,-0.136,-0.135,-0.080
517.479,-2.251,-2.522,1.652,1.303,-0.145,-0.153,-0.153,-0.155,-0.155,-0.104
517.489,-1.808,-2.287,1.692,1.356,-0.158,-0.166,-0.167,-0.173,-0.174,-0.127
517.500,-2.044,-2.316,1.711,1.405,-0.194,-0.202,-0.203,-0.194,-0.195,-0.149
517.510,-2.421,-2.361,1.761,1.453,-0.228,-0.237,-0.238,-0.217,-0.218,-0.171
517.521,-2.132,-2.358,1.827,1.504,-0.249,-0.258,-0.259,-0.239,-0.241,-0.193
517.531,-3.736,-2.548,1.864,1.554,-0.297,-0.307,-0.309,-0.263,-0.265,-0.215
517.541,-2.578,-2.684,1.899,1.602,-0.292,-0.302,-0.304,-0.292,-0.294,-0.240
517.552,-0.941,-2.284,1.944,1.649,-0.279,-0.289,-0.291,-0.308,-0.310,-0.264
517.562,0.308,-1.547,1.955,1.692,-0.265,-0.275,-0.278,-0.310,-0.313,-0.281
517.573,0.170,-0.936,1.942,1.729,-0.263,-0.273,-0.276,-0.306,-0.309,-0.291
517.584,1.508,-0.228,1.922,1.752,-0.203,-0.213,-0.216,-0.290,-0.294,-0.295
517.595,1.097,0.176,1.874,1.768,-0.213,-0.223,-0.226,-0.277,-0.280,-0.292
517.605,0.894,0.412,1.830,1.777,-0.215,-0.225,-0.228,-0.265,-0.269,-0.286
517.616,1.430,0.711,1.769,1.779,-0.175,-0.184,-0.187,-0.248,-0.251,-0.277
517.626,1.327,0.924,1.729,1.775,-0.155,-0.163,-0.166,-0.230,-0.233,-0.266
517.637,2.339,1.249,1.694,1.767,-0.114,-0.122,-0.126,-0.209,-0.212,-0.252
517.647,0.386,1.124,1.681,1.758,-0.161,-0.170,-0.173,-0.196,-0.199,-0.237
517.658,0.375,0.856,1.677,1.749,-0.157,-0.165,-0.169,-0.190,-0.193,-0.224
517.668,0.048,0.658,1.672,1.740,-0.155,-0.163,-0.167,-0.185,-0.188,-0.213
517.679,-0.617,0.429,1.687,1.733,-0.165,-0.173,-0.176,-0.182,-0.185,-0.205
517.690,-0.344,0.160,1.663,1.727,-0.166,-0.174,-0.177,-0.185,-0.188,-0.199
517.700,-0.721,-0.095,1.673,1.719,-0.177,-0.185,-0.188,-0.188,-0.191,-0.197
517.710,-0.739,-0.345,1.691,1.714,-0.190,-0.199,-0.201,-0.196,-0.199,-0.197
517.721,-1.908,-0.713,1.698,1.714,-0.226,-0.234,-0.237,-0.207,-0.210,-0.200
517.731,-0.971,-0.737,1.594,1.712,-0.186,-0.193,-0.196,-0.212,-0.215,-0.204
517.742,0.755,-0.498,1.466,1.689,-0.139,-0.146,-0.149,-0.212,-0.214,-0.209
517.753,0.843,0.064,1.554,1.672,-0.098,-0.105,-0.108,-0.194,-0.197,-0.208
517.763,-0.054,0.234,1.581,1.656,-0.102,-0.110,-0.112,-0.185,-0.187,-0.203
517.774,-0.234,0.065,1.564,1.647,-0.113,-0.120,-0.123,-0.185,-0.188,-0.199
517.784,-0.150,0.016,1.656,1.643,-0.103,-0.111,-0.113,-0.183,-0.186,-0.196
517.795,0.585,0.131,1.537,1.638,-0.072,-0.079,-0.082,-0.177,-0.180,-0.193
517.805,0.416,0.309,1.485,1.626,-0.061,-0.067,-0.070,-0.167,-0.170,-0.188
517.816,0.741,0.369,1.395,1.601,-0.051,-0.057,-0.059,-0.160,-0.162,-0.182
517.826,0.457,0.401,1.306,1.567,-0.051,-0.056,-0.058,-0.153,-0.155,-0.176
517.837,-0.331,0.241,1.239,1.532,-0.077,-0.082,-0.084,-0.151,-0.153,-0.170
517.848,-2.606,-0.328,1.190,1.488,-0.144,-0.149,-0.150,-0.163,-0.165,-0.168
517.858,-4.608,-1.580,1.093,1.446,-0.243,-0.248,-0.249,-0.203,-0.204,-0.176
517.868,-5.249,-2.787,1.095,1.413,-0.323,-0.327,-0.328,-0.258,-0.259,-0.197
517.879,-4.578,-3.488,1.033,1.363,-0.362,-0.366,-0.367,-0.310,-0.311,-0.230
517.890,-2.671,-3.417,0.833,1.304,-0.351,-0.354,-0.354,-0.345,-0.345,-0.264
517.900,-0.950,-2.826,0.932,1.261,-0.323,-0.326,-0.326,-0.362,-0.361,-0.295
517.911,-0.304,-2.006,1.133,1.231,-0.305,-0.310,-0.309,-0.363,-0.363,-0.318
517.921,1.577,-1.041,1.043,1.208,-0.243,-0.247,-0.247,-0.352,-0.352,-0.331
517.932,0.973,-0.497,1.050,1.199,-0.264,-0.268,-0.267,-0.343,-0.342,-0.337
517.942,1.061,0.002,1.155,1.195,-0.249,-0.254,-0.254,-0.330,-0.329,-0.337
517.953,1.064,0.431,1.270,1.194,-0.220,-0.226,-0.225,-0.312,-0.312,-0.332
517.963,0.928,0.595,1.102,1.181,-0.210,-0.215,-0.214,-0.300,-0.299,-0.324
517.974,-0.302,0.418,0.911,1.169,-0.246,-0.249,-0.249,-0.296,-0.296,-0.316
517.984,-1.018,0.135,0.816,1.138,-0.253,-0.256,-0.255,-0.298,-0.297,-0.311
517.995,-1.755,-0.376,0.990,1.110,-0.276,-0.280,-0.279,-0.310,-0.308,-0.310
518.006,-1.744,-0.926,0.931,1.092,-0.301,-0.304,-0.303,-0.330,-0.328,-0.315
518.016,-2.410,-1.365,0.891,1.068,-0.341,-0.344,-0.342,-0.351,-0.349,-0.325
518.027,-2.670,-1.750,0.940,1.050,-0.374,-0.377,-0.376,-0.376,-0.375,-0.340
518.037,-2.672,-2.089,0.870,1.031,-0.405,-0.407,-0.406,-0.404,-0.402,-0.358
518.048,-2.178,-2.007,1.025,1.019,-0.401,-0.405,-0.403,-0.422,-0.420,-0.378
518.058,-2.585,-2.093,0.992,1.024,-0.421,-0.424,-0.423,-0.442,-0.441,-0.397
518.069,-2.902,-2.285,0.909,1.011,-0.449,-0.452,-0.450,-0.468,-0.466,-0.418
518.079,-3.037,-2.440,0.987,1.016,-0.479,-0.483,-0.481,-0.495,-0.493,-0.440
518.090,-1.658,-2.333,0.990,1.003,-0.454,-0.458,-0.456,-0.516,-0.514,-0.464
518.101,-1.597,-2.159,0.972,0.999,-0.476,-0.480,-0.478,-0.533,-0.531,-0.485
518.111,-1.691,-2.155,1.042,0.987,-0.512,-0.516,-0.514,-0.553,-0.551,-0.506
518.122,-0.367,-1.759,1.001,1.001,-0.487,-0.491,-0.489,-0.562,-0.560,-0.524
518.132,-0.489,-1.301,0.903,1.001,-0.484,-0.487,-0.486,-0.562,-0.561,-0.538
518.142,-0.885,-1.201,1.007,1.007,-0.505,-0.509,-0.508,-0.570,-0.568,-0.548
518.153,0.638,-0.771,1.097,1.002,-0.449,-0.454,-0.452,-0.566,-0.565,-0.556
518.164,0.235,-0.389,1.157,1.009,-0.459,-0.464,-0.462,-0.560,-0.558,-0.560
518.174,0.589,-0.209,1.146,1.017,-0.467,-0.472,-0.470,-0.557,-0.556,-0.561
518.185,1.007,0.139,0.772,0.998,-0.445,-0.447,-0.445,-0.546,-0.544,-0.559
518.195,1.289,0.464,0.500,0.965,-0.414,-0.415,-0.413,-0.531,-0.529,-0.553
518.205,1.098,0.654,0.304,0.904,-0.407,-0.406,-0.403,-0.517,-0.515,-0.545
518.216,0.216,0.533,0.428,0.866,-0.430,-0.430,-0.427,-0.512,-0.509,-0.536
518.227,-0.580,0.265,0.473,0.824,-0.449,-0.449,-0.446,-0.512,-0.509,-0.530
518.237,-0.279,0.162,0.815,0.805,-0.421,-0.423,-0.420,-0.510,-0.507,-0.525
518.248,-0.528,0.053,0.989,0.814,-0.424,-0.427,-0.424,-0.510,-0.507,-0.522
518.258,-0.189,0.038,0.923,0.804,-0.405,-0.408,-0.405,-0.508,-0.505,-0.519
518.269,-0.303,-0.122,0.801,0.785,-0.415,-0.417,-0.414,-0.511,-0.507,-0.518
518.279,0.100,-0.008,0.792,0.757,-0.405,-0.407,-0.403,-0.508,-0.504,-0.517
518.290,-1.728,-0.378,0.672,0.737,-0.466,-0.466,-0.463,-0.516,-0.513,-0.516
518.300,-0.199,-0.448,0.438,0.688,-0.425,-0.424,-0.420,-0.522,-0.518,-0.519
518.311,-0.437,-0.452,0.235,0.627,-0.441,-0.438,-0.434,-0.525,-0.521,-0.522
518.321,-1.017,-0.646,-0.040,0.536,-0.477,-0.472,-0.467,-0.535,-0.530,-0.526
518.332,-1.841,-0.934,-0.106,0.439,-0.514,-0.508,-0.502,-0.549,-0.544,-0.533
518.342,-1.666,-1.221,-0.154,0.340,-0.534,-0.527,-0.521,-0.568,-0.562,-0.543
518.353,-1.588,-1.299,-0.181,0.243,-0.540,-0.532,-0.525,-0.583,-0.576,-0.554
518.363,-0.353,-1.157,-0.100,0.162,-0.510,-0.502,-0.494,-0.591,-0.583,-0.566
518.374,-0.701,-0.937,0.053,0.107,-0.511,-0.503,-0.495,-0.593,-0.585,-0.575
518.385,-0.692,-0.958,0.267,0.086,-0.545,-0.537,-0.529,-0.604,-0.596,-0.584
518.395,-0.651,-0.919,0.619,0.127,-0.560,-0.553,-0.545,-0.612,-0.604,-0.593
518.406,-0.482,-0.637,0.734,0.223,-0.544,-0.536,-0.529,-0.610,-0.603,-0.599
518.417,0.010,-0.417,0.774,0.340,-0.522,-0.512,-0.506,-0.607,-0.601,-0.602
518.427,-0.657,-0.467,0.702,0.429,-0.541,-0.530,-0.524,-0.609,-0.604,-0.605
518.438,-0.112,-0.524,0.521,0.461,-0.544,-0.532,-0.526,-0.615,-0.610,-0.609
518.448,-0.343,-0.408,0.392,0.411,-0.549,-0.536,-0.530,-0.615,-0.609,-0.612
518.459,-0.812,-0.497,0.713,0.371,-0.568,-0.558,-0.552,-0.621,-0.614,-0.614
518.469,-1.818,-0.789,0.603,0.429,-0.604,-0.594,-0.588,-0.632,-0.626,-0.619
518.480,-1.847,-1.027,0.668,0.506,-0.599,-0.590,-0.585,-0.645,-0.639,-0.627
518.490,-2.107,-1.238,0.326,0.498,-0.610,-0.600,-0.594,-0.659,-0.654,-0.636
518.501,-3.331,-1.809,0.209,0.383,-0.674,-0.663,-0.657,-0.689,-0.683,-0.651
518.511,-3.429,-2.494,0.109,0.378,-0.723,-0.710,-0.704,-0.728,-0.722,-0.672
518.522,-4.107,-2.977,0.239,0.393,-0.780,-0.768,-0.762,-0.768,-0.762,-0.700
518.533,-4.071,-3.347,0.302,0.339,-0.820,-0.807,-0.800,-0.810,-0.804,-0.732
518.543,-4.236,-3.712,0.240,0.307,-0.886,-0.870,-0.864,-0.856,-0.850,-0.768
518.554,-3.480,-3.616,0.197,0.351,-0.894,-0.874,-0.868,-0.890,-0.884,-0.804
518.564,-3.147,-3.509,0.267,0.322,-0.906,-0.883,-0.876,-0.922,-0.915,-0.839
518.575,-3.046,-3.441,0.271,0.290,-0.936,-0.910,-0.904,-0.954,-0.948,-0.874
518.585,-3.569,-3.374,0.438,0.333,-0.997,-0.967,-0.960,-0.986,-0.980,-0.908
518.596,-2.249,-3.070,0.511,0.355,-0.957,-0.925,-0.919,-1.009,-1.003,-0.940
518.606,-2.149,-2.790,0.593,0.355,-0.996,-0.961,-0.955,-1.032,-1.026,-0.969
518.617,-2.285,-2.519,0.575,0.384,-1.034,-0.993,-0.987,-1.051,-1.045,-0.995
518.628,-0.754,-2.213,0.478,0.418,-0.999,-0.958,-0.953,-1.065,-1.060,-1.018
518.638,-1.235,-1.858,0.372,0.379,-1.039,-1.000,-0.994,-1.076,-1.070,-1.037
518.649,0.132,-1.146,-0.016,0.358,-0.969,-0.929,-0.923,-1.070,-1.064,-1.050
518.659,1.950,-0.624,-0.097,0.341,-0.933,-0.894,-0.888,-1.065,-1.059,-1.058
518.670,1.899,0.234,-0.190,0.252,-0.908,-0.869,-0.862,-1.041,-1.034,-1.057
518.681,1.704,0.772,-0.015,0.250,-0.872,-0.834,-0.827,-1.017,-1.010,-1.048
518.691,2.015,1.191,0.136,0.206,-0.850,-0.810,-0.803,-0.994,-0.987,-1.036
518.702,2.113,1.477,-0.266,0.180,-0.834,-0.788,-0.780,-0.971,-0.963,-1.019
518.713,3.549,1.976,-0.133,0.137,-0.766,-0.719,-0.712,-0.939,-0.931,-0.999
518.723,3.123,2.258,-0.303,0.088,-0.773,-0.719,-0.711,-0.908,-0.900,-0.975
518.734,1.848,2.352,-0.183,0.066,-0.771,-0.713,-0.704,-0.877,-0.869,-0.948
518.745,0.972,1.867,-0.025,0.023,-0.792,-0.733,-0.724,-0.865,-0.857,-0.924
518.755,-1.336,1.177,-0.174,0.026,-0.847,-0.787,-0.778,-0.864,-0.855,-0.905
518.766,-1.803,0.193,-0.117,-0.011,-0.882,-0.821,-0.812,-0.882,-0.874,-0.897
518.777,-3.271,-0.586,-0.486,-0.049,-0.938,-0.875,-0.866,-0.903,-0.894,-0.897
518.787,-0.692,-1.028,-0.479,-0.081,-0.887,-0.822,-0.813,-0.924,-0.915,-0.905
518.798,-0.607,-0.688,-0.596,-0.157,-0.890,-0.824,-0.814,-0.925,-0.915,-0.912
518.809,0.592,-0.552,-0.566,-0.150,-0.846,-0.782,-0.772,-0.925,-0.915,-0.917
518.819,-0.972,-0.368,-0.043,-0.223,-0.895,-0.837,-0.826,-0.924,-0.914,-0.920
518.830,0.334,-0.298,-0.375,-0.188,-0.814,-0.755,-0.745,-0.921,-0.911,-0.922
518.840,-0.174,-0.185,-0.508,-0.279,-0.854,-0.794,-0.783,-0.922,-0.911,-0.923
518.851,0.053,-0.351,-0.948,-0.276,-0.850,-0.777,-0.766,-0.924,-0.914,-0.924
518.862,0.413,-0.045,-0.186,-0.369,-0.853,-0.783,-0.771,-0.920,-0.909,-0.925
518.872,1.274,0.190,-1.206,-0.346,-0.791,-0.716,-0.705,-0.908,-0.897,-0.922
518.883,0.517,0.662,-0.610,-0.504,-0.778,-0.711,-0.699,-0.890,-0.878,-0.915
518.894,1.188,0.570,-1.236,-0.449,-0.725,-0.661,-0.649,-0.881,-0.869,-0.907
518.904,0.617,0.995,0.185,-0.548,-0.698,-0.647,-0.635,-0.861,-0.849,-0.897
518.915,1.944,1.100,-0.288,-0.433,-0.619,-0.568,-0.557,-0.843,-0.831,-0.884
518.926,2.560,1.525,0.152,-0.506,-0.583,-0.547,-0.535,-0.819,-0.807,-0.869
518.936,3.186,1.749,-0.869,-0.403,-0.544,-0.504,-0.493,-0.792,-0.781,-0.850
518.947,1.694,1.984,-0.520,-0.487,-0.543,-0.513,-0.501,-0.764,-0.752,-0.828
518.958,1.746,1.770,-0.611,-0.419,-0.533,-0.503,-0.491,-0.748,-0.736,-0.807
518.968,1.349,1.614,-0.042,-0.454,-0.535,-0.510,-0.498,-0.734,-0.722,-0.788
518.979,1.476,1.625,-0.116,-0.384,-0.511,-0.484,-0.473,-0.714,-0.703,-0.769
518.990,1.186,1.594,-0.420,-0.421,-0.489,-0.462,-0.450,-0.696,-0.684,-0.750
519.000,1.440,1.530,-0.385,-0.373,-0.485,-0.455,-0.443,-0.682,-0.671,-0.733
519.011,1.474,1.324,-0.104,-0.385,-0.475,-0.446,-0.434,-0.670,-0.659,-0.717
519.022,0.104,1.190,-0.075,-0.324,-0.508,-0.479,-0.468,-0.659,-0.648,-0.702
519.032,0.441,0.713,0.245,-0.287,-0.492,-0.462,-0.451,-0.658,-0.648,-0.690
519.043,-1.346,0.347,0.123,-0.236,-0.554,-0.523,-0.513,-0.661,-0.651,-0.683
519.053,-0.098,-0.044,0.405,-0.162,-0.516,-0.483,-0.473,-0.668,-0.658,-0.681
519.064,-0.672,-0.004,-0.036,-0.161,-0.537,-0.502,-0.492,-0.667,-0.657,-0.680
519.074,0.282,-0.199,0.153,-0.078,-0.509,-0.477,-0.468,-0.670,-0.661,-0.679
