R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,300,100,0,0,0,0,7,75,10,10.0,32.0,0.000,0.000,75.00
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
210.825,0.196,0.232,-1.090,-1.032,-0.776,-0.634,-0.618,-0.515,-0.500,-0.164
210.836,0.199,0.330,-0.885,-1.034,-0.753,-0.612,-0.596,-0.508,-0.493,-0.161
210.847,-0.213,0.240,-0.960,-1.026,-0.762,-0.621,-0.606,-0.508,-0.492,-0.158
210.858,0.805,0.374,-0.900,-1.006,-0.716,-0.575,-0.560,-0.501,-0.486,-0.155
210.869,-0.631,0.264,-0.747,-0.995,-0.747,-0.607,-0.592,-0.499,-0.484,-0.151
210.880,-0.386,0.147,-1.007,-0.974,-0.715,-0.574,-0.559,-0.498,-0.483,-0.149
210.891,-0.133,0.116,-1.036,-0.981,-0.709,-0.568,-0.553,-0.499,-0.484,-0.148
210.902,-0.763,-0.150,-1.184,-1.000,-0.740,-0.599,-0.583,-0.507,-0.492,-0.149
210.913,-0.343,-0.325,-0.980,-1.002,-0.742,-0.601,-0.586,-0.515,-0.500,-0.152
210.924,0.066,-0.280,-1.005,-1.020,-0.741,-0.601,-0.585,-0.519,-0.504,-0.156
210.934,-0.027,-0.169,-1.013,-1.005,-0.735,-0.595,-0.580,-0.517,-0.502,-0.158
210.945,-0.536,-0.166,-0.753,-0.995,-0.744,-0.605,-0.590,-0.519,-0.504,-0.160
210.956,-0.832,-0.319,-0.923,-0.977,-0.756,-0.616,-0.601,-0.525,-0.510,-0.163
210.967,0.189,-0.310,-0.801,-0.968,-0.754,-0.615,-0.600,-0.532,-0.517,-0.168
210.978,0.382,-0.212,-0.971,-0.945,-0.763,-0.624,-0.609,-0.533,-0.518,-0.171
210.989,-2.200,-0.480,-0.750,-0.939,-0.828,-0.690,-0.675,-0.541,-0.526,-0.174
211.000,-1.409,-0.754,-0.762,-0.916,-0.805,-0.667,-0.652,-0.555,-0.541,-0.181
211.011,-0.916,-0.796,-1.052,-0.916,-0.798,-0.658,-0.644,-0.566,-0.551,-0.190
211.022,-0.562,-0.744,-0.949,-0.916,-0.793,-0.654,-0.640,-0.573,-0.558,-0.199
211.033,0.248,-0.462,-0.721,-0.900,-0.763,-0.625,-0.611,-0.572,-0.558,-0.206
211.043,-0.293,-0.421,-0.571,-0.885,-0.785,-0.648,-0.634,-0.575,-0.561,-0.210
211.054,0.292,-0.219,-0.376,-0.842,-0.757,-0.621,-0.607,-0.573,-0.559,-0.214
211.065,-0.374,-0.166,-0.143,-0.782,-0.766,-0.631,-0.616,-0.572,-0.558,-0.216
211.076,-0.801,-0.475,-0.130,-0.705,-0.807,-0.672,-0.659,-0.584,-0.571,-0.220
211.087,-0.847,-0.589,-0.216,-0.665,-0.816,-0.681,-0.668,-0.593,-0.580,-0.226
211.098,0.080,-0.453,0.000,-0.612,-0.788,-0.654,-0.640,-0.596,-0.582,-0.232
211.109,-1.208,-0.476,0.230,-0.538,-0.819,-0.686,-0.673,-0.599,-0.586,-0.236
211.120,-0.796,-0.645,0.476,-0.444,-0.821,-0.689,-0.676,-0.610,-0.598,-0.243
211.131,-0.463,-0.659,0.696,-0.312,-0.810,-0.679,-0.667,-0.616,-0.604,-0.250
211.142,-0.165,-0.486,0.663,-0.128,-0.797,-0.665,-0.654,-0.617,-0.605,-0.256
211.153,-1.014,-0.543,0.279,0.032,-0.817,-0.684,-0.674,-0.621,-0.611,-0.261
211.164,-1.419,-0.928,-0.321,0.105,-0.873,-0.738,-0.728,-0.641,-0.631,-0.269
211.175,-0.836,-0.949,-0.581,0.031,-0.878,-0.743,-0.732,-0.653,-0.643,-0.280
211.186,-0.287,-0.653,-0.894,-0.182,-0.870,-0.734,-0.722,-0.656,-0.645,-0.288
211.196,-0.888,-0.618,-0.489,-0.357,-0.885,-0.751,-0.739,-0.662,-0.649,-0.295
211.208,0.683,-0.408,-0.343,-0.290,-0.834,-0.703,-0.691,-0.662,-0.650,-0.300
211.218,1.042,-0.044,-0.342,-0.227,-0.837,-0.708,-0.696,-0.656,-0.644,-0.303
211.229,1.200,0.610,-0.317,-0.283,-0.798,-0.669,-0.657,-0.634,-0.622,-0.299
211.240,2.359,1.148,-0.977,-0.350,-0.718,-0.590,-0.578,-0.609,-0.597,-0.289
211.251,1.677,1.332,-0.928,-0.343,-0.732,-0.608,-0.596,-0.591,-0.578,-0.275
211.262,1.717,1.622,-0.776,-0.455,-0.704,-0.583,-0.570,-0.568,-0.555,-0.259
211.273,-0.331,0.768,-1.320,-0.508,-0.773,-0.650,-0.637,-0.574,-0.561,-0.246
211.284,-0.587,0.583,-0.985,-0.596,-0.785,-0.665,-0.652,-0.575,-0.562,-0.239
211.295,1.069,0.761,-1.247,-0.663,-0.695,-0.574,-0.561,-0.562,-0.549,-0.231
211.306,1.017,0.586,-0.719,-0.675,-0.714,-0.593,-0.580,-0.560,-0.547,-0.224
211.317,3.610,1.605,-1.431,-0.742,-0.543,-0.422,-0.408,-0.518,-0.504,-0.211
211.328,6.710,2.892,-0.573,-0.707,-0.405,-0.281,-0.268,-0.460,-0.446,-0.187
211.339,10.523,5.037,-1.956,-0.842,-0.167,-0.042,-0.027,-0.356,-0.342,-0.142
211.350,10.252,6.584,-0.353,-0.836,-0.103,0.021,0.036,-0.250,-0.236,-0.078
211.361,16.586,8.930,-2.133,-0.899,0.227,0.359,0.374,-0.100,-0.085,0.008
211.372,19.387,12.143,-0.569,-0.983,0.540,0.668,0.682,0.107,0.122,0.126
211.383,20.720,14.613,-1.674,-0.915,0.789,0.924,0.938,0.326,0.341,0.275
211.395,30.018,18.378,-2.034,-1.117,1.313,1.452,1.468,0.606,0.622,0.457
211.406,34.093,23.008,-0.263,-1.060,1.759,1.899,1.914,0.962,0.977,0.687
211.417,37.333,27.012,-2.945,-1.116,2.245,2.401,2.416,1.355,1.371,0.966
211.428,34.552,29.716,-2.001,-1.400,2.551,2.711,2.727,1.748,1.765,1.282
211.439,29.212,30.043,-0.327,-1.327,2.691,2.854,2.870,2.093,2.109,1.616
211.450,31.606,30.238,-2.687,-1.380,3.113,3.291,3.307,2.431,2.447,1.948
211.461,28.172,30.208,-3.484,-1.637,3.386,3.569,3.586,2.768,2.785,2.283
211.472,18.328,27.760,-2.237,-1.748,3.332,3.517,3.535,3.020,3.038,2.602
211.483,13.673,23.654,-2.044,-1.779,3.316,3.502,3.520,3.182,3.200,2.880
211.494,8.576,19.297,-1.835,-1.804,3.321,3.505,3.523,3.298,3.317,3.113
211.505,1.513,14.637,-2.606,-1.820,3.219,3.405,3.424,3.357,3.376,3.297
211.516,-4.743,9.177,-3.472,-1.977,3.022,3.210,3.229,3.333,3.352,3.425
211.527,-7.092,4.244,-4.311,-2.235,2.861,3.059,3.079,3.260,3.280,3.492
211.539,-10.207,0.077,-2.767,-2.372,2.664,2.864,2.885,3.160,3.181,3.510
211.549,-12.673,-3.793,-1.872,-2.295,2.416,2.620,2.640,3.023,3.044,3.483
211.561,-14.327,-7.022,-3.982,-2.374,2.235,2.455,2.476,2.872,2.893,3.419
211.572,-8.125,-8.266,-5.263,-2.689,2.324,2.549,2.571,2.746,2.768,3.329
211.583,-9.127,-8.506,-4.523,-2.958,2.178,2.399,2.423,2.642,2.666,3.234
211.594,-9.992,-8.932,-4.358,-3.103,2.017,2.240,2.264,2.528,2.551,3.133
211.605,-9.804,-9.116,-5.841,-3.347,1.945,2.170,2.195,2.421,2.446,3.030
211.616,-6.752,-8.797,-6.427,-3.722,1.945,2.169,2.195,2.325,2.351,2.927
211.627,-8.479,-8.548,-6.047,-4.035,1.795,2.014,2.042,2.233,2.261,2.829
211.638,-11.347,-9.152,-5.667,-4.233,1.575,1.786,1.815,2.114,2.142,2.728
211.649,-14.474,-10.337,-3.619,-4.256,1.323,1.522,1.551,1.967,1.996,2.616
211.660,-16.652,-11.986,-0.307,-3.971,1.070,1.264,1.291,1.792,1.819,2.487
211.671,-18.544,-13.657,2.476,-3.310,0.830,1.021,1.046,1.600,1.624,2.340
211.682,-20.668,-15.492,2.876,-2.568,0.530,0.721,0.742,1.384,1.405,2.174
211.693,-22.618,-17.598,1.848,-2.013,0.251,0.449,0.468,1.145,1.163,1.988
211.704,-21.784,-18.994,0.804,-1.653,0.077,0.276,0.294,0.906,0.923,1.784
211.715,-23.961,-20.159,0.507,-1.399,-0.229,-0.029,-0.013,0.658,0.674,1.567
211.726,-28.616,-22.311,0.233,-1.211,-0.680,-0.481,-0.466,0.363,0.378,1.331
211.737,-31.780,-24.970,-0.042,-1.077,-1.095,-0.897,-0.882,0.030,0.044,1.068
211.748,-31.217,-27.395,-0.077,-0.981,-1.452,-1.259,-1.245,-0.333,-0.318,0.773
211.759,-32.537,-28.989,-0.756,-0.939,-1.815,-1.625,-1.611,-0.685,-0.671,0.462
211.770,-32.429,-30.118,-2.347,-1.016,-2.130,-1.942,-1.928,-1.031,-1.017,0.144
211.781,-34.741,-31.395,-3.574,-1.280,-2.586,-2.393,-2.377,-1.397,-1.381,-0.185
211.792,-34.184,-32.306,-1.749,-1.424,-2.938,-2.750,-2.734,-1.765,-1.749,-0.527
211.802,-32.201,-32.421,-1.187,-1.419,-3.212,-3.026,-3.010,-2.112,-2.096,-0.871
211.813,-30.760,-31.902,-1.249,-1.382,-3.503,-3.314,-3.298,-2.447,-2.431,-1.219
211.824,-28.164,-31.011,-2.737,-1.456,-3.699,-3.507,-3.491,-2.755,-2.739,-1.554
211.834,-27.243,-29.877,-3.731,-1.698,-3.938,-3.752,-3.735,-3.047,-3.030,-1.878
211.845,-26.863,-28.819,-3.552,-1.900,-4.259,-4.078,-4.059,-3.345,-3.327,-2.201
211.856,-24.631,-27.847,-2.707,-2.019,-4.564,-4.390,-4.371,-3.642,-3.623,-2.518
211.868,-22.495,-26.422,-2.041,-2.054,-4.762,-4.592,-4.573,-3.903,-3.884,-2.818
211.879,-17.099,-24.294,-2.101,-2.065,-4.826,-4.658,-4.639,-4.127,-4.108,-3.101
211.890,-8.264,-20.088,-2.952,-2.133,-4.694,-4.525,-4.506,-4.260,-4.241,-3.350
211.901,-6.031,-15.854,-3.328,-2.264,-4.749,-4.579,-4.560,-4.342,-4.322,-3.549
211.913,-3.459,-12.321,-2.834,-2.348,-4.788,-4.623,-4.603,-4.404,-4.384,-3.709
211.925,2.320,-8.081,-2.504,-2.376,-4.560,-4.397,-4.377,-4.394,-4.374,-3.828
211.937,8.895,-3.607,-2.970,-2.403,-4.293,-4.131,-4.111,-4.328,-4.307,-3.895
211.949,16.128,1.655,-3.903,-2.528,-3.894,-3.731,-3.710,-4.175,-4.154,-3.902
211.959,16.669,5.588,-4.536,-2.707,-3.633,-3.471,-3.449,-3.993,-3.971,-3.859
211.969,16.456,8.223,-3.908,-2.798,-3.515,-3.356,-3.334,-3.833,-3.810,-3.786
211.979,20.671,11.139,-4.810,-2.952,-3.110,-2.955,-2.931,-3.631,-3.608,-3.685
211.989,20.322,13.489,-2.789,-3.013,-2.953,-2.807,-2.784,-3.427,-3.403,-3.558
211.999,24.191,15.719,-3.658,-2.967,-2.583,-2.435,-2.412,-3.201,-3.177,-3.408
212.009,24.522,18.233,-2.824,-3.036,-2.265,-2.120,-2.097,-2.939,-2.916,-3.233
212.020,26.598,19.826,-2.230,-2.899,-2.021,-1.877,-1.854,-2.697,-2.674,-3.041
212.030,29.709,22.215,-4.197,-2.977,-1.567,-1.417,-1.393,-2.396,-2.372,-2.823
212.040,28.229,23.766,-2.802,-3.012,-1.380,-1.231,-1.208,-2.112,-2.089,-2.590
212.050,29.108,24.969,-5.261,-3.093,-1.048,-0.892,-0.868,-1.822,-1.798,-2.342
212.060,29.515,26.068,-4.567,-3.326,-0.746,-0.590,-0.565,-1.528,-1.503,-2.084
212.070,28.479,26.735,-3.381,-3.306,-0.488,-0.334,-0.310,-1.238,-1.214,-1.817
212.080,28.503,27.198,-3.530,-3.372,-0.185,-0.031,-0.006,-0.950,-0.925,-1.546
212.090,26.833,27.247,-1.738,-3.257,0.031,0.183,0.208,-0.670,-0.646,-1.268
212.101,24.859,26.752,-3.370,-3.227,0.218,0.380,0.404,-0.415,-0.390,-0.998
212.111,21.322,25.755,-2.441,-3.211,0.329,0.496,0.520,-0.184,-0.159,-0.735
212.123,17.884,23.654,-2.164,-3.125,0.455,0.626,0.650,0.055,0.079,-0.431
212.135,14.275,20.906,-2.745,-3.074,0.484,0.666,0.690,0.239,0.263,-0.160
212.147,12.218,18.345,-3.467,-3.091,0.557,0.750,0.774,0.386,0.410,0.060
212.158,10.747,16.235,-3.978,-3.179,0.687,0.881,0.905,0.520,0.544,0.251
212.169,9.432,14.176,-4.006,-3.265,0.776,0.968,0.993,0.632,0.657,0.422
212.181,5.629,11.884,-4.541,-3.367,0.743,0.935,0.960,0.712,0.737,0.566
212.192,4.351,9.697,-4.261,-3.478,0.756,0.952,0.978,0.766,0.792,0.683
212.203,4.046,7.951,-3.056,-3.467,0.805,1.000,1.025,0.812,0.838,0.779
212.214,2.503,6.650,-1.989,-3.335,0.775,0.974,0.999,0.851,0.876,0.858
212.225,-0.941,4.982,-1.664,-3.168,0.687,0.885,0.909,0.866,0.890,0.920
212.237,-2.091,2.822,-1.088,-2.987,0.619,0.811,0.834,0.843,0.866,0.959
212.248,-0.395,1.544,-0.485,-2.717,0.680,0.874,0.896,0.830,0.852,0.980
212.259,-1.501,0.709,-1.758,-2.542,0.647,0.845,0.867,0.820,0.841,0.991
212.270,0.711,0.515,-2.632,-2.528,0.697,0.900,0.921,0.815,0.837,0.995
212.282,-0.447,0.512,-1.883,-2.498,0.688,0.891,0.912,0.822,0.843,1.000
212.293,-1.483,0.006,-1.741,-2.409,0.640,0.842,0.863,0.808,0.829,1.001
212.304,-1.932,-0.467,-3.103,-2.428,0.594,0.809,0.829,0.789,0.810,0.996
212.315,-5.927,-1.817,-4.096,-2.569,0.405,0.625,0.647,0.737,0.758,0.981
212.327,-8.710,-3.776,-2.780,-2.622,0.193,0.412,0.434,0.643,0.665,0.946
212.338,-10.047,-5.610,-1.321,-2.468,0.002,0.218,0.239,0.530,0.551,0.889
212.349,-14.309,-7.764,-1.278,-2.279,-0.293,-0.083,-0.063,0.390,0.410,0.810
212.361,-17.446,-10.704,-1.191,-2.107,-0.628,-0.423,-0.404,0.196,0.215,0.702
212.372,-18.587,-13.195,0.357,-1.901,-0.893,-0.693,-0.675,-0.013,0.004,0.564
212.383,-20.663,-15.536,0.335,-1.567,-1.219,-1.015,-0.998,-0.244,-0.227,0.399
212.395,-22.225,-17.669,0.931,-1.241,-1.600,-1.398,-1.382,-0.502,-0.486,0.207
212.406,-24.839,-19.692,-0.411,-1.062,-1.990,-1.784,-1.770,-0.774,-0.759,-0.005
212.417,-27.153,-21.870,-1.178,-1.018,-2.384,-2.176,-2.162,-1.076,-1.061,-0.244
212.428,-29.376,-24.084,-1.968,-1.112,-2.777,-2.564,-2.549,-1.399,-1.384,-0.505
212.440,-28.961,-25.635,-1.868,-1.209,-3.080,-2.870,-2.854,-1.725,-1.710,-0.786
212.451,-25.858,-26.075,-0.251,-1.189,-3.285,-3.076,-3.060,-2.028,-2.013,-1.075
212.461,-25.912,-25.776,2.448,-0.896,-3.529,-3.325,-3.311,-2.293,-2.279,-1.349
212.472,-25.732,-25.628,2.872,-0.521,-3.804,-3.601,-3.589,-2.564,-2.551,-1.624
212.484,-24.472,-25.183,3.926,-0.112,-4.037,-3.838,-3.828,-2.840,-2.830,-1.914
212.495,-24.056,-24.719,5.546,0.509,-4.302,-4.109,-4.101,-3.108,-3.100,-2.195
212.506,-22.174,-24.082,4.958,1.078,-4.532,-4.338,-4.333,-3.364,-3.359,-2.468
212.517,-16.213,-22.373,5.728,1.606,-4.638,-4.446,-4.443,-3.583,-3.580,-2.730
212.529,-14.748,-20.159,4.587,2.089,-4.818,-4.622,-4.621,-3.757,-3.757,-2.967
212.540,-10.784,-17.651,4.394,2.445,-4.908,-4.709,-4.710,-3.902,-3.902,-3.178
212.552,-4.474,-14.497,3.067,2.660,-4.887,-4.683,-4.685,-3.997,-3.999,-3.359
212.563,1.291,-10.418,3.141,2.790,-4.808,-4.601,-4.604,-4.022,-4.024,-3.495
212.574,8.727,-5.531,4.328,2.965,-4.608,-4.402,-4.405,-3.974,-3.977,-3.580
212.585,15.594,0.395,3.023,3.072,-4.265,-4.053,-4.056,-3.828,-3.832,-3.602
212.597,23.876,7.028,1.632,3.006,-3.790,-3.574,-3.578,-3.593,-3.596,-3.553
212.608,25.763,12.677,0.083,2.775,-3.470,-3.250,-3.252,-3.312,-3.315,-3.433
212.619,27.588,17.224,-1.923,2.335,-3.142,-2.916,-2.916,-3.011,-3.011,-3.258
212.631,28.266,20.667,-1.117,1.913,-2.831,-2.605,-2.604,-2.693,-2.691,-3.036
212.642,30.715,23.861,-0.374,1.641,-2.389,-2.164,-2.161,-2.346,-2.343,-2.779
212.653,31.110,26.163,-0.120,1.431,-1.998,-1.775,-1.771,-1.993,-1.989,-2.493
212.664,32.436,28.060,-1.504,1.157,-1.557,-1.331,-1.326,-1.627,-1.622,-2.183
