R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,50,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
219.223,-0.654,-0.399,-0.375,-0.209,-0.157,0.224,0.167,0.183,-0.068,-0.066,-0.064
219.234,0.322,0.877,0.008,0.665,-0.198,0.260,0.206,0.187,-0.046,-0.030,-0.062
219.245,1.176,0.484,0.292,1.282,-0.138,0.267,0.210,0.195,-0.025,-0.029,-0.056
219.256,0.077,-0.371,0.224,5.236,-0.195,0.263,0.210,0.197,-0.048,-0.032,-0.056
219.267,-4.560,-0.956,-0.055,0.448,-0.233,0.245,0.194,0.191,-0.078,-0.050,-0.064
219.277,-0.044,0.087,-0.106,-2.122,-0.317,0.260,0.215,0.186,-0.088,-0.034,-0.073
219.288,0.322,-0.484,-0.202,3.295,-0.296,0.242,0.195,0.181,-0.105,-0.058,-0.083
219.298,-2.851,-2.002,-0.720,-0.420,-0.309,0.201,0.155,0.167,-0.152,-0.102,-0.101
219.310,0.810,-0.353,-0.647,-2.874,-0.403,0.227,0.187,0.156,-0.155,-0.077,-0.117
219.321,0.688,-0.078,-0.471,-2.148,-0.402,0.229,0.190,0.150,-0.156,-0.080,-0.128
219.333,4.594,0.890,0.041,0.306,-0.465,0.255,0.220,0.155,-0.153,-0.059,-0.131
219.343,-1.997,0.199,0.246,-7.736,-0.533,0.234,0.203,0.158,-0.196,-0.084,-0.133
219.354,3.862,1.281,0.473,-4.366,-0.667,0.248,0.226,0.162,-0.223,-0.072,-0.139
219.365,-5.293,-0.242,0.494,-3.198,-0.705,0.228,0.208,0.167,-0.261,-0.100,-0.143
219.376,3.984,0.068,0.217,-5.565,-0.787,0.222,0.208,0.161,-0.295,-0.113,-0.161
219.386,-7.734,-0.489,0.148,5.470,-0.785,0.221,0.207,0.158,-0.305,-0.127,-0.176
219.397,-6.880,-0.706,0.017,0.831,-0.643,0.227,0.204,0.153,-0.269,-0.139,-0.190
219.408,9.599,0.816,0.069,-11.363,-0.635,0.251,0.229,0.149,-0.251,-0.122,-0.201
219.419,2.519,0.910,0.282,-1.125,-0.660,0.247,0.226,0.152,-0.267,-0.135,-0.206
219.429,-8.589,0.228,0.469,3.352,-0.499,0.262,0.232,0.159,-0.214,-0.138,-0.206
219.440,-1.020,-1.521,-0.147,-9.072,-0.465,0.199,0.167,0.145,-0.273,-0.206,-0.222
219.451,4.594,-0.303,-0.309,-8.400,-0.579,0.211,0.187,0.135,-0.294,-0.192,-0.237
219.462,3.984,0.945,-0.063,3.150,-0.464,0.248,0.217,0.135,-0.232,-0.167,-0.242
219.473,3.618,0.506,0.104,0.992,-0.412,0.242,0.208,0.138,-0.226,-0.179,-0.241
219.483,-0.898,0.239,0.179,-6.899,-0.409,0.238,0.205,0.139,-0.232,-0.185,-0.240
219.494,0.688,0.196,0.088,0.838,-0.374,0.223,0.188,0.136,-0.239,-0.204,-0.246
219.505,1.420,0.348,0.232,8.234,-0.329,0.241,0.204,0.139,-0.210,-0.190,-0.244
219.516,4.228,0.860,0.331,-1.892,-0.318,0.258,0.220,0.142,-0.190,-0.174,-0.239
219.527,6.303,0.441,0.270,3.708,-0.288,0.246,0.206,0.143,-0.195,-0.189,-0.239
219.538,-5.781,-0.770,0.010,3.171,-0.213,0.222,0.178,0.139,-0.198,-0.216,-0.241
219.548,0.566,-0.622,-0.283,-1.108,-0.256,0.211,0.169,0.129,-0.220,-0.224,-0.250
219.559,0.566,-0.020,-0.170,5.711,-0.303,0.235,0.198,0.128,-0.210,-0.195,-0.250
219.570,1.420,0.704,0.135,0.699,-0.415,0.253,0.224,0.132,-0.223,-0.171,-0.246
219.581,-2.119,-0.578,0.005,4.543,-0.513,0.213,0.191,0.129,-0.292,-0.208,-0.252
219.592,1.909,-0.708,-0.135,-10.014,-0.580,0.215,0.197,0.124,-0.310,-0.205,-0.259
219.602,-3.828,-0.237,-0.049,-9.123,-0.819,0.225,0.224,0.122,-0.370,-0.186,-0.267
219.613,-1.631,-0.214,0.029,-1.774,-1.001,0.223,0.234,0.119,-0.426,-0.188,-0.281
219.624,-3.096,-0.805,-0.232,10.974,-1.105,0.189,0.207,0.107,-0.500,-0.230,-0.308
219.635,5.815,-0.113,-0.266,8.809,-1.218,0.186,0.212,0.096,-0.543,-0.244,-0.334
219.646,-2.973,0.015,-0.113,0.381,-1.145,0.189,0.211,0.091,-0.532,-0.262,-0.355
219.656,1.664,0.271,0.023,-1.175,-1.031,0.199,0.214,0.087,-0.501,-0.273,-0.372
219.667,4.228,0.430,0.091,-18.708,-0.828,0.214,0.217,0.086,-0.442,-0.278,-0.379
219.678,-2.485,0.203,0.216,-9.791,-0.736,0.215,0.212,0.087,-0.421,-0.286,-0.380
219.689,-4.194,-1.121,-0.001,5.358,-0.683,0.205,0.199,0.083,-0.419,-0.304,-0.387
219.700,-2.607,-0.548,-0.173,2.762,-0.598,0.227,0.216,0.074,-0.379,-0.293,-0.399
219.710,8.134,0.479,-0.236,-11.051,-0.506,0.223,0.207,0.065,-0.361,-0.304,-0.409
219.721,1.420,-0.208,-0.159,-11.364,-0.560,0.195,0.183,0.063,-0.401,-0.325,-0.406
219.732,3.495,-0.257,-0.280,6.737,-0.540,0.180,0.168,0.055,-0.411,-0.342,-0.415
219.743,-6.758,-0.863,-0.375,-2.370,-0.607,0.134,0.126,0.044,-0.473,-0.385,-0.427
219.754,-2.729,-0.553,-0.476,-6.299,-0.696,0.116,0.114,0.033,-0.512,-0.397,-0.436
219.764,1.909,-0.607,-0.631,15.957,-0.609,0.081,0.074,0.018,-0.527,-0.441,-0.457
219.775,-1.875,-0.633,-0.555,-6.794,-0.565,0.091,0.082,0.011,-0.507,-0.436,-0.466
219.786,-4.194,-1.798,-0.870,-0.525,-0.417,0.064,0.045,-0.003,-0.492,-0.469,-0.477
219.797,5.815,-1.561,-1.345,-11.939,-0.304,0.038,0.014,-0.028,-0.486,-0.493,-0.495
219.808,-1.753,-0.790,-1.146,-7.876,-0.444,0.031,0.016,-0.039,-0.522,-0.482,-0.497
219.818,-1.631,-0.191,-0.784,13.152,-0.540,0.048,0.037,-0.044,-0.519,-0.460,-0.501
219.829,9.233,0.800,-0.268,5.516,-0.578,0.066,0.057,-0.043,-0.505,-0.444,-0.503
219.840,-1.509,-0.488,-0.170,-0.560,-0.398,0.065,0.047,-0.042,-0.467,-0.454,-0.501
219.851,4.228,-0.133,-0.362,-12.410,-0.405,0.035,0.016,-0.053,-0.488,-0.475,-0.502
219.862,-8.955,-1.224,-0.524,8.498,-0.447,0.006,-0.013,-0.062,-0.506,-0.501,-0.507
219.872,0.932,0.043,-0.271,11.029,-0.430,0.046,0.023,-0.065,-0.454,-0.466,-0.511
219.883,-1.509,0.707,0.062,-9.296,-0.397,0.082,0.064,-0.060,-0.433,-0.423,-0.502
219.894,-1.142,0.260,0.038,-9.234,-0.404,0.050,0.033,-0.061,-0.463,-0.445,-0.495
219.905,9.843,1.469,0.366,17.343,-0.431,0.112,0.079,-0.053,-0.339,-0.397,-0.483
219.916,-2.851,1.041,0.682,8.597,-0.248,0.121,0.071,-0.043,-0.263,-0.405,-0.473
219.927,0.932,1.041,0.761,-24.488,-0.422,0.103,0.080,-0.034,-0.378,-0.389,-0.456
219.937,-1.997,1.302,0.993,7.692,-0.320,0.116,0.100,-0.022,-0.387,-0.367,-0.441
219.948,10.210,1.512,1.139,1.173,-0.323,0.137,0.118,-0.009,-0.355,-0.347,-0.424
219.959,1.298,0.445,0.920,-2.790,-0.347,0.098,0.077,-0.004,-0.378,-0.384,-0.416
219.970,-4.194,-0.161,0.817,2.416,-0.312,0.116,0.093,0.002,-0.351,-0.366,-0.405
219.981,2.641,0.478,0.603,-8.894,-0.207,0.126,0.099,0.001,-0.323,-0.354,-0.400
219.991,-6.269,-0.452,0.343,13.658,0.003,0.093,0.054,-0.000,-0.295,-0.391,-0.394
220.002,10.942,0.869,0.352,-15.076,-0.082,0.136,0.096,0.002,-0.243,-0.341,-0.383
220.013,3.373,1.894,0.911,5.651,-0.007,0.196,0.153,0.020,-0.170,-0.277,-0.356
220.024,-2.119,1.972,1.397,6.691,0.076,0.228,0.176,0.043,-0.099,-0.244,-0.323
220.035,13.261,4.068,1.932,-5.635,-0.112,0.295,0.250,0.072,-0.052,-0.164,-0.286
220.045,8.867,5.210,3.101,-7.173,-0.363,0.350,0.332,0.122,-0.095,-0.087,-0.238
220.056,10.698,6.630,4.242,12.329,0.066,0.461,0.424,0.185,0.087,0.008,-0.168
220.067,7.036,8.187,5.566,-0.964,-0.041,0.559,0.528,0.265,0.161,0.112,-0.085
220.078,12.163,6.982,6.212,-19.193,-0.227,0.610,0.586,0.344,0.185,0.169,-0.004
220.089,-0.044,6.521,6.543,23.816,0.408,0.699,0.643,0.418,0.389,0.225,0.071
220.100,6.059,7.094,6.793,-25.044,0.357,0.789,0.757,0.497,0.394,0.347,0.161
220.111,7.036,6.641,6.804,-1.152,0.203,0.833,0.820,0.570,0.370,0.407,0.234
220.121,5.937,4.601,6.023,3.124,0.229,0.829,0.814,0.622,0.375,0.402,0.288
220.132,1.054,3.656,5.203,12.796,0.239,0.835,0.825,0.663,0.367,0.411,0.329
220.143,21.684,5.067,4.879,-29.872,-0.108,0.903,0.919,0.707,0.335,0.500,0.369
220.154,-1.753,3.476,4.709,26.779,0.519,0.920,0.929,0.753,0.378,0.503,0.410
220.165,9.111,3.043,4.150,-23.419,0.089,0.921,0.984,0.790,0.190,0.558,0.449
220.176,11.552,3.845,3.871,-13.451,-0.168,0.934,1.037,0.821,0.055,0.598,0.468
220.187,3.740,3.892,3.908,14.147,0.313,0.965,1.070,0.860,0.089,0.627,0.505
220.198,11.430,5.068,4.332,-34.112,-0.015,1.011,1.163,0.910,-0.025,0.712,0.549
220.209,0.322,3.906,4.489,10.310,0.308,1.046,1.191,0.958,0.043,0.729,0.589
220.219,-7.002,4.045,4.482,2.388,0.468,1.080,1.228,1.002,0.084,0.766,0.635
220.231,10.332,3.797,4.041,-18.096,0.056,1.062,1.241,1.034,-0.034,0.771,0.661
220.242,3.251,0.262,2.836,-1.698,0.143,0.984,1.147,1.043,-0.048,0.667,0.659
220.253,-9.077,-1.665,1.408,20.244,0.383,0.947,1.071,1.029,0.063,0.587,0.640
220.264,-3.584,-4.427,-0.660,5.549,0.229,0.815,0.953,0.984,-0.107,0.471,0.594
220.275,-14.204,-5.588,-2.173,-26.527,-0.452,0.699,0.900,0.930,-0.437,0.409,0.527
220.286,1.054,-6.574,-3.812,-27.797,-0.962,0.544,0.812,0.851,-0.824,0.299,0.423
220.297,-9.443,-8.912,-5.418,24.551,-0.105,0.442,0.671,0.760,-0.772,0.150,0.320
220.308,-13.472,-9.941,-7.026,14.418,-0.055,0.313,0.529,0.650,-0.833,0.010,0.209
220.318,-10.786,-10.005,-8.307,-5.360,-0.180,0.182,0.400,0.533,-0.948,-0.114,0.090
220.329,-11.275,-8.983,-8.546,-30.022,-0.746,0.063,0.333,0.428,-1.235,-0.189,-0.025
220.340,-1.509,-8.941,-8.901,16.977,0.054,-0.072,0.195,0.319,-1.336,-0.324,-0.136
220.351,-14.204,-10.256,-9.168,16.304,0.176,-0.214,0.069,0.214,-1.492,-0.435,-0.229
220.362,-15.303,-10.387,-9.727,-0.465,0.097,-0.353,-0.066,0.098,-1.603,-0.554,-0.334
220.373,6.181,-8.035,-9.521,-19.567,-0.377,-0.417,-0.104,-0.004,-1.723,-0.582,-0.431
220.384,-12.739,-8.668,-8.969,10.074,-0.081,-0.497,-0.207,-0.093,-1.688,-0.673,-0.512
220.395,-16.524,-9.960,-9.168,13.571,0.234,-0.635,-0.351,-0.195,-1.760,-0.797,-0.597
220.405,1.786,-8.232,-9.236,-25.525,-0.120,-0.769,-0.426,-0.297,-2.054,-0.849,-0.681
220.416,-1.020,-6.508,-8.446,-17.117,-0.386,-0.860,-0.460,-0.378,-2.300,-0.870,-0.753
220.427,-9.443,-6.602,-7.689,13.460,-0.134,-0.944,-0.535,-0.448,-2.363,-0.930,-0.809
220.438,-4.805,-4.650,-6.568,1.372,-0.126,-0.969,-0.539,-0.501,-2.414,-0.914,-0.844
220.449,-6.269,-3.894,-5.580,-30.903,-0.576,-1.049,-0.555,-0.545,-2.665,-0.919,-0.879
220.460,-1.387,-3.080,-4.654,21.767,-0.099,-1.036,-0.557,-0.578,-2.548,-0.908,-0.900
220.471,-8.589,-2.539,-3.985,22.547,0.280,-1.048,-0.583,-0.607,-2.454,-0.911,-0.905
220.482,4.228,-0.575,-2.932,-27.430,-0.449,-1.057,-0.528,-0.619,-2.625,-0.839,-0.900
220.493,17.900,0.655,-1.878,-11.203,-0.737,-1.059,-0.505,-0.623,-2.672,-0.815,-0.902
220.504,-0.288,-0.426,-1.202,18.781,0.019,-1.065,-0.553,-0.623,-2.481,-0.850,-0.888
220.515,-7.979,0.697,-0.519,32.655,0.614,-0.993,-0.517,-0.613,-2.228,-0.788,-0.851
220.526,2.397,-0.524,-0.527,-11.554,0.474,-1.036,-0.546,-0.610,-2.256,-0.787,-0.818
220.537,1.054,-0.350,-0.410,-16.095,0.047,-1.059,-0.536,-0.609,-2.342,-0.759,-0.799
220.548,0.688,0.131,-0.215,16.488,0.537,-1.019,-0.524,-0.605,-2.151,-0.727,-0.773
220.559,-1.753,-1.437,-0.530,3.722,0.475,-1.053,-0.553,-0.606,-2.147,-0.727,-0.747
220.570,2.275,-1.783,-0.937,-16.514,0.194,-1.067,-0.556,-0.617,-2.145,-0.710,-0.736
220.581,-7.002,-2.793,-1.387,-2.094,0.256,-1.096,-0.595,-0.635,-2.089,-0.730,-0.735
220.591,-10.054,-1.958,-1.701,23.225,0.447,-1.085,-0.612,-0.656,-1.934,-0.723,-0.733
220.602,-0.898,-1.612,-1.803,-7.389,0.339,-1.067,-0.602,-0.669,-1.841,-0.689,-0.722
220.613,0.810,-0.729,-1.361,-24.505,-0.098,-1.044,-0.561,-0.672,-1.839,-0.633,-0.708
220.624,3.495,1.019,-0.735,-9.742,-0.162,-1.016,-0.537,-0.670,-1.759,-0.599,-0.695
220.635,-1.875,0.834,-0.022,25.059,0.408,-0.961,-0.524,-0.653,-1.528,-0.572,-0.662
220.646,4.106,2.334,0.587,12.561,0.388,-0.904,-0.464,-0.631,-1.440,-0.493,-0.620
220.657,0.199,3.413,1.672,2.851,0.338,-0.844,-0.397,-0.590,-1.373,-0.410,-0.561
220.668,19.853,5.739,2.656,-20.789,-0.277,-0.801,-0.305,-0.543,-1.464,-0.311,-0.505
220.679,10.698,8.266,4.583,-22.389,-0.793,-0.692,-0.151,-0.461,-1.486,-0.166,-0.427
220.690,14.238,8.476,5.867,-2.494,-0.518,-0.594,-0.066,-0.376,-1.331,-0.091,-0.347
220.701,21.196,8.470,6.411,11.708,-0.213,-0.540,-0.022,-0.298,-1.224,-0.052,-0.270
220.711,-11.030,7.140,7.279,16.744,0.434,-0.444,0.042,-0.202,-0.999,0.017,-0.166
220.722,-2.607,5.226,6.751,4.044,0.253,-0.446,0.063,-0.133,-1.046,0.044,-0.089
220.733,-5.293,3.607,5.906,-13.960,0.054,-0.430,0.099,-0.080,-1.076,0.083,-0.031
220.744,-9.932,3.997,5.426,-15.120,-0.209,-0.396,0.157,-0.032,-1.100,0.136,0.012
220.755,1.542,2.704,4.728,1.518,0.057,-0.343,0.194,0.009,-0.971,0.169,0.053
220.766,-3.096,1.790,3.728,18.722,0.376,-0.330,0.185,0.033,-0.864,0.162,0.080
220.777,12.773,4.541,3.286,22.374,0.778,-0.250,0.237,0.059,-0.662,0.224,0.117
220.787,0.688,6.696,4.323,2.789,0.385,-0.166,0.339,0.122,-0.619,0.332,0.187
220.798,12.773,7.161,5.114,-20.047,-0.036,-0.108,0.419,0.192,-0.618,0.408,0.255
220.809,11.064,8.334,6.251,-29.104,-0.892,-0.029,0.545,0.275,-0.690,0.513,0.320
220.820,11.186,8.656,7.378,-19.989,-0.905,0.111,0.677,0.372,-0.525,0.617,0.393
220.831,26.567,10.005,7.979,-3.526,-0.488,0.260,0.796,0.463,-0.280,0.712,0.464
220.842,-6.392,6.991,8.288,9.955,-0.013,0.325,0.829,0.558,-0.110,0.728,0.545
220.853,17.900,5.601,6.766,15.415,0.315,0.309,0.800,0.604,-0.076,0.691,0.584
220.864,-5.293,5.657,6.523,9.102,0.646,0.374,0.849,0.666,0.050,0.738,0.646
220.875,15.337,3.262,5.357,3.453,0.594,0.351,0.832,0.707,0.020,0.720,0.685
220.885,-5.659,3.022,4.867,-2.126,0.594,0.415,0.893,0.751,0.101,0.778,0.727
220.896,-1.509,0.880,3.895,-1.723,0.643,0.434,0.904,0.780,0.152,0.787,0.754
220.907,-3.584,-2.078,1.868,-4.168,0.744,0.360,0.823,0.769,0.116,0.707,0.742
220.918,-15.059,-3.717,0.195,2.251,0.801,0.302,0.762,0.742,0.078,0.649,0.718
220.929,-0.532,-7.259,-2.183,7.438,0.953,0.195,0.649,0.685,0.006,0.543,0.665
220.940,-8.345,-9.781,-4.732,27.530,1.987,0.083,0.487,0.595,0.085,0.405,0.593
220.951,-4.072,-8.737,-6.559,31.771,2.251,-0.036,0.372,0.495,-0.012,0.324,0.523
220.962,-7.612,-8.841,-7.679,35.344,2.343,-0.209,0.228,0.397,-0.234,0.219,0.459
220.973,-8.589,-7.259,-7.673,35.426,2.761,-0.257,0.179,0.323,-0.230,0.216,0.425
220.984,-15.791,-8.058,-7.568,30.173,3.013,-0.316,0.116,0.259,-0.220,0.204,0.408
220.995,-11.152,-5.491,-6.966,21.428,2.902,-0.305,0.125,0.205,-0.147,0.262,0.399
