R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,75,30,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
113.208,0.441,0.508,0.166,0.210,0.075,0.068,0.081,0.111,0.099,0.100,0.105
113.219,-3.221,0.407,0.519,0.128,0.072,0.079,0.091,0.119,0.107,0.110,0.113
113.230,-1.023,-0.067,0.311,0.002,0.070,0.049,0.063,0.118,0.078,0.080,0.111
113.241,-5.052,-0.528,-0.087,0.044,0.074,0.037,0.050,0.113,0.067,0.068,0.105
113.252,1.783,-0.450,-0.344,0.002,0.065,0.025,0.039,0.106,0.053,0.057,0.097
113.263,1.051,-0.714,-0.428,0.252,0.072,0.028,0.042,0.101,0.058,0.060,0.092
113.274,-0.535,-0.318,-0.419,0.044,0.069,0.030,0.043,0.096,0.059,0.062,0.086
113.285,4.713,0.154,-0.416,0.210,0.072,0.028,0.042,0.091,0.059,0.061,0.081
113.296,-6.883,-0.525,-0.225,0.252,0.076,0.037,0.050,0.092,0.069,0.069,0.082
113.307,0.319,-0.372,-0.378,0.044,0.073,0.030,0.043,0.086,0.061,0.063,0.076
113.318,-3.831,-1.911,-0.875,-0.039,0.086,-0.005,0.007,0.073,0.031,0.028,0.064
113.329,-2.366,-0.746,-0.973,-0.039,0.090,-0.001,0.011,0.059,0.037,0.034,0.051
113.340,6.666,1.650,-0.193,0.128,0.089,0.030,0.043,0.061,0.071,0.067,0.054
113.351,-2.000,0.515,0.348,0.044,0.081,0.014,0.027,0.072,0.053,0.052,0.066
113.362,6.422,1.817,0.699,0.169,0.098,0.038,0.051,0.081,0.083,0.077,0.076
113.373,-4.197,0.224,0.867,0.211,0.107,0.035,0.047,0.096,0.082,0.074,0.091
113.383,5.812,-0.448,0.247,0.002,0.100,0.022,0.035,0.093,0.068,0.062,0.089
113.394,8.498,0.765,0.175,0.294,0.101,0.033,0.046,0.092,0.080,0.074,0.089
113.405,-3.098,0.523,0.440,-0.039,0.089,0.043,0.057,0.100,0.088,0.086,0.097
113.416,2.150,-0.828,-0.063,0.044,0.095,0.024,0.038,0.097,0.071,0.067,0.095
113.427,-2.854,-0.521,-0.293,0.044,0.091,0.023,0.037,0.091,0.069,0.067,0.088
113.438,-0.779,-1.027,-0.682,0.002,0.086,-0.000,0.013,0.079,0.046,0.045,0.077
113.449,1.661,-0.796,-0.858,0.294,0.090,-0.009,0.004,0.068,0.039,0.037,0.066
113.460,0.319,-0.649,-1.016,-0.039,0.084,-0.038,-0.024,0.054,0.010,0.010,0.053
113.471,-6.150,-1.759,-1.316,-0.163,0.079,-0.090,-0.075,0.036,-0.038,-0.037,0.037
113.482,-0.169,-1.150,-1.291,0.128,0.090,-0.076,-0.062,0.023,-0.018,-0.020,0.026
113.493,2.028,0.121,-0.790,0.086,0.102,-0.061,-0.047,0.018,0.002,-0.003,0.023
113.504,3.859,-0.159,-0.388,0.128,0.102,-0.051,-0.038,0.020,0.014,0.008,0.028
113.515,6.544,0.467,-0.372,0.169,0.109,-0.060,-0.047,0.015,0.010,0.003,0.026
113.526,-0.047,-0.061,-0.080,0.085,0.107,-0.057,-0.043,0.020,0.015,0.009,0.032
113.537,5.079,1.127,0.431,0.127,0.106,-0.019,-0.006,0.029,0.055,0.048,0.044
113.548,-1.389,-0.298,0.218,0.085,0.102,-0.044,-0.030,0.032,0.031,0.026,0.048
113.559,-0.535,-0.557,-0.155,0.211,0.099,-0.055,-0.040,0.027,0.021,0.017,0.044
113.570,-3.587,-1.676,-0.618,0.170,0.092,-0.084,-0.069,0.016,-0.007,-0.008,0.036
113.581,-0.291,-0.395,-0.648,-0.122,0.090,-0.074,-0.060,0.006,0.004,0.003,0.028
113.591,-4.075,-0.937,-0.561,-0.039,0.079,-0.080,-0.065,0.003,-0.002,0.000,0.026
113.602,-2.000,-0.363,-0.449,0.044,0.086,-0.065,-0.050,-0.000,0.016,0.017,0.024
113.613,1.417,0.694,0.005,-0.039,0.081,-0.037,-0.022,0.003,0.044,0.046,0.030
113.624,-5.662,-0.461,0.002,0.128,0.086,-0.058,-0.043,0.004,0.025,0.026,0.033
113.635,-6.883,-1.189,-0.436,0.127,0.095,-0.080,-0.065,-0.003,0.008,0.006,0.026
113.645,2.638,-0.922,-0.711,0.086,0.092,-0.080,-0.065,-0.014,0.010,0.008,0.018
113.656,-1.023,-0.831,-0.721,-0.039,0.090,-0.092,-0.076,-0.022,-0.000,-0.001,0.011
113.667,-1.634,-1.161,-0.835,0.127,0.090,-0.102,-0.087,-0.032,-0.009,-0.009,0.003
113.678,6.056,-0.719,-0.898,0.085,0.087,-0.104,-0.089,-0.043,-0.010,-0.010,-0.005
113.689,5.324,0.560,-0.665,0.169,0.094,-0.092,-0.077,-0.047,0.005,0.003,-0.008
113.699,2.028,0.030,-0.300,-0.039,0.088,-0.087,-0.072,-0.042,0.010,0.010,-0.000
113.710,1.417,-0.698,-0.413,0.169,0.085,-0.106,-0.091,-0.046,-0.007,-0.006,-0.003
113.721,-4.197,-0.486,-0.512,0.128,0.082,-0.119,-0.103,-0.054,-0.018,-0.017,-0.009
113.732,-2.244,-1.047,-0.734,0.002,0.082,-0.145,-0.129,-0.065,-0.043,-0.041,-0.018
113.742,8.498,0.602,-0.493,0.128,0.079,-0.105,-0.089,-0.067,-0.002,0.000,-0.018
113.753,2.882,0.859,0.082,0.127,0.081,-0.070,-0.054,-0.054,0.034,0.036,-0.003
113.764,1.051,-0.063,0.104,0.129,0.088,-0.080,-0.064,-0.050,0.027,0.026,0.002
113.775,2.516,0.033,0.107,-1.152,0.005,-0.080,-0.060,-0.049,0.004,0.030,0.004
113.786,0.074,-0.033,0.026,-0.558,0.081,-0.084,-0.068,-0.050,0.023,0.023,0.004
113.796,-9.568,-0.648,-0.011,0.394,0.038,-0.102,-0.084,-0.051,-0.005,0.008,0.004
113.807,-0.047,0.893,0.211,3.245,0.192,-0.048,-0.037,-0.046,0.090,0.055,0.011
113.818,9.840,-0.148,-0.025,-1.526,0.018,-0.090,-0.070,-0.048,0.003,0.023,0.010
113.829,3.004,1.606,0.373,-2.043,0.033,-0.041,-0.022,-0.039,0.055,0.070,0.019
113.840,-0.169,0.663,0.581,2.935,0.012,-0.042,-0.022,-0.027,0.044,0.067,0.029
113.850,-0.901,0.592,0.549,-3.486,0.082,-0.041,-0.024,-0.022,0.063,0.065,0.035
113.861,-1.145,1.012,0.775,-2.885,0.070,-0.014,0.003,-0.010,0.086,0.093,0.048
113.872,1.173,2.074,1.179,0.798,0.019,0.035,0.055,0.008,0.120,0.142,0.066
113.883,-3.221,0.015,1.045,0.757,0.005,0.016,0.037,0.021,0.095,0.121,0.077
113.893,4.103,0.564,0.830,-2.955,-0.027,0.030,0.053,0.025,0.097,0.134,0.079
113.904,-1.756,0.923,0.868,1.848,-0.092,0.047,0.074,0.034,0.092,0.149,0.084
113.915,1.417,1.199,1.029,2.947,-0.021,0.083,0.107,0.048,0.143,0.177,0.095
113.926,5.079,1.933,1.265,4.667,-0.020,0.119,0.143,0.065,0.174,0.207,0.108
113.937,-1.756,0.399,1.163,7.110,0.123,0.110,0.127,0.078,0.197,0.188,0.120
113.947,-5.662,0.197,0.895,8.180,0.126,0.112,0.128,0.083,0.197,0.188,0.125
113.958,-8.348,1.240,1.089,0.384,0.137,0.145,0.162,0.095,0.231,0.219,0.137
113.969,7.643,2.225,1.312,-6.316,-0.016,0.176,0.200,0.112,0.219,0.254,0.153
113.980,-0.413,-0.057,1.022,3.041,0.050,0.138,0.158,0.121,0.198,0.208,0.159
113.991,1.661,-0.354,0.448,0.887,0.209,0.122,0.134,0.115,0.220,0.182,0.152
114.001,2.028,0.295,0.269,-15.926,-0.054,0.117,0.143,0.114,0.145,0.190,0.151
114.012,-8.836,-0.756,0.073,5.733,-0.181,0.094,0.127,0.112,0.082,0.166,0.141
114.023,-1.512,-0.341,-0.114,1.889,-0.045,0.087,0.112,0.104,0.107,0.146,0.129
114.034,1.295,0.276,0.059,9.678,0.069,0.126,0.145,0.107,0.173,0.175,0.128
114.045,-5.174,-0.188,0.136,-2.015,0.050,0.109,0.129,0.109,0.150,0.157,0.129
114.055,0.563,1.662,0.630,-0.159,0.030,0.176,0.198,0.122,0.207,0.222,0.141
114.066,-1.634,1.676,1.069,-2.107,-0.069,0.187,0.214,0.140,0.188,0.233,0.155
114.077,-8.348,0.160,0.981,6.544,-0.042,0.163,0.190,0.149,0.161,0.202,0.159
114.088,6.300,-0.356,0.336,3.034,0.077,0.139,0.160,0.142,0.166,0.169,0.149
114.098,-0.169,-0.926,-0.011,-0.209,0.081,0.128,0.148,0.136,0.152,0.155,0.142
114.109,8.986,0.464,-0.165,-12.698,0.011,0.134,0.159,0.129,0.138,0.165,0.134
114.120,-4.685,-0.008,0.153,-9.069,0.019,0.164,0.188,0.139,0.170,0.191,0.142
114.131,2.150,0.602,0.307,10.994,0.156,0.202,0.218,0.144,0.238,0.218,0.146
114.142,-0.535,-0.298,0.153,-2.580,0.154,0.168,0.185,0.143,0.204,0.185,0.146
114.152,2.516,-0.141,-0.006,9.164,0.155,0.173,0.191,0.141,0.205,0.188,0.142
114.163,-7.493,-0.787,-0.096,9.644,0.058,0.152,0.175,0.138,0.157,0.170,0.138
114.174,7.521,-0.197,-0.194,-14.898,-0.044,0.156,0.185,0.133,0.129,0.178,0.132
114.185,1.906,0.131,-0.114,-7.639,-0.118,0.148,0.182,0.131,0.098,0.170,0.125
114.196,0.563,0.846,0.117,-11.287,-0.125,0.156,0.191,0.133,0.096,0.174,0.123
114.206,-2.854,0.531,0.379,0.090,-0.184,0.152,0.190,0.140,0.070,0.164,0.123
114.217,-3.098,0.021,0.212,3.830,-0.264,0.121,0.164,0.137,0.008,0.130,0.112
114.228,5.446,-0.689,-0.148,-1.045,-0.354,0.091,0.140,0.129,-0.050,0.096,0.094
114.239,-2.000,-0.819,-0.444,13.457,-0.479,0.072,0.129,0.117,-0.114,0.073,0.070
114.249,1.661,0.962,-0.165,7.825,-0.366,0.102,0.152,0.113,-0.060,0.085,0.056
114.260,-3.587,-0.259,-0.061,9.933,-0.235,0.078,0.120,0.113,-0.050,0.044,0.047
114.271,-2.000,-0.261,-0.133,9.879,0.002,0.079,0.106,0.108,0.015,0.026,0.037
114.282,-0.535,-1.653,-0.593,4.035,0.208,0.050,0.064,0.096,0.046,-0.013,0.026
114.293,0.807,-1.356,-0.969,-17.892,0.295,0.051,0.062,0.080,0.072,-0.007,0.019
114.303,9.474,-0.178,-0.915,-18.423,0.278,0.063,0.079,0.072,0.067,0.022,0.023
114.314,-2.000,-0.830,-0.850,-8.206,-0.007,0.033,0.070,0.068,-0.053,0.019,0.025
114.325,1.539,-0.181,-0.696,12.314,-0.238,0.026,0.082,0.061,-0.144,0.027,0.014
114.336,6.056,0.906,-0.313,12.904,-0.357,0.036,0.106,0.060,-0.201,0.039,0.002
114.347,0.563,0.746,0.243,11.645,-0.388,0.056,0.130,0.071,-0.207,0.050,0.001
114.357,5.202,-0.040,0.158,10.143,-0.098,0.035,0.096,0.069,-0.171,0.006,-0.010
114.368,-0.779,-1.238,-0.245,-24.169,0.051,0.009,0.064,0.061,-0.167,-0.023,-0.015
114.379,8.620,0.624,-0.129,-4.827,0.145,0.059,0.108,0.060,-0.083,0.029,-0.007
114.390,-2.366,-1.107,-0.331,13.018,0.218,-0.006,0.035,0.053,-0.112,-0.039,-0.011
114.401,1.051,0.269,-0.315,-10.446,0.085,0.001,0.052,0.048,-0.131,-0.018,-0.012
114.412,4.347,0.947,0.013,5.957,0.091,0.027,0.079,0.054,-0.109,0.011,-0.003
114.422,-0.291,0.509,0.232,2.161,0.133,0.009,0.061,0.059,-0.122,-0.005,0.002
114.433,5.812,0.110,0.246,-8.668,0.115,0.016,0.069,0.064,-0.109,0.006,0.012
114.444,-4.930,0.852,0.467,2.560,0.087,0.033,0.087,0.071,-0.092,0.026,0.020
114.455,-5.784,-0.153,0.518,-1.738,0.035,0.034,0.090,0.079,-0.098,0.029,0.028
114.465,7.643,1.033,0.335,3.931,0.002,0.042,0.097,0.077,-0.083,0.038,0.028
114.476,-1.878,-0.255,0.334,-9.353,-0.103,0.017,0.080,0.081,-0.141,0.018,0.029
114.487,-6.028,-0.298,0.096,6.031,-0.109,0.003,0.079,0.078,-0.212,0.018,0.027
114.498,6.056,0.273,0.137,-24.998,-0.412,-0.010,0.109,0.079,-0.417,0.038,0.018
114.509,8.986,2.355,0.499,16.231,0.095,0.012,0.140,0.086,-0.416,0.069,0.026
114.519,12.160,4.622,1.838,-31.596,-0.209,0.073,0.245,0.126,-0.543,0.169,0.064
114.530,16.310,6.055,3.103,10.203,-0.132,0.138,0.324,0.179,-0.525,0.241,0.112
114.541,24.367,10.695,5.473,-15.699,-0.373,0.355,0.552,0.275,-0.356,0.456,0.199
114.552,2.394,11.853,8.008,21.341,0.063,0.531,0.702,0.401,-0.059,0.592,0.317
114.563,16.310,14.513,10.169,-27.909,-0.266,0.714,0.899,0.542,0.059,0.775,0.450
114.574,15.578,13.971,11.662,7.220,-0.296,0.831,1.024,0.690,0.134,0.874,0.578
114.585,14.357,13.788,12.506,-2.706,-0.448,0.966,1.173,0.837,0.205,0.999,0.707
114.596,17.653,15.666,13.599,-0.967,-0.561,1.166,1.377,0.993,0.367,1.168,0.834
114.607,10.573,14.830,14.032,17.567,-0.328,1.281,1.482,1.148,0.516,1.242,0.964
114.617,30.349,15.248,14.366,-31.380,-0.810,1.444,1.666,1.304,0.565,1.390,1.089
114.628,5.812,14.546,14.880,19.385,-0.455,1.587,1.795,1.461,0.744,1.471,1.204
114.639,-0.657,14.686,14.866,22.566,-0.360,1.693,1.920,1.610,0.748,1.562,1.324
114.650,30.593,17.188,15.274,-49.223,-0.937,1.860,2.144,1.770,0.646,1.742,1.445
114.661,22.536,17.943,16.301,16.210,-0.580,2.058,2.349,1.950,0.785,1.891,1.575
114.672,25.710,18.389,16.952,11.407,-0.547,2.219,2.539,2.134,0.806,2.035,1.720
114.683,12.160,15.303,16.679,-35.409,-0.890,2.268,2.636,2.304,0.626,2.077,1.839
114.694,14.845,13.161,15.551,4.321,-0.945,2.334,2.720,2.440,0.591,2.102,1.919
114.705,1.173,10.795,14.183,3.751,-0.756,2.403,2.783,2.555,0.664,2.109,1.981
114.715,-6.639,5.489,11.562,-2.111,-0.819,2.336,2.723,2.624,0.547,1.995,1.996
114.726,-2.854,2.230,8.305,-10.839,-0.961,2.253,2.651,2.642,0.396,1.871,1.960
114.737,-6.883,0.215,5.633,12.188,-0.744,2.217,2.612,2.640,0.352,1.781,1.904
114.748,-3.587,-1.518,3.055,-5.131,-1.045,2.133,2.556,2.614,0.136,1.678,1.829
114.759,-1.756,-1.515,1.460,-35.422,-1.514,2.086,2.550,2.584,-0.096,1.617,1.740
114.770,8.253,-0.379,0.474,0.386,-1.390,2.067,2.527,2.549,-0.118,1.536,1.644
114.781,-9.690,-2.229,-0.030,24.781,-0.916,2.061,2.476,2.523,0.051,1.438,1.570
114.791,-9.446,-1.248,-0.528,27.962,-0.497,2.073,2.455,2.489,0.196,1.383,1.498
114.802,3.493,-2.161,-1.116,-13.745,-1.093,2.012,2.423,2.455,0.001,1.315,1.425
114.813,-2.854,-3.116,-1.914,-9.341,-1.607,1.902,2.333,2.400,-0.206,1.178,1.320
114.824,-3.221,-3.526,-2.484,-37.068,-1.999,1.822,2.284,2.344,-0.431,1.077,1.209
114.835,4.591,-4.850,-3.224,-31.710,-2.343,1.701,2.201,2.276,-0.736,0.935,1.079
114.846,-10.423,-7.591,-4.524,7.045,-2.017,1.533,2.038,2.184,-0.938,0.721,0.931
114.857,-10.179,-9.051,-6.169,26.151,-1.436,1.405,1.872,2.068,-0.915,0.516,0.772
114.868,-24.339,-13.151,-8.237,10.031,-1.426,1.181,1.650,1.930,-1.141,0.267,0.600
114.879,-16.282,-15.721,-10.826,-5.319,-1.520,0.952,1.437,1.755,-1.432,0.031,0.394
114.890,-17.747,-17.295,-13.110,-13.756,-1.726,0.680,1.192,1.553,-1.803,-0.235,0.161
114.901,-25.316,-18.258,-14.817,-11.478,-1.867,0.461,0.984,1.347,-2.052,-0.463,-0.070
114.911,-15.916,-18.856,-16.152,-13.569,-1.787,0.255,0.778,1.134,-2.241,-0.685,-0.307
114.922,-14.451,-18.306,-17.159,15.557,-1.345,0.069,0.566,0.915,-2.290,-0.903,-0.539
114.933,-18.358,-17.662,-17.506,21.853,-0.973,-0.112,0.362,0.706,-2.350,-1.099,-0.748
114.944,-20.555,-16.358,-17.016,-4.026,-0.997,-0.244,0.224,0.519,-2.417,-1.224,-0.928
114.955,-18.602,-14.682,-16.123,-11.737,-1.206,-0.356,0.115,0.347,-2.504,-1.322,-1.093
114.966,-7.493,-12.514,-15.160,0.884,-1.265,-0.478,-0.004,0.187,-2.598,-1.429,-1.245
114.977,-5.174,-10.369,-13.733,-11.067,-1.431,-0.581,-0.095,0.052,-2.713,-1.508,-1.372
114.988,-12.742,-10.149,-12.160,-36.322,-1.777,-0.684,-0.168,-0.060,-2.905,-1.574,-1.479
114.998,1.906,-9.994,-11.578,-12.849,-1.810,-0.826,-0.295,-0.185,-3.074,-1.696,-1.601
115.009,-6.517,-8.755,-10.803,27.376,-0.759,-0.887,-0.406,-0.299,-2.887,-1.787,-1.697
115.020,-19.456,-8.461,-9.699,25.634,-0.224,-0.957,-0.498,-0.392,-2.806,-1.843,-1.755
115.031,-28.856,-11.224,-9.641,11.983,-0.486,-1.131,-0.651,-0.494,-3.009,-1.956,-1.819
115.042,-2.244,-10.749,-10.435,-19.876,-0.813,-1.293,-0.786,-0.625,-3.220,-2.054,-1.916
115.053,7.033,-9.284,-10.294,-31.511,-1.554,-1.400,-0.849,-0.739,-3.454,-2.095,-2.009
115.064,-7.127,-9.130,-9.863,14.321,-0.950,-1.484,-0.961,-0.844,-3.370,-2.181,-2.091
115.075,-19.090,-9.615,-9.539,12.448,-0.796,-1.583,-1.063,-0.943,-3.402,-2.245,-2.154
115.086,2.882,-9.246,-9.743,-20.079,-0.858,-1.718,-1.185,-1.056,-3.527,-2.330,-2.232
115.097,-23.607,-8.766,-9.076,32.053,-0.442,-1.783,-1.269,-1.147,-3.450,-2.374,-2.284
115.108,-14.085,-9.413,-9.115,-20.849,-0.789,-1.916,-1.372,-1.243,-3.633,-2.427,-2.332
115.119,-18.968,-10.460,-9.461,-11.053,-1.025,-2.075,-1.507,-1.352,-3.827,-2.527,-2.408
115.129,0.441,-9.179,-9.760,-18.775,-1.271,-2.172,-1.586,-1.463,-3.933,-2.567,-2.483
115.140,1.783,-6.452,-8.923,-47.814,-1.805,-2.266,-1.610,-1.552,-4.244,-2.568,-2.548
115.151,-14.451,-6.557,-7.803,-13.773,-1.958,-2.319,-1.659,-1.620,-4.257,-2.593,-2.591
115.162,-2.000,-6.468,-7.091,-7.558,-1.913,-2.343,-1.672,-1.685,-4.276,-2.593,-2.641
115.173,15.578,-3.386,-6.596,-2.505,-1.415,-2.349,-1.706,-1.754,-4.108,-2.596,-2.679
115.184,12.160,1.067,-4.409,8.485,-0.858,-2.252,-1.639,-1.769,-3.831,-2.495,-2.658
115.195,16.188,4.499,-1.445,4.697,-0.465,-2.117,-1.508,-1.730,-3.607,-2.320,-2.570
115.206,-14.085,3.741,1.252,35.006,0.534,-1.980,-1.431,-1.662,-3.163,-2.193,-2.445
115.217,-3.709,3.629,2.519,12.604,1.160,-1.894,-1.369,-1.601,-2.898,-2.062,-2.310
115.228,3.493,0.679,2.041,32.361,1.818,-1.896,-1.410,-1.569,-2.661,-2.028,-2.200
115.239,14.967,1.751,1.415,15.420,1.796,-1.897,-1.395,-1.551,-2.628,-1.933,-2.098
115.250,-1.389,4.320,2.194,25.813,2.005,-1.810,-1.313,-1.504,-2.433,-1.772,-1.969
115.261,10.573,5.503,3.243,1.661,1.765,-1.770,-1.232,-1.437,-2.467,-1.617,-1.823
115.272,12.160,7.292,4.186,6.570,1.379,-1.714,-1.154,-1.366,-2.415,-1.474,-1.683
115.283,14.479,8.375,5.527,-47.158,0.299,-1.731,-1.045,-1.273,-2.852,-1.318,-1.539
115.294,11.427,8.619,6.718,4.451,0.199,-1.634,-0.930,-1.172,-2.767,-1.173,-1.403
115.305,25.222,10.956,7.676,-61.942,-0.181,-1.551,-0.790,-1.069,-2.844,-1.007,-1.270
115.315,0.807,9.192,8.735,14.884,-0.121,-1.540,-0.712,-0.951,-3.036,-0.914,-1.132
115.326,6.544,10.015,9.139,-20.417,-0.240,-1.475,-0.613,-0.846,-3.041,-0.793,-1.001
115.337,14.845,10.425,9.562,17.261,-0.116,-1.342,-0.483,-0.733,-2.839,-0.654,-0.875
115.348,14.967,12.224,10.344,5.220,0.004,-1.176,-0.313,-0.606,-2.632,-0.469,-0.728
115.359,10.939,12.653,11.183,-38.429,-0.378,-1.089,-0.163,-0.469,-2.738,-0.316,-0.582
115.370,9.840,11.287,11.471,6.885,-0.248,-1.002,-0.063,-0.338,-2.652,-0.215,-0.446
115.381,10.451,10.605,11.254,-5.762,-0.439,-0.915,0.042,-0.221,-2.585,-0.110,-0.326
115.392,2.272,11.261,11.372,-7.148,-0.587,-0.802,0.170,-0.102,-2.490,0.008,-0.212
115.402,3.370,9.713,10.980,3.930,-0.421,-0.723,0.239,0.007,-2.329,0.069,-0.106
115.413,10.329,10.911,10.599,8.631,-0.398,-0.623,0.339,0.107,-2.188,0.159,-0.013
115.424,4.225,10.794,10.790,20.477,-0.404,-0.496,0.461,0.225,-2.008,0.271,0.097
115.435,5.079,10.757,10.838,-0.183,-0.499,-0.359,0.586,0.340,-1.790,0.384,0.203
115.446,1.051,7.684,10.170,-15.864,-1.367,-0.350,0.630,0.435,-1.902,0.400,0.273
115.457,-7.859,6.323,9.088,0.592,-1.719,-0.318,0.675,0.503,-1.912,0.407,0.305
115.468,20.339,8.642,8.528,3.442,-1.771,-0.206,0.783,0.569,-1.782,0.473,0.331
115.479,14.113,9.017,8.581,0.857,-2.009,-0.157,0.851,0.646,-1.802,0.496,0.365
115.490,31.203,10.183,8.623,15.021,-1.716,-0.066,0.924,0.725,-1.643,0.525,0.401
115.501,1.051,10.132,9.275,7.934,-1.832,0.030,1.034,0.823,-1.597,0.590,0.458
115.512,-5.174,10.725,10.056,17.010,-1.353,0.212,1.198,0.933,-1.349,0.712,0.529
115.522,14.357,9.591,9.864,-35.795,-1.532,0.236,1.230,1.023,-1.350,0.710,0.587
115.533,27.175,9.914,9.639,-4.056,-1.848,0.282,1.297,1.107,-1.387,0.733,0.627
115.544,3.493,8.179,9.441,1.032,-2.116,0.340,1.383,1.194,-1.445,0.766,0.663
115.555,-7.859,6.327,8.587,16.364,-1.842,0.389,1.420,1.257,-1.361,0.753,0.678
115.566,1.783,3.268,6.898,-29.044,-1.694,0.357,1.377,1.290,-1.353,0.669,0.670
115.577,-2.488,1.525,4.958,6.047,-1.666,0.303,1.322,1.293,-1.404,0.575,0.632
