R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,40,0,40,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
159.675,-1.142,0.265,-0.459,1.288,0.213,0.204,0.212,0.177,0.140,0.133,0.117
159.685,-6.269,-0.771,-0.430,2.006,0.185,0.166,0.176,0.175,0.094,0.097,0.115
159.696,-5.537,-0.712,-0.419,-4.480,0.002,0.166,0.187,0.172,0.048,0.108,0.111
159.707,4.106,0.928,-0.185,-2.440,0.190,0.201,0.211,0.172,0.134,0.132,0.111
159.718,-1.509,0.586,0.220,0.422,0.165,0.210,0.222,0.184,0.136,0.142,0.123
159.729,-3.096,-0.250,0.143,-4.168,0.147,0.188,0.201,0.186,0.110,0.121,0.126
159.740,-6.025,-0.745,-0.121,-0.170,0.108,0.180,0.195,0.183,0.090,0.115,0.121
159.750,5.082,0.054,-0.178,-0.752,0.033,0.186,0.206,0.179,0.075,0.123,0.115
159.761,6.791,0.222,-0.196,-5.312,-0.057,0.167,0.193,0.177,0.032,0.107,0.109
159.772,8.256,1.822,0.391,-1.007,-0.175,0.217,0.250,0.190,0.047,0.157,0.115
159.783,0.688,1.556,0.955,-8.197,-0.294,0.229,0.269,0.210,0.023,0.167,0.128
159.794,-1.753,0.168,0.872,-3.174,-0.325,0.215,0.256,0.220,-0.005,0.143,0.127
159.805,-0.044,-0.223,0.408,-2.648,-0.359,0.191,0.234,0.215,-0.044,0.112,0.112
159.815,5.693,-0.485,0.028,1.366,-0.277,0.172,0.211,0.207,-0.046,0.080,0.095
159.826,2.763,0.161,0.020,0.615,-0.209,0.199,0.234,0.206,-0.007,0.095,0.087
159.837,-2.485,-0.588,-0.180,8.775,-0.137,0.177,0.209,0.201,-0.018,0.065,0.076
159.848,9.233,-0.152,-0.466,-1.225,-0.010,0.157,0.182,0.190,-0.007,0.035,0.060
159.859,3.251,0.592,-0.170,-5.281,-0.151,0.173,0.206,0.193,-0.027,0.057,0.061
159.869,-1.875,0.578,0.197,-6.156,-0.192,0.186,0.222,0.201,-0.029,0.068,0.065
159.880,5.937,0.701,0.208,-1.608,-0.209,0.171,0.209,0.202,-0.052,0.049,0.059
159.891,1.664,0.689,0.413,1.585,-0.239,0.182,0.221,0.210,-0.054,0.054,0.059
159.902,-5.171,0.292,0.598,3.559,-0.182,0.201,0.237,0.220,-0.022,0.065,0.064
159.913,1.664,0.797,0.530,-3.296,-0.163,0.213,0.248,0.223,-0.009,0.070,0.062
159.924,-1.631,0.245,0.500,6.854,-0.050,0.223,0.251,0.229,0.026,0.069,0.064
159.934,3.740,0.717,0.436,2.807,-0.029,0.237,0.264,0.233,0.044,0.079,0.064
159.945,0.810,1.713,0.783,3.358,-0.107,0.268,0.299,0.246,0.054,0.110,0.073
159.956,7.524,1.801,0.925,6.471,-0.038,0.272,0.300,0.258,0.070,0.108,0.082
159.967,1.176,0.936,1.038,6.809,0.043,0.277,0.302,0.273,0.088,0.106,0.094
159.978,-7.368,-0.794,0.562,1.599,0.177,0.246,0.263,0.273,0.091,0.069,0.096
159.988,0.688,-0.909,-0.058,9.797,0.242,0.226,0.239,0.262,0.090,0.047,0.086
159.999,-8.833,-1.032,-0.236,4.523,0.208,0.229,0.245,0.258,0.085,0.056,0.084
160.010,-5.171,-1.654,-0.686,-3.212,0.195,0.194,0.211,0.244,0.051,0.026,0.073
160.021,-8.345,-1.416,-0.872,2.280,0.133,0.191,0.212,0.231,0.033,0.029,0.062
160.032,1.542,-0.954,-0.983,-1.333,0.070,0.196,0.221,0.220,0.021,0.038,0.050
160.043,6.914,0.589,-0.717,-8.498,-0.167,0.204,0.245,0.215,-0.034,0.060,0.043
160.053,4.594,0.552,-0.383,-6.714,-0.240,0.197,0.242,0.216,-0.063,0.053,0.039
160.064,-2.973,0.116,-0.132,-5.021,-0.348,0.177,0.229,0.218,-0.113,0.032,0.034
160.075,2.641,-0.102,-0.197,-3.300,-0.426,0.150,0.207,0.213,-0.165,0.002,0.019
160.086,0.199,0.280,-0.065,5.580,-0.503,0.158,0.220,0.212,-0.181,0.004,0.008
160.097,-4.316,0.561,0.167,9.938,-0.313,0.165,0.217,0.214,-0.138,-0.007,0.001
160.108,4.228,0.562,0.292,2.461,-0.113,0.175,0.215,0.218,-0.083,-0.013,0.000
160.119,7.524,1.769,0.650,8.306,-0.016,0.218,0.258,0.229,-0.041,0.023,0.006
160.129,-0.288,0.360,0.709,8.312,0.123,0.202,0.242,0.240,-0.057,0.005,0.014
160.140,-7.490,-1.575,0.080,5.921,0.214,0.153,0.191,0.232,-0.093,-0.044,0.007
160.151,-3.096,-1.867,-0.803,3.309,0.398,0.112,0.133,0.207,-0.060,-0.095,-0.013
160.162,-1.753,-2.105,-1.357,-8.502,0.524,0.081,0.088,0.184,-0.019,-0.128,-0.026
160.173,-1.020,-1.243,-1.328,-18.267,0.531,0.083,0.086,0.172,0.010,-0.112,-0.022
160.184,2.519,0.445,-0.883,-5.044,0.492,0.101,0.102,0.170,0.043,-0.080,-0.011
160.194,-7.612,0.503,-0.161,4.921,0.358,0.129,0.133,0.184,0.072,-0.038,0.013
160.205,8.501,1.561,0.320,-1.124,0.193,0.158,0.171,0.196,0.065,0.002,0.027
160.216,-2.485,2.111,0.905,-14.944,0.178,0.173,0.194,0.217,0.055,0.032,0.054
160.227,10.210,3.203,1.715,8.204,0.133,0.219,0.245,0.248,0.079,0.084,0.086
160.238,0.322,2.426,2.084,-1.286,0.132,0.241,0.268,0.279,0.103,0.105,0.116
160.249,7.036,2.492,2.158,-9.721,0.051,0.279,0.306,0.307,0.136,0.146,0.145
160.260,-8.589,0.418,1.769,10.585,0.116,0.243,0.265,0.321,0.125,0.101,0.155
160.272,-7.246,0.432,1.285,2.041,0.147,0.242,0.264,0.326,0.121,0.101,0.160
160.283,-7.124,-0.055,0.940,-4.406,0.080,0.235,0.263,0.331,0.094,0.099,0.164
160.295,-1.997,-0.339,0.385,-2.494,0.032,0.228,0.256,0.326,0.079,0.090,0.154
160.306,-14.571,-2.612,-0.264,17.888,0.391,0.204,0.208,0.315,0.156,0.045,0.145
160.318,-1.997,-3.759,-1.474,-11.297,0.145,0.154,0.161,0.280,0.094,0.004,0.115
160.329,6.181,-3.283,-2.251,-26.956,-0.095,0.107,0.138,0.241,-0.042,-0.018,0.073
160.340,1.909,-3.778,-2.969,10.781,0.186,0.035,0.064,0.196,-0.104,-0.088,0.029
160.351,-10.542,-5.124,-3.594,9.054,0.205,-0.047,-0.012,0.147,-0.201,-0.159,-0.015
160.363,-1.509,-3.304,-3.965,-4.904,-0.151,-0.101,-0.052,0.091,-0.302,-0.194,-0.069
160.374,9.111,-3.181,-3.671,-33.941,-0.696,-0.118,-0.040,0.059,-0.431,-0.188,-0.109
160.385,3.251,1.266,-2.369,14.399,-0.521,-0.076,0.011,0.042,-0.427,-0.147,-0.137
160.397,3.984,1.923,-0.625,2.782,-0.260,0.006,0.089,0.069,-0.324,-0.072,-0.112
160.408,26.079,7.779,1.086,31.841,0.034,0.125,0.176,0.100,-0.083,0.011,-0.084
160.419,-7.856,8.035,4.485,20.922,0.194,0.348,0.381,0.219,0.206,0.215,0.037
160.431,50.860,10.231,5.412,-31.595,-0.245,0.416,0.481,0.298,0.152,0.309,0.113
160.442,36.333,19.984,9.506,-5.360,-0.454,0.787,0.869,0.468,0.442,0.676,0.269
160.454,2.885,17.322,13.237,-7.492,-0.627,0.984,1.071,0.692,0.599,0.854,0.476
160.465,42.559,17.316,14.317,-37.106,-1.223,1.125,1.245,0.871,0.589,0.991,0.625
160.477,18.144,20.202,16.321,-10.930,-1.235,1.374,1.510,1.078,0.742,1.206,0.790
160.488,-2.729,15.514,17.087,20.306,-0.179,1.519,1.615,1.284,1.009,1.275,0.968
160.500,-0.166,9.040,14.786,16.644,0.061,1.486,1.592,1.415,0.922,1.231,1.081
160.511,-18.843,2.608,11.348,5.200,-0.021,1.415,1.537,1.485,0.781,1.154,1.131
160.523,-13.838,-1.767,6.686,-4.552,-0.180,1.249,1.388,1.471,0.538,0.984,1.093
160.534,-16.768,-5.141,2.933,-0.867,-0.119,1.152,1.289,1.432,0.440,0.865,1.031
160.546,3.495,-4.943,-0.344,-5.961,-0.130,1.060,1.201,1.358,0.324,0.761,0.938
160.557,-15.669,-4.419,-1.719,11.061,0.065,1.026,1.159,1.305,0.315,0.705,0.867
160.568,-11.519,-5.418,-2.931,10.215,0.228,0.955,1.084,1.248,0.259,0.623,0.799
160.578,-20.796,-7.688,-4.280,-1.160,0.075,0.815,0.961,1.175,0.066,0.494,0.717
160.589,3.251,-6.188,-5.427,-15.515,-0.458,0.698,0.896,1.086,-0.237,0.418,0.612
160.600,-6.392,-5.477,-5.273,-24.242,-0.777,0.662,0.890,1.025,-0.386,0.393,0.529
160.611,-3.706,-6.809,-5.550,5.841,-0.513,0.592,0.804,0.954,-0.399,0.287,0.436
160.622,-5.171,-5.368,-5.769,18.251,-0.128,0.551,0.729,0.877,-0.315,0.205,0.348
160.633,-2.363,-4.626,-5.468,21.940,0.219,0.532,0.678,0.817,-0.204,0.155,0.287
160.644,-1.509,-4.699,-5.414,20.798,0.571,0.469,0.598,0.757,-0.192,0.081,0.230
160.655,-6.636,-5.380,-5.343,29.495,0.943,0.378,0.514,0.697,-0.286,0.011,0.181
160.667,-8.345,-6.302,-5.623,35.190,1.397,0.280,0.411,0.630,-0.339,-0.066,0.135
160.678,-9.932,-8.122,-6.436,32.345,1.491,0.146,0.274,0.548,-0.423,-0.170,0.080
160.690,-10.664,-8.687,-7.282,27.812,1.791,0.054,0.155,0.455,-0.375,-0.253,0.019
160.701,-6.025,-8.193,-7.845,23.668,2.322,-0.034,0.041,0.361,-0.327,-0.318,-0.032
160.713,-0.898,-9.088,-8.364,30.397,2.822,-0.176,-0.101,0.267,-0.405,-0.401,-0.072
160.724,-6.269,-9.417,-8.747,22.534,3.276,-0.270,-0.212,0.176,-0.370,-0.442,-0.100
160.736,-6.636,-9.211,-8.920,3.009,3.508,-0.364,-0.311,0.086,-0.372,-0.463,-0.119
160.747,-2.851,-9.316,-9.165,-12.803,3.667,-0.498,-0.420,-0.003,-0.512,-0.490,-0.132
160.759,-6.636,-10.477,-9.616,10.322,3.941,-0.647,-0.554,-0.098,-0.627,-0.539,-0.150
160.770,-6.392,-9.362,-9.499,9.123,4.181,-0.688,-0.601,-0.181,-0.559,-0.496,-0.150
160.782,-5.293,-7.905,-9.018,10.284,4.264,-0.717,-0.641,-0.252,-0.460,-0.446,-0.136
160.793,4.472,-4.873,-7.918,5.515,4.269,-0.709,-0.622,-0.299,-0.397,-0.338,-0.100
160.805,3.984,-1.819,-5.999,15.922,4.404,-0.675,-0.572,-0.311,-0.331,-0.202,-0.028
160.816,-5.781,-1.738,-4.447,25.065,4.598,-0.685,-0.590,-0.307,-0.220,-0.132,0.059
160.827,1.664,0.325,-3.049,22.821,4.343,-0.636,-0.537,-0.291,-0.100,0.002,0.155
160.839,3.129,-0.619,-2.133,16.164,4.209,-0.638,-0.531,-0.269,-0.050,0.083,0.249
160.850,-7.124,-2.296,-2.103,29.938,4.386,-0.721,-0.602,-0.266,-0.097,0.089,0.325
160.862,-9.688,-1.807,-2.122,38.483,4.346,-0.760,-0.608,-0.267,-0.172,0.157,0.394
160.873,-11.519,-0.843,-1.732,24.260,4.147,-0.733,-0.568,-0.255,-0.112,0.266,0.471
160.885,-7.979,1.847,-0.514,20.575,4.186,-0.634,-0.459,-0.217,0.022,0.439,0.571
160.896,-9.932,1.286,0.391,33.241,4.578,-0.601,-0.414,-0.167,0.093,0.552,0.688
160.908,-10.664,3.841,1.660,41.916,4.530,-0.492,-0.264,-0.100,0.140,0.765,0.818
160.919,-3.218,5.223,2.893,22.431,4.240,-0.399,-0.147,-0.019,0.224,0.939,0.955
160.931,-0.776,6.209,4.157,16.411,3.938,-0.299,-0.018,0.075,0.290,1.115,1.098
160.943,2.153,5.675,4.884,32.283,3.866,-0.257,0.072,0.171,0.230,1.248,1.237
160.954,-5.903,4.696,5.054,37.345,3.838,-0.227,0.142,0.256,0.183,1.355,1.360
160.966,-2.729,3.219,4.530,28.400,3.746,-0.212,0.158,0.320,0.257,1.405,1.458
160.977,0.077,2.514,3.849,23.882,3.945,-0.178,0.180,0.373,0.391,1.462,1.545
160.988,-15.181,0.996,3.228,24.023,4.003,-0.205,0.195,0.420,0.285,1.513,1.627
160.999,-8.101,-0.926,1.786,3.522,3.298,-0.311,0.168,0.438,-0.024,1.516,1.673
161.010,6.181,-0.643,0.573,0.083,2.876,-0.332,0.175,0.441,-0.088,1.540,1.691
161.021,11.552,2.322,0.534,1.009,2.560,-0.314,0.243,0.457,-0.188,1.620,1.716
161.032,1.054,3.564,1.660,-28.151,1.605,-0.341,0.332,0.505,-0.566,1.702,1.757
161.043,3.129,3.423,2.415,-9.785,1.102,-0.314,0.390,0.552,-0.611,1.738,1.782
161.054,2.641,3.516,2.753,-15.614,0.873,-0.286,0.430,0.595,-0.596,1.754,1.801
161.066,12.163,2.760,2.710,-21.178,0.775,-0.281,0.455,0.632,-0.636,1.749,1.808
161.077,-3.584,0.774,2.458,-15.501,0.847,-0.275,0.453,0.663,-0.579,1.720,1.812
161.088,10.576,1.915,1.793,-10.758,0.814,-0.261,0.457,0.672,-0.513,1.700,1.795
161.099,21.807,5.092,2.452,-9.589,0.772,-0.176,0.560,0.710,-0.465,1.775,1.804
161.110,-4.438,5.194,3.790,16.795,1.640,-0.057,0.620,0.778,-0.122,1.815,1.854
161.121,-6.025,3.113,3.896,27.604,2.425,-0.029,0.608,0.833,0.068,1.799,1.903
161.132,1.542,1.978,3.147,28.632,2.685,-0.048,0.591,0.866,0.083,1.786,1.938
161.143,-21.651,0.682,2.570,44.434,2.666,-0.090,0.567,0.895,0.025,1.769,1.971
161.154,-4.805,0.276,1.956,7.365,2.601,-0.052,0.618,0.921,0.062,1.826,2.001
161.165,-7.124,-0.197,1.276,2.740,2.230,-0.073,0.623,0.934,-0.007,1.829,2.009
161.176,-2.241,0.769,1.006,-4.832,1.596,-0.079,0.673,0.948,-0.166,1.867,2.009
161.187,7.158,-0.011,0.589,-52.781,0.441,-0.174,0.684,0.955,-0.595,1.852,1.988
161.198,3.129,-1.163,0.014,-18.791,0.732,-0.205,0.654,0.947,-0.609,1.786,1.943
161.209,-18.599,-3.613,-0.559,15.128,1.129,-0.230,0.616,0.937,-0.568,1.724,1.907
161.220,8.134,-3.887,-2.235,9.526,1.438,-0.283,0.544,0.890,-0.527,1.639,1.844
161.230,1.909,-4.161,-2.880,0.244,1.353,-0.319,0.511,0.854,-0.543,1.592,1.791
161.241,-9.199,-4.252,-3.203,12.296,1.373,-0.367,0.477,0.819,-0.607,1.544,1.739
161.252,-12.251,-6.127,-4.104,3.470,1.295,-0.496,0.368,0.765,-0.765,1.423,1.671
161.263,3.618,-6.237,-5.111,-25.176,0.652,-0.610,0.314,0.699,-1.045,1.351,1.582
161.274,-19.942,-6.773,-5.287,-0.587,0.606,-0.692,0.245,0.638,-1.147,1.256,1.492
161.285,14.604,-5.418,-6.057,18.995,0.988,-0.755,0.166,0.560,-1.125,1.162,1.394
161.296,-26.900,-6.978,-5.784,13.805,1.037,-0.855,0.075,0.507,-1.217,1.060,1.327
161.307,5.571,-7.551,-6.608,3.021,0.979,-0.937,-0.004,0.428,-1.272,0.970,1.235
161.318,-6.269,-5.560,-6.699,20.816,1.272,-0.982,-0.071,0.355,-1.204,0.897,1.151
161.329,-33.980,-6.224,-6.006,17.303,1.421,-1.013,-0.123,0.310,-1.127,0.849,1.106
161.340,-15.181,-9.504,-7.051,-32.400,0.367,-1.219,-0.269,0.227,-1.495,0.696,1.013
161.351,-12.739,-11.340,-8.522,-36.399,-0.261,-1.407,-0.410,0.114,-1.807,0.532,0.871
161.362,-6.758,-9.433,-9.259,-0.320,-0.373,-1.494,-0.494,-0.003,-1.884,0.424,0.725
161.373,-6.025,-8.274,-9.219,-8.791,-0.558,-1.567,-0.557,-0.103,-1.967,0.338,0.599
161.384,8.989,-6.278,-8.795,-47.038,-1.473,-1.666,-0.591,-0.192,-2.264,0.270,0.471
161.395,0.444,-5.611,-7.937,-31.283,-2.446,-1.785,-0.655,-0.273,-2.562,0.150,0.333
161.406,0.444,-5.099,-7.139,-2.640,-2.356,-1.846,-0.725,-0.346,-2.595,0.027,0.204
161.417,6.059,-3.667,-6.286,-22.582,-2.918,-1.902,-0.748,-0.409,-2.758,-0.051,0.084
161.428,12.163,-2.835,-5.329,-46.892,-3.726,-1.978,-0.771,-0.463,-3.022,-0.145,-0.040
161.439,-3.462,-5.051,-4.938,-30.501,-4.217,-2.068,-0.841,-0.522,-3.195,-0.296,-0.180
161.450,-8.467,-6.321,-5.298,6.178,-4.094,-2.169,-0.963,-0.604,-3.254,-0.497,-0.344
161.460,-11.763,-5.229,-5.296,-7.363,-4.403,-2.200,-0.995,-0.681,-3.301,-0.603,-0.495
161.471,-2.241,-2.136,-4.463,-32.877,-5.081,-2.217,-0.970,-0.739,-3.485,-0.662,-0.637
161.482,7.402,-0.014,-2.995,-50.727,-5.715,-2.209,-0.917,-0.771,-3.661,-0.706,-0.763
161.493,10.576,2.264,-1.198,-41.763,-6.422,-2.186,-0.860,-0.784,-3.796,-0.759,-0.881
161.504,4.350,0.956,-0.171,-22.883,-6.351,-2.224,-0.900,-0.796,-3.878,-0.908,-0.999
161.515,18.633,4.578,0.595,2.817,-5.559,-2.148,-0.868,-0.809,-3.700,-0.972,-1.106
161.527,13.750,8.987,3.202,1.654,-4.924,-1.951,-0.716,-0.755,-3.394,-0.903,-1.129
161.538,13.872,9.555,5.477,-1.234,-4.498,-1.816,-0.614,-0.671,-3.183,-0.874,-1.112
161.548,10.942,10.768,7.086,-1.346,-4.224,-1.663,-0.482,-0.581,-2.979,-0.797,-1.071
161.560,11.430,11.966,8.552,0.539,-3.934,-1.493,-0.337,-0.466,-2.751,-0.703,-1.002
161.571,23.271,15.218,10.313,3.925,-3.603,-1.232,-0.101,-0.323,-2.427,-0.515,-0.901
161.582,13.506,15.099,11.830,8.791,-3.183,-1.058,0.041,-0.163,-2.172,-0.417,-0.779
161.594,7.036,10.335,11.687,12.761,-2.782,-1.051,0.018,-0.039,-2.081,-0.479,-0.689
161.605,-0.776,4.216,9.752,5.884,-2.509,-1.166,-0.115,0.021,-2.144,-0.643,-0.656
161.617,-23.360,-1.315,6.954,-8.016,-2.357,-1.296,-0.261,0.028,-2.228,-0.812,-0.673
161.628,-37.154,-11.456,2.325,-19.089,-2.795,-1.656,-0.605,-0.053,-2.638,-1.180,-0.781
161.639,-36.788,-19.155,-3.599,-24.387,-3.162,-2.064,-0.987,-0.240,-3.129,-1.585,-0.998
161.651,-58.761,-31.230,-11.052,-25.353,-3.385,-2.743,-1.635,-0.550,-3.900,-2.252,-1.339
161.662,-72.434,-43.733,-20.087,0.717,-3.306,-3.547,-2.443,-0.998,-4.676,-3.067,-1.811
161.674,-70.480,-51.575,-29.283,26.426,-2.857,-4.302,-3.240,-1.558,-5.270,-3.856,-2.383
161.685,-87.327,-62.664,-38.688,26.506,-1.977,-5.222,-4.220,-2.224,-5.953,-4.800,-3.036
161.697,-88.792,-69.835,-47.867,19.720,-1.212,-6.172,-5.209,-2.987,-6.707,-5.729,-3.767
161.708,-100.511,-80.152,-57.114,10.159,-0.889,-7.326,-6.375,-3.845,-7.727,-6.810,-4.571
161.720,-107.835,-88.781,-66.198,2.719,-0.760,-8.507,-7.567,-4.810,-8.765,-7.899,-5.467
