R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,40,160,30,0,155,300,0,0,0.995
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
460.205,2.153,0.009,-0.402,0.169,0.088,-0.081,-0.083,0.011,0.036,0.038,0.085
460.216,-5.537,0.060,-0.104,0.170,0.092,-0.067,-0.070,0.015,0.050,0.052,0.089
460.227,-3.462,-0.032,-0.052,-0.163,0.081,-0.077,-0.078,0.015,0.038,0.043,0.089
460.238,2.153,0.262,-0.031,0.294,0.084,-0.072,-0.074,0.015,0.043,0.047,0.088
460.249,0.688,0.085,-0.031,0.128,0.082,-0.078,-0.079,0.016,0.038,0.042,0.088
460.259,0.444,0.264,0.093,-1.989,0.057,-0.066,-0.066,0.020,0.043,0.055,0.091
460.270,3.251,0.079,0.033,1.176,0.030,-0.078,-0.076,0.020,0.024,0.044,0.089
460.281,6.791,-0.289,-0.245,-0.424,0.018,-0.098,-0.096,0.014,0.000,0.023,0.082
460.292,1.054,0.732,-0.110,5.738,0.094,-0.087,-0.088,0.013,0.031,0.030,0.079
460.302,-4.927,-0.239,-0.073,-4.595,0.045,-0.123,-0.122,0.013,-0.016,-0.002,0.079
460.313,2.885,0.981,0.308,1.531,0.157,-0.063,-0.068,0.023,0.072,0.052,0.089
460.324,1.054,-0.053,0.369,-3.358,0.132,-0.061,-0.065,0.032,0.068,0.056,0.099
460.335,-2.851,-0.250,0.198,6.685,0.332,-0.038,-0.054,0.034,0.150,0.069,0.102
460.345,-7.246,0.009,0.313,3.805,0.311,-0.013,-0.027,0.041,0.169,0.101,0.114
460.356,4.716,0.297,0.168,6.285,0.394,-0.000,-0.019,0.042,0.203,0.113,0.119
460.367,-8.955,-0.884,-0.030,0.089,0.319,-0.043,-0.057,0.040,0.144,0.079,0.121
460.378,-2.485,-0.412,-0.234,-1.962,0.248,-0.043,-0.053,0.034,0.129,0.086,0.119
460.389,2.519,-0.666,-0.319,1.343,0.242,-0.041,-0.050,0.032,0.131,0.091,0.118
460.400,-3.096,-0.001,-0.235,1.610,0.237,-0.028,-0.037,0.031,0.142,0.105,0.118
460.410,4.960,0.367,-0.130,-10.349,0.111,-0.031,-0.033,0.032,0.108,0.111,0.120
460.421,-3.340,0.290,0.134,2.140,0.039,-0.011,-0.007,0.040,0.106,0.133,0.126
460.432,1.786,0.614,0.312,-5.415,0.055,-0.000,0.002,0.046,0.119,0.141,0.131
460.443,0.444,-0.436,0.137,2.262,0.020,-0.034,-0.029,0.045,0.072,0.106,0.126
460.453,-0.044,-0.475,-0.134,-2.733,0.067,-0.050,-0.047,0.038,0.066,0.086,0.118
460.464,3.495,0.620,0.046,-6.585,-0.155,-0.019,-0.003,0.041,0.033,0.125,0.116
460.475,-3.096,0.290,0.120,-0.246,-0.211,-0.038,-0.017,0.043,-0.006,0.104,0.111
460.486,-1.020,1.391,0.365,-1.192,-0.256,-0.034,-0.010,0.047,-0.018,0.105,0.109
460.497,-4.560,1.160,0.873,-1.391,-0.274,-0.012,0.012,0.065,-0.007,0.121,0.120
460.507,3.618,1.708,1.067,-6.476,-0.370,-0.001,0.030,0.077,-0.027,0.130,0.125
460.518,-6.758,1.738,1.365,-8.897,-0.567,-0.009,0.033,0.094,-0.089,0.124,0.131
460.529,-2.607,2.312,1.755,0.608,-0.679,0.020,0.070,0.115,-0.095,0.144,0.137
460.540,-3.462,1.919,2.049,-0.163,-0.729,0.045,0.097,0.139,-0.094,0.153,0.144
460.551,-7.979,-0.287,1.607,-4.428,-0.724,0.024,0.076,0.149,-0.123,0.115,0.138
460.562,1.054,-1.062,0.506,-1.458,-0.733,-0.025,0.024,0.132,-0.179,0.049,0.105
460.572,-3.096,-1.124,-0.163,-5.340,-0.881,-0.067,-0.005,0.114,-0.276,0.004,0.071
460.583,6.914,0.566,-0.138,4.586,-1.054,-0.046,0.027,0.106,-0.319,0.019,0.045
460.594,-1.387,1.085,0.257,15.001,-1.172,-0.051,0.032,0.108,-0.375,-0.001,0.021
460.605,1.176,0.524,0.430,20.581,-1.150,-0.070,0.016,0.109,-0.428,-0.046,-0.007
460.616,1.664,0.927,0.501,9.016,-0.954,-0.056,0.019,0.107,-0.381,-0.069,-0.035
460.626,0.077,0.910,0.642,-1.287,-0.655,-0.032,0.023,0.112,-0.285,-0.081,-0.047
460.637,-0.288,2.006,1.024,-5.681,-0.372,0.025,0.059,0.125,-0.144,-0.052,-0.041
460.648,6.303,2.315,1.508,-16.595,-0.300,0.078,0.104,0.149,-0.059,-0.009,-0.018
460.659,-6.758,1.140,1.494,-0.491,-0.329,0.047,0.075,0.164,-0.100,-0.039,-0.005
460.670,10.454,1.189,1.239,2.654,-0.425,0.029,0.063,0.168,-0.148,-0.060,-0.010
460.681,-8.223,-0.093,1.013,-17.532,-0.527,0.020,0.065,0.176,-0.202,-0.063,-0.007
460.691,-1.509,0.706,1.002,9.174,-0.492,0.060,0.106,0.183,-0.172,-0.031,-0.009
460.702,-12.739,-0.638,0.745,-13.931,-0.761,0.018,0.083,0.184,-0.298,-0.064,-0.019
460.713,-7.124,-0.285,0.493,5.901,-0.598,0.033,0.094,0.179,-0.271,-0.066,-0.037
460.724,12.163,2.136,0.772,-7.113,-0.592,0.099,0.164,0.187,-0.225,-0.006,-0.038
460.735,8.134,2.900,1.393,2.515,-0.519,0.143,0.203,0.209,-0.171,0.021,-0.025
460.746,11.430,5.518,2.787,-3.767,-0.444,0.277,0.326,0.257,0.001,0.133,0.013
460.756,8.867,6.546,4.062,11.867,-0.290,0.378,0.412,0.320,0.154,0.211,0.071
460.767,8.134,8.772,5.647,-23.623,-0.852,0.462,0.524,0.398,0.114,0.305,0.134
460.778,5.082,10.051,7.000,18.836,-0.565,0.549,0.603,0.486,0.220,0.364,0.206
460.789,27.422,13.043,8.570,-18.378,-0.981,0.723,0.795,0.599,0.300,0.533,0.301
460.800,12.041,15.346,11.272,9.957,-0.728,0.979,1.028,0.757,0.618,0.735,0.434
460.811,6.059,15.701,12.981,20.843,-0.535,1.130,1.166,0.918,0.798,0.848,0.576
460.821,40.606,19.949,14.455,-15.251,-0.776,1.362,1.409,1.088,0.961,1.060,0.721
460.832,28.399,18.600,16.282,-0.549,-0.912,1.573,1.629,1.293,1.093,1.236,0.889
460.843,22.661,20.709,17.434,1.764,-0.795,1.775,1.827,1.485,1.277,1.394,1.048
460.855,25.225,22.521,19.094,-10.961,-1.072,2.041,2.109,1.720,1.437,1.629,1.244
460.866,40.606,22.720,20.402,-29.567,-1.545,2.277,2.381,1.956,1.479,1.840,1.427
460.877,24.980,23.437,21.392,24.797,-0.633,2.530,2.592,2.185,1.840,1.993,1.605
460.888,8.989,21.587,21.839,23.014,0.205,2.736,2.767,2.422,2.129,2.130,1.811
460.899,19.243,18.597,20.752,3.833,-0.190,2.815,2.883,2.619,2.034,2.206,1.973
460.909,11.552,16.583,19.481,-21.868,-0.593,2.922,3.027,2.794,1.954,2.299,2.102
460.920,16.924,13.509,17.521,0.230,-0.580,2.992,3.097,2.935,1.976,2.315,2.191
460.931,-1.387,10.828,15.106,16.431,-0.491,2.980,3.083,3.036,1.932,2.250,2.241
460.942,-8.711,6.817,12.646,17.460,-0.350,2.991,3.095,3.121,1.897,2.212,2.276
460.954,-1.753,4.945,9.757,1.135,-0.650,2.951,3.085,3.163,1.700,2.155,2.268
460.965,-0.654,1.942,7.006,-1.716,-0.952,2.845,3.007,3.173,1.451,2.025,2.222
460.977,-16.524,-2.414,4.134,2.194,-1.184,2.688,2.879,3.148,1.145,1.842,2.137
460.988,-10.908,-6.998,0.267,-3.759,-1.232,2.467,2.668,3.061,0.850,1.580,1.991
461.000,-18.721,-10.663,-3.296,-12.213,-1.335,2.262,2.470,2.939,0.592,1.336,1.814
461.011,-9.077,-13.554,-6.940,-24.472,-1.410,2.040,2.251,2.774,0.332,1.073,1.596
461.023,-16.157,-16.422,-9.981,-32.780,-1.820,1.792,2.025,2.586,-0.022,0.805,1.355
461.034,-18.233,-18.281,-12.774,-10.389,-1.369,1.569,1.779,2.374,-0.179,0.523,1.096
461.044,-35.323,-21.166,-15.460,13.082,-1.007,1.267,1.463,2.139,-0.435,0.187,0.829
461.055,-27.755,-23.701,-18.216,8.145,-0.614,0.988,1.167,1.881,-0.638,-0.114,0.553
461.066,-28.243,-24.077,-20.297,0.164,-0.631,0.713,0.894,1.610,-0.907,-0.385,0.271
461.077,-27.877,-25.845,-22.264,3.020,-0.637,0.389,0.569,1.324,-1.212,-0.701,-0.019
461.088,-25.069,-26.138,-23.748,-22.790,-1.204,0.051,0.272,1.026,-1.678,-0.991,-0.322
461.099,-32.027,-27.197,-24.820,-40.132,-2.078,-0.296,-0.024,0.721,-2.201,-1.292,-0.642
461.110,-34.713,-29.203,-26.037,-22.767,-2.446,-0.677,-0.376,0.400,-2.672,-1.654,-0.986
461.121,-25.801,-29.745,-27.581,-14.113,-2.104,-1.026,-0.738,0.057,-2.954,-2.011,-1.337
461.132,-34.347,-31.268,-28.772,-23.720,-1.906,-1.399,-1.112,-0.286,-3.286,-2.371,-1.679
461.143,-36.666,-34.095,-30.366,-6.062,-1.820,-1.804,-1.526,-0.652,-3.614,-2.762,-2.035
461.154,-47.408,-36.562,-32.217,3.608,-1.323,-2.198,-1.960,-1.038,-3.806,-3.156,-2.395
461.165,-30.440,-36.597,-33.694,11.660,-0.722,-2.535,-2.339,-1.435,-3.922,-3.479,-2.750
461.176,-30.562,-35.276,-34.422,26.079,-0.312,-2.858,-2.713,-1.823,-3.986,-3.782,-3.080
461.186,-28.853,-34.912,-34.781,19.702,0.084,-3.240,-3.103,-2.200,-4.250,-4.087,-3.385
461.197,-18.965,-29.049,-33.182,-5.515,0.296,-3.389,-3.290,-2.530,-4.166,-4.181,-3.631
461.208,-14.204,-26.233,-31.081,17.395,1.274,-3.597,-3.536,-2.819,-4.131,-4.318,-3.820
461.219,-29.219,-28.395,-29.941,-17.389,1.415,-3.914,-3.861,-3.101,-4.307,-4.521,-3.989
461.229,-11.152,-25.345,-28.928,-2.654,1.288,-4.087,-4.030,-3.357,-4.397,-4.594,-4.155
461.241,-27.266,-23.739,-27.106,-30.834,0.898,-4.302,-4.229,-3.618,-4.557,-4.673,-4.302
461.253,0.077,-21.226,-25.643,25.013,0.826,-4.548,-4.469,-3.880,-4.717,-4.803,-4.459
461.264,-9.565,-19.999,-24.151,28.532,1.058,-4.723,-4.652,-4.080,-4.770,-4.895,-4.572
461.274,-11.641,-18.283,-22.453,19.684,1.330,-4.824,-4.771,-4.255,-4.713,-4.916,-4.651
461.284,-16.035,-16.796,-20.687,15.845,1.468,-4.888,-4.850,-4.405,-4.629,-4.893,-4.702
461.295,-2.729,-14.171,-18.977,27.736,1.907,-4.920,-4.914,-4.543,-4.450,-4.854,-4.738
461.305,-2.851,-10.939,-16.776,10.226,2.084,-4.917,-4.920,-4.643,-4.315,-4.753,-4.730
461.316,11.552,-6.158,-14.137,10.433,2.145,-4.888,-4.887,-4.709,-4.202,-4.612,-4.686
461.326,15.825,-2.100,-10.839,24.919,2.190,-4.782,-4.788,-4.721,-3.980,-4.412,-4.593
461.338,8.623,1.755,-6.672,-18.474,1.884,-4.661,-4.650,-4.686,-3.805,-4.152,-4.429
461.348,23.149,5.258,-3.477,-4.578,1.507,-4.550,-4.505,-4.627,-3.735,-3.921,-4.277
461.359,31.939,10.137,0.050,-9.702,1.147,-4.364,-4.293,-4.527,-3.565,-3.636,-4.096
461.369,33.282,16.437,4.494,-26.312,0.800,-4.070,-3.980,-4.365,-3.275,-3.256,-3.859
461.380,34.991,21.006,9.017,-7.819,0.422,-3.804,-3.693,-4.158,-3.027,-2.918,-3.588
461.390,46.588,26.835,13.832,-32.343,0.002,-3.445,-3.310,-3.898,-2.709,-2.495,-3.275
461.402,24.736,26.259,18.485,-2.725,-0.427,-3.148,-2.989,-3.569,-2.459,-2.139,-2.896
461.414,34.258,31.437,22.958,20.463,-0.688,-2.656,-2.477,-3.203,-2.005,-1.613,-2.496
461.424,46.588,37.939,27.047,32.905,-0.321,-2.096,-1.964,-2.838,-1.274,-1.090,-2.106
461.435,42.681,37.659,30.988,15.296,-0.394,-1.676,-1.543,-2.386,-0.851,-0.669,-1.634
461.447,59.894,41.782,34.408,-1.741,-0.080,-1.090,-0.991,-1.913,-0.151,-0.120,-1.143
461.458,44.024,42.928,37.514,15.283,0.642,-0.564,-0.510,-1.434,0.521,0.355,-0.649
461.469,43.536,40.838,39.059,32.471,1.194,-0.117,-0.099,-0.967,1.081,0.767,-0.162
461.480,35.967,42.048,40.056,29.270,1.645,0.354,0.356,-0.504,1.601,1.226,0.321
461.491,49.273,42.630,40.800,8.286,1.327,0.825,0.853,-0.026,1.972,1.716,0.810
461.502,56.354,45.606,42.372,-3.305,1.175,1.365,1.405,0.462,2.441,2.244,1.294
461.513,53.302,47.496,43.997,32.217,2.319,1.924,1.911,0.970,3.153,2.731,1.802
461.524,42.681,43.892,44.251,-0.975,2.326,2.347,2.336,1.471,3.539,3.139,2.302
461.535,31.572,39.183,43.000,-1.299,2.407,2.696,2.702,1.929,3.799,3.481,2.751
461.546,29.009,36.808,41.010,-22.360,1.979,3.063,3.079,2.346,4.091,3.826,3.149
461.557,12.407,31.410,38.187,-5.787,1.521,3.276,3.312,2.717,4.185,4.009,3.481
461.567,39.263,29.044,34.776,-21.733,0.657,3.466,3.537,3.027,4.189,4.173,3.738
461.578,14.482,24.162,31.429,12.400,0.416,3.597,3.688,3.299,4.175,4.245,3.938
461.589,18.388,22.869,28.419,1.199,0.443,3.813,3.915,3.541,4.276,4.393,4.106
461.600,1.542,18.085,25.236,18.822,0.838,3.913,3.996,3.745,4.365,4.397,4.238
461.611,15.703,13.612,21.312,-20.440,0.693,3.955,4.053,3.897,4.287,4.382,4.319
461.622,3.251,8.444,17.033,-3.139,0.503,3.892,4.028,3.994,4.028,4.284,4.342
461.633,-2.851,6.636,13.549,-18.096,0.236,3.916,4.078,4.063,3.891,4.256,4.331
461.644,-6.758,2.193,9.711,0.218,-0.077,3.809,3.990,4.082,3.651,4.090,4.269
461.655,-2.241,0.005,6.422,-9.322,-0.327,3.733,3.933,4.071,3.437,3.949,4.169
461.666,-1.387,-2.354,3.219,29.103,0.048,3.617,3.801,4.025,3.308,3.740,4.040
461.676,7.524,-3.037,0.789,4.984,0.358,3.569,3.729,3.969,3.281,3.602,3.912
461.687,-16.280,-7.053,-1.805,32.377,1.028,3.388,3.523,3.887,3.136,3.345,3.771
461.698,-22.017,-12.212,-4.982,-34.291,0.859,3.147,3.294,3.767,2.825,3.079,3.604
461.709,-19.331,-13.861,-8.008,-40.711,1.073,2.950,3.105,3.609,2.566,2.854,3.400
461.720,-19.087,-16.131,-10.758,-22.119,0.693,2.715,2.892,3.432,2.236,2.612,3.183
461.731,-3.462,-16.577,-13.111,-32.687,0.225,2.473,2.688,3.232,1.836,2.368,2.932
461.742,-49.362,-19.677,-14.782,12.823,0.569,2.210,2.415,3.027,1.586,2.064,2.684
461.753,-29.341,-23.993,-17.757,-4.454,0.479,1.878,2.088,2.771,1.227,1.717,2.395
461.765,-38.253,-29.631,-21.559,-31.030,-0.111,1.392,1.639,2.439,0.611,1.246,2.030
461.776,-22.383,-29.844,-24.180,-24.640,-0.643,1.037,1.326,2.109,0.109,0.913,1.666
461.787,-26.168,-32.013,-26.599,12.876,-0.302,0.615,0.880,1.734,-0.236,0.453,1.266
461.798,-50.094,-37.121,-29.367,19.491,0.318,0.090,0.322,1.328,-0.635,-0.102,0.848
461.810,-42.525,-36.726,-31.667,30.915,1.051,-0.278,-0.080,0.919,-0.867,-0.485,0.446
461.821,-38.985,-38.131,-33.768,12.992,1.182,-0.769,-0.570,0.491,-1.318,-0.940,0.039
461.832,-38.863,-41.619,-36.109,-9.143,0.819,-1.381,-1.134,0.031,-2.042,-1.467,-0.400
461.844,-37.643,-44.760,-38.653,-29.800,-0.056,-2.005,-1.698,-0.468,-2.816,-1.997,-0.882
461.854,-39.840,-44.088,-40.378,-12.101,-0.349,-2.466,-2.131,-0.939,-3.319,-2.400,-1.338
461.865,-44.723,-44.561,-41.659,22.540,-0.067,-2.909,-2.596,-1.406,-3.633,-2.825,-1.780
461.876,-41.671,-43.647,-42.432,2.010,-0.040,-3.361,-3.054,-1.889,-4.008,-3.233,-2.228
461.887,-37.765,-44.617,-43.106,8.164,0.081,-3.858,-3.557,-2.368,-4.415,-3.681,-2.666
461.899,-45.699,-44.506,-43.456,17.288,0.135,-4.322,-4.015,-2.860,-4.821,-4.077,-3.109
461.909,-33.614,-40.643,-42.930,-18.502,0.061,-4.655,-4.331,-3.300,-5.127,-4.324,-3.492
461.920,-28.365,-41.916,-42.632,-25.083,-0.633,-5.167,-4.789,-3.731,-5.731,-4.719,-3.871
461.931,-36.788,-40.012,-41.859,-6.629,-0.718,-5.518,-5.145,-4.169,-5.981,-5.011,-4.256
461.942,-19.453,-36.932,-40.810,-7.601,-0.802,-5.842,-5.467,-4.566,-6.232,-5.266,-4.595
461.953,-34.102,-36.500,-39.574,29.542,-0.395,-6.241,-5.865,-4.964,-6.543,-5.590,-4.928
461.965,-41.671,-36.497,-38.581,39.546,0.509,-6.587,-6.261,-5.356,-6.627,-5.894,-5.237
461.976,-38.253,-33.613,-37.203,10.876,0.687,-6.850,-6.541,-5.728,-6.724,-6.073,-5.515
461.988,-20.552,-28.784,-34.951,0.638,0.349,-7.007,-6.698,-6.047,-6.775,-6.134,-5.742
461.999,-18.111,-25.810,-32.396,0.035,0.157,-7.213,-6.887,-6.328,-6.926,-6.230,-5.932
462.011,-13.472,-22.325,-29.607,-36.161,-0.633,-7.424,-7.037,-6.572,-7.227,-6.291,-6.090
462.022,0.810,-18.052,-26.392,-44.807,-0.981,-7.533,-7.085,-6.770,-7.428,-6.261,-6.210
462.034,-8.345,-16.810,-23.451,1.049,-0.823,-7.654,-7.205,-6.938,-7.457,-6.304,-6.299
462.045,-23.238,-16.726,-21.259,31.299,0.132,-7.793,-7.372,-7.098,-7.400,-6.383,-6.368
462.057,-19.087,-15.464,-19.471,11.436,0.399,-7.888,-7.468,-7.240,-7.378,-6.381,-6.410
462.068,-18.965,-18.605,-18.961,-39.015,-0.080,-8.202,-7.715,-7.401,-7.783,-6.534,-6.476
462.080,-30.318,-21.288,-19.245,-13.587,-0.474,-8.499,-7.952,-7.588,-8.151,-6.685,-6.576
462.091,-32.027,-23.182,-20.322,19.393,-0.045,-8.778,-8.243,-7.809,-8.276,-6.884,-6.705
462.103,-51.437,-29.405,-22.540,-10.763,-0.472,-9.268,-8.689,-8.078,-8.778,-7.234,-6.881
462.114,-49.850,-38.479,-26.839,-27.925,-0.817,-9.943,-9.326,-8.441,-9.447,-7.776,-7.156
462.125,-74.265,-47.956,-32.422,13.651,-0.660,-10.660,-10.049,-8.897,-10.017,-8.396,-7.520
462.137,-74.387,-53.909,-38.451,-15.597,-0.756,-11.329,-10.720,-9.431,-10.538,-8.955,-7.953
462.148,-83.664,-64.823,-45.639,-18.352,-0.945,-12.291,-11.651,-10.071,-11.446,-9.768,-8.491
462.160,-94.163,-72.218,-53.348,1.628,-0.843,-13.268,-12.627,-10.817,-12.267,-10.611,-9.124
462.172,-88.303,-79.007,-60.862,-29.405,-1.202,-14.314,-13.648,-11.651,-13.217,-11.491,-9.838
462.183,-122.362,-92.007,-69.379,29.018,-0.606,-15.570,-14.960,-12.589,-14.119,-12.646,-10.645
462.195,-115.037,-98.388,-77.892,18.674,-0.351,-16.800,-16.185,-13.629,-15.161,-13.690,-11.534
462.206,-121.629,-106.228,-86.066,-16.194,-0.581,-18.133,-17.499,-14.741,-16.330,-14.810,-12.482
462.218,-112.840,-108.684,-92.994,-4.863,-0.754,-19.378,-18.730,-15.903,-17.385,-15.836,-13.473
462.229,-121.019,-112.096,-98.715,34.049,-0.069,-20.629,-20.034,-17.108,-18.228,-16.914,-14.484
462.241,-110.154,-112.630,-103.229,-2.666,-0.122,-21.849,-21.253,-18.312,-19.188,-17.888,-15.476
462.252,-116.014,-113.038,-106.138,-23.751,-0.879,-23.055,-22.407,-19.507,-20.274,-18.795,-16.455
462.264,-91.111,-105.453,-106.666,-11.505,-1.050,-23.992,-23.329,-20.664,-20.983,-19.467,-17.390
462.276,-76.706,-98.864,-105.105,4.285,-1.027,-24.872,-24.214,-21.738,-21.562,-20.095,-18.232
462.287,-73.532,-92.772,-101.987,4.840,-0.943,-25.671,-25.023,-22.714,-22.045,-20.638,-18.964
462.297,-47.775,-79.354,-96.212,-2.925,-1.030,-26.087,-25.433,-23.495,-22.188,-20.781,-19.493
462.308,-35.201,-65.463,-87.917,-20.711,-1.288,-26.350,-25.667,-24.095,-22.250,-20.750,-19.840
462.318,-16.768,-49.498,-77.339,4.900,-1.304,-26.376,-25.689,-24.542,-22.010,-20.518,-20.036
462.328,9.111,-32.957,-65.074,7.784,-1.184,-26.239,-25.555,-24.827,-21.589,-20.132,-20.068
462.338,28.887,-15.997,-51.543,-2.733,-1.307,-25.977,-25.277,-24.948,-21.105,-19.611,-19.938
462.348,48.541,-0.300,-37.274,-31.332,-1.882,-25.602,-24.854,-24.909,-20.619,-18.962,-19.660
462.358,57.208,12.899,-22.848,-1.317,-2.001,-25.069,-24.311,-24.717,-19.884,-18.214,-19.244
462.368,40.240,21.515,-9.665,27.014,-1.501,-24.515,-23.790,-24.414,-19.009,-17.492,-18.718
462.378,59.527,33.297,2.641,-11.913,-1.792,-23.846,-23.099,-24.010,-18.193,-16.613,-18.101
