R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,100,30,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
181.239,1.417,0.014,0.174,-0.081,-0.097,-0.205,-0.201,-0.170,-0.111,-0.110,-0.084
181.250,5.812,0.158,-0.041,0.169,-0.093,-0.219,-0.215,-0.173,-0.124,-0.124,-0.089
181.261,-1.878,-0.540,-0.124,-0.080,-0.093,-0.238,-0.234,-0.175,-0.142,-0.142,-0.091
181.272,2.638,-0.992,-0.480,-0.165,-0.106,-0.257,-0.253,-0.183,-0.164,-0.160,-0.100
181.282,2.638,-0.199,-0.521,-0.039,-0.098,-0.262,-0.258,-0.191,-0.165,-0.164,-0.108
181.293,0.563,0.498,-0.298,-0.080,-0.094,-0.256,-0.252,-0.192,-0.157,-0.156,-0.109
181.305,0.685,0.763,0.207,-0.081,-0.085,-0.254,-0.250,-0.185,-0.150,-0.153,-0.102
181.315,-1.145,0.557,0.486,-0.164,-0.088,-0.245,-0.242,-0.175,-0.142,-0.143,-0.093
181.326,1.906,0.813,0.576,-0.039,-0.077,-0.238,-0.235,-0.168,-0.131,-0.136,-0.086
181.337,-3.587,0.514,0.731,0.002,-0.082,-0.241,-0.238,-0.159,-0.135,-0.137,-0.078
181.348,2.150,0.387,0.561,-0.122,-0.078,-0.231,-0.228,-0.153,-0.123,-0.127,-0.073
181.359,4.347,1.110,0.519,-0.080,-0.083,-0.225,-0.222,-0.149,-0.117,-0.120,-0.069
181.370,-1.389,0.145,0.396,0.002,-0.090,-0.243,-0.239,-0.144,-0.136,-0.136,-0.066
181.381,5.446,1.096,0.479,-0.331,-0.108,-0.221,-0.217,-0.139,-0.119,-0.114,-0.062
181.392,5.446,1.386,0.638,0.002,-0.096,-0.218,-0.214,-0.130,-0.113,-0.111,-0.055
181.403,3.859,0.822,0.759,-0.206,-0.105,-0.213,-0.209,-0.118,-0.111,-0.106,-0.046
181.414,2.028,-0.005,0.587,0.044,-0.093,-0.216,-0.212,-0.112,-0.110,-0.110,-0.042
181.425,-2.122,-0.716,-0.044,0.085,-0.087,-0.240,-0.236,-0.119,-0.133,-0.134,-0.050
181.436,-2.000,-0.573,-0.392,-0.164,-0.091,-0.253,-0.249,-0.127,-0.145,-0.146,-0.060
181.447,2.516,0.916,0.040,0.044,-0.092,-0.225,-0.221,-0.124,-0.118,-0.117,-0.059
181.458,8.009,0.504,0.306,-0.164,-0.094,-0.217,-0.213,-0.116,-0.111,-0.110,-0.052
181.469,-3.709,0.594,0.599,-0.039,-0.087,-0.194,-0.191,-0.106,-0.087,-0.088,-0.044
181.480,1.051,0.119,0.577,-0.164,-0.091,-0.179,-0.176,-0.097,-0.074,-0.074,-0.037
181.491,4.469,0.092,0.031,-0.122,-0.088,-0.196,-0.192,-0.103,-0.091,-0.092,-0.045
181.502,1.906,1.627,0.649,-0.039,-0.084,-0.159,-0.156,-0.091,-0.054,-0.056,-0.035
181.513,-0.291,0.130,0.574,0.002,-0.080,-0.183,-0.180,-0.084,-0.078,-0.081,-0.030
181.524,-2.366,-0.372,0.247,-0.081,-0.079,-0.204,-0.201,-0.085,-0.099,-0.102,-0.033
181.535,1.906,-1.600,-0.466,-0.039,-0.080,-0.235,-0.232,-0.096,-0.130,-0.133,-0.046
181.545,-1.512,-0.887,-0.594,-0.123,-0.082,-0.211,-0.208,-0.104,-0.107,-0.109,-0.055
181.556,5.202,-0.232,-0.627,0.127,-0.081,-0.212,-0.209,-0.112,-0.107,-0.110,-0.064
181.567,-3.221,-0.899,-0.648,-0.373,-0.083,-0.244,-0.241,-0.119,-0.139,-0.141,-0.072
181.578,1.051,-0.669,-0.738,-0.039,-0.072,-0.250,-0.248,-0.128,-0.141,-0.146,-0.081
181.589,-0.901,0.080,-0.477,-0.163,-0.068,-0.244,-0.242,-0.132,-0.133,-0.139,-0.085
181.600,-5.052,0.135,-0.042,-0.039,-0.075,-0.249,-0.247,-0.129,-0.138,-0.142,-0.082
181.611,-3.465,-0.145,-0.098,0.044,-0.074,-0.266,-0.263,-0.131,-0.153,-0.157,-0.084
181.622,-0.779,-0.759,-0.429,-0.332,-0.081,-0.300,-0.297,-0.139,-0.187,-0.189,-0.092
181.633,8.742,0.129,-0.421,0.044,-0.096,-0.298,-0.294,-0.145,-0.186,-0.184,-0.098
181.644,-2.000,-0.989,-0.432,-0.123,-0.089,-0.300,-0.296,-0.145,-0.185,-0.184,-0.099
181.655,-0.779,-0.989,-0.760,-0.248,-0.099,-0.316,-0.312,-0.157,-0.201,-0.197,-0.111
181.666,-4.197,0.173,-0.199,-0.122,-0.106,-0.284,-0.280,-0.155,-0.170,-0.164,-0.109
181.677,-0.413,-0.281,-0.141,-0.206,-0.116,-0.294,-0.290,-0.155,-0.182,-0.173,-0.110
181.688,4.713,1.522,0.410,-0.164,-0.125,-0.253,-0.249,-0.147,-0.144,-0.132,-0.102
181.699,-0.413,-0.141,0.391,-0.039,-0.130,-0.272,-0.267,-0.139,-0.164,-0.151,-0.096
181.710,-0.535,1.062,0.622,0.002,-0.124,-0.244,-0.240,-0.132,-0.135,-0.124,-0.090
181.721,1.295,0.345,0.592,-0.123,-0.106,-0.245,-0.242,-0.124,-0.131,-0.127,-0.084
181.732,-2.000,0.318,0.524,-0.247,-0.103,-0.242,-0.238,-0.119,-0.127,-0.124,-0.080
181.743,-2.122,-0.350,0.314,-0.039,-0.098,-0.247,-0.244,-0.117,-0.131,-0.130,-0.079
181.754,0.197,0.979,0.421,0.002,-0.083,-0.223,-0.221,-0.114,-0.103,-0.106,-0.076
181.765,-5.662,-0.689,0.236,-0.248,-0.088,-0.247,-0.244,-0.111,-0.128,-0.129,-0.074
181.776,-2.610,-0.868,-0.114,-0.205,-0.092,-0.256,-0.253,-0.116,-0.138,-0.138,-0.080
181.786,-1.878,-0.897,-0.462,-0.121,-0.090,-0.262,-0.259,-0.125,-0.142,-0.143,-0.089
181.797,1.906,-1.032,-0.812,-0.080,-0.084,-0.276,-0.274,-0.137,-0.154,-0.157,-0.102
181.808,0.197,-0.376,-0.699,-0.205,-0.083,-0.278,-0.275,-0.145,-0.154,-0.157,-0.109
181.819,-2.976,-1.727,-0.838,-0.122,-0.082,-0.294,-0.291,-0.152,-0.169,-0.172,-0.115
181.830,6.422,-0.392,-0.933,-0.206,-0.087,-0.283,-0.280,-0.164,-0.158,-0.159,-0.127
181.841,8.375,0.863,-0.479,0.002,-0.087,-0.275,-0.272,-0.165,-0.148,-0.150,-0.128
181.852,-3.587,-0.203,-0.071,-0.122,-0.079,-0.292,-0.290,-0.160,-0.162,-0.166,-0.122
181.863,-3.465,-0.827,-0.249,0.044,-0.058,-0.298,-0.297,-0.163,-0.160,-0.171,-0.123
181.874,4.347,-0.395,-0.528,0.044,-0.058,-0.310,-0.308,-0.174,-0.170,-0.180,-0.132
181.884,3.859,-0.117,-0.443,0.002,-0.064,-0.313,-0.312,-0.177,-0.174,-0.182,-0.135
181.895,0.074,0.172,-0.218,-0.205,-0.071,-0.300,-0.298,-0.175,-0.161,-0.167,-0.131
181.906,-1.023,0.077,-0.143,-0.081,-0.078,-0.301,-0.298,-0.174,-0.163,-0.166,-0.130
181.917,3.004,1.352,0.275,0.044,-0.080,-0.261,-0.259,-0.165,-0.124,-0.126,-0.120
181.928,-3.343,-0.089,0.406,0.002,-0.073,-0.277,-0.275,-0.155,-0.137,-0.142,-0.110
181.938,7.887,0.664,0.287,-0.454,-0.077,-0.267,-0.265,-0.155,-0.128,-0.131,-0.109
181.949,-4.197,1.144,0.593,-0.247,-0.070,-0.240,-0.238,-0.143,-0.099,-0.104,-0.098
181.960,-5.418,-0.036,0.567,-0.122,-0.075,-0.250,-0.248,-0.135,-0.111,-0.115,-0.089
181.971,4.103,0.650,0.503,-0.122,-0.070,-0.228,-0.226,-0.131,-0.088,-0.093,-0.085
181.981,-0.535,-0.206,0.298,-0.122,-0.064,-0.250,-0.249,-0.130,-0.108,-0.115,-0.084
181.992,-2.000,-0.209,0.083,-0.039,-0.059,-0.255,-0.254,-0.133,-0.112,-0.120,-0.087
182.003,1.295,-0.167,-0.033,0.128,-0.063,-0.255,-0.253,-0.134,-0.112,-0.119,-0.088
182.014,-3.587,-0.762,-0.198,-1.051,-0.081,-0.272,-0.270,-0.138,-0.134,-0.135,-0.092
182.025,-1.878,-1.038,-0.446,1.736,-0.088,-0.283,-0.280,-0.147,-0.147,-0.146,-0.101
182.035,-1.512,-0.022,-0.309,-3.295,-0.065,-0.247,-0.245,-0.148,-0.104,-0.110,-0.101
182.046,0.685,0.427,-0.015,5.031,0.046,-0.210,-0.214,-0.142,-0.039,-0.079,-0.095
182.057,1.783,0.895,0.224,-3.569,-0.018,-0.207,-0.207,-0.136,-0.052,-0.071,-0.087
182.068,3.493,0.464,0.382,5.598,-0.008,-0.187,-0.188,-0.126,-0.032,-0.052,-0.077
182.079,-0.901,-0.276,0.224,-2.499,-0.069,-0.205,-0.203,-0.124,-0.068,-0.069,-0.075
182.089,17.775,2.458,0.520,-6.412,-0.095,-0.160,-0.157,-0.118,-0.032,-0.023,-0.069
182.100,4.469,1.658,0.905,-1.847,-0.188,-0.184,-0.176,-0.101,-0.082,-0.046,-0.055
182.111,-4.808,0.074,0.820,-4.205,-0.232,-0.216,-0.206,-0.092,-0.126,-0.079,-0.049
182.122,3.737,-0.048,0.391,-2.677,-0.266,-0.226,-0.215,-0.096,-0.148,-0.093,-0.057
182.133,-8.470,-1.091,0.010,0.934,-0.219,-0.266,-0.258,-0.103,-0.177,-0.138,-0.069
182.143,-0.779,-0.864,-0.351,-4.536,-0.238,-0.284,-0.275,-0.115,-0.201,-0.157,-0.084
182.154,-3.587,-1.127,-0.614,-3.975,-0.249,-0.297,-0.287,-0.125,-0.218,-0.171,-0.097
182.165,-10.179,-2.231,-0.952,-0.509,-0.279,-0.331,-0.319,-0.140,-0.263,-0.206,-0.116
182.176,9.962,-0.027,-0.974,8.021,-0.244,-0.293,-0.282,-0.154,-0.219,-0.171,-0.133
182.187,-0.657,0.037,-0.638,-0.289,-0.347,-0.298,-0.282,-0.156,-0.256,-0.175,-0.138
182.197,-0.779,-0.385,-0.479,1.057,-0.450,-0.315,-0.294,-0.158,-0.302,-0.193,-0.147
182.208,6.300,-0.908,-0.729,-5.271,-0.495,-0.343,-0.319,-0.170,-0.347,-0.224,-0.166
182.219,0.563,-0.199,-0.616,-12.603,-0.515,-0.340,-0.315,-0.177,-0.362,-0.226,-0.180
182.230,-0.047,-0.777,-0.705,-3.653,-0.584,-0.370,-0.341,-0.187,-0.413,-0.259,-0.197
182.241,-3.098,-0.542,-0.630,-2.818,-0.631,-0.372,-0.341,-0.194,-0.432,-0.267,-0.213
182.251,-8.348,-1.299,-0.736,-0.851,-0.611,-0.405,-0.375,-0.206,-0.465,-0.309,-0.234
182.262,-2.976,0.076,-0.541,0.002,-0.584,-0.382,-0.353,-0.212,-0.437,-0.294,-0.247
182.273,-2.610,-0.002,-0.284,0.805,-0.518,-0.380,-0.354,-0.212,-0.420,-0.300,-0.253
182.284,1.173,0.362,-0.103,6.652,-0.304,-0.357,-0.342,-0.211,-0.343,-0.291,-0.255
182.294,2.882,1.013,0.354,-3.913,-0.210,-0.309,-0.298,-0.198,-0.268,-0.247,-0.242
182.305,6.422,0.780,0.369,5.872,-0.141,-0.307,-0.299,-0.192,-0.249,-0.247,-0.235
182.316,0.563,1.463,0.728,1.854,-0.108,-0.290,-0.284,-0.180,-0.221,-0.230,-0.221
182.327,-1.023,0.964,0.854,-1.868,-0.165,-0.287,-0.278,-0.168,-0.234,-0.223,-0.207
182.338,0.319,1.911,1.156,-1.407,-0.081,-0.256,-0.251,-0.152,-0.178,-0.194,-0.189
182.349,5.812,1.879,1.471,7.746,-0.067,-0.223,-0.218,-0.129,-0.147,-0.160,-0.164
182.359,-6.028,1.223,1.558,2.471,0.004,-0.211,-0.209,-0.110,-0.113,-0.150,-0.142
182.370,1.661,1.319,1.360,-2.190,-0.012,-0.205,-0.203,-0.098,-0.111,-0.141,-0.128
182.381,-2.000,1.970,1.604,-3.713,-0.039,-0.154,-0.150,-0.076,-0.069,-0.088,-0.105
182.392,-0.413,0.354,1.353,-0.262,-0.094,-0.186,-0.180,-0.064,-0.117,-0.118,-0.093
182.403,-0.779,-1.125,0.681,3.142,-0.038,-0.211,-0.207,-0.066,-0.128,-0.145,-0.095
182.413,-0.047,-0.356,0.250,6.620,0.099,-0.197,-0.200,-0.072,-0.075,-0.135,-0.099
182.424,0.441,-0.245,-0.062,1.939,0.148,-0.214,-0.218,-0.079,-0.082,-0.149,-0.101
182.435,3.126,0.936,0.092,0.886,-0.007,-0.212,-0.208,-0.078,-0.119,-0.136,-0.098
182.446,3.126,0.933,0.449,-2.982,-0.173,-0.202,-0.190,-0.066,-0.153,-0.119,-0.088
182.457,-2.244,0.587,0.642,-0.458,-0.332,-0.201,-0.180,-0.056,-0.202,-0.114,-0.083
182.467,-9.813,-1.135,0.244,0.885,-0.369,-0.252,-0.228,-0.060,-0.271,-0.168,-0.094
182.478,-3.587,0.206,0.138,5.278,-0.195,-0.212,-0.196,-0.064,-0.196,-0.141,-0.102
182.489,-8.226,0.016,0.134,-6.430,-0.151,-0.213,-0.199,-0.063,-0.184,-0.145,-0.103
182.500,4.103,1.299,0.327,-3.009,-0.045,-0.181,-0.174,-0.058,-0.119,-0.118,-0.097
182.511,11.061,2.596,0.770,-10.515,-0.079,-0.159,-0.151,-0.043,-0.098,-0.092,-0.079
182.521,-10.545,0.773,1.197,0.485,-0.217,-0.170,-0.154,-0.020,-0.144,-0.095,-0.056
182.532,-0.169,0.307,0.822,9.811,-0.303,-0.191,-0.171,-0.019,-0.194,-0.117,-0.059
182.543,5.324,1.353,0.776,1.408,-0.387,-0.179,-0.155,-0.014,-0.205,-0.107,-0.061
182.553,5.690,1.459,0.887,-4.530,-0.646,-0.201,-0.163,-0.006,-0.301,-0.124,-0.063
182.565,-9.202,0.514,0.989,11.695,-0.725,-0.213,-0.173,0.002,-0.336,-0.150,-0.072
182.575,2.028,1.243,1.011,16.856,-0.553,-0.187,-0.158,0.007,-0.266,-0.152,-0.084
182.586,-3.221,0.258,0.887,0.043,-0.526,-0.188,-0.165,0.013,-0.246,-0.175,-0.096
182.598,-2.854,0.145,0.612,-9.763,-0.320,-0.184,-0.172,0.013,-0.193,-0.187,-0.102
182.609,0.074,0.382,0.454,-15.833,-0.420,-0.183,-0.168,0.016,-0.210,-0.179,-0.097
182.620,5.079,0.062,0.332,12.478,-0.369,-0.188,-0.179,0.016,-0.185,-0.194,-0.102
182.632,-4.075,-0.229,0.150,1.152,-0.455,-0.200,-0.193,0.011,-0.200,-0.219,-0.119
182.642,-13.231,-1.336,-0.119,5.260,-0.242,-0.210,-0.214,0.005,-0.157,-0.243,-0.130
182.653,-3.831,-1.962,-0.795,-16.167,-0.234,-0.236,-0.244,-0.013,-0.166,-0.272,-0.149
182.665,3.126,-1.171,-1.064,8.469,-0.147,-0.223,-0.242,-0.030,-0.097,-0.266,-0.165
182.676,2.882,-1.298,-1.212,-13.530,-0.340,-0.266,-0.271,-0.048,-0.214,-0.298,-0.187
182.688,1.051,0.243,-0.912,-1.320,-0.329,-0.247,-0.250,-0.057,-0.203,-0.275,-0.196
182.699,-4.075,0.926,-0.070,18.491,-0.183,-0.236,-0.243,-0.050,-0.180,-0.270,-0.193
182.709,-6.272,-0.230,0.172,-10.338,-0.248,-0.245,-0.241,-0.043,-0.250,-0.271,-0.190
182.720,-11.644,-0.593,-0.073,5.081,0.017,-0.284,-0.286,-0.052,-0.257,-0.312,-0.196
182.732,-4.685,-0.029,0.015,13.039,0.156,-0.255,-0.263,-0.050,-0.191,-0.279,-0.187
182.743,7.643,1.607,0.180,-16.505,-0.383,-0.231,-0.227,-0.047,-0.219,-0.239,-0.179
182.755,8.253,3.331,1.416,-14.052,-0.538,-0.166,-0.159,-0.018,-0.178,-0.179,-0.158
182.766,2.394,4.438,2.582,5.870,-0.094,-0.083,-0.092,0.025,-0.026,-0.114,-0.116
182.776,2.760,4.673,3.469,3.685,-0.114,-0.020,-0.029,0.075,0.036,-0.051,-0.065
182.788,27.907,8.229,4.530,-7.334,-0.536,0.088,0.091,0.136,0.079,0.060,-0.011
182.799,13.014,9.380,6.490,-23.806,-0.746,0.195,0.210,0.232,0.105,0.157,0.065
182.809,20.339,11.540,8.121,12.196,-0.446,0.335,0.346,0.334,0.247,0.279,0.156
182.821,8.986,13.154,9.932,20.284,-0.243,0.517,0.516,0.468,0.473,0.426,0.272
182.832,9.962,13.309,11.290,14.457,-0.260,0.666,0.656,0.613,0.641,0.549,0.403
182.844,29.372,17.267,13.466,-29.820,-0.862,0.922,0.945,0.790,0.701,0.801,0.551
182.854,20.095,16.580,14.657,7.926,-0.776,1.079,1.108,0.955,0.797,0.926,0.683
182.864,-1.756,12.452,14.660,6.117,-0.530,1.180,1.193,1.101,0.942,0.975,0.799
182.874,6.178,8.497,12.600,-21.915,-0.849,1.196,1.219,1.195,0.881,0.973,0.868
182.884,-8.348,6.550,10.717,28.473,-0.448,1.224,1.238,1.262,0.917,0.950,0.895
182.894,-5.784,3.392,8.378,-24.721,-0.576,1.187,1.219,1.305,0.762,0.909,0.916
182.904,-10.911,1.895,6.293,14.144,-0.490,1.167,1.209,1.326,0.671,0.867,0.905
182.914,17.897,4.937,5.322,-10.908,-0.545,1.247,1.294,1.351,0.704,0.923,0.903
182.924,4.469,6.898,5.655,14.277,-0.394,1.332,1.372,1.402,0.798,0.973,0.926
182.934,21.682,10.920,7.051,-23.921,-0.597,1.487,1.537,1.482,0.876,1.107,0.978
182.944,9.352,13.414,9.201,25.778,-0.222,1.673,1.714,1.599,1.085,1.253,1.068
182.954,8.620,13.616,10.888,-29.386,-0.605,1.765,1.830,1.724,1.028,1.337,1.165
182.964,11.183,13.593,12.076,18.348,-0.331,1.903,1.960,1.853,1.174,1.427,1.258
182.975,11.794,13.327,12.634,-12.030,-0.433,2.027,2.095,1.981,1.217,1.528,1.356
182.985,15.700,13.132,13.018,1.143,-0.516,2.169,2.250,2.110,1.263,1.635,1.443
182.995,7.399,11.548,12.772,14.612,-0.375,2.240,2.321,2.223,1.303,1.669,1.522
183.006,-0.169,8.513,11.340,-11.846,-0.894,2.256,2.366,2.322,1.137,1.661,1.571
183.016,11.916,6.230,9.678,-12.448,-1.132,2.258,2.390,2.381,0.995,1.629,1.576
183.028,-6.517,3.982,7.647,19.464,-0.561,2.275,2.389,2.423,1.055,1.571,1.562
183.038,-5.052,2.942,5.883,-11.217,-0.769,2.253,2.386,2.442,0.915,1.529,1.542
183.049,1.906,3.041,4.644,-28.933,-1.268,2.236,2.403,2.457,0.699,1.486,1.498
183.059,-13.109,1.714,4.002,24.356,-1.143,2.224,2.385,2.469,0.682,1.415,1.457
183.071,-4.075,0.925,2.774,22.615,-0.689,2.205,2.337,2.463,0.766,1.319,1.401
183.082,-2.000,0.617,1.955,3.622,-0.664,2.220,2.341,2.458,0.801,1.278,1.350
183.092,-2.000,-1.420,0.896,-1.715,-0.763,2.156,2.283,2.438,0.688,1.186,1.295
183.104,6.300,0.638,0.362,-24.486,-1.198,2.139,2.302,2.414,0.466,1.161,1.224
183.114,6.056,0.285,0.314,-19.069,-1.349,2.102,2.289,2.400,0.293,1.100,1.162
183.124,-4.441,-0.742,0.131,26.327,-0.736,2.073,2.236,2.382,0.355,1.012,1.107
183.134,-8.836,-1.546,-0.390,-15.865,-1.081,1.992,2.170,2.354,0.191,0.917,1.049
183.144,10.329,0.387,-0.486,-30.001,-1.530,1.995,2.179,2.327,0.142,0.885,0.979
183.154,-7.981,-2.128,-0.834,30.292,-0.944,1.926,2.072,2.297,0.228,0.741,0.909
183.164,-8.714,-3.462,-1.655,10.477,-0.609,1.851,1.998,2.255,0.139,0.648,0.844
183.174,-9.568,-4.885,-2.599,-31.955,-0.809,1.756,1.936,2.202,-0.121,0.566,0.767
183.184,-9.813,-5.649,-3.642,-8.279,-1.045,1.659,1.858,2.134,-0.312,0.462,0.670
183.194,-17.015,-6.592,-4.311,19.963,-0.825,1.603,1.801,2.067,-0.369,0.383,0.578
183.206,-9.568,-7.061,-5.480,14.350,-0.721,1.503,1.704,1.973,-0.479,0.268,0.462
183.216,-5.174,-7.946,-6.329,-25.496,-1.141,1.382,1.602,1.884,-0.686,0.151,0.354
183.226,-24.339,-9.367,-7.077,26.513,-0.809,1.286,1.477,1.786,-0.649,0.008,0.235
183.236,-17.137,-9.841,-8.177,-4.829,-0.946,1.159,1.348,1.675,-0.758,-0.122,0.117
183.246,-9.690,-10.611,-8.948,-28.698,-1.463,1.036,1.244,1.561,-0.968,-0.242,-0.016
183.256,-9.935,-11.757,-9.909,16.521,-1.299,0.885,1.079,1.430,-1.053,-0.424,-0.168
183.266,-3.587,-13.183,-11.334,12.526,-0.958,0.713,0.888,1.283,-1.129,-0.617,-0.322
183.276,-13.963,-14.807,-12.495,-0.201,-1.022,0.547,0.726,1.133,-1.297,-0.776,-0.475
183.286,-21.043,-16.107,-13.570,-21.386,-1.533,0.362,0.564,0.971,-1.581,-0.939,-0.644
183.296,-17.381,-16.791,-14.784,-3.070,-1.374,0.161,0.362,0.790,-1.762,-1.144,-0.833
183.308,-10.911,-17.726,-15.970,23.322,-0.229,-0.048,0.114,0.579,-1.764,-1.371,-1.030
183.318,-28.246,-17.720,-16.237,28.552,0.319,-0.205,-0.056,0.404,-1.812,-1.501,-1.171
183.328,-16.527,-17.295,-16.859,-43.136,-0.238,-0.453,-0.249,0.220,-2.259,-1.649,-1.316
183.338,7.521,-14.531,-16.399,-22.906,-0.511,-0.551,-0.319,0.058,-2.439,-1.690,-1.453
183.348,-13.353,-13.434,-15.182,31.541,0.162,-0.618,-0.410,-0.076,-2.342,-1.742,-1.551
183.358,0.685,-12.680,-14.537,-17.792,-0.308,-0.757,-0.526,-0.210,-2.528,-1.810,-1.641
183.368,-15.550,-13.397,-13.883,-28.778,-0.790,-0.934,-0.688,-0.345,-2.723,-1.941,-1.747
183.379,1.417,-11.561,-13.411,27.566,-0.134,-1.009,-0.803,-0.480,-2.563,-2.021,-1.850
183.389,-20.067,-11.549,-12.657,32.289,0.046,-1.128,-0.938,-0.596,-2.550,-2.104,-1.918
183.399,-11.644,-9.812,-11.941,-18.018,-0.307,-1.206,-1.005,-0.705,-2.620,-2.120,-1.977
183.409,0.807,-8.249,-10.662,-26.736,-0.926,-1.251,-1.022,-0.792,-2.744,-2.104,-2.032
183.419,-18.114,-8.161,-9.217,2.120,-0.814,-1.280,-1.054,-0.862,-2.717,-2.107,-2.072
183.429,-10.301,-7.695,-8.638,5.576,-0.519,-1.360,-1.150,-0.944,-2.677,-2.165,-2.116
183.439,-4.930,-9.745,-9.060,9.624,-0.245,-1.521,-1.321,-1.041,-2.738,-2.291,-2.170
183.449,0.074,-7.766,-8.819,15.061,0.065,-1.548,-1.353,-1.124,-2.684,-2.272,-2.203
183.459,-7.615,-7.389,-8.321,-3.784,-0.186,-1.627,-1.406,-1.196,-2.818,-2.274,-2.222
183.470,-21.532,-6.067,-7.231,-19.920,-0.947,-1.694,-1.415,-1.256,-3.096,-2.246,-2.245
183.481,-6.150,-5.448,-6.577,-47.396,-1.712,-1.773,-1.441,-1.314,-3.374,-2.251,-2.281
183.491,9.718,-3.214,-5.796,-29.990,-1.470,-1.785,-1.458,-1.368,-3.319,-2.248,-2.313
183.502,4.347,-1.101,-4.343,-7.080,-0.971,-1.762,-1.462,-1.396,-3.125,-2.225,-2.311
183.513,15.334,1.258,-2.761,12.651,-0.634,-1.715,-1.441,-1.402,-2.909,-2.170,-2.279
183.524,-5.052,0.925,-1.099,24.224,0.123,-1.647,-1.425,-1.381,-2.550,-2.109,-2.210
183.535,14.235,2.126,-0.366,7.014,0.270,-1.624,-1.409,-1.368,-2.436,-2.041,-2.143
183.546,13.258,4.640,1.020,-18.091,0.112,-1.553,-1.327,-1.329,-2.358,-1.909,-2.050
183.558,15.212,4.135,2.255,-31.815,-0.004,-1.477,-1.250,-1.271,-2.238,-1.789,-1.945
183.569,15.944,4.951,3.064,-36.232,0.016,-1.387,-1.161,-1.217,-2.091,-1.660,-1.846
183.580,6.178,7.772,4.602,-24.150,-0.227,-1.250,-1.006,-1.138,-1.990,-1.472,-1.728
183.591,-1.878,10.890,6.940,-19.393,-0.573,-1.076,-0.804,-1.024,-1.913,-1.248,-1.584
183.602,5.812,9.405,7.845,-40.709,-1.827,-1.102,-0.756,-0.924,-2.250,-1.197,-1.475
183.612,14.113,9.215,8.280,-27.922,-2.628,-1.058,-0.666,-0.832,-2.399,-1.127,-1.396
183.623,4.469,6.355,7.940,-4.666,-2.833,-1.057,-0.648,-0.757,-2.474,-1.140,-1.346
183.635,2.638,8.112,7.909,21.778,-2.872,-0.963,-0.553,-0.687,-2.394,-1.079,-1.306
183.646,26.931,9.895,8.129,16.182,-2.557,-0.849,-0.461,-0.609,-2.188,-1.019,-1.254
