R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
56.595,0.197,-1.278,-0.783,-0.247,-0.263,-0.454,-0.456,-0.494,-0.381,-0.386,-0.397
56.606,-2.000,-0.254,-0.568,-0.164,-0.266,-0.446,-0.447,-0.499,-0.370,-0.375,-0.398
56.617,6.911,0.339,-0.434,-0.247,-0.267,-0.436,-0.438,-0.501,-0.359,-0.364,-0.398
56.628,3.859,-0.435,-0.382,-0.373,-0.276,-0.453,-0.453,-0.501,-0.376,-0.378,-0.396
56.639,-2.000,-0.504,-0.370,-0.081,-0.278,-0.455,-0.456,-0.504,-0.378,-0.379,-0.397
56.650,-6.517,-1.417,-0.645,-0.205,-0.278,-0.492,-0.493,-0.514,-0.413,-0.413,-0.405
56.660,1.295,-1.631,-0.991,-0.540,-0.281,-0.496,-0.497,-0.527,-0.415,-0.415,-0.416
56.671,1.417,-1.125,-1.188,-0.164,-0.284,-0.509,-0.510,-0.543,-0.427,-0.425,-0.430
56.682,-2.122,-1.012,-1.134,-0.582,-0.290,-0.516,-0.516,-0.553,-0.433,-0.430,-0.438
56.693,-2.976,-0.839,-0.987,-0.494,-0.295,-0.524,-0.524,-0.561,-0.439,-0.435,-0.443
56.704,0.929,-0.724,-0.929,-0.289,-0.283,-0.510,-0.510,-0.567,-0.420,-0.419,-0.446
56.714,1.661,-1.003,-1.003,-0.163,-0.283,-0.536,-0.537,-0.577,-0.443,-0.443,-0.454
56.725,0.563,-0.579,-0.866,-0.206,-0.278,-0.529,-0.530,-0.583,-0.432,-0.433,-0.457
56.736,0.074,-1.029,-0.884,0.169,-0.264,-0.554,-0.556,-0.591,-0.451,-0.456,-0.462
56.747,-1.389,-1.234,-0.915,-0.374,-0.263,-0.553,-0.555,-0.599,-0.446,-0.452,-0.467
56.758,2.150,-0.887,-1.078,-0.501,-0.285,-0.563,-0.564,-0.612,-0.459,-0.458,-0.476
56.768,-3.587,-1.619,-1.155,-0.165,-0.345,-0.589,-0.586,-0.623,-0.498,-0.477,-0.485
56.779,-3.709,-1.411,-1.220,-0.080,-0.374,-0.603,-0.598,-0.636,-0.517,-0.488,-0.497
56.790,-1.389,-0.768,-1.055,-0.998,-0.414,-0.587,-0.580,-0.644,-0.511,-0.469,-0.503
56.801,-0.779,0.300,-0.587,-0.553,-0.379,-0.549,-0.544,-0.641,-0.462,-0.432,-0.499
56.812,-3.587,0.189,-0.201,-0.285,-0.391,-0.539,-0.533,-0.635,-0.454,-0.422,-0.491
56.822,3.248,1.594,0.313,-3.200,-0.446,-0.506,-0.497,-0.624,-0.436,-0.387,-0.479
56.833,0.197,-0.268,0.283,-3.652,-0.499,-0.547,-0.535,-0.617,-0.491,-0.427,-0.474
56.844,8.009,0.503,0.210,-4.479,-0.480,-0.534,-0.523,-0.617,-0.474,-0.415,-0.474
56.855,-12.010,-1.222,0.077,0.122,-0.418,-0.564,-0.556,-0.615,-0.488,-0.450,-0.473
56.866,0.319,-1.220,-0.398,-3.193,-0.521,-0.593,-0.578,-0.628,-0.548,-0.473,-0.487
56.876,0.807,0.162,-0.274,-6.521,-0.714,-0.572,-0.545,-0.631,-0.582,-0.444,-0.494
56.887,-5.418,-1.485,-0.461,-9.488,-0.758,-0.625,-0.595,-0.638,-0.651,-0.499,-0.504
56.898,2.394,-1.107,-0.892,-4.396,-0.818,-0.655,-0.620,-0.656,-0.703,-0.530,-0.530
56.909,-5.296,-1.287,-1.029,-7.639,-0.770,-0.693,-0.659,-0.672,-0.733,-0.573,-0.550
56.920,5.568,-1.271,-1.369,-5.643,-0.835,-0.739,-0.702,-0.694,-0.797,-0.620,-0.578
56.930,-4.075,-1.981,-1.382,-3.995,-0.834,-0.756,-0.718,-0.707,-0.814,-0.641,-0.596
56.941,-3.221,-1.447,-1.425,8.020,-0.789,-0.752,-0.717,-0.724,-0.800,-0.645,-0.619
56.952,2.638,-1.210,-1.431,-1.803,-0.839,-0.766,-0.729,-0.740,-0.827,-0.660,-0.639
56.963,0.441,0.022,-1.105,-0.773,-0.874,-0.750,-0.710,-0.748,-0.817,-0.646,-0.652
56.974,-4.197,-0.428,-0.770,0.702,-0.821,-0.764,-0.727,-0.751,-0.820,-0.666,-0.658
56.984,-7.981,-0.172,-0.460,-0.665,-0.868,-0.764,-0.724,-0.752,-0.835,-0.667,-0.664
56.995,7.887,0.228,-0.369,0.699,-0.771,-0.758,-0.724,-0.755,-0.804,-0.671,-0.670
57.006,3.370,1.097,0.130,-2.978,-0.863,-0.722,-0.682,-0.745,-0.792,-0.633,-0.665
57.017,-3.709,0.235,0.265,2.649,-0.941,-0.740,-0.695,-0.739,-0.834,-0.653,-0.666
57.028,-5.662,-0.434,0.170,3.571,-0.900,-0.750,-0.707,-0.739,-0.836,-0.671,-0.672
57.038,7.399,-0.042,-0.088,-4.847,-1.027,-0.769,-0.719,-0.746,-0.891,-0.689,-0.686
57.049,6.789,-0.074,-0.178,-6.028,-1.111,-0.764,-0.708,-0.749,-0.912,-0.687,-0.697
57.060,-2.366,0.328,0.013,-9.603,-1.097,-0.750,-0.695,-0.747,-0.898,-0.682,-0.703
57.071,-6.883,-0.018,0.211,-0.803,-1.142,-0.742,-0.684,-0.742,-0.905,-0.680,-0.707
57.082,3.615,0.327,0.227,0.467,-0.972,-0.714,-0.666,-0.740,-0.838,-0.670,-0.712
57.092,3.126,0.600,0.246,3.447,-0.803,-0.697,-0.660,-0.737,-0.779,-0.667,-0.712
57.103,1.173,0.945,0.598,1.609,-0.634,-0.656,-0.630,-0.724,-0.694,-0.637,-0.699
57.114,0.319,0.992,0.683,-6.414,-0.609,-0.647,-0.622,-0.715,-0.676,-0.628,-0.687
57.125,-2.000,0.651,0.664,-6.395,-0.836,-0.660,-0.620,-0.707,-0.751,-0.629,-0.681
57.135,0.074,0.446,0.525,-0.299,-0.808,-0.662,-0.623,-0.704,-0.747,-0.637,-0.682
57.146,2.638,1.762,0.821,3.781,-0.766,-0.623,-0.587,-0.692,-0.700,-0.606,-0.674
57.157,-3.587,0.232,0.824,4.465,-0.660,-0.642,-0.613,-0.682,-0.691,-0.633,-0.665
57.168,-2.488,0.215,0.617,2.335,-0.601,-0.629,-0.604,-0.678,-0.664,-0.624,-0.660
57.179,4.225,1.107,0.775,3.947,-0.626,-0.577,-0.550,-0.665,-0.619,-0.572,-0.648
57.190,-4.441,0.520,0.903,4.063,-0.614,-0.568,-0.542,-0.652,-0.606,-0.565,-0.635
57.200,-4.075,-0.424,0.551,-2.019,-0.510,-0.576,-0.556,-0.650,-0.587,-0.578,-0.631
57.211,7.887,0.888,0.449,-1.578,-0.497,-0.545,-0.527,-0.648,-0.551,-0.547,-0.626
57.222,-1.267,0.480,0.394,1.343,-0.444,-0.559,-0.544,-0.643,-0.549,-0.562,-0.618
57.233,1.051,-1.096,-0.070,2.425,-0.365,-0.598,-0.588,-0.648,-0.566,-0.602,-0.620
57.244,1.295,-1.032,-0.502,-5.191,-0.376,-0.621,-0.610,-0.660,-0.589,-0.619,-0.626
57.254,-1.023,-1.941,-0.838,-1.660,-0.369,-0.629,-0.618,-0.670,-0.592,-0.622,-0.631
57.265,-1.023,-1.445,-1.173,3.857,-0.368,-0.637,-0.626,-0.688,-0.597,-0.626,-0.645
57.276,-3.587,-1.272,-1.125,5.046,-0.420,-0.629,-0.614,-0.696,-0.598,-0.611,-0.650
57.287,-5.052,-1.596,-1.204,2.192,-0.437,-0.651,-0.635,-0.710,-0.623,-0.629,-0.659
57.298,-4.685,-1.837,-1.362,-1.006,-0.566,-0.663,-0.639,-0.724,-0.664,-0.631,-0.672
57.308,-2.854,-2.108,-1.748,1.208,-0.579,-0.710,-0.685,-0.749,-0.714,-0.677,-0.697
57.319,5.934,-1.457,-1.860,-0.778,-0.503,-0.724,-0.704,-0.771,-0.707,-0.693,-0.716
57.330,-0.413,-0.700,-1.386,-2.037,-0.425,-0.699,-0.683,-0.777,-0.659,-0.669,-0.718
57.341,-0.413,0.887,-0.655,-11.255,-0.424,-0.654,-0.639,-0.771,-0.611,-0.620,-0.706
57.352,12.648,3.069,0.418,-8.971,-0.501,-0.594,-0.572,-0.748,-0.572,-0.549,-0.677
57.362,8.620,3.506,1.549,2.731,-0.627,-0.535,-0.504,-0.709,-0.548,-0.483,-0.638
57.373,0.929,3.998,2.504,-0.584,-0.763,-0.476,-0.436,-0.665,-0.533,-0.422,-0.598
57.384,6.666,3.775,2.947,-3.688,-0.794,-0.454,-0.411,-0.626,-0.526,-0.403,-0.562
57.395,-2.488,4.687,3.640,9.414,-0.658,-0.372,-0.338,-0.577,-0.417,-0.339,-0.518
57.405,9.352,6.104,4.281,-9.928,-0.555,-0.304,-0.272,-0.523,-0.344,-0.279,-0.468
57.417,9.474,6.754,5.112,1.006,-0.516,-0.223,-0.194,-0.453,-0.258,-0.208,-0.401
57.428,4.225,7.421,6.099,-7.374,-0.484,-0.110,-0.080,-0.367,-0.151,-0.103,-0.319
57.439,13.381,9.164,6.986,-8.937,-0.410,0.029,0.054,-0.276,-0.001,0.025,-0.231
57.449,3.859,8.590,7.612,-7.200,-0.439,0.093,0.120,-0.184,0.047,0.084,-0.142
57.460,10.573,9.765,8.371,-5.233,-0.630,0.214,0.250,-0.083,0.124,0.202,-0.048
57.471,13.258,10.751,9.065,13.589,-0.728,0.322,0.360,0.020,0.204,0.292,0.038
57.482,-3.343,8.102,9.206,10.389,-0.666,0.372,0.407,0.120,0.243,0.317,0.120
57.493,-8.470,3.664,7.948,2.135,-0.280,0.396,0.389,0.187,0.407,0.279,0.170
57.504,2.516,2.311,5.794,1.684,0.124,0.412,0.379,0.214,0.513,0.264,0.193
57.514,8.742,2.909,4.656,-20.501,-0.307,0.481,0.458,0.246,0.536,0.340,0.224
57.525,6.666,3.675,4.286,2.401,-0.380,0.559,0.526,0.283,0.629,0.392,0.246
57.536,2.638,2.671,3.714,12.030,0.108,0.580,0.517,0.311,0.745,0.375,0.268
57.547,6.300,5.393,3.905,-3.272,-0.075,0.668,0.611,0.352,0.798,0.463,0.305
57.558,12.160,6.666,4.788,-17.880,-0.576,0.741,0.718,0.415,0.722,0.552,0.353
57.569,15.578,10.343,6.502,-2.809,-0.601,0.909,0.882,0.505,0.875,0.692,0.422
57.579,15.090,11.355,8.134,23.281,-0.268,1.061,1.005,0.614,1.106,0.791,0.513
57.590,17.897,12.907,9.710,11.575,-0.024,1.228,1.163,0.741,1.279,0.933,0.628
57.601,15.090,15.536,11.466,-6.295,-0.418,1.397,1.351,0.886,1.348,1.097,0.756
57.612,18.630,15.972,13.212,-25.307,-0.745,1.559,1.541,1.052,1.368,1.251,0.891
57.623,32.790,17.949,14.389,0.704,-0.517,1.745,1.715,1.215,1.559,1.387,1.023
57.634,8.864,17.559,16.049,23.476,0.064,1.992,1.924,1.414,1.903,1.563,1.195
57.645,0.807,19.557,17.545,13.819,0.126,2.232,2.178,1.618,2.056,1.786,1.376
57.655,25.466,19.438,18.038,1.483,0.167,2.431,2.372,1.816,2.237,1.950,1.550
57.666,26.198,18.867,18.358,-23.148,0.106,2.608,2.563,2.012,2.319,2.104,1.716
57.677,13.625,17.433,18.341,2.467,0.169,2.756,2.732,2.203,2.348,2.235,1.874
57.688,11.305,14.861,17.422,26.804,0.684,2.918,2.850,2.369,2.632,2.319,2.012
57.699,10.329,12.501,15.654,1.281,0.511,2.967,2.912,2.501,2.599,2.352,2.119
57.710,12.526,9.842,13.760,-11.692,0.383,3.000,2.970,2.611,2.500,2.374,2.195
57.721,-1.145,6.155,11.272,-3.687,0.333,2.982,2.948,2.682,2.460,2.319,2.233
57.731,-2.488,2.414,8.416,2.191,0.539,2.952,2.902,2.715,2.453,2.238,2.231
57.742,-0.901,-0.674,5.260,16.507,0.881,2.885,2.824,2.710,2.394,2.139,2.203
57.753,6.544,-1.365,2.694,-22.444,0.417,2.807,2.784,2.684,2.151,2.073,2.148
57.764,-12.132,-3.147,0.565,28.162,0.786,2.723,2.675,2.641,2.132,1.941,2.078
57.775,5.812,-3.062,-0.988,-9.705,0.655,2.689,2.646,2.595,2.061,1.898,2.014
57.786,3.859,-3.207,-1.846,-32.703,0.105,2.595,2.592,2.546,1.796,1.817,1.935
57.797,-5.662,-4.542,-2.549,27.128,0.930,2.558,2.503,2.493,1.922,1.707,1.857
57.808,-21.165,-6.096,-3.601,19.643,1.453,2.475,2.394,2.429,1.927,1.601,1.791
57.820,-6.150,-7.576,-5.033,-22.591,0.474,2.306,2.281,2.342,1.547,1.482,1.693
57.831,-5.540,-8.713,-6.276,-17.122,0.139,2.177,2.176,2.242,1.319,1.359,1.570
57.842,-15.428,-10.398,-7.481,10.887,0.422,2.045,2.022,2.128,1.246,1.193,1.437
57.853,-11.888,-12.424,-9.300,13.945,0.566,1.832,1.798,1.977,1.066,0.965,1.275
57.865,-17.137,-14.567,-11.120,19.512,0.929,1.621,1.572,1.811,0.912,0.742,1.105
57.876,-22.020,-16.721,-12.904,6.059,0.823,1.361,1.353,1.630,0.516,0.537,0.929
57.888,-18.480,-16.890,-14.438,-32.405,0.053,1.063,1.154,1.430,-0.117,0.342,0.726
57.899,-14.329,-15.015,-14.737,-24.598,-0.432,0.899,1.037,1.245,-0.439,0.221,0.528
57.910,-18.114,-15.575,-14.904,-12.150,-0.647,0.704,0.852,1.063,-0.655,0.028,0.333
57.922,-15.062,-16.308,-15.357,-25.326,-0.702,0.481,0.642,0.871,-0.914,-0.185,0.130
57.933,-14.451,-16.721,-15.800,-0.287,-0.433,0.240,0.423,0.671,-1.215,-0.402,-0.075
57.945,-15.916,-16.451,-16.069,18.884,0.248,0.055,0.230,0.479,-1.336,-0.578,-0.257
57.956,-16.649,-15.574,-15.968,1.757,0.190,-0.107,0.074,0.297,-1.483,-0.711,-0.423
57.967,-14.940,-17.577,-16.379,2.846,0.136,-0.341,-0.157,0.105,-1.682,-0.919,-0.597
57.979,-12.376,-15.219,-16.243,5.946,0.077,-0.492,-0.289,-0.081,-1.850,-1.024,-0.764
57.990,-19.456,-16.135,-15.884,-28.007,-0.217,-0.720,-0.463,-0.252,-2.220,-1.172,-0.914
58.002,-14.696,-16.025,-15.898,-26.944,-0.501,-0.924,-0.633,-0.436,-2.496,-1.319,-1.081
58.013,-13.719,-15.748,-15.852,0.721,-0.313,-1.092,-0.814,-0.617,-2.565,-1.475,-1.242
58.025,-13.841,-14.649,-15.552,-3.069,-0.250,-1.233,-0.965,-0.789,-2.619,-1.595,-1.387
58.036,-7.981,-11.509,-14.285,-20.993,-0.309,-1.312,-1.024,-0.931,-2.710,-1.623,-1.501
58.047,-10.301,-9.683,-12.519,5.867,-0.022,-1.360,-1.079,-1.040,-2.680,-1.645,-1.579
58.059,-13.597,-10.237,-11.553,20.518,0.609,-1.462,-1.215,-1.147,-2.601,-1.737,-1.645
58.070,-16.893,-10.074,-10.846,28.834,1.311,-1.509,-1.309,-1.248,-2.410,-1.773,-1.690
58.082,5.324,-7.647,-10.128,21.132,1.679,-1.517,-1.346,-1.337,-2.242,-1.740,-1.711
58.093,0.441,-5.942,-8.778,12.920,1.567,-1.526,-1.356,-1.397,-2.169,-1.684,-1.704
58.105,0.929,-3.335,-7.067,-1.734,1.347,-1.512,-1.330,-1.434,-2.124,-1.596,-1.678
58.116,9.474,0.345,-4.764,-2.332,1.331,-1.440,-1.253,-1.436,-1.999,-1.462,-1.621
58.127,13.747,3.800,-1.829,3.596,1.379,-1.299,-1.109,-1.390,-1.803,-1.264,-1.517
58.139,12.770,5.437,0.712,3.787,1.691,-1.175,-0.995,-1.319,-1.577,-1.094,-1.385
58.150,23.513,8.256,2.947,6.081,2.100,-1.023,-0.863,-1.229,-1.292,-0.903,-1.231
58.162,24.855,13.369,6.129,26.920,2.467,-0.774,-0.634,-1.090,-0.911,-0.615,-1.026
58.173,14.845,15.327,9.582,19.213,3.047,-0.509,-0.402,-0.899,-0.467,-0.319,-0.763
58.185,17.287,17.009,12.404,31.433,3.442,-0.238,-0.155,-0.686,-0.046,-0.007,-0.476
58.196,12.648,16.102,14.060,24.694,3.866,-0.028,0.024,-0.471,0.329,0.240,-0.185
58.208,22.048,18.181,15.392,18.557,4.188,0.262,0.291,-0.245,0.766,0.576,0.117
58.219,18.630,21.098,17.300,23.016,4.639,0.597,0.596,0.007,1.263,0.949,0.445
58.231,8.375,20.082,18.663,10.592,4.786,0.829,0.817,0.270,1.588,1.238,0.785
58.242,16.554,16.371,18.238,16.684,5.052,0.994,0.966,0.502,1.862,1.453,1.090
58.253,10.085,11.706,16.238,7.142,5.155,1.053,1.019,0.683,2.000,1.573,1.342
58.265,22.780,10.162,13.938,-1.428,5.172,1.148,1.118,0.828,2.135,1.738,1.556
58.276,10.573,10.231,12.641,13.742,5.142,1.266,1.243,0.971,2.281,1.923,1.760
58.288,14.723,9.715,11.582,0.754,5.331,1.389,1.363,1.112,2.464,2.101,1.962
58.299,17.043,7.960,10.336,-12.753,5.315,1.461,1.446,1.236,2.549,2.244,2.146
58.311,18.508,7.108,8.797,5.219,5.526,1.504,1.484,1.333,2.657,2.337,2.298
58.322,11.305,6.231,7.650,-3.405,5.480,1.512,1.502,1.422,2.681,2.412,2.442
58.334,-7.127,3.603,6.636,-7.060,5.316,1.508,1.515,1.505,2.668,2.477,2.575
58.345,-10.179,-1.625,4.214,0.180,5.216,1.402,1.423,1.538,2.559,2.433,2.651
