R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,120,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,30,1,30,1,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
470.546,3.675,1.332,0.763,0.294,0.144,0.129,0.082,0.079,0.079,0.101,0.101,0.096
470.557,2.698,1.049,0.809,0.169,0.144,0.131,0.074,0.071,0.071,0.106,0.106,0.099
470.568,-1.451,0.566,0.799,0.168,0.141,0.132,0.063,0.060,0.060,0.109,0.109,0.102
470.579,-2.061,0.101,0.669,0.085,0.136,0.133,0.057,0.054,0.054,0.109,0.108,0.105
470.589,-1.207,0.619,0.637,0.044,0.135,0.133,0.068,0.065,0.065,0.108,0.108,0.106
470.600,3.553,0.709,0.595,0.422,0.153,0.135,0.060,0.056,0.056,0.107,0.107,0.107
470.611,-1.939,0.044,0.504,0.127,0.147,0.136,0.043,0.039,0.039,0.106,0.106,0.107
470.622,-6.456,0.003,0.515,6.751,0.137,0.125,0.069,0.064,0.064,0.107,0.107,0.108
470.633,0.501,0.395,0.438,-3.786,0.231,0.150,0.075,0.070,0.069,0.105,0.104,0.107
470.644,2.454,-0.834,0.158,-6.108,-0.082,0.139,0.020,0.032,0.031,0.096,0.096,0.105
470.655,-3.160,-0.338,0.038,5.279,-0.093,0.107,0.034,0.046,0.047,0.086,0.087,0.100
470.666,4.652,-0.311,-0.109,0.292,0.173,0.104,0.040,0.040,0.041,0.076,0.077,0.094
470.677,6.971,-0.238,-0.278,-5.038,0.080,0.106,0.017,0.020,0.021,0.064,0.065,0.086
470.688,8.192,-0.224,-0.411,-1.631,-0.031,0.092,-0.026,-0.018,-0.017,0.048,0.050,0.077
470.699,9.535,0.617,-0.146,5.683,-0.367,0.029,-0.006,0.022,0.027,0.045,0.050,0.068
470.709,-7.799,0.243,0.085,3.935,-0.207,-0.005,-0.022,-0.000,0.006,0.043,0.049,0.062
470.720,1.722,0.260,0.072,-0.775,-0.087,-0.008,-0.025,-0.008,-0.002,0.037,0.044,0.056
470.731,6.727,-0.258,-0.066,-1.390,-0.053,-0.012,-0.034,-0.019,-0.013,0.030,0.036,0.051
470.742,-1.573,0.635,0.126,6.813,0.038,-0.019,0.005,0.016,0.023,0.029,0.036,0.045
470.753,3.675,0.210,0.179,-1.417,-0.157,-0.030,-0.022,-0.001,0.006,0.026,0.033,0.040
470.764,-1.573,-0.581,-0.041,1.295,-0.241,-0.063,-0.067,-0.042,-0.033,0.013,0.022,0.035
470.775,-5.357,-0.276,-0.105,3.312,-0.188,-0.088,-0.069,-0.047,-0.037,0.002,0.012,0.027
470.786,2.576,0.693,0.026,7.866,-0.010,-0.103,-0.040,-0.029,-0.018,-0.003,0.007,0.020
470.797,-7.311,0.188,0.229,16.024,0.277,-0.104,-0.022,-0.027,-0.017,-0.001,0.009,0.015
470.808,8.924,2.027,0.557,8.029,0.201,-0.093,0.037,0.035,0.045,0.005,0.015,0.013
470.819,5.018,2.171,1.072,7.527,0.339,-0.076,0.068,0.057,0.067,0.023,0.032,0.016
470.830,-3.770,0.819,1.121,-0.996,0.454,-0.030,0.044,0.028,0.035,0.034,0.041,0.022
470.840,11.488,1.449,1.093,-2.059,0.432,0.020,0.079,0.063,0.067,0.042,0.047,0.028
470.851,-2.672,1.289,1.110,-2.244,0.365,0.060,0.054,0.042,0.044,0.049,0.052,0.034
470.862,8.192,1.704,1.178,4.693,0.484,0.098,0.099,0.081,0.081,0.061,0.062,0.041
470.873,-8.898,0.806,1.349,0.616,0.578,0.149,0.108,0.085,0.083,0.078,0.077,0.050
470.884,8.436,1.317,1.175,-3.230,0.574,0.211,0.128,0.104,0.099,0.085,0.080,0.059
470.895,2.088,0.964,1.159,-4.811,0.435,0.259,0.121,0.103,0.096,0.095,0.088,0.067
470.906,7.093,0.742,0.944,-0.081,0.185,0.268,0.094,0.087,0.080,0.096,0.089,0.074
470.917,-1.329,0.260,0.669,7.314,0.127,0.242,0.055,0.050,0.044,0.090,0.084,0.078
470.928,11.366,0.853,0.615,2.045,0.171,0.211,0.064,0.054,0.049,0.088,0.083,0.079
470.939,1.234,0.722,0.571,1.313,0.340,0.213,0.063,0.044,0.039,0.088,0.084,0.081
470.950,7.215,2.335,1.013,-2.955,0.276,0.232,0.122,0.105,0.100,0.103,0.098,0.084
470.961,-3.648,0.828,1.133,-7.006,0.256,0.252,0.084,0.069,0.062,0.116,0.109,0.092
470.972,10.633,1.358,1.081,1.834,0.051,0.239,0.111,0.109,0.103,0.123,0.117,0.099
470.983,-0.108,1.142,1.155,3.062,-0.063,0.195,0.097,0.101,0.097,0.129,0.125,0.107
470.994,-2.550,1.034,1.157,5.134,0.165,0.175,0.117,0.110,0.107,0.135,0.133,0.114
471.005,1.478,0.491,0.954,-6.507,0.060,0.169,0.079,0.078,0.076,0.135,0.132,0.120
471.015,-4.991,-0.101,0.688,5.727,0.146,0.161,0.063,0.056,0.054,0.131,0.128,0.123
471.026,2.943,-0.709,0.271,-2.053,-0.028,0.149,0.024,0.026,0.024,0.119,0.117,0.123
471.037,-5.602,-0.510,0.017,-0.510,0.061,0.133,0.022,0.020,0.019,0.106,0.105,0.118
471.048,-4.625,-0.347,0.015,-1.925,0.023,0.126,0.043,0.041,0.040,0.101,0.101,0.113
471.059,-1.695,0.294,0.135,3.939,0.143,0.130,0.078,0.068,0.067,0.099,0.099,0.108
471.070,5.750,-0.276,-0.013,-0.251,-0.120,0.107,0.057,0.060,0.060,0.092,0.093,0.104
471.081,-9.752,-0.821,-0.146,2.957,-0.167,0.061,0.027,0.032,0.034,0.079,0.082,0.097
471.092,-4.625,-1.804,-0.545,-4.954,-0.186,0.041,-0.022,-0.017,-0.013,0.058,0.062,0.087
471.103,2.088,-1.380,-0.927,0.971,-0.130,0.028,-0.043,-0.041,-0.036,0.031,0.036,0.073
471.114,4.530,-0.613,-1.001,1.668,-0.199,-0.002,-0.059,-0.053,-0.047,0.010,0.016,0.056
471.125,9.535,-0.305,-0.939,0.139,-0.082,-0.012,-0.067,-0.066,-0.060,-0.005,0.001,0.039
471.136,-2.794,-0.236,-0.734,3.113,0.016,-0.014,-0.080,-0.083,-0.077,-0.015,-0.008,0.024
471.147,6.971,0.359,-0.508,-3.415,0.005,-0.005,-0.075,-0.078,-0.072,-0.021,-0.015,0.011
471.157,5.506,0.113,-0.372,-1.938,-0.122,-0.005,-0.098,-0.092,-0.086,-0.027,-0.021,0.000
471.168,-3.648,-0.333,-0.155,1.768,-0.171,-0.033,-0.096,-0.083,-0.076,-0.029,-0.021,-0.007
471.180,-1.451,-1.866,-0.605,-2.293,-0.113,-0.037,-0.150,-0.138,-0.131,-0.049,-0.041,-0.017
471.191,-12.926,-4.226,-1.350,11.465,-0.023,-0.051,-0.216,-0.216,-0.208,-0.084,-0.076,-0.033
471.202,10.633,-2.642,-2.120,-4.275,-0.096,-0.032,-0.241,-0.242,-0.234,-0.135,-0.127,-0.060
471.214,8.436,0.393,-1.645,-22.661,-0.551,-0.071,-0.206,-0.175,-0.166,-0.153,-0.144,-0.088
471.225,-19.274,-6.094,-2.464,5.945,-0.161,-0.121,-0.440,-0.423,-0.412,-0.202,-0.190,-0.116
471.236,-5.113,-3.478,-2.919,9.571,0.142,-0.094,-0.399,-0.389,-0.378,-0.253,-0.243,-0.153
471.248,41.030,5.410,-1.380,-7.059,-0.108,-0.079,-0.148,-0.118,-0.108,-0.246,-0.236,-0.185
471.259,5.994,3.776,0.478,-8.907,-0.409,-0.116,-0.126,-0.081,-0.070,-0.196,-0.185,-0.193
471.270,19.911,8.895,2.657,7.971,0.038,-0.132,0.094,0.121,0.134,-0.129,-0.117,-0.182
471.282,19.545,12.780,5.526,5.127,0.525,-0.063,0.342,0.353,0.362,-0.006,0.002,-0.140
471.293,31.996,18.997,9.259,-7.066,0.573,0.022,0.723,0.731,0.736,0.176,0.181,-0.062
471.304,9.413,20.314,13.063,-20.284,0.286,0.084,0.995,1.022,1.024,0.409,0.411,0.060
471.316,29.189,22.635,16.078,-11.398,0.335,0.126,1.389,1.403,1.403,0.670,0.669,0.228
471.328,39.931,20.982,17.535,-15.193,0.315,0.169,1.557,1.568,1.565,0.906,0.903,0.419
471.339,18.446,18.855,18.142,-20.192,0.168,0.204,1.706,1.724,1.719,1.127,1.122,0.621
471.351,22.230,19.265,18.379,-17.702,-0.885,0.125,1.866,1.913,1.912,1.324,1.323,0.820
471.362,6.727,14.447,17.552,-28.868,-2.476,-0.097,1.823,1.932,1.943,1.488,1.499,1.018
471.374,-9.508,10.145,15.729,-18.308,-4.245,-0.530,1.737,1.918,1.949,1.592,1.624,1.196
471.386,-2.916,8.379,13.693,-5.329,-4.771,-1.021,1.741,1.947,2.003,1.655,1.711,1.343
471.397,-3.648,6.869,11.696,-3.754,-5.198,-1.529,1.717,1.933,2.014,1.686,1.767,1.458
471.408,-14.147,2.785,9.390,0.053,-4.792,-1.962,1.648,1.833,1.935,1.689,1.792,1.546
471.419,-0.108,2.462,7.277,18.220,-4.282,-2.289,1.657,1.809,1.928,1.672,1.791,1.610
471.431,6.117,3.493,5.971,14.262,-3.616,-2.479,1.711,1.810,1.938,1.661,1.789,1.652
471.443,15.272,4.239,5.417,-12.932,-3.164,-2.549,1.792,1.856,1.988,1.671,1.803,1.683
471.454,0.867,4.205,5.231,-14.003,-3.068,-2.595,1.864,1.913,2.047,1.692,1.826,1.711
471.466,-14.269,4.115,5.355,-14.703,-3.120,-2.647,1.930,1.986,2.122,1.720,1.855,1.736
471.478,-4.625,2.119,4.669,-0.859,-3.006,-2.708,1.908,1.962,2.101,1.721,1.860,1.758
471.490,-9.386,-1.985,2.896,20.398,-2.614,-2.743,1.730,1.770,1.910,1.674,1.815,1.764
471.501,14.295,-3.146,0.869,22.943,-1.939,-2.702,1.647,1.653,1.791,1.601,1.738,1.747
471.513,3.797,-3.384,-0.560,16.264,-1.246,-2.567,1.596,1.576,1.705,1.530,1.660,1.711
471.525,-10.607,-5.874,-1.913,13.122,-0.602,-2.366,1.490,1.456,1.575,1.455,1.574,1.661
471.536,-11.339,-7.297,-3.442,11.306,-0.087,-2.117,1.384,1.330,1.434,1.360,1.465,1.595
471.548,5.872,-6.769,-4.844,6.760,0.292,-1.843,1.283,1.203,1.292,1.251,1.340,1.513
471.560,-2.672,-7.271,-5.729,-7.078,0.448,-1.564,1.146,1.042,1.115,1.147,1.219,1.420
471.572,-5.602,-7.133,-6.116,-25.025,0.312,-1.307,1.091,0.972,1.030,1.055,1.113,1.324
471.583,-24.889,-10.795,-7.037,-32.060,-0.103,-1.122,0.908,0.791,0.838,0.945,0.992,1.223
471.595,-27.331,-13.854,-8.876,-28.722,-1.174,-1.063,0.619,0.550,0.594,0.780,0.824,1.105
471.607,-29.894,-16.086,-10.941,-17.299,-2.289,-1.151,0.272,0.251,0.300,0.574,0.623,0.965
471.618,-12.316,-15.461,-12.403,-0.782,-2.837,-1.336,0.056,0.062,0.121,0.361,0.420,0.804
471.630,-15.734,-15.430,-13.430,11.112,-2.526,-1.505,-0.145,-0.149,-0.081,0.149,0.217,0.630
471.642,-27.087,-15.955,-14.277,22.996,-2.036,-1.612,-0.397,-0.420,-0.345,-0.067,0.006,0.443
471.653,-36.364,-17.105,-14.985,35.345,-1.333,-1.642,-0.622,-0.681,-0.606,-0.282,-0.207,0.249
471.665,-23.546,-18.434,-15.813,38.526,0.422,-1.522,-0.803,-0.932,-0.864,-0.500,-0.432,0.045
471.677,-11.095,-19.844,-17.272,37.386,3.207,-1.106,-1.056,-1.256,-1.212,-0.728,-0.683,-0.164
471.688,-3.893,-18.173,-17.996,35.940,3.825,-0.571,-1.271,-1.465,-1.451,-0.936,-0.922,-0.380
471.700,-11.095,-17.265,-17.943,20.813,4.145,-0.028,-1.449,-1.639,-1.656,-1.119,-1.136,-0.597
471.712,-16.100,-17.281,-17.708,0.802,4.051,0.459,-1.625,-1.802,-1.847,-1.289,-1.334,-0.807
471.724,-3.160,-15.825,-17.416,6.344,3.728,0.839,-1.776,-1.939,-2.006,-1.460,-1.528,-1.011
471.735,-24.645,-16.751,-16.954,19.046,3.587,1.140,-1.967,-2.122,-2.207,-1.619,-1.704,-1.205
471.747,0.989,-14.714,-16.415,13.888,3.506,1.399,-2.014,-2.163,-2.263,-1.768,-1.868,-1.390
471.759,0.745,-12.625,-15.600,8.757,3.677,1.638,-2.079,-2.228,-2.342,-1.901,-2.015,-1.565
471.770,-25.133,-11.048,-14.015,6.344,3.550,1.848,-2.116,-2.244,-2.371,-1.995,-2.121,-1.721
471.782,-11.339,-6.687,-11.924,4.506,3.366,2.025,-2.049,-2.158,-2.294,-2.057,-2.193,-1.854
471.794,-16.222,-4.809,-9.676,-11.073,2.724,2.139,-2.060,-2.137,-2.280,-2.090,-2.232,-1.960
471.806,9.413,-1.617,-7.359,-28.174,1.084,2.102,-2.023,-2.027,-2.167,-2.099,-2.239,-2.037
471.818,3.675,1.214,-5.033,-15.052,-0.458,1.861,-2.013,-1.948,-2.073,-2.096,-2.221,-2.089
471.828,15.028,3.894,-2.959,-51.171,-2.172,1.568,-1.934,-1.801,-1.909,-2.067,-2.174,-2.114
471.838,15.150,6.858,-0.680,31.595,-2.904,1.101,-1.813,-1.640,-1.720,-2.022,-2.103,-2.119
471.848,14.051,7.205,1.274,43.437,-0.717,0.863,-1.634,-1.534,-1.600,-1.951,-2.017,-2.104
471.858,-3.038,7.357,2.768,-1.158,-0.048,0.814,-1.586,-1.491,-1.554,-1.876,-1.940,-2.074
471.868,15.150,8.754,4.038,-31.693,-0.938,0.724,-1.521,-1.398,-1.455,-1.797,-1.854,-2.029
471.879,22.352,10.881,5.572,-39.490,-2.203,0.510,-1.397,-1.212,-1.257,-1.696,-1.741,-1.970
471.889,6.849,11.321,7.024,-26.451,-2.945,0.217,-1.327,-1.090,-1.118,-1.589,-1.617,-1.896
471.900,25.648,13.550,8.507,-2.481,-3.013,-0.069,-1.111,-0.868,-0.879,-1.469,-1.479,-1.810
471.911,14.540,15.417,10.222,-0.467,-2.712,-0.306,-0.850,-0.625,-0.622,-1.319,-1.316,-1.707
471.921,33.339,15.575,11.325,-4.192,-2.634,-0.510,-0.731,-0.518,-0.503,-1.186,-1.170,-1.597
471.933,16.005,17.114,13.140,-2.708,-2.477,-0.746,-0.456,-0.256,-0.227,-0.991,-0.962,-1.443
471.943,27.479,18.723,14.305,-15.542,-2.903,-0.922,-0.265,-0.073,-0.034,-0.832,-0.793,-1.309
471.956,20.521,19.609,15.993,-14.321,-3.240,-1.175,0.007,0.205,0.259,-0.612,-0.558,-1.126
471.968,1.600,19.245,17.258,9.441,-3.234,-1.447,0.235,0.411,0.480,-0.401,-0.332,-0.934
471.980,12.464,17.993,17.605,18.603,-2.530,-1.626,0.429,0.548,0.628,-0.211,-0.131,-0.741
471.991,14.173,15.686,17.089,26.626,-1.963,-1.716,0.536,0.614,0.698,-0.046,0.037,-0.552
472.003,12.831,15.369,16.517,33.963,-1.185,-1.708,0.670,0.705,0.789,0.107,0.191,-0.373
472.015,16.249,16.401,16.450,41.028,-0.364,-1.597,0.903,0.883,0.960,0.279,0.356,-0.198
472.027,24.672,16.340,16.390,24.849,0.297,-1.402,1.118,1.058,1.123,0.461,0.526,-0.023
472.038,28.212,15.582,16.094,8.673,0.799,-1.154,1.298,1.201,1.251,0.638,0.688,0.150
472.050,16.371,15.036,15.881,-0.659,1.727,-0.848,1.538,1.393,1.424,0.822,0.853,0.323
472.062,19.789,13.785,15.215,-14.031,2.104,-0.502,1.685,1.524,1.534,0.989,0.999,0.491
472.074,14.418,12.246,14.320,-35.961,1.674,-0.199,1.762,1.629,1.621,1.138,1.130,0.650
472.085,9.290,10.392,13.214,-40.458,-0.285,-0.139,1.703,1.676,1.664,1.253,1.241,0.796
472.097,9.657,8.706,11.898,-35.554,-1.995,-0.291,1.652,1.702,1.699,1.332,1.330,0.926
472.108,8.924,5.087,9.976,-31.721,-2.342,-0.495,1.568,1.632,1.642,1.372,1.382,1.033
472.120,12.220,1.016,7.253,-23.978,-2.639,-0.713,1.404,1.483,1.506,1.360,1.383,1.114
472.132,-0.475,-3.126,4.157,-16.062,-2.888,-0.941,1.195,1.286,1.322,1.299,1.335,1.157
472.144,-17.321,-5.695,1.421,-10.514,-2.968,-1.169,1.060,1.156,1.206,1.213,1.264,1.164
472.155,-6.090,-7.531,-1.243,-7.086,-2.910,-1.372,0.918,1.008,1.071,1.098,1.161,1.138
472.167,-0.597,-10.755,-4.170,-12.188,-2.784,-1.533,0.672,0.752,0.824,0.945,1.017,1.079
472.179,-2.184,-12.365,-6.863,-27.829,-2.881,-1.656,0.424,0.496,0.575,0.764,0.843,0.984
472.190,15.516,-12.892,-9.064,-30.285,-3.269,-1.795,0.206,0.291,0.378,0.572,0.659,0.862
472.202,7.948,-12.731,-10.693,-26.608,-3.831,-1.983,-0.031,0.086,0.184,0.370,0.468,0.717
472.214,-14.025,-14.527,-11.914,-18.745,-4.352,-2.241,-0.299,-0.162,-0.049,0.164,0.277,0.557
472.225,-4.625,-15.763,-13.327,-4.461,-4.487,-2.527,-0.576,-0.446,-0.317,-0.069,0.060,0.378
472.237,-15.734,-18.348,-14.905,0.554,-4.790,-2.792,-0.926,-0.792,-0.647,-0.317,-0.172,0.187
472.248,-38.562,-24.076,-17.172,20.215,-4.270,-3.016,-1.338,-1.236,-1.078,-0.597,-0.439,-0.022
472.259,-1.207,-17.314,-17.857,31.132,-3.069,-3.101,-1.333,-1.297,-1.135,-0.851,-0.689,-0.247
472.270,-17.687,-18.895,-18.015,30.299,-1.963,-3.028,-1.579,-1.582,-1.425,-1.075,-0.918,-0.475
472.282,-13.170,-19.226,-18.371,34.633,1.256,-2.684,-1.744,-1.813,-1.678,-1.295,-1.160,-0.709
472.293,-9.508,-16.922,-18.186,19.756,2.011,-2.140,-1.882,-1.943,-1.840,-1.488,-1.385,-0.940
472.305,-23.424,-18.546,-17.993,-3.465,2.205,-1.608,-2.076,-2.119,-2.049,-1.662,-1.591,-1.160
472.316,-42.590,-18.422,-17.718,-4.420,1.392,-1.206,-2.243,-2.247,-2.201,-1.841,-1.794,-1.375
472.328,-32.946,-14.466,-16.675,20.830,1.136,-0.969,-2.272,-2.262,-2.229,-2.000,-1.968,-1.578
472.339,-2.428,-8.470,-14.852,38.187,1.183,-0.777,-2.274,-2.270,-2.249,-2.127,-2.106,-1.763
472.351,-4.747,-6.624,-12.579,22.971,1.546,-0.513,-2.334,-2.340,-2.335,-2.203,-2.198,-1.918
472.362,4.530,-2.861,-9.846,15.812,1.255,-0.314,-2.256,-2.255,-2.262,-2.235,-2.242,-2.042
472.374,21.254,1.520,-7.027,-21.805,0.587,-0.148,-2.204,-2.166,-2.183,-2.237,-2.254,-2.134
472.385,6.361,2.372,-4.179,-42.336,-1.352,-0.196,-2.243,-2.101,-2.114,-2.210,-2.223,-2.190
472.396,-13.292,-0.078,-2.460,-46.013,-2.265,-0.368,-2.314,-2.129,-2.133,-2.195,-2.198,-2.219
472.408,-9.386,1.472,-1.002,-45.153,-4.747,-0.792,-2.341,-2.054,-2.032,-2.194,-2.172,-2.234
472.419,12.709,5.545,0.790,-17.905,-4.775,-1.272,-2.173,-1.898,-1.849,-2.174,-2.124,-2.234
472.431,34.438,9.953,3.043,8.535,-4.341,-1.684,-1.989,-1.729,-1.656,-2.117,-2.044,-2.216
472.442,26.991,10.899,5.162,20.508,-2.649,-1.900,-1.821,-1.633,-1.547,-2.026,-1.940,-2.173
