R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,0,0,0,0,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
220.813,-2.794,-0.198,0.495,0.377,0.449,0.456,0.455,0.456,0.456,0.474,0.475,0.471
220.825,1.600,-0.207,0.243,0.295,0.444,0.455,0.449,0.450,0.451,0.467,0.468,0.471
220.836,3.675,0.264,0.167,0.589,0.447,0.454,0.461,0.462,0.462,0.463,0.464,0.469
220.847,-0.108,-0.267,0.070,0.506,0.439,0.452,0.442,0.443,0.444,0.459,0.459,0.467
220.858,7.703,0.547,0.045,0.783,0.452,0.451,0.455,0.456,0.456,0.454,0.454,0.463
220.869,4.652,0.993,0.284,0.548,0.372,0.445,0.470,0.474,0.475,0.458,0.459,0.461
220.881,4.774,1.461,0.542,0.250,0.407,0.438,0.482,0.485,0.486,0.465,0.467,0.462
220.892,-2.916,0.154,0.574,0.975,0.422,0.434,0.452,0.454,0.455,0.470,0.472,0.465
220.903,-6.334,-0.759,0.298,-0.199,0.467,0.436,0.429,0.429,0.430,0.465,0.466,0.466
220.914,-0.841,-1.109,-0.116,-1.201,0.392,0.434,0.393,0.396,0.397,0.449,0.450,0.463
220.926,-0.719,-0.636,-0.354,-0.985,0.347,0.426,0.383,0.388,0.390,0.434,0.435,0.456
220.937,-6.456,-1.414,-0.593,-4.015,0.221,0.413,0.335,0.347,0.349,0.417,0.420,0.446
220.948,-1.085,-0.925,-0.762,0.779,0.223,0.390,0.326,0.338,0.341,0.399,0.402,0.435
220.959,2.210,-0.634,-0.835,1.557,0.277,0.373,0.313,0.322,0.326,0.383,0.387,0.422
220.970,-0.230,-0.470,-0.796,3.671,0.338,0.363,0.306,0.311,0.316,0.371,0.376,0.409
220.981,-2.916,0.491,-0.396,3.413,0.404,0.364,0.344,0.346,0.351,0.371,0.376,0.398
220.992,3.797,0.931,-0.040,-0.715,0.381,0.370,0.355,0.358,0.362,0.375,0.379,0.392
221.002,5.140,2.062,0.512,-0.693,0.373,0.371,0.396,0.400,0.404,0.388,0.392,0.391
221.013,3.187,1.357,0.764,-1.072,0.304,0.365,0.380,0.387,0.391,0.399,0.404,0.395
221.024,9.901,1.784,0.962,-0.552,0.252,0.350,0.409,0.418,0.423,0.411,0.416,0.400
221.036,0.867,2.039,1.338,5.358,0.397,0.347,0.449,0.451,0.457,0.431,0.436,0.410
221.047,-2.306,0.474,1.163,2.430,0.479,0.359,0.406,0.405,0.409,0.437,0.442,0.420
221.058,-1.451,-0.552,0.687,-0.623,0.438,0.373,0.360,0.361,0.365,0.431,0.435,0.426
221.069,-5.357,0.542,0.673,6.662,0.721,0.397,0.427,0.414,0.417,0.434,0.437,0.429
221.080,-2.550,0.886,0.737,4.893,0.820,0.446,0.450,0.431,0.432,0.442,0.442,0.433
221.090,-1.939,-0.058,0.573,3.930,0.883,0.494,0.423,0.402,0.400,0.444,0.442,0.437
221.101,0.623,0.306,0.431,5.838,0.932,0.539,0.432,0.408,0.404,0.444,0.440,0.439
221.112,3.919,0.607,0.342,4.866,1.117,0.602,0.434,0.401,0.394,0.444,0.437,0.440
221.123,4.774,0.182,0.193,1.372,1.019,0.653,0.394,0.365,0.356,0.442,0.433,0.440
221.134,3.797,0.820,0.262,6.387,1.184,0.703,0.408,0.371,0.359,0.445,0.433,0.440
221.145,4.652,0.569,0.375,-2.528,1.036,0.752,0.407,0.377,0.363,0.453,0.439,0.442
221.156,3.431,1.361,0.624,0.337,1.020,0.782,0.444,0.416,0.400,0.465,0.449,0.445
221.167,3.187,0.692,0.656,-2.055,0.934,0.806,0.426,0.402,0.384,0.474,0.456,0.451
221.178,-7.677,-0.731,0.442,-1.869,0.716,0.804,0.383,0.369,0.352,0.474,0.457,0.456
221.189,-1.817,-0.314,0.191,6.192,0.792,0.795,0.399,0.382,0.365,0.468,0.451,0.458
221.199,7.093,0.082,0.010,1.422,0.779,0.793,0.396,0.379,0.363,0.462,0.445,0.457
221.210,-2.428,-0.545,-0.086,7.392,1.068,0.810,0.386,0.355,0.338,0.458,0.441,0.455
221.221,0.989,0.527,0.017,-2.043,1.074,0.848,0.406,0.376,0.356,0.459,0.440,0.453
221.232,-1.695,0.853,0.274,1.005,1.034,0.869,0.425,0.397,0.377,0.468,0.448,0.454
221.243,3.919,1.449,0.574,-3.708,0.905,0.885,0.451,0.429,0.408,0.480,0.460,0.458
221.254,1.234,1.126,0.755,0.125,0.826,0.876,0.456,0.438,0.418,0.493,0.472,0.465
221.265,-6.822,0.526,0.772,2.832,0.766,0.862,0.442,0.426,0.407,0.500,0.480,0.472
221.276,0.257,1.220,0.843,4.741,0.889,0.861,0.468,0.447,0.427,0.508,0.488,0.479
221.286,2.088,0.205,0.732,1.938,0.940,0.871,0.452,0.428,0.408,0.514,0.494,0.487
221.297,5.628,0.468,0.554,0.448,0.741,0.862,0.432,0.419,0.399,0.513,0.493,0.493
221.308,-2.428,0.597,0.636,-0.662,0.677,0.852,0.448,0.438,0.419,0.520,0.501,0.498
221.319,-5.724,0.164,0.569,-0.366,0.750,0.851,0.435,0.421,0.402,0.523,0.504,0.503
221.330,-1.451,1.096,0.654,-0.460,0.946,0.869,0.473,0.447,0.428,0.529,0.510,0.508
221.341,-2.672,1.503,0.937,-4.709,1.053,0.905,0.503,0.472,0.451,0.545,0.524,0.516
221.352,-1.451,0.118,0.824,1.098,0.920,0.920,0.483,0.458,0.436,0.555,0.533,0.525
221.363,-1.451,-0.857,0.420,-2.505,0.970,0.937,0.447,0.420,0.397,0.550,0.527,0.531
221.373,-2.550,-0.366,0.156,8.195,0.741,0.912,0.453,0.438,0.417,0.544,0.522,0.533
221.384,2.332,-0.245,0.030,3.464,0.626,0.876,0.457,0.448,0.428,0.539,0.519,0.533
221.395,3.187,-0.203,-0.209,-8.256,0.441,0.845,0.420,0.420,0.402,0.527,0.509,0.530
221.406,-2.061,-0.508,-0.326,-7.526,0.479,0.830,0.386,0.384,0.367,0.518,0.500,0.525
221.417,-9.386,-0.543,-0.285,-1.105,0.452,0.803,0.374,0.373,0.357,0.511,0.495,0.520
221.428,1.356,-0.991,-0.559,-4.171,0.475,0.767,0.338,0.336,0.322,0.496,0.482,0.514
221.439,-4.991,-0.727,-0.603,-7.140,0.380,0.748,0.334,0.337,0.324,0.485,0.472,0.506
221.450,-0.475,-0.448,-0.498,7.638,0.387,0.709,0.345,0.349,0.338,0.478,0.467,0.498
221.461,1.966,-0.240,-0.503,-1.751,0.253,0.660,0.321,0.332,0.324,0.467,0.459,0.490
221.472,3.797,1.355,-0.157,7.143,0.194,0.609,0.345,0.357,0.351,0.465,0.459,0.483
221.483,-2.794,1.084,0.335,8.855,0.271,0.539,0.367,0.376,0.374,0.475,0.473,0.482
221.494,-0.841,1.460,0.579,-2.448,0.364,0.521,0.369,0.375,0.374,0.481,0.480,0.483
221.505,-4.503,0.895,0.880,4.620,0.564,0.512,0.400,0.397,0.397,0.496,0.496,0.489
221.516,0.867,0.929,0.824,-3.344,0.460,0.532,0.403,0.405,0.403,0.502,0.501,0.495
221.527,11.244,0.675,0.694,7.575,0.573,0.529,0.408,0.407,0.405,0.505,0.504,0.500
221.538,3.919,1.746,0.888,5.176,0.588,0.531,0.455,0.452,0.450,0.515,0.514,0.505
221.549,-1.817,1.982,1.250,2.450,0.636,0.514,0.478,0.473,0.473,0.533,0.532,0.514
221.560,1.111,2.195,1.533,0.938,0.742,0.560,0.513,0.503,0.500,0.556,0.553,0.527
221.571,8.314,3.266,2.013,-7.303,0.234,0.538,0.567,0.579,0.577,0.585,0.583,0.543
221.583,-10.485,0.888,2.039,16.359,0.831,0.522,0.545,0.529,0.528,0.606,0.605,0.563
221.594,-6.212,-0.951,1.296,-18.861,0.580,0.562,0.485,0.491,0.488,0.604,0.601,0.579
221.605,-9.142,-0.898,0.669,2.729,0.536,0.548,0.460,0.471,0.469,0.591,0.588,0.586
221.617,2.821,0.107,0.317,18.393,1.332,0.622,0.502,0.489,0.482,0.585,0.578,0.587
221.628,3.797,0.504,0.323,-19.019,0.781,0.672,0.487,0.509,0.500,0.588,0.579,0.588
221.639,16.981,3.586,1.075,-5.899,0.277,0.612,0.609,0.647,0.642,0.611,0.605,0.592
221.651,-1.817,0.708,1.182,23.742,0.924,0.611,0.548,0.554,0.548,0.625,0.620,0.602
221.662,5.262,0.631,0.930,20.415,1.747,0.730,0.599,0.564,0.552,0.634,0.622,0.612
221.674,-18.053,-0.641,0.682,-3.459,1.283,0.819,0.565,0.536,0.520,0.639,0.622,0.618
221.685,7.337,0.072,0.269,-41.163,-0.299,0.769,0.450,0.521,0.507,0.625,0.611,0.621
221.696,-18.419,-4.442,-0.563,-19.028,-0.861,0.608,0.310,0.380,0.374,0.593,0.588,0.617
221.708,7.337,0.910,-0.562,-22.101,-1.410,0.373,0.423,0.513,0.520,0.563,0.570,0.604
221.719,8.558,3.775,0.567,-2.493,-1.129,0.190,0.515,0.611,0.628,0.577,0.594,0.598
221.730,15.882,3.449,1.309,10.779,-0.193,0.099,0.566,0.606,0.628,0.599,0.621,0.603
221.742,-5.480,0.098,1.304,22.717,0.298,0.106,0.528,0.522,0.544,0.612,0.633,0.612
221.753,-1.451,0.488,1.046,16.692,1.536,0.231,0.572,0.530,0.545,0.615,0.630,0.618
221.764,19.056,3.198,1.309,32.937,2.176,0.423,0.714,0.615,0.619,0.637,0.642,0.625
221.776,-1.695,3.895,2.195,12.904,2.320,0.648,0.808,0.702,0.694,0.691,0.683,0.642
221.787,6.605,6.303,3.549,6.070,2.324,0.837,1.001,0.893,0.875,0.770,0.753,0.673
221.799,1.111,9.373,5.514,7.462,2.268,1.010,1.257,1.141,1.115,0.885,0.859,0.724
221.810,31.508,14.008,7.628,-23.529,1.165,1.105,1.473,1.407,1.375,1.021,0.989,0.797
221.821,25.404,18.017,10.660,-40.853,0.456,1.056,1.730,1.729,1.700,1.206,1.177,0.900
221.833,33.827,20.990,13.372,-8.379,0.043,0.961,1.963,1.975,1.952,1.407,1.384,1.034
221.844,27.968,21.080,15.811,-44.671,-0.563,0.845,2.161,2.216,2.199,1.635,1.618,1.198
221.856,21.254,19.108,17.129,-35.976,-2.069,0.549,2.227,2.391,2.389,1.842,1.840,1.380
221.867,18.690,15.805,17.016,-37.223,-3.983,0.104,2.253,2.478,2.501,2.005,2.028,1.568
221.879,16.127,12.339,15.689,-43.474,-4.411,-0.395,2.232,2.475,2.525,2.110,2.160,1.738
221.890,-4.869,7.259,13.557,-29.380,-5.160,-0.940,2.112,2.383,2.462,2.166,2.245,1.884
221.902,3.675,6.160,11.405,-12.316,-5.060,-1.416,2.126,2.382,2.486,2.192,2.296,1.999
221.913,11.854,6.216,9.704,-11.681,-5.184,-1.876,2.144,2.391,2.519,2.204,2.332,2.088
221.924,12.586,9.556,9.411,8.444,-4.510,-2.238,2.323,2.529,2.676,2.244,2.392,2.161
221.936,-1.207,7.783,8.938,31.654,-3.352,-2.440,2.319,2.469,2.627,2.286,2.444,2.230
221.947,-4.137,5.163,7.840,30.650,-1.170,-2.381,2.299,2.359,2.513,2.312,2.466,2.288
221.959,-0.597,5.492,6.979,30.054,-0.565,-2.213,2.329,2.356,2.500,2.338,2.483,2.335
221.970,-12.804,0.851,5.491,19.836,0.208,-1.941,2.216,2.220,2.350,2.348,2.478,2.371
221.982,-5.968,-2.248,3.327,21.357,0.277,-1.705,2.072,2.103,2.219,2.316,2.433,2.387
221.993,-4.503,-2.821,1.484,9.512,0.342,-1.455,2.006,2.043,2.145,2.270,2.372,2.381
222.005,-6.822,-4.193,-0.187,13.571,0.654,-1.215,1.919,1.938,2.027,2.211,2.299,2.356
222.016,-16.710,-7.264,-1.982,10.004,0.435,-1.024,1.747,1.781,1.859,2.130,2.208,2.315
222.027,-11.827,-7.159,-3.518,-3.684,-0.035,-0.885,1.648,1.706,1.776,2.034,2.104,2.255
222.039,-10.973,-8.417,-4.907,-6.162,-0.451,-0.816,1.499,1.565,1.630,1.926,1.992,2.180
222.050,-5.724,-7.050,-5.609,-0.704,-0.409,-0.778,1.459,1.525,1.587,1.825,1.888,2.096
222.061,-9.752,-8.192,-6.388,-1.398,-0.225,-0.720,1.302,1.363,1.422,1.712,1.771,2.001
222.073,-12.194,-9.589,-7.240,1.616,0.158,-0.634,1.147,1.194,1.249,1.589,1.643,1.897
222.084,-19.762,-11.472,-8.357,10.165,0.752,-0.505,0.991,1.009,1.056,1.459,1.506,1.788
222.095,-16.954,-13.937,-9.800,7.558,1.056,-0.330,0.801,0.805,0.841,1.307,1.344,1.663
222.107,-12.194,-14.280,-11.229,-3.313,0.946,-0.170,0.627,0.626,0.653,1.135,1.163,1.522
222.119,-5.602,-14.210,-12.278,-10.584,0.561,-0.069,0.454,0.460,0.481,0.960,0.981,1.369
222.130,-11.095,-14.251,-12.937,-22.567,0.086,-0.010,0.272,0.289,0.307,0.784,0.803,1.206
222.142,1.234,-11.533,-12.797,-35.253,-1.470,-0.114,0.133,0.223,0.247,0.617,0.642,1.040
222.154,-10.118,-12.166,-12.421,-39.119,-3.690,-0.420,-0.097,0.083,0.125,0.452,0.494,0.874
222.167,-16.588,-12.897,-12.432,-32.806,-5.226,-0.884,-0.342,-0.106,-0.037,0.259,0.328,0.704
222.177,-7.799,-12.940,-12.508,-20.537,-5.923,-1.337,-0.479,-0.237,-0.141,0.095,0.191,0.564
222.189,-12.804,-13.763,-12.900,-42.458,-6.365,-1.838,-0.744,-0.489,-0.364,-0.123,0.002,0.385
222.201,-10.729,-13.345,-13.076,-16.746,-6.644,-2.378,-0.943,-0.681,-0.524,-0.342,-0.185,0.199
222.212,-23.180,-14.068,-13.203,-6.735,-6.514,-2.747,-1.128,-0.876,-0.697,-0.519,-0.339,0.047
222.224,-13.170,-14.624,-13.513,14.702,-5.515,-3.116,-1.281,-1.093,-0.893,-0.737,-0.537,-0.144
222.236,-14.147,-14.919,-14.077,32.026,-4.163,-3.307,-1.463,-1.359,-1.148,-0.964,-0.753,-0.343
222.249,1.234,-13.763,-14.333,9.923,-2.828,-3.287,-1.616,-1.569,-1.359,-1.175,-0.965,-0.548
222.261,-7.066,-11.835,-13.774,-11.697,-2.058,-3.166,-1.713,-1.703,-1.502,-1.349,-1.148,-0.748
222.271,-26.476,-11.754,-13.045,32.166,-1.333,-3.069,-1.739,-1.774,-1.579,-1.467,-1.272,-0.901
222.281,-11.583,-10.233,-12.471,1.696,-0.673,-2.851,-1.797,-1.856,-1.674,-1.579,-1.398,-1.045
222.294,-23.180,-9.627,-11.377,10.238,-0.567,-2.615,-1.874,-1.922,-1.756,-1.693,-1.526,-1.211
222.304,15.638,-6.254,-10.543,-13.599,-0.781,-2.431,-1.885,-1.926,-1.771,-1.777,-1.623,-1.333
222.316,-5.113,-1.931,-8.062,-14.579,-1.491,-2.286,-1.809,-1.821,-1.676,-1.820,-1.675,-1.462
222.326,12.342,-0.212,-6.195,20.901,-1.249,-2.238,-1.705,-1.737,-1.595,-1.830,-1.688,-1.543
222.337,2.454,0.054,-4.651,36.180,0.183,-2.081,-1.621,-1.717,-1.585,-1.828,-1.696,-1.608
222.347,25.282,2.593,-3.328,-21.867,0.057,-1.842,-1.599,-1.682,-1.564,-1.820,-1.702,-1.656
222.357,40.786,4.904,-1.918,-51.878,-1.324,-1.752,-1.658,-1.667,-1.555,-1.803,-1.691,-1.690
222.368,4.774,7.591,0.454,15.924,-1.449,-1.779,-1.469,-1.462,-1.349,-1.732,-1.619,-1.702
222.378,6.239,8.596,2.405,39.888,-0.046,-1.682,-1.298,-1.360,-1.253,-1.648,-1.542,-1.691
222.389,2.332,8.018,3.902,-9.356,0.263,-1.477,-1.213,-1.274,-1.181,-1.551,-1.457,-1.661
222.399,15.882,9.445,5.151,-29.651,-0.725,-1.375,-1.083,-1.136,-1.049,-1.459,-1.372,-1.618
222.410,-3.648,8.596,6.316,6.717,-1.045,-1.370,-0.954,-1.006,-0.919,-1.358,-1.271,-1.561
222.420,8.558,6.013,6.341,22.148,-0.371,-1.315,-0.930,-1.032,-0.949,-1.290,-1.207,-1.499
222.431,0.867,4.172,5.800,3.610,0.029,-1.196,-0.979,-1.097,-1.022,-1.246,-1.171,-1.441
222.441,11.854,3.702,5.142,1.960,0.162,-1.082,-0.994,-1.117,-1.048,-1.214,-1.146,-1.391
222.451,7.703,4.238,4.752,-23.882,-0.285,-0.983,-1.018,-1.106,-1.044,-1.180,-1.118,-1.346
222.463,-12.316,3.216,4.673,-7.209,-1.092,-0.976,-0.989,-1.049,-0.988,-1.127,-1.066,-1.291
222.473,-12.438,1.463,4.086,-21.296,-1.597,-1.004,-1.052,-1.087,-1.024,-1.110,-1.047,-1.252
222.483,10.389,0.863,3.207,-3.241,-1.963,-1.100,-1.076,-1.123,-1.054,-1.115,-1.046,-1.221
222.496,-9.874,-0.169,2.506,-20.827,-2.145,-1.176,-1.024,-1.094,-1.021,-1.109,-1.036,-1.192
222.508,0.135,1.999,2.273,-2.100,-2.654,-1.344,-0.917,-0.967,-0.884,-1.104,-1.022,-1.170
222.518,7.215,2.976,2.290,-41.084,-4.062,-1.528,-0.959,-0.961,-0.867,-1.103,-1.009,-1.155
222.528,-0.841,4.957,3.042,12.987,-4.320,-1.832,-0.802,-0.820,-0.707,-1.078,-0.966,-1.137
222.541,5.994,5.865,3.908,-36.774,-3.132,-1.941,-0.715,-0.764,-0.646,-1.031,-0.912,-1.107
222.553,7.948,6.383,4.796,-55.129,-3.312,-2.006,-0.613,-0.660,-0.538,-0.966,-0.844,-1.066
222.565,6.849,4.400,4.834,-40.145,-3.980,-2.169,-0.630,-0.661,-0.530,-0.927,-0.795,-1.020
222.575,4.774,4.173,4.645,21.179,-3.832,-2.345,-0.626,-0.667,-0.524,-0.911,-0.769,-0.986
222.588,-6.700,4.345,4.722,12.460,-2.935,-2.441,-0.518,-0.625,-0.477,-0.878,-0.730,-0.947
222.600,-1.451,3.780,4.587,24.431,-2.062,-2.453,-0.451,-0.606,-0.457,-0.845,-0.697,-0.909
222.612,-14.635,1.846,4.232,19.904,-1.076,-2.350,-0.410,-0.612,-0.471,-0.813,-0.672,-0.872
222.625,26.747,-0.434,2.630,7.167,-0.265,-2.147,-0.442,-0.680,-0.552,-0.821,-0.694,-0.848
222.637,6.971,-0.545,1.353,2.935,0.325,-1.883,-0.475,-0.731,-0.621,-0.840,-0.729,-0.841
222.647,14.906,1.903,1.214,8.109,0.604,-1.675,-0.395,-0.659,-0.562,-0.834,-0.736,-0.840
222.658,13.929,3.762,1.634,-6.222,0.351,-1.482,-0.326,-0.581,-0.496,-0.806,-0.720,-0.836
