R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,120,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,40,1,40,1,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
516.706,4.652,0.406,-0.115,0.503,0.346,0.351,0.379,0.378,0.379,0.459,0.459,0.481
516.717,-0.352,-0.090,-0.023,0.420,0.359,0.352,0.364,0.363,0.363,0.454,0.454,0.474
516.727,-6.090,-1.498,-0.379,0.211,0.346,0.352,0.323,0.322,0.322,0.439,0.440,0.465
516.738,5.628,-0.818,-0.717,0.335,0.360,0.352,0.314,0.312,0.313,0.418,0.418,0.452
516.749,2.332,-0.236,-0.577,0.252,0.366,0.354,0.328,0.326,0.326,0.408,0.408,0.438
516.759,-7.433,-0.243,-0.276,0.211,0.367,0.357,0.330,0.328,0.328,0.403,0.403,0.427
516.770,-0.230,-0.692,-0.398,0.253,0.370,0.359,0.303,0.301,0.301,0.391,0.391,0.417
516.781,-3.526,0.139,-0.158,0.463,0.372,0.361,0.309,0.307,0.307,0.384,0.384,0.407
516.791,-1.573,-0.359,-0.133,0.212,0.377,0.363,0.301,0.298,0.298,0.378,0.378,0.399
516.802,0.013,0.407,0.113,0.335,0.387,0.366,0.340,0.337,0.337,0.378,0.378,0.393
516.813,-4.625,0.444,0.286,0.419,0.389,0.369,0.331,0.329,0.328,0.376,0.376,0.388
516.824,9.901,1.155,0.389,0.169,0.378,0.371,0.342,0.340,0.340,0.376,0.376,0.385
516.835,-2.550,1.276,0.724,0.460,0.386,0.372,0.365,0.362,0.362,0.386,0.385,0.385
516.846,-0.963,1.330,0.957,0.462,0.391,0.374,0.386,0.383,0.382,0.396,0.395,0.388
516.857,4.041,1.105,1.004,0.505,0.393,0.376,0.395,0.392,0.392,0.403,0.402,0.393
516.868,-2.184,0.746,0.990,0.296,0.381,0.377,0.394,0.391,0.390,0.408,0.407,0.398
516.879,0.135,0.210,0.736,0.585,0.394,0.378,0.369,0.366,0.365,0.404,0.403,0.400
516.890,1.111,0.841,0.728,0.545,0.403,0.380,0.389,0.386,0.385,0.404,0.403,0.402
516.901,0.501,0.914,0.801,0.212,0.385,0.382,0.394,0.391,0.391,0.408,0.407,0.404
516.912,1.111,1.268,0.921,0.253,0.380,0.382,0.415,0.413,0.412,0.414,0.414,0.407
516.923,-0.352,0.454,0.811,0.503,0.377,0.381,0.383,0.380,0.379,0.414,0.414,0.410
516.934,5.994,0.572,0.641,0.380,0.376,0.380,0.379,0.377,0.376,0.411,0.410,0.411
516.945,-1.939,0.988,0.736,0.587,0.390,0.381,0.396,0.393,0.393,0.414,0.413,0.412
516.956,-0.108,0.726,0.743,-0.038,0.399,0.384,0.388,0.385,0.384,0.416,0.415,0.413
516.967,-2.550,0.326,0.687,-1.126,0.351,0.383,0.383,0.382,0.381,0.417,0.416,0.415
516.978,4.407,0.968,0.686,-0.456,0.354,0.378,0.401,0.400,0.399,0.417,0.416,0.416
516.989,0.135,0.651,0.694,1.989,0.334,0.371,0.387,0.387,0.386,0.418,0.417,0.417
517.000,-8.653,-0.120,0.555,3.655,0.386,0.368,0.359,0.357,0.357,0.414,0.414,0.417
517.011,-0.352,-0.475,0.299,-1.899,0.321,0.367,0.347,0.348,0.347,0.405,0.405,0.415
517.022,-2.916,-1.315,-0.138,0.875,0.320,0.359,0.306,0.307,0.307,0.388,0.388,0.409
517.033,-5.113,-1.039,-0.387,-1.414,0.335,0.361,0.311,0.312,0.312,0.372,0.372,0.400
517.044,-5.968,-0.892,-0.467,-2.396,0.303,0.363,0.316,0.318,0.318,0.359,0.359,0.388
517.055,-1.085,-0.767,-0.585,4.693,0.375,0.356,0.301,0.301,0.302,0.343,0.343,0.376
517.066,-1.329,0.630,-0.282,0.666,0.299,0.353,0.339,0.343,0.343,0.339,0.339,0.365
517.077,4.041,0.918,0.048,0.471,0.448,0.358,0.360,0.357,0.357,0.341,0.342,0.357
517.088,-2.184,2.009,0.670,-0.967,0.446,0.371,0.407,0.404,0.404,0.356,0.355,0.355
517.099,-4.747,1.505,1.033,1.523,0.447,0.378,0.404,0.401,0.400,0.369,0.369,0.358
517.110,2.088,0.632,1.010,2.005,0.559,0.389,0.400,0.391,0.390,0.376,0.375,0.364
517.121,4.041,0.913,0.920,-20.538,-0.288,0.359,0.365,0.395,0.396,0.376,0.376,0.368
517.132,-3.282,0.810,1.007,-5.407,-0.503,0.254,0.366,0.406,0.412,0.377,0.383,0.372
517.143,-5.724,0.383,0.884,5.240,-0.581,0.147,0.343,0.388,0.398,0.372,0.382,0.374
517.154,2.943,0.278,0.663,-12.440,-0.448,0.091,0.330,0.369,0.382,0.363,0.376,0.375
517.165,0.013,0.768,0.688,11.094,-0.569,-0.003,0.348,0.392,0.410,0.358,0.376,0.374
517.176,-3.038,-0.267,0.458,0.508,-0.320,-0.043,0.311,0.343,0.363,0.347,0.367,0.371
517.187,-5.357,-0.737,0.192,13.378,-0.028,-0.062,0.297,0.312,0.333,0.333,0.354,0.365
517.198,2.088,-0.622,-0.143,13.490,0.299,-0.045,0.287,0.286,0.306,0.315,0.335,0.356
517.209,10.511,-0.059,-0.370,-11.597,0.299,0.009,0.263,0.262,0.279,0.298,0.315,0.344
517.220,-2.306,-0.321,-0.235,-6.946,0.001,0.022,0.253,0.267,0.284,0.293,0.309,0.333
517.231,0.379,-0.249,-0.259,-1.796,-0.159,0.010,0.226,0.247,0.264,0.280,0.297,0.322
517.242,-4.381,-0.189,-0.184,12.312,0.066,-0.004,0.244,0.257,0.275,0.272,0.289,0.311
517.253,4.285,0.304,-0.145,-0.563,0.286,0.034,0.242,0.247,0.263,0.263,0.279,0.301
517.264,1.600,0.856,0.127,-7.772,0.285,0.074,0.268,0.273,0.286,0.265,0.279,0.293
517.275,7.215,2.109,0.546,-3.634,0.414,0.112,0.311,0.309,0.320,0.273,0.285,0.289
517.286,2.088,2.127,1.039,10.163,0.519,0.132,0.337,0.332,0.342,0.291,0.302,0.290
517.297,6.117,1.423,1.082,7.645,0.820,0.189,0.314,0.293,0.301,0.299,0.306,0.294
517.308,-4.259,0.703,0.997,3.366,0.640,0.234,0.273,0.260,0.265,0.302,0.308,0.299
517.319,-5.235,0.818,1.053,4.420,0.573,0.262,0.302,0.291,0.295,0.310,0.314,0.303
517.330,2.576,-0.542,0.706,-0.083,0.241,0.265,0.257,0.262,0.266,0.306,0.310,0.307
517.341,6.483,0.119,0.331,0.445,0.022,0.245,0.242,0.257,0.262,0.292,0.297,0.305
517.352,-3.648,0.383,0.408,-1.737,-0.163,0.205,0.244,0.268,0.275,0.289,0.296,0.302
517.363,2.698,1.192,0.594,4.320,-0.207,0.153,0.272,0.299,0.308,0.290,0.300,0.300
517.374,3.797,1.295,0.750,3.901,-0.222,0.102,0.263,0.291,0.303,0.291,0.303,0.300
517.385,9.779,1.688,0.810,-1.292,-0.228,0.057,0.247,0.274,0.289,0.289,0.303,0.300
517.396,11.976,1.777,1.009,-2.632,-0.263,0.023,0.248,0.277,0.293,0.295,0.311,0.302
517.407,-12.682,-0.186,0.867,9.255,-0.165,-0.008,0.183,0.206,0.223,0.292,0.309,0.304
517.418,1.722,-1.092,0.199,16.454,0.004,-0.037,0.136,0.148,0.167,0.269,0.288,0.301
517.429,0.135,0.218,0.147,13.452,0.290,-0.066,0.180,0.171,0.191,0.257,0.277,0.293
517.440,-1.695,0.176,0.144,-5.996,0.631,-0.005,0.178,0.155,0.172,0.252,0.269,0.286
517.451,3.431,1.344,0.469,-9.905,0.814,0.125,0.236,0.206,0.217,0.263,0.273,0.281
517.462,9.535,2.375,0.908,0.515,0.614,0.195,0.271,0.251,0.258,0.278,0.285,0.282
517.473,13.441,1.637,1.033,-1.470,0.354,0.216,0.229,0.223,0.228,0.287,0.293,0.286
517.484,2.332,2.099,1.263,7.814,0.506,0.236,0.252,0.240,0.244,0.300,0.304,0.291
517.495,14.906,3.285,1.579,-6.028,0.441,0.269,0.293,0.284,0.286,0.319,0.321,0.300
517.506,-2.916,3.181,2.125,3.674,0.522,0.304,0.323,0.308,0.309,0.349,0.350,0.314
517.517,11.244,2.971,2.349,-0.832,0.355,0.304,0.349,0.341,0.342,0.375,0.376,0.332
517.528,-3.160,1.272,2.095,0.504,0.402,0.318,0.309,0.299,0.299,0.388,0.388,0.350
517.539,-9.142,0.289,1.854,-10.041,0.131,0.321,0.299,0.305,0.305,0.398,0.398,0.365
517.550,-0.230,0.651,1.478,6.634,0.294,0.301,0.319,0.322,0.323,0.397,0.398,0.376
517.561,1.111,1.536,1.372,-12.501,0.176,0.305,0.321,0.337,0.338,0.400,0.401,0.384
517.572,5.872,2.177,1.532,9.757,0.438,0.297,0.355,0.366,0.368,0.412,0.414,0.393
517.583,-16.100,0.910,1.745,-1.598,0.395,0.308,0.347,0.362,0.363,0.430,0.431,0.404
517.594,9.290,0.863,1.299,-7.254,0.196,0.316,0.318,0.338,0.338,0.427,0.427,0.413
517.605,-3.893,0.644,1.206,12.980,0.239,0.273,0.318,0.334,0.337,0.427,0.430,0.419
517.616,-5.235,-1.763,0.428,1.505,0.324,0.288,0.217,0.237,0.238,0.409,0.411,0.421
517.627,-4.625,-2.671,-0.469,-27.582,-0.158,0.243,0.088,0.168,0.172,0.373,0.377,0.412
517.638,-10.973,-2.745,-1.054,14.615,0.452,0.229,0.054,0.142,0.147,0.340,0.345,0.396
517.649,9.535,0.758,-0.910,-10.569,0.193,0.255,0.099,0.215,0.218,0.322,0.326,0.377
517.660,-3.648,0.825,-0.240,9.968,0.380,0.240,0.116,0.232,0.236,0.327,0.332,0.363
517.671,-12.560,-2.878,-0.631,-8.550,-0.034,0.261,-0.011,0.125,0.128,0.311,0.314,0.352
517.682,-3.526,-3.182,-1.243,-32.803,-1.114,0.128,-0.095,0.115,0.125,0.272,0.282,0.335
517.693,-14.879,-4.208,-1.943,28.029,0.434,0.053,-0.133,0.020,0.034,0.220,0.234,0.308
517.704,7.581,5.347,-0.409,34.372,2.032,0.256,0.229,0.314,0.317,0.241,0.245,0.285
517.715,5.018,4.427,1.107,-32.732,0.116,0.369,0.145,0.338,0.335,0.291,0.289,0.284
517.726,17.225,6.495,2.540,-35.727,-1.389,0.187,0.185,0.455,0.462,0.336,0.343,0.298
517.737,-11.217,-2.244,1.681,11.112,-0.724,0.007,-0.067,0.169,0.186,0.327,0.343,0.315
517.748,-14.513,-5.194,-0.283,17.375,0.233,0.012,-0.211,-0.002,0.014,0.269,0.285,0.313
517.759,8.924,-4.475,-2.066,5.429,0.474,0.072,-0.287,-0.088,-0.075,0.197,0.210,0.289
517.771,-10.973,-3.387,-2.198,8.722,0.603,0.124,-0.243,-0.046,-0.035,0.165,0.175,0.259
517.781,-23.424,-8.122,-3.405,17.693,1.164,0.225,-0.367,-0.198,-0.193,0.107,0.112,0.222
517.793,-1.695,-3.323,-3.977,17.796,2.008,0.425,-0.295,-0.162,-0.168,0.044,0.039,0.173
517.804,1.600,-2.038,-3.585,-2.710,1.109,0.525,-0.340,-0.168,-0.178,0.013,0.003,0.126
517.815,17.469,-0.617,-2.966,-12.545,0.096,0.498,-0.329,-0.125,-0.134,-0.007,-0.015,0.086
517.827,-11.949,-2.090,-2.493,-4.982,-0.395,0.383,-0.400,-0.182,-0.185,-0.031,-0.034,0.050
517.838,15.882,1.545,-1.675,-2.624,-0.810,0.249,-0.314,-0.084,-0.080,-0.044,-0.041,0.022
517.849,-14.513,-3.055,-1.567,7.220,-0.432,0.135,-0.432,-0.221,-0.212,-0.063,-0.054,0.000
517.860,-8.531,-3.166,-1.986,17.406,0.393,0.131,-0.419,-0.252,-0.242,-0.100,-0.090,-0.024
517.871,-28.307,-6.983,-2.982,-2.204,0.485,0.189,-0.556,-0.394,-0.387,-0.152,-0.146,-0.056
517.882,-3.770,-8.209,-4.623,-23.586,0.136,0.227,-0.689,-0.510,-0.506,-0.240,-0.236,-0.103
517.893,-9.264,-10.892,-6.356,-30.490,-0.164,0.224,-0.866,-0.666,-0.662,-0.352,-0.347,-0.169
517.905,-0.719,-10.211,-7.678,-45.972,-0.964,0.158,-0.982,-0.743,-0.734,-0.476,-0.468,-0.254
517.916,2.821,-7.810,-7.930,-45.213,-2.630,-0.112,-1.084,-0.748,-0.726,-0.587,-0.565,-0.346
517.927,18.690,-6.621,-8.053,-36.509,-3.421,-0.486,-1.244,-0.854,-0.812,-0.706,-0.664,-0.443
517.938,-0.963,-9.624,-8.426,-23.556,-3.340,-0.832,-1.460,-1.069,-1.008,-0.829,-0.768,-0.542
517.949,-10.118,-6.573,-7.997,-7.911,-2.962,-1.099,-1.454,-1.081,-1.006,-0.934,-0.859,-0.643
517.961,9.046,-2.304,-6.680,-5.491,-2.612,-1.281,-1.392,-1.034,-0.949,-1.004,-0.919,-0.739
517.972,3.797,-1.282,-5.203,12.432,-2.117,-1.407,-1.385,-1.065,-0.973,-1.045,-0.954,-0.816
517.983,-10.240,-1.785,-4.005,17.455,-1.957,-1.486,-1.409,-1.107,-1.011,-1.075,-0.979,-0.878
517.994,-2.794,0.698,-2.673,6.710,-2.197,-1.558,-1.368,-1.050,-0.950,-1.091,-0.991,-0.925
518.006,-1.451,2.165,-1.306,15.202,-1.989,-1.644,-1.352,-1.025,-0.921,-1.092,-0.988,-0.959
518.018,13.075,2.861,-0.288,19.490,-1.647,-1.678,-1.344,-1.025,-0.919,-1.085,-0.979,-0.980
518.029,6.483,3.789,0.873,7.806,-0.967,-1.619,-1.270,-0.975,-0.873,-1.056,-0.954,-0.988
518.040,6.239,7.995,2.874,-2.835,-0.877,-1.528,-1.063,-0.776,-0.679,-0.986,-0.890,-0.978
518.051,17.225,11.886,5.338,-8.664,-1.022,-1.465,-0.863,-0.573,-0.480,-0.883,-0.790,-0.943
518.063,15.638,10.283,6.880,-18.268,-0.708,-1.376,-0.800,-0.537,-0.449,-0.771,-0.684,-0.882
518.075,23.451,10.710,7.971,-26.737,-0.933,-1.295,-0.678,-0.404,-0.322,-0.656,-0.574,-0.804
518.087,31.386,10.988,8.651,-20.466,-2.046,-1.339,-0.607,-0.284,-0.200,-0.549,-0.465,-0.717
518.098,10.877,10.235,9.214,-12.719,-2.951,-1.489,-0.547,-0.183,-0.090,-0.447,-0.354,-0.623
518.110,-1.451,7.883,9.103,-8.944,-3.727,-1.722,-0.565,-0.160,-0.053,-0.369,-0.262,-0.530
518.122,-13.658,5.774,8.667,-23.425,-4.743,-2.011,-0.549,-0.094,0.029,-0.309,-0.185,-0.444
518.133,-5.357,6.092,8.151,-29.815,-4.917,-2.321,-0.480,-0.004,0.137,-0.267,-0.125,-0.367
518.145,-3.648,4.429,7.319,-18.366,-5.059,-2.611,-0.497,-0.016,0.143,-0.240,-0.081,-0.298
518.157,0.257,3.517,6.310,4.646,-4.442,-2.842,-0.462,-0.024,0.148,-0.231,-0.058,-0.244
518.168,3.919,4.993,5.663,21.935,-3.027,-2.933,-0.374,-0.015,0.162,-0.220,-0.042,-0.203
518.180,8.802,4.062,5.051,28.851,-1.416,-2.847,-0.335,-0.055,0.116,-0.199,-0.027,-0.168
518.192,13.075,4.347,4.660,20.672,-0.364,-2.633,-0.272,-0.039,0.118,-0.169,-0.011,-0.137
518.203,2.821,1.659,3.908,3.584,0.031,-2.365,-0.317,-0.098,0.041,-0.146,-0.005,-0.111
518.215,3.919,1.207,3.126,-20.334,-0.239,-2.111,-0.324,-0.086,0.037,-0.134,-0.010,-0.093
518.227,5.872,1.628,2.659,-20.196,-0.889,-1.954,-0.323,-0.045,0.068,-0.125,-0.011,-0.081
518.239,3.919,0.637,2.114,-0.630,-0.867,-1.847,-0.347,-0.057,0.049,-0.125,-0.018,-0.073
518.250,-20.128,-1.742,1.372,20.349,0.056,-1.686,-0.371,-0.128,-0.031,-0.135,-0.039,-0.073
518.262,-5.602,-0.046,0.852,13.451,0.717,-1.427,-0.305,-0.081,-0.001,-0.143,-0.063,-0.079
518.273,15.882,-1.017,-0.133,-8.013,-0.533,-1.269,-0.439,-0.170,-0.100,-0.174,-0.104,-0.093
518.285,-7.799,-3.151,-0.988,-2.719,-1.555,-1.294,-0.593,-0.294,-0.222,-0.223,-0.152,-0.116
518.297,-13.781,-4.576,-1.907,-31.888,-3.274,-1.433,-0.765,-0.390,-0.310,-0.291,-0.211,-0.150
518.309,-6.456,-3.364,-2.322,-20.030,-4.194,-1.705,-0.843,-0.425,-0.329,-0.365,-0.269,-0.194
518.320,-5.602,-4.564,-3.013,-3.233,-4.238,-1.987,-0.983,-0.560,-0.447,-0.451,-0.339,-0.245
518.332,0.501,-5.022,-3.600,-1.860,-4.086,-2.230,-1.069,-0.648,-0.521,-0.540,-0.413,-0.304
518.343,-8.165,-5.829,-4.176,-8.014,-4.354,-2.445,-1.184,-0.762,-0.623,-0.636,-0.496,-0.371
518.355,-9.996,-6.209,-4.753,-3.724,-4.281,-2.652,-1.282,-0.886,-0.734,-0.742,-0.590,-0.449
518.366,-22.570,-8.721,-5.509,2.608,-3.601,-2.791,-1.397,-1.033,-0.872,-0.852,-0.692,-0.532
518.378,-13.292,-7.293,-6.227,9.205,-2.927,-2.841,-1.457,-1.134,-0.971,-0.972,-0.809,-0.626
518.389,2.088,-6.773,-6.675,9.706,-2.280,-2.807,-1.542,-1.250,-1.091,-1.082,-0.922,-0.726
518.401,-10.729,-7.962,-7.101,4.808,-2.089,-2.739,-1.702,-1.419,-1.264,-1.192,-1.037,-0.830
518.413,-9.264,-9.217,-7.642,-13.094,-2.265,-2.681,-1.857,-1.555,-1.404,-1.309,-1.158,-0.939
518.425,-8.287,-8.283,-7.823,-34.410,-2.707,-2.663,-1.965,-1.625,-1.475,-1.424,-1.274,-1.050
518.436,15.028,-4.068,-7.120,-41.780,-3.096,-2.683,-1.949,-1.574,-1.424,-1.512,-1.362,-1.159
518.448,-1.817,-4.206,-6.193,-34.362,-3.046,-2.717,-2.043,-1.651,-1.499,-1.581,-1.430,-1.256
518.460,-1.939,-4.804,-5.511,-3.577,-1.899,-2.676,-2.033,-1.689,-1.540,-1.640,-1.491,-1.342
518.472,3.675,-1.147,-4.305,28.207,0.158,-2.448,-1.845,-1.595,-1.461,-1.667,-1.533,-1.417
518.484,14.295,2.769,-2.553,18.390,1.375,-2.050,-1.672,-1.476,-1.367,-1.649,-1.539,-1.473
518.495,23.085,3.614,-1.109,30.036,2.943,-1.534,-1.597,-1.471,-1.393,-1.608,-1.530,-1.505
518.507,5.872,3.313,0.173,29.230,3.536,-0.980,-1.555,-1.455,-1.411,-1.548,-1.504,-1.517
518.519,-2.550,6.432,1.973,11.516,3.479,-0.457,-1.385,-1.284,-1.271,-1.458,-1.445,-1.507
518.530,25.404,12.997,4.852,-10.729,2.910,-0.029,-1.067,-0.930,-0.943,-1.312,-1.324,-1.466
518.542,11.732,13.446,7.568,-29.256,1.819,0.245,-0.921,-0.730,-0.759,-1.135,-1.164,-1.388
518.554,8.924,11.418,8.954,-36.239,-0.899,0.248,-0.941,-0.633,-0.661,-0.989,-1.018,-1.286
518.566,13.441,12.277,9.862,-34.419,-3.549,-0.072,-0.911,-0.491,-0.501,-0.872,-0.882,-1.175
518.578,9.413,12.855,10.846,-23.316,-5.429,-0.627,-0.847,-0.341,-0.319,-0.757,-0.735,-1.057
518.589,2.332,10.673,10.993,0.585,-6.085,-1.275,-0.864,-0.321,-0.262,-0.670,-0.611,-0.937
518.601,4.530,6.396,9.718,26.907,-5.354,-1.837,-0.958,-0.442,-0.351,-0.633,-0.542,-0.831
518.613,-11.705,4.314,8.302,40.972,-2.244,-2.027,-0.874,-0.499,-0.398,-0.601,-0.500,-0.743
518.624,-8.531,3.181,7.197,41.273,0.907,-1.785,-0.697,-0.453,-0.366,-0.548,-0.461,-0.669
518.636,-0.352,3.681,6.145,52.290,2.895,-1.298,-0.577,-0.401,-0.342,-0.496,-0.437,-0.610
518.647,10.511,3.356,5.077,42.381,5.498,-0.553,-0.507,-0.405,-0.388,-0.437,-0.420,-0.558
518.659,-2.916,2.871,4.561,19.653,6.702,0.324,-0.402,-0.325,-0.358,-0.352,-0.385,-0.507
518.671,12.464,0.928,3.421,2.757,6.665,1.134,-0.421,-0.325,-0.403,-0.291,-0.370,-0.459
