R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,120,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,70,1,70,1,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
677.637,-1.939,-0.196,-0.170,0.755,0.568,0.588,0.324,0.325,0.324,0.332,0.331,0.330
677.648,1.478,0.520,0.031,0.501,0.551,0.584,0.342,0.344,0.344,0.333,0.332,0.327
677.659,1.966,0.528,0.210,0.797,0.554,0.579,0.353,0.355,0.355,0.337,0.336,0.327
677.670,0.745,0.505,0.350,0.503,0.547,0.575,0.368,0.370,0.370,0.342,0.342,0.328
677.680,1.966,0.098,0.332,0.792,0.559,0.571,0.375,0.376,0.377,0.345,0.345,0.330
677.691,-2.061,-0.165,0.175,0.841,0.587,0.572,0.371,0.371,0.371,0.342,0.342,0.331
677.702,0.989,0.589,0.255,0.378,0.580,0.574,0.384,0.384,0.384,0.343,0.343,0.331
677.712,-3.770,0.735,0.570,0.586,0.575,0.574,0.400,0.401,0.401,0.352,0.352,0.333
677.723,1.478,1.107,0.747,0.420,0.566,0.574,0.417,0.418,0.418,0.360,0.360,0.338
677.734,-3.160,0.410,0.763,0.587,0.569,0.573,0.413,0.414,0.414,0.367,0.367,0.345
677.744,-0.841,0.367,0.546,0.461,0.563,0.572,0.404,0.406,0.406,0.367,0.367,0.350
677.755,-0.230,-0.149,0.358,0.543,0.577,0.572,0.391,0.392,0.392,0.366,0.366,0.352
677.765,0.013,0.437,0.356,0.503,0.581,0.574,0.402,0.402,0.402,0.366,0.366,0.354
677.776,-4.381,0.823,0.650,0.420,0.565,0.573,0.433,0.434,0.434,0.376,0.376,0.357
677.787,3.065,0.571,0.553,0.755,0.558,0.571,0.426,0.428,0.428,0.379,0.379,0.362
677.798,-3.038,-0.582,0.247,0.630,0.566,0.570,0.392,0.393,0.394,0.375,0.375,0.364
677.808,0.135,-1.659,-0.410,0.542,0.566,0.569,0.355,0.356,0.356,0.359,0.359,0.361
677.819,-2.794,-1.497,-0.805,0.630,0.573,0.570,0.338,0.339,0.339,0.341,0.341,0.353
677.829,1.966,-0.069,-0.690,0.544,0.577,0.570,0.364,0.365,0.365,0.332,0.332,0.342
677.840,-5.480,-0.157,-0.446,0.503,0.569,0.571,0.358,0.360,0.360,0.330,0.330,0.334
677.851,1.234,0.107,-0.284,0.462,0.568,0.571,0.361,0.362,0.362,0.327,0.327,0.328
677.862,-0.475,0.471,-0.018,0.709,0.571,0.570,0.373,0.374,0.374,0.329,0.329,0.325
677.872,-0.719,0.387,0.152,0.253,0.559,0.570,0.366,0.368,0.368,0.331,0.332,0.324
677.883,-0.963,1.214,0.547,0.546,0.567,0.570,0.395,0.397,0.397,0.341,0.341,0.326
677.893,0.745,1.352,0.936,0.585,0.578,0.570,0.419,0.420,0.421,0.355,0.355,0.332
677.904,-0.841,0.708,1.015,0.834,0.600,0.572,0.436,0.436,0.436,0.368,0.368,0.341
677.915,1.722,0.640,0.929,0.545,0.597,0.576,0.448,0.448,0.448,0.375,0.375,0.350
677.925,-2.916,0.886,0.938,0.502,0.593,0.579,0.459,0.460,0.459,0.382,0.382,0.358
677.936,-4.869,-0.110,0.646,0.336,0.580,0.580,0.425,0.426,0.426,0.383,0.382,0.364
677.947,-1.939,0.046,0.363,0.627,0.575,0.579,0.416,0.417,0.417,0.378,0.378,0.367
677.957,-2.061,0.301,0.357,0.503,0.575,0.579,0.421,0.422,0.422,0.379,0.379,0.369
677.968,3.187,-0.644,-0.002,0.418,0.572,0.578,0.388,0.390,0.389,0.372,0.372,0.369
677.979,-9.142,-1.125,-0.231,0.628,0.572,0.577,0.377,0.378,0.378,0.364,0.364,0.366
677.989,3.675,-1.069,-0.619,0.627,0.584,0.577,0.366,0.366,0.366,0.350,0.350,0.360
678.000,8.192,0.068,-0.506,0.630,0.572,0.576,0.390,0.392,0.391,0.344,0.343,0.351
678.011,-0.963,0.003,-0.239,0.627,0.589,0.577,0.394,0.395,0.395,0.344,0.344,0.346
678.021,-1.573,0.062,-0.179,0.629,0.599,0.580,0.386,0.386,0.386,0.341,0.341,0.342
678.032,-5.235,-0.615,-0.186,0.378,0.570,0.580,0.371,0.372,0.372,0.338,0.338,0.338
678.043,2.454,-0.340,-0.194,0.667,0.566,0.577,0.376,0.377,0.377,0.334,0.334,0.335
678.053,2.821,1.067,0.198,0.505,0.574,0.577,0.419,0.420,0.420,0.339,0.339,0.333
678.064,-2.428,-0.395,0.210,0.502,0.572,0.577,0.397,0.398,0.398,0.343,0.343,0.334
678.075,1.356,0.767,0.287,0.545,0.560,0.575,0.424,0.426,0.426,0.344,0.344,0.335
678.085,0.257,1.334,0.717,0.629,0.575,0.574,0.457,0.458,0.458,0.356,0.356,0.338
678.096,-2.672,1.303,1.019,0.754,0.583,0.574,0.473,0.474,0.474,0.370,0.370,0.346
678.107,-6.212,0.022,0.864,0.587,0.581,0.576,0.443,0.444,0.443,0.376,0.376,0.355
678.117,1.356,0.175,0.615,0.629,0.588,0.577,0.452,0.453,0.453,0.376,0.376,0.361
678.128,6.727,1.963,0.821,0.461,0.572,0.577,0.485,0.487,0.487,0.384,0.383,0.366
678.139,5.872,1.443,1.118,0.630,0.558,0.575,0.512,0.514,0.514,0.402,0.402,0.375
678.149,3.187,1.766,1.282,0.460,0.555,0.572,0.536,0.538,0.538,0.416,0.416,0.386
678.160,1.111,1.888,1.545,0.507,0.552,0.570,0.572,0.574,0.575,0.436,0.436,0.399
678.171,3.065,2.540,1.883,0.460,0.567,0.569,0.609,0.611,0.611,0.458,0.459,0.415
678.181,-0.352,1.404,1.872,0.586,0.585,0.570,0.616,0.617,0.617,0.478,0.479,0.434
678.192,2.454,1.308,1.623,0.545,0.590,0.573,0.618,0.619,0.619,0.489,0.489,0.450
678.203,-2.916,1.299,1.472,0.545,0.580,0.575,0.623,0.624,0.624,0.499,0.499,0.464
678.213,2.454,1.799,1.432,0.544,0.583,0.575,0.642,0.642,0.642,0.510,0.510,0.477
678.224,1.234,2.102,1.686,0.756,0.583,0.576,0.666,0.666,0.666,0.529,0.529,0.491
678.235,-0.352,1.407,1.662,0.461,0.586,0.577,0.666,0.667,0.666,0.545,0.544,0.506
678.245,-0.352,0.811,1.432,0.587,0.588,0.579,0.662,0.662,0.662,0.554,0.554,0.520
678.257,3.919,0.361,1.036,0.336,0.573,0.579,0.665,0.666,0.666,0.557,0.557,0.531
678.268,2.821,0.637,0.803,0.671,0.577,0.579,0.654,0.655,0.654,0.555,0.555,0.538
678.279,-1.817,-0.187,0.561,0.502,0.569,0.578,0.624,0.625,0.625,0.553,0.553,0.542
678.290,5.750,0.973,0.524,0.460,0.572,0.578,0.653,0.655,0.655,0.553,0.553,0.544
678.301,3.675,0.947,0.588,0.592,0.573,0.577,0.654,0.656,0.656,0.558,0.558,0.547
678.312,4.163,0.707,0.647,0.670,0.576,0.576,0.659,0.660,0.660,0.565,0.565,0.551
678.323,6.117,1.548,0.761,0.754,0.590,0.577,0.679,0.679,0.679,0.571,0.571,0.555
678.334,6.483,2.147,1.089,0.881,0.604,0.579,0.714,0.714,0.713,0.587,0.587,0.563
678.345,-4.625,0.654,1.149,0.548,0.604,0.582,0.695,0.695,0.695,0.601,0.600,0.572
678.356,0.989,0.898,1.045,0.546,0.608,0.585,0.699,0.699,0.698,0.605,0.605,0.581
678.367,4.163,0.819,0.926,0.629,0.606,0.588,0.697,0.696,0.696,0.609,0.609,0.588
678.378,1.111,1.039,0.958,-0.752,0.584,0.590,0.705,0.705,0.705,0.616,0.616,0.595
678.389,1.844,1.987,1.223,0.215,0.606,0.592,0.740,0.740,0.739,0.630,0.630,0.603
678.400,-0.352,1.677,1.378,1.375,0.553,0.590,0.731,0.733,0.733,0.645,0.644,0.614
678.411,7.093,2.804,1.662,1.044,0.591,0.590,0.773,0.773,0.773,0.664,0.663,0.627
678.422,5.140,1.862,1.831,-0.117,0.587,0.587,0.780,0.781,0.780,0.687,0.686,0.643
678.433,-5.968,1.246,1.758,-0.171,0.515,0.586,0.774,0.777,0.777,0.700,0.700,0.659
678.444,-1.817,0.626,1.483,-3.225,0.500,0.586,0.777,0.781,0.781,0.708,0.708,0.673
678.455,4.285,0.560,1.121,-6.259,0.454,0.582,0.764,0.770,0.770,0.708,0.707,0.683
678.466,6.361,0.732,0.864,1.256,0.427,0.562,0.748,0.756,0.757,0.705,0.705,0.690
678.477,-0.597,0.536,0.753,-2.627,0.369,0.543,0.728,0.738,0.740,0.705,0.706,0.694
678.488,-4.259,0.192,0.608,0.002,0.282,0.516,0.706,0.721,0.724,0.702,0.705,0.697
678.499,-0.230,1.548,0.811,4.489,0.344,0.490,0.749,0.760,0.764,0.707,0.711,0.700
678.510,4.163,1.483,1.003,0.219,0.333,0.468,0.760,0.772,0.777,0.717,0.723,0.705
678.521,-0.597,0.994,1.054,-2.455,0.383,0.464,0.753,0.763,0.769,0.725,0.731,0.712
678.532,-0.230,1.462,1.091,3.693,0.580,0.463,0.770,0.770,0.775,0.731,0.737,0.718
678.543,-0.963,0.696,1.067,2.050,0.615,0.483,0.760,0.759,0.763,0.740,0.744,0.726
678.554,7.948,0.949,0.921,5.131,0.932,0.524,0.787,0.771,0.773,0.744,0.746,0.732
678.565,8.314,0.771,0.740,-0.344,0.836,0.565,0.764,0.752,0.752,0.745,0.745,0.736
678.576,-3.038,1.003,0.894,-6.355,0.665,0.591,0.780,0.776,0.775,0.755,0.754,0.741
678.587,-1.573,1.099,0.986,-7.548,0.363,0.581,0.775,0.785,0.784,0.762,0.762,0.747
678.598,1.600,0.741,1.006,-7.725,-0.078,0.521,0.766,0.797,0.800,0.768,0.771,0.753
678.608,0.135,0.114,0.750,-5.282,-0.145,0.445,0.733,0.767,0.773,0.762,0.768,0.758
678.620,-7.799,-0.677,0.395,-0.328,-0.162,0.371,0.696,0.730,0.740,0.749,0.759,0.758
678.631,0.135,-0.599,0.092,2.681,-0.116,0.313,0.698,0.729,0.742,0.735,0.748,0.755
678.642,6.483,1.173,0.140,1.968,0.087,0.278,0.727,0.748,0.762,0.726,0.740,0.749
678.653,1.478,-0.292,0.053,6.690,0.160,0.252,0.670,0.687,0.703,0.718,0.734,0.744
678.664,-5.968,-0.736,-0.076,6.258,0.216,0.241,0.650,0.665,0.681,0.707,0.724,0.737
678.674,1.966,-0.189,-0.246,1.939,0.462,0.261,0.648,0.650,0.665,0.694,0.709,0.728
678.686,1.478,-0.565,-0.316,3.816,0.622,0.296,0.637,0.631,0.644,0.685,0.698,0.719
678.697,-1.085,-0.828,-0.448,2.800,0.903,0.361,0.626,0.605,0.615,0.674,0.684,0.709
678.707,-2.428,-0.037,-0.350,7.112,1.162,0.436,0.652,0.619,0.626,0.669,0.675,0.699
678.718,1.478,0.028,-0.283,-5.066,0.747,0.490,0.622,0.611,0.614,0.665,0.669,0.691
678.729,4.530,0.394,-0.086,-1.806,0.474,0.499,0.633,0.635,0.638,0.665,0.668,0.684
678.740,10.145,0.894,0.061,-2.072,0.457,0.497,0.627,0.630,0.633,0.663,0.667,0.679
678.751,-6.822,-0.123,0.177,4.133,0.655,0.506,0.600,0.593,0.595,0.664,0.666,0.676
678.762,-1.573,-0.786,-0.130,0.695,0.830,0.546,0.562,0.546,0.547,0.652,0.653,0.672
678.773,-2.672,-0.889,-0.351,3.381,1.027,0.593,0.560,0.534,0.532,0.642,0.640,0.665
678.784,-0.352,-0.496,-0.480,1.090,0.879,0.625,0.546,0.527,0.524,0.630,0.627,0.656
678.795,3.065,0.688,-0.203,0.804,0.642,0.627,0.584,0.577,0.573,0.631,0.628,0.649
678.806,2.454,1.155,0.219,-2.286,0.402,0.607,0.605,0.610,0.608,0.639,0.637,0.645
678.817,-0.841,1.322,0.600,-1.812,0.334,0.580,0.625,0.633,0.632,0.650,0.649,0.646
678.828,-10.729,0.732,0.897,4.393,0.150,0.533,0.634,0.649,0.650,0.661,0.663,0.651
678.839,-2.550,0.276,0.773,11.991,0.569,0.519,0.637,0.629,0.631,0.661,0.664,0.656
678.850,4.285,0.318,0.552,-2.405,0.440,0.534,0.617,0.616,0.617,0.658,0.659,0.658
678.861,1.234,1.198,0.631,-3.015,0.508,0.542,0.657,0.650,0.651,0.662,0.663,0.660
678.872,2.332,1.612,0.992,4.192,0.374,0.519,0.690,0.690,0.692,0.676,0.679,0.665
678.883,-4.259,1.002,1.093,13.067,0.423,0.480,0.685,0.682,0.687,0.685,0.689,0.672
678.894,5.506,0.949,0.979,4.415,0.206,0.431,0.663,0.670,0.677,0.685,0.691,0.678
678.905,1.966,0.366,0.839,1.659,0.070,0.377,0.631,0.645,0.654,0.682,0.692,0.683
678.916,-2.428,0.264,0.664,6.276,0.226,0.339,0.613,0.618,0.630,0.676,0.687,0.685
678.927,-1.573,0.180,0.533,15.211,0.579,0.325,0.631,0.617,0.629,0.673,0.685,0.685
678.938,1.111,0.601,0.502,2.743,0.756,0.346,0.657,0.635,0.646,0.673,0.684,0.685
678.949,7.703,0.984,0.524,-11.999,0.796,0.424,0.666,0.638,0.645,0.676,0.683,0.685
678.960,0.135,0.989,0.669,4.782,0.727,0.459,0.671,0.644,0.648,0.684,0.689,0.686
678.971,3.675,1.417,0.814,8.904,0.853,0.478,0.700,0.664,0.668,0.692,0.696,0.689
678.982,8.558,1.925,1.084,-6.064,0.793,0.521,0.745,0.708,0.710,0.708,0.710,0.695
678.993,-2.916,1.605,1.254,0.750,0.838,0.578,0.751,0.704,0.703,0.724,0.723,0.704
679.004,-4.137,0.894,1.395,9.698,0.741,0.577,0.766,0.720,0.719,0.739,0.738,0.714
679.015,14.295,1.118,1.041,-0.721,0.832,0.608,0.764,0.712,0.709,0.740,0.737,0.723
679.026,5.018,1.349,1.075,-0.124,0.814,0.637,0.781,0.728,0.724,0.749,0.745,0.730
679.037,-1.329,1.090,1.195,13.344,1.131,0.664,0.819,0.750,0.745,0.764,0.758,0.739
679.048,-3.404,1.072,1.212,-9.824,0.829,0.715,0.817,0.766,0.758,0.776,0.767,0.748
679.059,7.581,3.317,1.724,-7.830,0.365,0.679,0.904,0.870,0.863,0.799,0.793,0.760
679.070,9.046,4.524,2.461,19.145,0.899,0.684,1.009,0.944,0.937,0.838,0.831,0.779
679.081,11.366,5.792,3.264,-17.086,0.275,0.684,1.044,1.011,1.004,0.886,0.879,0.806
679.092,-1.573,2.941,3.484,-11.231,-0.213,0.578,0.972,0.975,0.974,0.922,0.921,0.839
679.103,-10.607,0.011,2.550,16.581,0.709,0.542,0.886,0.859,0.860,0.921,0.922,0.866
679.115,1.478,2.637,2.475,9.905,1.231,0.614,1.021,0.976,0.973,0.942,0.940,0.888
679.126,1.111,-0.648,1.671,17.418,1.413,0.686,0.931,0.873,0.866,0.944,0.938,0.907
679.137,-26.720,-4.119,0.241,-0.719,1.269,0.789,0.757,0.723,0.711,0.914,0.902,0.912
679.149,16.981,0.297,-0.344,-28.248,0.697,0.809,0.794,0.813,0.800,0.887,0.874,0.905
679.160,3.187,-0.495,-0.448,-22.208,-0.354,0.698,0.650,0.733,0.726,0.867,0.859,0.895
679.172,-18.664,-3.848,-0.986,0.178,-0.460,0.555,0.549,0.634,0.635,0.836,0.836,0.882
679.183,13.197,0.100,-1.180,-16.217,-0.521,0.440,0.599,0.694,0.700,0.800,0.806,0.862
679.193,-3.038,-2.776,-1.425,9.757,0.127,0.349,0.521,0.592,0.603,0.772,0.783,0.842
679.204,-1.573,-1.949,-1.666,32.562,1.255,0.390,0.550,0.589,0.598,0.743,0.752,0.818
679.215,-2.428,-2.593,-1.961,8.175,1.566,0.555,0.497,0.543,0.544,0.718,0.719,0.792
679.226,-17.565,-3.298,-1.985,-31.369,0.334,0.596,0.379,0.517,0.515,0.694,0.692,0.766
679.238,-30.871,-12.788,-4.507,-12.607,-0.387,0.500,-0.046,0.135,0.138,0.587,0.590,0.726
679.249,-42.834,-23.039,-9.319,-16.055,-1.015,0.355,-0.556,-0.347,-0.336,0.373,0.384,0.645
679.260,-18.419,-21.272,-13.305,-20.659,-1.376,0.177,-0.770,-0.562,-0.542,0.102,0.122,0.503
679.272,-37.341,-27.438,-17.269,-16.379,-1.620,-0.020,-1.265,-1.054,-1.024,-0.204,-0.173,0.316
679.284,-23.180,-27.063,-20.382,-5.534,-1.557,-0.205,-1.559,-1.347,-1.307,-0.525,-0.485,0.092
679.295,-55.164,-33.856,-23.897,3.893,-1.428,-0.351,-2.111,-1.911,-1.863,-0.890,-0.842,-0.169
679.306,-39.416,-31.398,-26.343,-6.589,-1.635,-0.498,-2.393,-2.191,-2.136,-1.261,-1.206,-0.462
679.318,-41.858,-32.322,-28.150,-14.799,-2.229,-0.686,-2.805,-2.594,-2.529,-1.640,-1.576,-0.784
679.330,-33.801,-31.562,-29.281,-13.577,-2.774,-0.923,-3.145,-2.934,-2.857,-2.021,-1.944,-1.124
679.342,-35.388,-33.020,-30.457,-5.290,-3.108,-1.192,-3.594,-3.395,-3.304,-2.419,-2.328,-1.478
679.353,-44.787,-31.772,-30.686,4.480,-3.052,-1.450,-3.894,-3.707,-3.602,-2.794,-2.689,-1.837
679.365,-15.734,-25.722,-29.829,13.566,-2.672,-1.636,-4.063,-3.894,-3.780,-3.140,-3.027,-2.198
679.377,-3.038,-20.382,-27.573,27.532,-1.974,-1.733,-4.179,-4.045,-3.927,-3.413,-3.295,-2.532
679.388,-6.456,-15.675,-24.364,8.382,-2.137,-1.764,-4.236,-4.116,-3.996,-3.610,-3.490,-2.820
679.400,2.821,-8.654,-20.237,11.074,-2.580,-1.866,-4.166,-4.055,-3.930,-3.748,-3.623,-3.074
679.411,16.615,-3.436,-15.831,16.435,-2.487,-1.969,-4.091,-4.009,-3.880,-3.826,-3.696,-3.278
679.423,15.882,2.356,-10.750,22.778,-2.218,-2.038,-3.908,-3.861,-3.728,-3.829,-3.696,-3.429
679.435,20.643,8.238,-5.194,14.620,-1.733,-2.034,-3.605,-3.593,-3.461,-3.749,-3.617,-3.513
679.447,35.170,15.427,0.618,2.442,-1.047,-1.947,-3.191,-3.217,-3.090,-3.592,-3.465,-3.531
679.458,41.152,23.780,7.110,-11.068,-0.690,-1.798,-2.674,-2.726,-2.608,-3.341,-3.223,-3.475
679.470,53.725,31.544,13.972,-30.811,-1.805,-1.742,-2.137,-2.142,-2.027,-3.003,-2.888,-3.341
679.482,41.396,36.055,20.542,-25.999,-2.803,-1.820,-1.633,-1.599,-1.480,-2.601,-2.482,-3.128
679.494,59.341,40.179,26.023,-21.727,-3.119,-1.937,-1.139,-1.095,-0.970,-2.167,-2.042,-2.845
679.506,52.749,42.398,30.948,-20.473,-3.401,-2.080,-0.621,-0.575,-0.442,-1.697,-1.564,-2.508
679.517,48.842,44.345,35.021,-18.921,-3.739,-2.257,-0.057,-0.017,0.124,-1.207,-1.065,-2.123
679.529,37.734,44.092,37.895,-14.747,-4.012,-2.455,0.422,0.453,0.606,-0.716,-0.563,-1.702
679.541,19.789,40.446,39.205,-10.663,-4.112,-2.653,0.776,0.796,0.959,-0.252,-0.088,-1.260
679.553,38.588,37.506,38.912,0.166,-4.587,-2.870,1.091,1.116,1.291,0.169,0.345,-0.812
679.564,31.752,34.092,37.695,17.389,-4.492,-3.092,1.403,1.397,1.584,0.545,0.732,-0.385
679.576,14.662,30.657,35.910,27.155,-3.612,-3.224,1.693,1.632,1.826,0.884,1.078,0.019
679.588,12.464,28.512,34.004,31.510,-1.655,-3.128,2.048,1.893,2.081,1.208,1.395,0.400
679.600,25.404,26.324,31.790,19.901,-0.123,-2.832,2.341,2.122,2.292,1.509,1.679,0.756
679.611,28.456,23.727,29.357,0.321,0.742,-2.429,2.555,2.298,2.443,1.784,1.929,1.084
679.623,15.150,19.208,26.517,-26.321,0.622,-2.037,2.647,2.394,2.516,2.022,2.144,1.386
679.635,2.332,14.906,23.389,-47.481,-0.050,-1.735,2.699,2.484,2.588,2.210,2.314,1.649
679.647,-7.799,9.807,19.796,-45.354,-1.096,-1.582,2.648,2.485,2.579,2.336,2.430,1.873
679.658,1.966,5.951,15.829,-41.679,-2.353,-1.596,2.564,2.447,2.542,2.394,2.489,2.050
679.670,3.797,2.766,11.861,-37.450,-3.506,-1.772,2.466,2.353,2.458,2.393,2.499,2.178
679.682,-15.490,-0.753,8.225,-12.718,-4.243,-2.061,2.298,2.214,2.335,2.350,2.472,2.259
679.694,-22.204,-4.563,4.597,16.101,-5.090,-2.418,2.091,2.009,2.151,2.258,2.400,2.295
679.705,-32.580,-9.591,0.678,41.039,-4.402,-2.739,1.850,1.702,1.862,2.112,2.272,2.284
679.717,-27.453,-13.611,-3.433,41.667,-2.498,-2.848,1.604,1.365,1.531,1.923,2.089,2.224
679.729,-23.546,-17.557,-7.483,18.174,-0.402,-2.613,1.329,1.031,1.183,1.712,1.863,2.117
679.741,-21.837,-21.206,-11.605,-16.755,0.181,-2.265,0.922,0.655,0.786,1.461,1.591,1.965
679.752,-24.279,-25.234,-15.615,-41.674,-0.673,-2.016,0.434,0.256,0.371,1.168,1.283,1.770
679.764,-28.307,-25.585,-18.734,-37.811,-1.178,-1.896,0.064,-0.067,0.040,0.847,0.954,1.532
679.776,-37.463,-28.393,-21.482,4.737,-1.344,-1.857,-0.376,-0.491,-0.387,0.506,0.610,1.266
679.788,-24.035,-29.680,-24.022,34.150,-0.909,-1.819,-0.751,-0.886,-0.784,0.143,0.245,0.971
679.799,-33.434,-30.807,-25.881,31.238,-0.039,-1.683,-1.059,-1.236,-1.143,-0.213,-0.119,0.653
679.811,-14.635,-31.139,-27.777,22.773,2.154,-1.349,-1.370,-1.624,-1.551,-0.579,-0.506,0.317
679.823,-16.222,-31.932,-29.180,-4.558,3.380,-0.835,-1.690,-1.977,-1.936,-0.930,-0.888,-0.031
679.835,-25.500,-29.394,-29.619,-43.025,1.546,-0.481,-2.081,-2.271,-2.251,-1.279,-1.259,-0.390
679.847,-10.973,-27.834,-29.485,-16.574,0.398,-0.352,-2.450,-2.576,-2.564,-1.613,-1.601,-0.740
679.858,-12.560,-24.713,-28.275,7.955,0.623,-0.271,-2.616,-2.761,-2.754,-1.905,-1.898,-1.077
679.870,8.314,-19.008,-26.187,-11.619,0.836,-0.161,-2.682,-2.857,-2.856,-2.152,-2.152,-1.394
679.882,6.239,-15.486,-23.321,-45.629,0.510,-0.007,-2.762,-2.933,-2.942,-2.337,-2.346,-1.678
679.893,-14.147,-12.539,-19.895,-35.601,-2.567,-0.179,-2.861,-2.921,-2.920,-2.484,-2.483,-1.926
679.905,-13.658,-9.414,-16.751,-17.472,-3.392,-0.544,-2.878,-2.940,-2.918,-2.618,-2.595,-2.134
679.917,-0.963,-6.541,-13.845,-5.516,-3.739,-0.924,-2.888,-2.939,-2.894,-2.723,-2.678,-2.307
679.929,11.122,-1.781,-10.683,-15.814,-3.956,-1.267,-2.835,-2.879,-2.814,-2.789,-2.724,-2.447
679.940,8.802,3.311,-6.802,-7.627,-4.105,-1.606,-2.719,-2.745,-2.661,-2.796,-2.711,-2.547
679.952,23.695,9.374,-2.494,22.123,-3.749,-1.929,-2.531,-2.545,-2.442,-2.744,-2.641,-2.601
679.964,31.386,14.124,2.150,33.428,-2.342,-2.094,-2.227,-2.292,-2.180,-2.618,-2.505,-2.603
679.976,22.230,18.577,7.027,-2.872,-1.101,-1.975,-1.853,-1.956,-1.851,-2.415,-2.309,-2.548
679.987,22.108,23.613,11.829,-23.923,-1.583,-1.883,-1.506,-1.572,-1.472,-2.164,-2.064,-2.438
679.999,28.578,28.118,16.635,-7.035,-2.388,-1.935,-1.089,-1.125,-1.023,-1.861,-1.759,-2.272
680.011,18.568,29.561,20.629,11.843,-2.363,-2.017,-0.731,-0.777,-0.671,-1.535,-1.429,-2.055
680.023,33.217,31.767,23.883,7.382,-2.217,-2.058,-0.341,-0.408,-0.299,-1.191,-1.082,-1.798
680.034,36.147,32.479,26.405,-14.228,-2.407,-2.068,-0.006,-0.073,0.034,-0.837,-0.728,-1.512
680.046,48.965,34.148,28.445,-22.119,-2.879,-2.140,0.380,0.318,0.430,-0.476,-0.363,-1.202
680.058,20.277,33.486,30.154,-1.833,-3.267,-2.294,0.695,0.657,0.778,-0.109,0.011,-0.872
680.070,15.394,31.208,30.712,22.399,-3.136,-2.459,0.967,0.931,1.061,0.232,0.362,-0.534
680.081,5.384,27.676,30.200,37.891,-2.542,-2.548,1.184,1.118,1.253,0.541,0.676,-0.200
680.093,25.648,23.220,28.064,22.405,-1.150,-2.464,1.311,1.184,1.313,0.797,0.926,0.118
680.105,24.183,20.577,25.753,-8.181,-0.978,-2.262,1.431,1.297,1.413,1.022,1.139,0.405
680.116,25.893,18.340,23.395,-32.074,-1.363,-2.100,1.543,1.420,1.526,1.218,1.325,0.664
680.128,8.192,15.444,21.231,-36.855,-2.105,-2.050,1.646,1.530,1.633,1.389,1.492,0.896
680.140,11.854,12.448,18.560,-23.829,-2.767,-2.126,1.654,1.561,1.669,1.507,1.614,1.098
680.152,-11.339,7.692,15.595,-1.022,-3.562,-2.287,1.537,1.472,1.589,1.575,1.691,1.266
680.163,14.051,6.230,12.611,-3.549,-3.778,-2.458,1.484,1.432,1.558,1.601,1.728,1.395
680.175,20.521,6.503,10.445,-21.622,-4.268,-2.624,1.493,1.459,1.595,1.621,1.757,1.491
680.187,8.436,4.601,8.635,-32.951,-4.729,-2.832,1.465,1.430,1.577,1.629,1.777,1.563
