R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,120,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,60,1,60,1,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
633.694,-3.648,0.550,0.898,0.628,0.670,0.669,0.793,0.793,0.794,0.812,0.813,0.799
633.704,3.553,1.023,0.895,0.964,0.687,0.670,0.801,0.801,0.802,0.816,0.817,0.805
633.715,-0.352,0.967,0.818,0.881,0.697,0.673,0.792,0.791,0.792,0.819,0.820,0.810
633.726,4.530,1.215,0.873,0.547,0.697,0.677,0.811,0.810,0.811,0.827,0.827,0.815
633.736,-1.573,0.987,1.026,0.670,0.684,0.678,0.819,0.819,0.819,0.837,0.837,0.821
633.747,9.535,1.145,0.869,0.505,0.670,0.678,0.819,0.819,0.820,0.840,0.840,0.828
633.758,4.407,1.402,0.945,0.710,0.690,0.679,0.812,0.812,0.813,0.845,0.846,0.833
633.768,-3.893,1.029,1.027,0.543,0.676,0.679,0.804,0.804,0.804,0.853,0.854,0.840
633.779,1.966,0.363,0.849,0.711,0.684,0.680,0.792,0.792,0.792,0.856,0.856,0.846
633.790,-5.113,-0.153,0.664,0.504,0.683,0.681,0.783,0.783,0.784,0.856,0.856,0.850
633.800,1.966,-0.135,0.415,0.505,0.659,0.679,0.790,0.791,0.792,0.853,0.853,0.852
633.811,9.413,0.586,0.227,0.714,0.675,0.677,0.798,0.799,0.799,0.847,0.848,0.851
633.822,-3.038,-0.504,0.166,0.797,0.672,0.676,0.777,0.778,0.778,0.845,0.846,0.849
633.832,9.657,0.524,0.022,0.505,0.668,0.676,0.783,0.784,0.785,0.838,0.838,0.846
633.843,-2.916,0.254,0.206,0.674,0.667,0.675,0.791,0.792,0.793,0.840,0.841,0.843
633.854,3.187,0.462,0.262,0.668,0.655,0.673,0.794,0.796,0.797,0.840,0.840,0.842
633.864,0.745,0.807,0.339,0.669,0.676,0.672,0.789,0.789,0.790,0.839,0.840,0.840
633.875,0.135,0.826,0.602,0.545,0.682,0.674,0.803,0.803,0.804,0.846,0.847,0.842
633.886,1.478,0.874,0.621,0.711,0.691,0.676,0.795,0.794,0.795,0.848,0.849,0.844
633.896,1.234,0.435,0.665,0.504,0.687,0.678,0.796,0.796,0.796,0.853,0.853,0.847
633.907,-3.038,-0.524,0.458,0.379,0.670,0.679,0.799,0.799,0.800,0.853,0.854,0.850
633.918,-2.306,-0.278,0.108,0.589,0.657,0.677,0.784,0.786,0.786,0.843,0.844,0.848
633.930,1.600,0.563,0.185,0.709,0.663,0.675,0.801,0.802,0.802,0.841,0.841,0.845
633.941,-3.648,0.680,0.316,0.501,0.660,0.674,0.795,0.796,0.797,0.842,0.843,0.844
633.952,2.454,-0.116,0.136,0.755,0.662,0.672,0.754,0.755,0.755,0.836,0.837,0.842
633.963,3.187,0.298,0.050,0.586,0.651,0.670,0.746,0.747,0.748,0.829,0.830,0.839
633.974,-4.259,-0.284,0.077,0.758,0.647,0.667,0.727,0.729,0.730,0.827,0.828,0.836
633.985,3.187,0.406,0.130,0.460,0.645,0.665,0.754,0.756,0.757,0.825,0.826,0.833
633.996,3.309,0.244,0.124,0.710,0.653,0.663,0.746,0.748,0.749,0.823,0.824,0.830
634.007,-0.719,0.218,0.142,0.463,0.645,0.662,0.736,0.738,0.739,0.820,0.822,0.828
634.018,-2.184,-0.408,0.118,0.754,0.657,0.661,0.736,0.738,0.739,0.819,0.821,0.826
634.029,0.013,-1.031,-0.245,0.668,0.672,0.661,0.699,0.700,0.701,0.805,0.806,0.821
634.040,5.994,-0.534,-0.447,0.713,0.667,0.662,0.699,0.700,0.701,0.791,0.792,0.813
634.051,-0.108,-0.310,-0.402,0.924,0.682,0.663,0.704,0.704,0.706,0.784,0.785,0.804
634.062,3.919,0.208,-0.352,0.627,0.686,0.666,0.703,0.703,0.704,0.777,0.778,0.796
634.072,1.234,0.387,-0.145,0.756,0.684,0.668,0.710,0.710,0.711,0.777,0.777,0.790
634.083,-0.597,-0.189,-0.074,0.501,0.696,0.671,0.709,0.709,0.710,0.776,0.777,0.785
634.094,3.797,0.666,0.048,2.645,0.702,0.671,0.727,0.726,0.727,0.774,0.775,0.781
634.105,5.994,1.278,0.288,1.029,0.719,0.676,0.742,0.741,0.741,0.779,0.779,0.779
634.116,0.135,0.383,0.346,-0.528,0.727,0.687,0.708,0.706,0.706,0.781,0.781,0.779
634.127,1.600,-0.014,0.216,0.550,0.671,0.687,0.682,0.682,0.682,0.777,0.777,0.779
634.138,-2.794,0.925,0.395,0.342,0.566,0.677,0.705,0.710,0.711,0.779,0.780,0.778
634.149,-3.038,0.885,0.639,-1.785,0.562,0.669,0.726,0.731,0.732,0.789,0.790,0.780
634.160,1.844,0.939,0.728,-0.912,0.712,0.672,0.737,0.735,0.736,0.795,0.795,0.784
634.171,5.628,0.859,0.690,1.607,0.717,0.672,0.740,0.738,0.739,0.798,0.799,0.788
634.182,-2.428,0.519,0.614,0.342,0.635,0.668,0.716,0.719,0.720,0.799,0.800,0.791
634.193,4.896,0.534,0.519,1.194,0.630,0.662,0.716,0.719,0.720,0.799,0.800,0.794
634.204,-2.794,0.430,0.450,1.943,0.694,0.662,0.699,0.698,0.699,0.797,0.798,0.795
634.215,1.722,0.444,0.393,4.808,0.795,0.670,0.689,0.683,0.684,0.795,0.796,0.795
634.226,5.140,1.788,0.715,-1.051,0.760,0.686,0.748,0.745,0.745,0.807,0.807,0.798
634.237,4.285,1.927,1.035,-5.567,0.611,0.686,0.755,0.758,0.758,0.821,0.821,0.803
634.248,-4.625,2.071,1.420,5.104,0.627,0.674,0.786,0.789,0.789,0.841,0.842,0.813
634.259,-2.428,1.604,1.519,3.773,0.718,0.676,0.784,0.782,0.782,0.856,0.856,0.825
634.270,2.943,1.568,1.490,0.651,0.706,0.675,0.782,0.781,0.781,0.866,0.867,0.838
634.281,5.384,1.184,1.379,3.433,0.637,0.673,0.782,0.784,0.785,0.876,0.876,0.849
634.292,6.239,1.569,1.333,-2.756,0.540,0.665,0.790,0.797,0.798,0.884,0.885,0.860
634.303,-1.329,2.137,1.609,-0.196,0.531,0.643,0.830,0.837,0.839,0.902,0.904,0.871
634.314,5.994,2.215,1.773,2.338,0.535,0.624,0.860,0.866,0.869,0.920,0.923,0.886
634.325,-6.334,1.308,1.792,3.953,0.762,0.636,0.859,0.853,0.856,0.936,0.938,0.900
634.336,1.478,1.605,1.722,2.734,0.888,0.660,0.883,0.872,0.873,0.948,0.950,0.915
634.347,2.210,1.593,1.611,-3.282,0.772,0.678,0.880,0.874,0.875,0.959,0.959,0.928
634.358,1.722,1.467,1.587,3.927,1.027,0.705,0.910,0.891,0.890,0.973,0.972,0.941
634.369,6.849,2.075,1.526,11.871,1.380,0.761,0.923,0.886,0.883,0.983,0.979,0.953
634.380,-1.939,1.142,1.508,9.054,1.508,0.842,0.914,0.872,0.864,1.000,0.992,0.966
634.391,7.703,2.432,1.623,3.368,1.625,0.940,0.965,0.918,0.905,1.019,1.006,0.979
634.402,-1.939,1.640,1.751,-9.807,1.408,1.009,0.959,0.923,0.907,1.042,1.026,0.994
634.413,8.070,1.240,1.469,-5.942,1.224,1.041,0.941,0.915,0.897,1.051,1.033,1.009
634.424,2.821,1.911,1.529,0.695,1.146,1.056,0.969,0.946,0.927,1.066,1.047,1.022
634.435,-1.207,1.403,1.563,2.778,1.329,1.083,0.978,0.946,0.926,1.082,1.063,1.037
634.446,-3.038,-0.402,1.146,5.748,1.446,1.119,0.950,0.912,0.890,1.087,1.066,1.049
634.457,2.698,-0.210,0.700,0.515,1.355,1.151,0.956,0.923,0.900,1.084,1.061,1.057
634.468,-3.893,-0.743,0.328,-4.580,1.244,1.168,0.931,0.904,0.880,1.078,1.054,1.060
634.479,6.483,-0.216,0.064,2.432,1.278,1.171,0.945,0.916,0.892,1.070,1.046,1.059
634.490,3.187,0.139,0.021,-1.567,1.147,1.176,0.944,0.922,0.898,1.067,1.042,1.057
634.501,7.948,0.121,-0.054,-2.982,0.914,1.160,0.932,0.921,0.898,1.063,1.039,1.055
634.512,-3.038,0.528,0.159,3.493,0.976,1.136,0.950,0.937,0.914,1.064,1.042,1.053
634.523,-0.597,0.413,0.198,1.687,1.075,1.124,0.950,0.931,0.909,1.064,1.043,1.052
634.534,4.530,0.544,0.241,3.139,0.879,1.093,0.942,0.932,0.913,1.064,1.044,1.051
634.545,0.745,0.655,0.433,5.102,1.029,1.081,0.967,0.950,0.931,1.070,1.050,1.052
634.556,0.257,0.776,0.552,1.627,1.023,1.075,0.983,0.965,0.947,1.075,1.056,1.055
634.567,-5.235,-0.344,0.434,4.256,0.916,1.061,0.952,0.939,0.921,1.075,1.057,1.058
634.578,5.018,0.850,0.524,-7.241,0.583,1.036,0.995,0.998,0.982,1.079,1.062,1.060
634.590,0.623,1.018,0.693,2.529,0.272,0.963,0.995,1.011,0.998,1.083,1.070,1.063
634.601,-3.038,1.270,0.970,-3.436,0.154,0.898,1.022,1.044,1.035,1.093,1.083,1.069
634.612,2.454,1.211,1.094,-5.013,0.138,0.825,1.033,1.057,1.051,1.100,1.094,1.076
634.623,-6.212,-0.054,0.857,0.126,0.246,0.754,0.995,1.014,1.012,1.096,1.094,1.082
634.635,0.257,0.413,0.739,-3.731,0.235,0.700,1.019,1.037,1.038,1.093,1.094,1.085
634.646,-3.770,0.154,0.590,3.705,0.160,0.653,0.999,1.018,1.021,1.087,1.090,1.087
634.657,-5.113,-0.759,0.297,11.758,0.101,0.557,0.965,0.989,0.997,1.073,1.082,1.085
634.669,-5.235,-0.583,0.040,9.450,0.307,0.494,0.971,0.986,0.998,1.057,1.069,1.080
634.680,10.511,1.119,0.114,-3.613,0.263,0.471,0.999,1.016,1.029,1.049,1.062,1.073
634.691,8.802,1.013,0.230,-5.883,0.302,0.456,0.982,0.995,1.009,1.047,1.060,1.067
634.702,-4.869,0.204,0.342,-8.670,0.275,0.472,0.953,0.968,0.981,1.047,1.060,1.064
634.713,-4.869,0.141,0.301,11.231,0.241,0.432,0.935,0.953,0.968,1.039,1.054,1.060
634.725,-1.207,-1.278,-0.027,-3.719,0.137,0.396,0.879,0.903,0.919,1.023,1.040,1.054
634.737,-6.334,-1.378,-0.320,2.294,0.298,0.371,0.881,0.897,0.915,1.004,1.022,1.044
634.748,-1.329,-1.440,-0.730,-3.965,0.401,0.391,0.847,0.856,0.873,0.978,0.995,1.029
634.759,1.478,-0.478,-0.744,-1.732,0.356,0.380,0.853,0.864,0.881,0.960,0.977,1.013
634.770,1.234,-1.224,-0.954,-0.557,0.420,0.396,0.794,0.801,0.818,0.938,0.955,0.996
634.781,-4.259,-1.729,-0.955,-4.056,0.270,0.381,0.782,0.796,0.813,0.921,0.939,0.979
634.793,-1.573,-0.889,-0.968,10.425,0.555,0.378,0.802,0.800,0.818,0.901,0.918,0.960
634.805,8.314,-0.948,-1.022,-5.341,0.320,0.398,0.775,0.787,0.804,0.883,0.899,0.941
634.816,3.797,-2.922,-1.515,-13.132,0.040,0.366,0.682,0.705,0.723,0.849,0.867,0.920
634.828,-0.963,-2.018,-1.747,7.259,0.320,0.340,0.687,0.695,0.715,0.813,0.832,0.893
634.840,2.821,0.499,-1.255,23.353,0.980,0.386,0.794,0.758,0.775,0.802,0.819,0.868
634.851,-18.786,-3.577,-1.518,9.511,1.365,0.487,0.681,0.623,0.634,0.783,0.795,0.847
634.863,-18.908,-4.629,-2.111,2.213,1.289,0.589,0.642,0.593,0.599,0.747,0.752,0.820
634.875,3.797,0.094,-1.774,-10.862,0.803,0.626,0.727,0.719,0.723,0.725,0.729,0.791
634.886,-4.503,-0.064,-1.256,-3.370,0.524,0.622,0.683,0.685,0.689,0.717,0.721,0.769
634.898,14.540,0.916,-0.916,-19.992,-0.519,0.547,0.655,0.687,0.695,0.705,0.713,0.751
634.909,-6.334,-3.766,-1.288,-36.251,-1.493,0.365,0.492,0.562,0.580,0.676,0.694,0.735
634.921,2.698,-8.087,-3.246,-26.282,-1.550,0.138,0.245,0.328,0.358,0.579,0.608,0.702
634.933,-24.889,-11.174,-5.267,8.054,-1.034,-0.027,0.069,0.124,0.162,0.454,0.493,0.643
634.944,-19.396,-16.011,-8.476,16.162,-0.426,-0.105,-0.275,-0.252,-0.210,0.268,0.310,0.553
634.956,-63.465,-27.513,-13.116,10.205,-0.260,-0.134,-0.837,-0.823,-0.780,0.007,0.051,0.420
634.968,-48.694,-30.655,-17.892,1.920,-0.794,-0.218,-1.232,-1.183,-1.135,-0.321,-0.273,0.231
634.979,-39.660,-32.846,-22.267,2.798,-1.237,-0.345,-1.672,-1.590,-1.536,-0.697,-0.643,-0.013
634.991,-38.073,-36.833,-26.653,6.740,-1.349,-0.485,-2.234,-2.135,-2.074,-1.121,-1.059,-0.306
635.003,-43.933,-38.487,-30.180,2.612,-1.348,-0.602,-2.724,-2.621,-2.554,-1.569,-1.501,-0.648
635.014,-28.674,-38.004,-32.667,-14.199,-1.600,-0.694,-3.127,-3.025,-2.953,-2.011,-1.939,-1.018
635.026,8.070,-30.647,-33.049,-32.678,-2.101,-0.815,-3.310,-3.192,-3.114,-2.413,-2.335,-1.405
635.038,-32.946,-27.707,-31.494,-37.373,-2.650,-0.980,-3.551,-3.410,-3.324,-2.747,-2.661,-1.782
635.050,-14.879,-24.859,-29.560,-35.928,-3.500,-1.244,-3.724,-3.553,-3.453,-3.048,-2.948,-2.136
635.062,-17.321,-22.537,-27.648,-24.435,-4.975,-1.644,-4.012,-3.782,-3.661,-3.345,-3.225,-2.475
635.073,-18.541,-20.853,-25.661,7.161,-4.509,-2.046,-4.217,-4.009,-3.867,-3.614,-3.473,-2.786
635.085,-25.133,-21.560,-24.112,-3.781,-4.152,-2.320,-4.434,-4.252,-4.096,-3.860,-3.705,-3.070
635.096,-5.113,-16.177,-22.162,-11.245,-3.946,-2.522,-4.470,-4.300,-4.135,-4.078,-3.913,-3.337
635.108,-12.926,-12.400,-19.365,-15.784,-3.932,-2.680,-4.519,-4.351,-4.178,-4.242,-4.069,-3.577
635.120,-2.306,-9.020,-16.453,-7.669,-3.975,-2.850,-4.568,-4.402,-4.220,-4.372,-4.191,-3.786
635.132,12.586,-5.945,-13.673,-8.290,-3.762,-2.968,-4.608,-4.458,-4.271,-4.470,-4.282,-3.959
635.143,20.643,-0.219,-10.065,-14.197,-3.609,-3.037,-4.429,-4.295,-4.104,-4.498,-4.308,-4.092
635.155,12.342,4.332,-6.002,-22.316,-3.772,-3.106,-4.281,-4.132,-3.939,-4.470,-4.276,-4.180
635.167,9.779,8.930,-1.639,-11.544,-3.703,-3.187,-4.061,-3.911,-3.714,-4.386,-4.188,-4.219
635.179,23.939,13.236,2.495,-5.584,-3.578,-3.251,-3.858,-3.713,-3.512,-4.263,-4.062,-4.210
635.190,46.889,18.690,6.967,-21.535,-3.792,-3.297,-3.511,-3.362,-3.159,-4.073,-3.870,-4.149
635.202,39.199,23.662,11.760,-20.153,-4.144,-3.376,-3.105,-2.949,-2.742,-3.824,-3.617,-4.035
635.214,34.194,28.045,16.539,-16.635,-4.503,-3.492,-2.645,-2.479,-2.267,-3.521,-3.308,-3.866
635.226,23.939,29.068,20.383,-5.361,-4.538,-3.626,-2.293,-2.134,-1.915,-3.200,-2.981,-3.650
635.237,26.991,29.298,23.264,6.361,-3.929,-3.697,-1.932,-1.808,-1.585,-2.870,-2.647,-3.398
635.249,41.518,30.243,25.269,13.510,-3.185,-3.678,-1.574,-1.482,-1.262,-2.538,-2.317,-3.120
635.261,47.622,34.062,27.717,2.653,-2.590,-3.561,-1.054,-0.986,-0.773,-2.162,-1.949,-2.817
635.272,41.884,33.954,29.761,-37.862,-2.460,-3.399,-0.674,-0.583,-0.380,-1.770,-1.567,-2.492
635.284,46.401,34.391,30.993,-51.637,-3.584,-3.333,-0.336,-0.206,-0.008,-1.390,-1.191,-2.147
635.296,41.030,33.490,31.677,-48.730,-5.423,-3.473,-0.085,0.098,0.304,-1.030,-0.824,-1.794
635.308,38.588,33.783,32.364,-38.565,-7.322,-3.850,0.251,0.492,0.719,-0.679,-0.451,-1.438
635.319,14.906,32.407,32.726,-15.529,-7.365,-4.273,0.607,0.819,1.071,-0.336,-0.084,-1.077
635.331,0.623,28.646,32.046,17.893,-6.951,-4.636,0.849,1.012,1.284,-0.032,0.240,-0.728
635.343,14.662,25.241,30.264,26.581,-6.065,-4.866,1.047,1.139,1.425,0.224,0.510,-0.399
635.355,23.939,21.859,27.846,35.321,-4.943,-4.936,1.215,1.231,1.520,0.446,0.734,-0.097
635.366,29.311,20.965,25.625,17.834,-4.032,-4.859,1.447,1.400,1.683,0.653,0.936,0.176
635.377,10.755,19.038,24.216,30.355,-3.186,-4.755,1.652,1.533,1.810,0.833,1.109,0.399
635.387,7.581,17.384,22.676,22.274,-2.027,-4.558,1.808,1.635,1.898,0.995,1.259,0.606
635.397,4.896,14.688,20.910,12.275,-1.225,-4.288,1.877,1.684,1.930,1.137,1.383,0.792
635.407,-1.085,11.937,18.893,-16.876,-1.559,-4.033,1.884,1.690,1.920,1.248,1.479,0.958
635.417,9.535,11.125,17.095,-26.266,-2.448,-3.874,1.935,1.785,2.006,1.346,1.567,1.109
635.428,-0.352,10.041,15.526,-25.380,-3.086,-3.792,1.932,1.847,2.062,1.432,1.647,1.246
635.438,0.013,8.264,13.871,-0.631,-3.144,-3.737,1.932,1.845,2.056,1.496,1.707,1.367
635.449,-9.874,6.236,12.262,9.034,-2.406,-3.645,1.975,1.845,2.050,1.550,1.754,1.472
635.459,-15.490,3.633,10.353,13.080,-1.883,-3.515,1.921,1.757,1.953,1.573,1.769,1.556
635.470,-20.006,0.740,8.263,4.470,-1.548,-3.357,1.832,1.648,1.834,1.572,1.757,1.619
635.480,3.187,0.237,6.216,-0.712,-1.454,-3.199,1.780,1.590,1.765,1.549,1.725,1.660
635.490,15.882,0.820,4.719,1.872,-1.348,-3.055,1.785,1.589,1.756,1.529,1.695,1.684
635.501,-2.306,0.856,3.902,14.696,-0.794,-2.893,1.850,1.631,1.786,1.527,1.682,1.698
635.512,-6.456,-0.578,2.949,28.893,0.160,-2.667,1.829,1.583,1.724,1.515,1.656,1.704
635.522,-13.414,-2.430,1.865,13.831,0.929,-2.363,1.785,1.522,1.645,1.494,1.617,1.701
635.533,-9.630,-2.242,0.895,-18.609,0.715,-2.051,1.752,1.500,1.602,1.465,1.568,1.687
635.543,2.454,-2.375,0.065,-52.881,-0.822,-1.867,1.659,1.462,1.554,1.427,1.518,1.666
635.553,4.896,-3.374,-0.786,-60.068,-2.599,-1.885,1.453,1.378,1.470,1.369,1.462,1.636
635.564,-18.908,-5.716,-1.766,-58.596,-4.353,-2.049,1.147,1.221,1.323,1.287,1.390,1.597
635.575,-9.996,-8.244,-3.229,-26.043,-4.494,-2.251,0.910,1.018,1.133,1.172,1.286,1.542
635.585,-14.025,-9.048,-4.686,-25.844,-5.054,-2.474,0.678,0.820,0.948,1.034,1.162,1.471
635.596,-18.053,-9.516,-5.729,-26.405,-5.644,-2.742,0.527,0.693,0.838,0.899,1.044,1.386
635.606,-0.352,-11.832,-7.229,24.513,-5.174,-3.015,0.317,0.448,0.610,0.735,0.897,1.288
635.616,-13.048,-12.409,-8.457,54.347,-2.902,-3.123,0.248,0.279,0.447,0.575,0.743,1.174
635.627,-34.167,-13.995,-9.487,44.708,-0.206,-2.943,0.177,0.117,0.273,0.430,0.586,1.050
635.638,-15.245,-15.529,-10.993,33.005,2.163,-2.557,-0.018,-0.130,0.001,0.265,0.396,0.912
635.648,-10.851,-14.398,-11.920,7.536,2.781,-2.107,-0.094,-0.234,-0.130,0.117,0.220,0.767
635.659,-15.123,-14.396,-12.490,-8.612,2.258,-1.719,-0.250,-0.358,-0.279,-0.022,0.055,0.618
