R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,120,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,5,1,5,1,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
309.478,-0.475,1.006,1.013,0.044,0.189,0.179,0.224,0.224,0.223,0.116,0.116,0.090
309.489,1.111,0.792,0.924,-0.164,0.159,0.178,0.217,0.218,0.218,0.120,0.120,0.097
309.499,4.774,1.511,1.075,0.211,0.174,0.177,0.249,0.250,0.250,0.129,0.129,0.103
309.510,2.576,0.798,1.061,0.253,0.181,0.177,0.243,0.243,0.243,0.137,0.137,0.110
309.521,-5.357,0.312,0.913,0.252,0.191,0.178,0.243,0.243,0.243,0.141,0.141,0.116
309.531,5.384,0.977,0.798,0.085,0.184,0.180,0.254,0.253,0.253,0.142,0.142,0.121
309.542,4.652,1.400,0.877,0.211,0.164,0.178,0.254,0.254,0.254,0.146,0.146,0.125
309.553,4.041,2.010,1.189,0.377,0.166,0.175,0.280,0.280,0.281,0.159,0.159,0.131
309.563,1.478,1.883,1.493,0.086,0.172,0.175,0.293,0.294,0.294,0.176,0.176,0.141
309.574,8.802,1.262,1.364,0.044,0.175,0.175,0.289,0.289,0.289,0.185,0.185,0.152
309.585,-2.306,-0.050,0.962,0.253,0.180,0.175,0.254,0.254,0.254,0.185,0.185,0.160
309.595,-1.939,0.024,0.606,0.044,0.169,0.175,0.248,0.248,0.248,0.180,0.180,0.164
309.606,0.623,-0.105,0.324,0.378,0.178,0.175,0.237,0.237,0.237,0.174,0.174,0.164
309.617,-2.184,0.316,0.351,0.294,0.185,0.175,0.254,0.254,0.254,0.173,0.173,0.162
309.628,-2.916,-0.607,0.229,0.296,0.185,0.177,0.252,0.252,0.252,0.171,0.171,0.161
309.638,7.948,0.198,-0.122,0.170,0.176,0.177,0.233,0.233,0.233,0.157,0.157,0.157
309.649,2.943,0.491,0.025,0.210,0.164,0.175,0.233,0.234,0.234,0.155,0.155,0.151
309.660,1.966,0.492,0.100,-0.039,0.160,0.174,0.222,0.223,0.223,0.152,0.152,0.147
309.670,1.600,0.879,0.388,0.296,0.163,0.171,0.233,0.234,0.234,0.156,0.156,0.145
309.681,-3.160,0.967,0.765,0.044,0.165,0.171,0.254,0.255,0.255,0.165,0.166,0.147
309.692,-3.038,1.011,0.946,0.086,0.163,0.170,0.263,0.263,0.264,0.173,0.174,0.151
309.702,3.065,1.682,1.170,0.295,0.186,0.171,0.296,0.295,0.296,0.184,0.185,0.158
309.713,0.379,0.931,1.221,0.338,0.194,0.174,0.289,0.289,0.289,0.194,0.195,0.166
309.724,2.943,0.846,1.022,0.336,0.201,0.177,0.289,0.288,0.288,0.197,0.197,0.173
309.734,-0.352,1.056,0.981,0.379,0.187,0.178,0.287,0.287,0.287,0.201,0.201,0.179
309.745,5.506,0.930,0.942,0.170,0.182,0.179,0.289,0.289,0.289,0.206,0.206,0.185
309.756,5.872,1.322,0.890,0.255,0.175,0.178,0.288,0.288,0.288,0.209,0.209,0.189
309.766,3.675,1.394,1.106,0.295,0.183,0.178,0.310,0.310,0.310,0.220,0.220,0.195
309.777,4.774,1.393,1.073,0.128,0.159,0.176,0.293,0.293,0.293,0.224,0.225,0.201
309.788,7.093,2.239,1.329,0.212,0.162,0.174,0.324,0.324,0.325,0.237,0.237,0.209
309.798,2.088,1.211,1.381,0.295,0.169,0.173,0.308,0.309,0.309,0.249,0.249,0.219
309.809,0.745,1.021,1.299,0.127,0.164,0.172,0.310,0.310,0.311,0.256,0.256,0.228
309.820,1.478,0.472,1.081,0.086,0.158,0.171,0.309,0.310,0.310,0.260,0.260,0.236
309.831,-4.015,0.054,0.810,0.253,0.164,0.170,0.299,0.300,0.300,0.258,0.259,0.241
309.841,-0.230,0.322,0.607,0.086,0.156,0.168,0.293,0.294,0.295,0.254,0.255,0.243
309.852,0.623,0.422,0.488,0.127,0.162,0.167,0.285,0.286,0.287,0.251,0.252,0.243
309.863,-0.108,-0.066,0.347,0.086,0.169,0.167,0.273,0.273,0.274,0.248,0.248,0.242
309.873,3.797,-0.130,0.169,0.170,0.172,0.168,0.266,0.266,0.267,0.242,0.242,0.240
309.884,2.943,0.643,0.171,0.128,0.165,0.168,0.264,0.264,0.265,0.236,0.236,0.236
309.895,-2.550,1.069,0.467,0.212,0.158,0.166,0.272,0.273,0.273,0.240,0.240,0.233
309.905,-3.526,-0.330,0.376,0.294,0.176,0.167,0.238,0.238,0.239,0.238,0.239,0.233
309.916,0.501,-1.296,-0.190,0.253,0.188,0.169,0.201,0.201,0.201,0.223,0.223,0.229
309.927,-3.404,-1.736,-0.718,0.337,0.196,0.173,0.166,0.165,0.165,0.201,0.201,0.219
309.937,-1.085,-0.861,-0.854,0.086,0.202,0.177,0.176,0.175,0.175,0.184,0.184,0.205
309.948,-2.184,-1.464,-0.984,-0.081,0.186,0.180,0.145,0.145,0.145,0.167,0.167,0.190
309.959,-0.352,-1.095,-1.136,0.423,0.189,0.180,0.116,0.115,0.115,0.146,0.146,0.173
309.969,-1.817,-0.985,-1.189,0.295,0.199,0.182,0.093,0.092,0.091,0.127,0.127,0.156
309.980,0.257,-1.008,-1.134,0.377,0.198,0.184,0.080,0.079,0.079,0.112,0.112,0.139
309.991,-0.352,0.180,-0.708,0.086,0.193,0.185,0.103,0.102,0.102,0.106,0.106,0.125
310.001,-0.352,0.332,-0.292,0.296,0.195,0.186,0.115,0.114,0.114,0.106,0.106,0.115
310.012,-4.747,0.237,-0.028,0.211,0.186,0.186,0.113,0.113,0.113,0.106,0.106,0.109
310.023,2.943,-0.015,-0.073,0.127,0.179,0.185,0.098,0.098,0.097,0.101,0.100,0.104
310.033,7.093,1.189,0.160,0.086,0.180,0.184,0.114,0.114,0.114,0.100,0.100,0.100
310.044,-1.451,-0.023,0.302,0.294,0.178,0.183,0.102,0.102,0.102,0.104,0.104,0.099
310.055,-3.160,0.265,0.300,0.251,0.173,0.182,0.117,0.117,0.117,0.103,0.103,0.098
310.065,3.309,-0.187,0.011,0.128,0.176,0.181,0.083,0.084,0.083,0.094,0.094,0.095
310.076,1.722,-0.382,-0.133,0.296,0.187,0.181,0.066,0.065,0.065,0.085,0.085,0.090
310.087,-3.526,-0.128,-0.111,0.169,0.190,0.183,0.066,0.065,0.065,0.079,0.079,0.085
310.098,-1.817,0.023,-0.063,0.212,0.182,0.182,0.061,0.061,0.061,0.075,0.074,0.079
310.108,-1.207,-0.360,-0.133,0.337,0.195,0.183,0.042,0.041,0.041,0.068,0.067,0.074
310.119,3.675,0.028,-0.177,0.128,0.197,0.185,0.044,0.043,0.042,0.060,0.060,0.068
310.130,-6.822,-0.060,-0.074,0.253,0.201,0.187,0.038,0.037,0.036,0.057,0.057,0.062
310.141,5.140,0.015,-0.115,0.378,0.205,0.188,0.033,0.032,0.031,0.051,0.051,0.057
310.152,-1.207,0.334,-0.001,0.002,0.197,0.190,0.030,0.029,0.028,0.048,0.048,0.052
310.163,1.600,0.486,0.066,0.295,0.190,0.190,0.013,0.012,0.012,0.045,0.045,0.048
310.174,3.797,1.237,0.316,0.086,0.190,0.190,0.031,0.030,0.030,0.049,0.048,0.046
310.185,-0.841,1.077,0.631,0.170,0.187,0.189,0.043,0.043,0.042,0.060,0.059,0.047
310.196,-2.061,1.113,0.813,-1.449,0.150,0.188,0.055,0.056,0.056,0.069,0.068,0.051
310.207,-1.207,0.406,0.746,-4.669,0.114,0.187,0.037,0.040,0.040,0.072,0.071,0.056
310.217,3.919,1.187,0.748,0.345,0.155,0.181,0.058,0.059,0.059,0.074,0.074,0.059
310.229,0.135,0.861,0.757,0.251,0.152,0.180,0.041,0.042,0.042,0.078,0.078,0.063
310.239,-6.212,0.399,0.766,1.136,0.122,0.172,0.033,0.036,0.036,0.082,0.082,0.067
310.250,5.872,0.280,0.564,-1.724,-0.020,0.156,0.011,0.021,0.022,0.078,0.079,0.070
310.261,-7.311,-0.470,0.386,-1.945,0.095,0.150,-0.001,0.002,0.003,0.074,0.076,0.071
310.272,-4.625,0.438,0.413,-1.047,0.160,0.151,0.037,0.039,0.040,0.074,0.076,0.071
310.283,-1.451,0.630,0.529,-2.195,0.270,0.168,0.058,0.056,0.057,0.079,0.080,0.072
310.294,-3.282,-0.106,0.419,-0.958,0.334,0.189,0.047,0.042,0.041,0.079,0.079,0.073
310.305,0.745,-0.500,0.106,4.284,0.374,0.203,0.033,0.026,0.025,0.071,0.070,0.072
310.316,0.379,0.208,0.189,-3.315,0.276,0.216,0.063,0.060,0.058,0.071,0.070,0.069
310.327,-3.648,-0.590,-0.016,-1.736,0.091,0.207,0.006,0.012,0.011,0.062,0.060,0.066
310.338,-0.597,-0.037,-0.053,-3.630,0.053,0.197,0.015,0.023,0.022,0.055,0.054,0.061
310.349,-1.329,-0.027,-0.047,-4.957,-0.038,0.180,-0.001,0.011,0.011,0.049,0.049,0.057
310.360,-1.451,0.594,0.124,-0.593,-0.069,0.147,0.011,0.025,0.027,0.047,0.049,0.053
310.371,-4.869,0.311,0.246,10.341,0.008,0.114,0.003,0.013,0.017,0.046,0.050,0.050
310.382,0.257,0.142,0.263,-2.601,0.080,0.115,-0.002,0.006,0.009,0.045,0.048,0.049
310.392,-0.719,-0.376,0.106,-2.509,-0.177,0.089,-0.033,-0.012,-0.008,0.038,0.042,0.046
310.403,0.867,-1.068,-0.269,0.535,-0.074,0.066,-0.063,-0.047,-0.042,0.022,0.027,0.041
310.414,-1.451,-0.637,-0.338,3.886,-0.027,0.050,-0.055,-0.042,-0.035,0.010,0.017,0.033
310.425,-3.648,-1.422,-0.641,9.485,0.341,0.067,-0.087,-0.092,-0.087,-0.006,-0.001,0.022
310.436,-4.625,-0.582,-0.618,4.301,0.498,0.113,-0.061,-0.074,-0.071,-0.016,-0.013,0.011
310.447,7.459,0.046,-0.535,-0.209,0.451,0.155,-0.051,-0.062,-0.061,-0.022,-0.021,0.000
310.458,-0.597,0.591,-0.226,7.957,0.493,0.183,-0.031,-0.044,-0.044,-0.020,-0.021,-0.007
310.469,-3.893,0.509,0.078,5.284,0.680,0.235,-0.016,-0.039,-0.042,-0.013,-0.016,-0.011
310.480,-3.038,0.846,0.397,0.167,0.632,0.287,0.012,-0.007,-0.013,-0.002,-0.008,-0.011
310.491,2.088,0.919,0.485,-0.566,0.626,0.328,0.012,-0.007,-0.014,0.003,-0.004,-0.009
310.502,-2.184,0.337,0.520,7.876,0.654,0.355,0.003,-0.018,-0.027,0.009,0.000,-0.006
310.513,5.018,1.286,0.679,-3.268,0.607,0.392,0.032,0.013,0.002,0.017,0.007,-0.002
310.524,-5.968,-0.463,0.478,3.648,0.524,0.398,-0.022,-0.038,-0.049,0.018,0.007,0.001
310.535,3.065,0.669,0.411,3.514,0.339,0.392,-0.001,-0.008,-0.018,0.017,0.006,0.004
310.545,0.135,0.921,0.631,-4.351,0.187,0.384,0.023,0.024,0.014,0.027,0.016,0.007
310.556,-4.747,0.950,0.826,-1.575,0.147,0.359,0.037,0.041,0.032,0.036,0.027,0.013
310.567,1.844,0.643,0.760,-4.762,0.054,0.336,0.028,0.036,0.028,0.040,0.032,0.019
310.578,-6.212,1.226,0.930,-3.366,0.205,0.320,0.063,0.064,0.057,0.049,0.042,0.025
310.589,-2.794,1.086,1.075,2.243,0.432,0.321,0.089,0.077,0.070,0.061,0.054,0.033
310.600,11.366,1.654,1.086,4.525,0.514,0.336,0.117,0.102,0.094,0.071,0.063,0.042
310.611,6.239,1.589,1.166,2.373,0.457,0.347,0.121,0.109,0.101,0.083,0.075,0.052
310.622,-0.963,0.448,1.028,5.152,0.400,0.343,0.090,0.080,0.072,0.090,0.082,0.061
310.633,7.459,0.663,0.764,-0.655,0.226,0.340,0.079,0.079,0.071,0.089,0.081,0.068
310.644,-3.282,-0.204,0.618,-3.894,-0.017,0.311,0.061,0.073,0.067,0.090,0.083,0.073
310.655,-0.352,-0.311,0.362,-1.250,-0.068,0.273,0.053,0.068,0.063,0.083,0.078,0.075
310.666,4.163,0.476,0.310,-3.088,0.015,0.253,0.076,0.086,0.083,0.079,0.076,0.074
310.677,-5.113,-0.062,0.291,2.407,0.270,0.249,0.072,0.068,0.065,0.078,0.075,0.074
310.688,-5.357,0.238,0.326,3.695,0.530,0.276,0.092,0.075,0.070,0.079,0.075,0.074
310.699,1.966,1.407,0.544,0.453,0.660,0.315,0.128,0.104,0.098,0.086,0.080,0.075
310.710,-0.475,0.192,0.571,2.402,0.752,0.351,0.101,0.073,0.064,0.093,0.085,0.079
310.720,4.530,1.361,0.584,5.891,0.871,0.396,0.123,0.089,0.078,0.097,0.086,0.081
310.731,6.361,0.736,0.543,6.251,1.048,0.453,0.099,0.055,0.041,0.102,0.088,0.085
310.742,2.454,0.370,0.436,4.507,1.096,0.509,0.079,0.033,0.017,0.104,0.088,0.088
310.753,-7.799,-0.614,0.182,-1.809,1.103,0.570,0.037,-0.008,-0.028,0.102,0.082,0.090
310.764,3.431,0.841,0.360,-15.527,0.862,0.626,0.098,0.061,0.039,0.111,0.088,0.091
310.775,-0.352,0.875,0.491,-9.519,0.734,0.659,0.086,0.056,0.032,0.119,0.095,0.095
310.786,10.023,0.631,0.353,-6.571,0.463,0.673,0.056,0.040,0.015,0.120,0.095,0.098
310.797,5.994,0.462,0.340,8.485,0.286,0.627,0.038,0.030,0.008,0.120,0.098,0.101
310.808,0.867,-0.347,0.180,15.405,0.272,0.561,0.020,0.013,-0.005,0.116,0.097,0.103
310.819,-6.700,-0.916,-0.037,2.886,0.400,0.523,0.006,-0.007,-0.023,0.107,0.090,0.102
310.830,-1.207,-0.460,-0.239,-13.330,0.266,0.526,-0.002,-0.008,-0.024,0.097,0.080,0.099
310.841,-3.404,-1.037,-0.490,3.649,0.410,0.517,-0.048,-0.060,-0.077,0.082,0.066,0.092
310.852,2.576,-0.874,-0.669,-2.165,0.276,0.484,-0.074,-0.078,-0.093,0.067,0.052,0.084
310.862,7.948,0.533,-0.472,-9.138,0.155,0.461,-0.051,-0.046,-0.060,0.061,0.048,0.075
310.873,4.285,0.387,-0.252,5.455,0.186,0.420,-0.053,-0.051,-0.062,0.060,0.049,0.070
310.884,2.454,-0.026,-0.156,-9.721,0.451,0.421,-0.048,-0.057,-0.069,0.060,0.049,0.066
310.896,-5.235,-0.462,-0.114,-4.914,0.447,0.452,-0.051,-0.057,-0.070,0.060,0.048,0.062
310.907,14.540,-0.221,-0.366,-12.103,0.171,0.449,-0.086,-0.077,-0.090,0.048,0.036,0.057
310.918,1.478,0.434,-0.203,-0.395,0.165,0.440,-0.077,-0.070,-0.082,0.046,0.034,0.052
310.929,7.703,0.646,-0.170,-4.809,-0.246,0.381,-0.131,-0.102,-0.111,0.037,0.029,0.047
310.940,-3.893,-0.046,-0.022,13.791,-0.086,0.298,-0.149,-0.128,-0.132,0.034,0.030,0.044
310.952,-11.949,-1.300,-0.209,3.181,-0.054,0.230,-0.191,-0.172,-0.173,0.021,0.021,0.039
310.963,5.750,-1.318,-0.727,-9.652,-0.157,0.207,-0.233,-0.207,-0.207,-0.003,-0.002,0.030
310.974,17.103,0.067,-0.778,-1.190,-0.191,0.171,-0.204,-0.175,-0.173,-0.018,-0.016,0.018
310.986,-1.573,0.911,-0.364,10.671,-0.117,0.118,-0.200,-0.177,-0.171,-0.022,-0.017,0.007
310.997,-1.695,0.761,0.088,-11.078,-0.141,0.080,-0.186,-0.158,-0.151,-0.015,-0.007,0.002
311.008,8.436,1.319,0.257,-4.309,0.082,0.092,-0.177,-0.161,-0.154,-0.013,-0.006,0.000
311.020,-4.503,0.580,0.469,15.125,0.324,0.110,-0.175,-0.174,-0.168,-0.005,0.000,0.000
311.031,21.132,2.940,0.834,-12.622,0.062,0.111,-0.105,-0.086,-0.080,0.008,0.014,0.004
311.042,-7.433,0.766,1.052,-13.347,-0.218,0.111,-0.171,-0.141,-0.136,0.023,0.029,0.011
311.054,-6.822,-2.278,0.380,7.183,-0.111,0.077,-0.255,-0.224,-0.217,0.010,0.018,0.016
311.065,18.568,1.833,0.216,1.239,0.046,0.065,-0.158,-0.135,-0.127,-0.001,0.006,0.013
311.076,-3.038,0.084,0.282,23.608,0.441,0.081,-0.192,-0.201,-0.194,0.000,0.008,0.012
311.088,-1.451,1.101,0.608,2.596,0.606,0.158,-0.119,-0.138,-0.135,0.015,0.018,0.014
311.099,-4.747,1.687,0.925,11.671,0.478,0.187,-0.094,-0.113,-0.112,0.029,0.031,0.019
311.111,9.535,0.655,0.620,-14.702,-0.379,0.193,-0.185,-0.175,-0.174,0.026,0.028,0.024
311.122,-0.841,-0.245,0.442,-10.575,-0.907,0.061,-0.239,-0.197,-0.189,0.018,0.026,0.026
311.133,-11.217,-0.897,0.187,-14.085,-1.691,-0.086,-0.286,-0.221,-0.205,0.002,0.018,0.025
311.145,5.994,-0.132,0.126,-22.317,-2.237,-0.333,-0.280,-0.197,-0.168,-0.016,0.012,0.021
311.156,-3.038,0.674,0.343,-1.651,-2.711,-0.611,-0.279,-0.180,-0.136,-0.031,0.012,0.015
311.168,18.568,3.550,0.910,-16.483,-3.104,-0.890,-0.208,-0.101,-0.043,-0.034,0.023,0.011
311.179,30.287,8.952,2.727,-0.036,-3.574,-1.242,-0.052,0.077,0.154,0.002,0.079,0.019
311.191,24.672,15.118,5.939,13.841,-3.146,-1.494,0.244,0.346,0.436,0.111,0.200,0.054
311.202,41.274,21.019,9.998,-10.696,-3.277,-1.706,0.566,0.674,0.774,0.286,0.386,0.128
311.213,38.344,25.005,14.199,11.507,-2.651,-1.861,0.912,0.985,1.094,0.514,0.623,0.249
311.225,38.344,27.629,17.990,3.099,-1.967,-1.884,1.266,1.308,1.417,0.783,0.893,0.413
311.236,31.874,27.278,20.853,-7.545,-1.949,-1.907,1.513,1.566,1.677,1.068,1.178,0.617
311.248,12.709,24.836,22.502,-5.195,-1.842,-1.895,1.726,1.774,1.883,1.341,1.450,0.842
311.259,14.784,22.419,22.769,-25.245,-2.602,-1.937,1.871,1.943,2.054,1.579,1.690,1.076
311.270,1.234,18.087,21.944,-13.368,-2.415,-2.004,1.970,2.048,2.162,1.782,1.897,1.307
311.282,-5.724,11.376,19.319,-5.102,-2.123,-2.011,1.922,1.985,2.100,1.914,2.029,1.513
311.293,4.407,6.369,15.761,-30.187,-2.550,-2.034,1.864,1.935,2.051,1.981,2.097,1.681
311.305,7.703,2.697,11.897,-25.713,-3.394,-2.152,1.738,1.845,1.967,1.988,2.110,1.808
311.316,11.976,1.298,8.518,-15.937,-3.756,-2.339,1.651,1.770,1.902,1.959,2.090,1.889
311.328,-0.597,-0.056,5.811,-25.251,-3.839,-2.493,1.552,1.666,1.806,1.913,2.053,1.932
311.339,9.779,0.415,4.010,-36.126,-5.577,-2.770,1.492,1.649,1.804,1.863,2.017,1.949
311.351,3.187,-0.528,2.622,-39.705,-6.170,-3.141,1.433,1.589,1.763,1.802,1.976,1.945
311.362,1.600,1.903,2.455,-35.104,-8.075,-3.674,1.468,1.669,1.871,1.754,1.956,1.930
311.374,-11.827,2.651,2.882,-40.058,-9.973,-4.359,1.481,1.733,1.972,1.716,1.954,1.913
311.385,-9.996,3.258,3.208,-36.639,-10.735,-5.070,1.467,1.737,2.013,1.669,1.945,1.895
311.397,3.309,3.304,3.231,-31.652,-10.397,-5.719,1.435,1.686,1.997,1.613,1.923,1.872
311.408,1.478,2.061,2.880,-23.301,-10.387,-6.289,1.325,1.578,1.919,1.545,1.886,1.844
311.420,-1.939,-0.044,2.134,-10.705,-9.518,-6.701,1.227,1.426,1.789,1.464,1.827,1.806
311.431,-3.160,0.077,1.622,10.004,-8.188,-6.943,1.230,1.348,1.724,1.386,1.762,1.758
311.443,4.530,0.101,1.183,15.101,-6.602,-6.978,1.252,1.286,1.662,1.318,1.695,1.704
311.454,2.454,-0.476,0.631,20.096,-5.506,-6.855,1.221,1.191,1.559,1.251,1.619,1.645
311.465,-5.235,-2.786,-0.208,7.842,-4.981,-6.665,1.120,1.061,1.417,1.177,1.533,1.580
311.477,-7.555,-3.468,-1.223,-1.019,-4.716,-6.458,1.028,0.951,1.294,1.086,1.428,1.504
311.489,-12.804,-5.635,-2.507,-5.331,-4.625,-6.262,0.845,0.759,1.089,0.974,1.305,1.417
311.500,-2.184,-7.375,-3.981,-8.870,-4.636,-6.083,0.664,0.566,0.885,0.843,1.161,1.316
311.512,2.576,-9.299,-5.526,-13.849,-4.604,-5.915,0.498,0.376,0.684,0.694,1.001,1.199
311.524,-1.695,-9.934,-6.900,-23.301,-4.520,-5.746,0.357,0.215,0.511,0.535,0.831,1.066
311.536,-20.495,-11.763,-8.070,-26.918,-4.391,-5.583,0.182,0.034,0.319,0.371,0.657,0.922
311.547,-24.157,-13.041,-9.349,-21.501,-4.160,-5.418,-0.008,-0.169,0.105,0.189,0.464,0.764
311.559,-13.781,-14.178,-10.710,-11.914,-3.710,-5.235,-0.193,-0.397,-0.134,-0.007,0.255,0.593
311.571,5.262,-14.888,-12.166,-8.992,-3.206,-5.014,-0.380,-0.634,-0.386,-0.218,0.029,0.408
311.582,-7.433,-15.424,-13.247,-12.471,-2.920,-4.767,-0.573,-0.859,-0.626,-0.430,-0.197,0.210
311.594,-18.908,-16.873,-14.156,-18.452,-3.035,-4.547,-0.782,-1.064,-0.845,-0.640,-0.421,0.006
311.606,-15.856,-19.491,-15.782,-30.167,-3.473,-4.398,-1.154,-1.392,-1.183,-0.886,-0.678,-0.208
311.617,-8.409,-21.830,-17.766,-44.295,-5.201,-4.426,-1.634,-1.771,-1.561,-1.176,-0.967,-0.444
311.629,3.919,-18.722,-18.658,-43.737,-6.871,-4.641,-1.913,-1.989,-1.767,-1.471,-1.249,-0.700
311.641,3.065,-14.927,-17.911,-39.569,-7.200,-4.898,-2.010,-2.093,-1.856,-1.718,-1.482,-0.958
311.653,-26.720,-15.368,-16.788,-27.551,-7.277,-5.155,-2.176,-2.275,-2.023,-1.935,-1.683,-1.200
311.665,-29.040,-14.130,-15.726,-15.452,-7.032,-5.381,-2.264,-2.404,-2.140,-2.143,-1.878,-1.431
311.676,-17.687,-12.876,-14.824,4.463,-6.614,-5.560,-2.401,-2.569,-2.295,-2.344,-2.070,-1.650
311.688,-12.316,-12.755,-14.216,16.575,-5.622,-5.635,-2.572,-2.768,-2.491,-2.536,-2.259,-1.860
311.700,-15.245,-10.727,-13.133,15.003,-4.650,-5.588,-2.617,-2.835,-2.563,-2.696,-2.423,-2.058
311.712,-15.368,-8.791,-11.681,17.779,-3.229,-5.379,-2.584,-2.851,-2.592,-2.817,-2.558,-2.240
311.723,-10.973,-6.540,-10.152,12.826,-2.590,-5.092,-2.537,-2.840,-2.600,-2.910,-2.669,-2.400
311.735,-14.635,-8.065,-9.303,-6.394,-2.688,-4.819,-2.685,-2.987,-2.764,-3.006,-2.783,-2.543
311.747,19.545,-3.947,-8.201,-18.128,-3.381,-4.623,-2.688,-2.959,-2.749,-3.092,-2.882,-2.673
311.759,23.939,2.224,-5.635,-26.986,-4.499,-4.556,-2.563,-2.799,-2.593,-3.120,-2.914,-2.780
311.770,12.342,4.495,-2.751,-32.608,-4.866,-4.555,-2.471,-2.703,-2.498,-3.103,-2.899,-2.853
311.782,7.215,5.961,-0.237,-23.937,-5.115,-4.608,-2.413,-2.640,-2.433,-3.072,-2.865,-2.894
311.794,1.600,7.136,2.040,-8.742,-5.085,-4.679,-2.327,-2.562,-2.351,-3.022,-2.812,-2.908
311.806,25.282,12.054,4.469,6.989,-4.647,-4.717,-2.140,-2.402,-2.190,-2.948,-2.737,-2.896
311.817,2.210,9.879,6.262,19.433,-4.008,-4.692,-2.128,-2.421,-2.211,-2.855,-2.646,-2.858
311.829,0.379,9.785,7.366,24.695,-3.363,-4.588,-2.022,-2.350,-2.148,-2.764,-2.562,-2.804
311.841,-21.105,7.618,8.034,27.310,-2.917,-4.449,-1.909,-2.268,-2.075,-2.665,-2.471,-2.736
