R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,120,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,10,1,10,1,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
413.539,1.356,1.423,1.248,0.254,0.216,0.205,0.536,0.513,0.512,0.515,0.514,0.501
413.549,-0.475,1.393,1.357,0.044,0.201,0.206,0.548,0.525,0.524,0.528,0.527,0.511
413.560,2.088,0.900,1.159,0.002,0.212,0.207,0.546,0.523,0.522,0.535,0.533,0.521
413.571,-1.573,0.710,1.152,0.378,0.216,0.208,0.565,0.541,0.540,0.544,0.543,0.530
413.582,-0.230,0.520,0.965,0.253,0.213,0.209,0.555,0.531,0.530,0.546,0.545,0.537
413.592,-4.625,0.401,0.908,0.168,0.197,0.208,0.570,0.547,0.546,0.551,0.550,0.543
413.603,1.234,0.701,0.737,0.294,0.195,0.205,0.576,0.553,0.552,0.552,0.551,0.548
413.613,3.919,1.615,0.922,0.169,0.190,0.204,0.607,0.584,0.583,0.560,0.559,0.552
413.624,2.454,2.103,1.297,0.044,0.190,0.202,0.635,0.612,0.611,0.576,0.575,0.560
413.635,4.285,1.578,1.453,0.170,0.183,0.200,0.647,0.624,0.624,0.591,0.591,0.571
413.646,-1.573,0.846,1.366,0.085,0.174,0.197,0.645,0.622,0.621,0.601,0.601,0.582
413.656,-2.916,0.147,1.026,0.170,0.171,0.193,0.638,0.615,0.615,0.603,0.603,0.591
413.667,0.013,-0.072,0.563,0.296,0.182,0.191,0.617,0.593,0.593,0.596,0.596,0.595
413.677,4.041,-0.225,0.273,-0.039,0.187,0.191,0.617,0.594,0.593,0.591,0.591,0.595
413.688,1.600,-0.387,0.026,0.378,0.191,0.190,0.598,0.575,0.574,0.582,0.582,0.592
413.699,-3.038,0.088,0.050,0.044,0.188,0.190,0.599,0.575,0.575,0.577,0.577,0.588
413.709,2.088,0.425,0.133,0.211,0.197,0.191,0.612,0.588,0.588,0.576,0.576,0.584
413.720,0.989,1.612,0.549,0.128,0.181,0.191,0.644,0.620,0.620,0.583,0.582,0.583
413.731,-1.817,0.424,0.620,0.294,0.192,0.190,0.622,0.597,0.597,0.588,0.587,0.585
413.741,0.989,0.672,0.570,0.378,0.198,0.190,0.623,0.599,0.598,0.588,0.587,0.587
413.752,-6.578,0.643,0.821,0.252,0.198,0.191,0.649,0.625,0.624,0.597,0.597,0.590
413.763,-3.526,-0.038,0.689,0.169,0.189,0.191,0.649,0.625,0.624,0.599,0.599,0.594
413.774,1.600,0.067,0.410,0.294,0.204,0.192,0.642,0.617,0.617,0.594,0.593,0.595
413.784,2.821,0.533,0.384,0.210,0.209,0.194,0.653,0.628,0.628,0.592,0.592,0.595
413.795,-0.352,0.341,0.408,0.085,0.214,0.197,0.663,0.637,0.636,0.594,0.593,0.594
413.805,1.966,-0.643,0.091,0.086,0.207,0.199,0.634,0.609,0.608,0.587,0.586,0.593
413.816,-8.653,-0.357,0.036,0.254,0.208,0.200,0.637,0.612,0.611,0.581,0.580,0.589
413.827,0.501,0.406,0.140,0.086,0.191,0.200,0.652,0.627,0.626,0.578,0.577,0.585
413.837,-3.526,-0.718,-0.075,0.127,0.184,0.198,0.614,0.590,0.589,0.570,0.570,0.581
413.848,0.135,0.110,-0.061,0.170,0.174,0.194,0.634,0.610,0.609,0.564,0.564,0.575
413.859,6.361,0.848,0.067,0.211,0.154,0.189,0.643,0.619,0.619,0.562,0.562,0.571
413.870,5.262,1.039,0.387,0.210,0.183,0.187,0.661,0.636,0.636,0.568,0.567,0.569
413.880,3.431,0.946,0.582,0.255,0.193,0.188,0.662,0.636,0.636,0.573,0.573,0.569
413.891,-0.230,0.343,0.547,0.002,0.194,0.189,0.649,0.623,0.623,0.574,0.574,0.571
413.901,4.041,0.858,0.554,0.212,0.171,0.188,0.657,0.632,0.632,0.575,0.575,0.572
413.912,-0.841,0.190,0.570,0.086,0.171,0.186,0.652,0.627,0.627,0.578,0.578,0.574
413.923,-0.230,1.021,0.619,0.212,0.170,0.184,0.657,0.633,0.633,0.578,0.578,0.575
413.934,-2.672,0.158,0.654,-0.039,0.158,0.181,0.650,0.626,0.626,0.582,0.582,0.577
413.944,11.122,1.776,0.769,-0.081,0.150,0.178,0.687,0.663,0.663,0.586,0.586,0.580
413.955,-6.090,0.358,0.948,0.044,0.134,0.172,0.672,0.649,0.649,0.596,0.596,0.585
413.965,3.553,0.355,0.716,0.170,0.154,0.169,0.679,0.655,0.656,0.595,0.595,0.589
413.976,5.994,0.829,0.610,0.169,0.147,0.166,0.683,0.659,0.659,0.594,0.594,0.590
413.987,4.652,-0.180,0.323,0.170,0.149,0.163,0.643,0.619,0.619,0.588,0.589,0.590
413.998,-0.475,-0.211,0.144,0.211,0.158,0.162,0.640,0.615,0.616,0.582,0.582,0.588
414.008,6.361,-0.418,-0.181,0.086,0.165,0.162,0.608,0.583,0.584,0.569,0.570,0.582
414.019,5.140,0.595,0.024,0.251,0.176,0.163,0.645,0.619,0.620,0.568,0.568,0.576
414.030,1.111,0.713,0.263,0.128,0.184,0.165,0.660,0.634,0.635,0.572,0.573,0.574
414.041,1.844,-0.208,0.135,0.211,0.177,0.167,0.619,0.593,0.593,0.567,0.567,0.572
414.052,2.576,-0.890,-0.189,-0.123,0.166,0.168,0.579,0.554,0.554,0.553,0.554,0.567
414.064,1.478,-0.365,-0.288,0.337,0.187,0.169,0.595,0.568,0.569,0.543,0.544,0.559
414.075,-3.404,-0.186,-0.215,0.169,0.180,0.171,0.585,0.559,0.560,0.537,0.537,0.552
414.087,8.070,0.489,-0.148,0.295,0.183,0.172,0.593,0.566,0.567,0.532,0.532,0.545
414.098,4.163,0.395,-0.085,0.379,0.192,0.173,0.579,0.552,0.552,0.528,0.528,0.539
414.109,-3.160,0.602,0.187,0.253,0.191,0.175,0.595,0.568,0.568,0.532,0.532,0.536
414.121,-0.719,-0.444,0.054,0.170,0.196,0.177,0.553,0.526,0.526,0.526,0.527,0.533
414.132,-2.794,-0.771,-0.105,-0.080,0.190,0.180,0.549,0.522,0.522,0.518,0.518,0.528
414.143,-1.329,0.046,-0.107,0.127,0.177,0.180,0.564,0.537,0.537,0.511,0.511,0.522
414.155,-9.264,-0.587,-0.069,0.172,0.140,0.176,0.548,0.523,0.523,0.508,0.508,0.517
414.166,-2.916,-0.416,-0.095,-2.048,0.149,0.179,0.558,0.532,0.532,0.502,0.502,0.512
414.177,-3.038,-0.692,-0.147,-1.934,0.144,0.178,0.573,0.548,0.548,0.497,0.498,0.507
414.188,1.600,-0.435,-0.289,4.579,0.259,0.177,0.578,0.547,0.547,0.487,0.487,0.500
414.199,-2.184,-0.098,-0.164,2.822,0.179,0.175,0.598,0.571,0.571,0.484,0.485,0.494
414.210,-2.550,-0.199,-0.117,-2.329,0.016,0.162,0.582,0.562,0.563,0.479,0.480,0.488
414.221,0.379,-0.418,-0.159,-0.322,-0.296,0.114,0.555,0.548,0.552,0.470,0.473,0.482
414.232,5.384,-0.366,-0.266,-5.520,-0.447,0.062,0.545,0.545,0.551,0.458,0.464,0.475
414.243,-3.038,-1.150,-0.576,0.650,-0.441,-0.003,0.475,0.475,0.484,0.435,0.444,0.465
414.255,1.600,0.193,-0.401,0.002,-0.406,-0.043,0.513,0.512,0.523,0.426,0.437,0.454
414.266,0.501,0.763,-0.050,2.364,-0.281,-0.077,0.538,0.531,0.543,0.426,0.439,0.446
414.278,-4.259,-0.021,0.010,0.999,-0.240,-0.098,0.500,0.491,0.504,0.421,0.434,0.440
414.289,-0.108,-0.163,-0.049,3.325,-0.206,-0.115,0.483,0.472,0.486,0.412,0.426,0.434
414.300,4.530,0.642,0.031,-2.572,-0.315,-0.135,0.479,0.473,0.488,0.406,0.421,0.427
414.312,-1.085,0.410,0.144,1.160,-0.275,-0.149,0.464,0.456,0.472,0.403,0.419,0.422
414.323,1.356,0.985,0.360,-0.317,-0.194,-0.154,0.483,0.471,0.487,0.405,0.421,0.419
414.334,2.821,0.984,0.514,-4.560,-0.131,-0.151,0.481,0.466,0.482,0.408,0.424,0.418
414.346,-1.451,1.102,0.735,-0.963,-0.341,-0.172,0.487,0.483,0.500,0.415,0.432,0.419
414.357,3.675,1.356,0.941,-1.851,-0.343,-0.193,0.508,0.504,0.522,0.423,0.441,0.423
414.369,0.013,0.849,0.993,5.554,-0.327,-0.220,0.500,0.495,0.514,0.429,0.448,0.427
414.380,3.431,1.164,1.015,-4.300,-0.374,-0.230,0.513,0.510,0.529,0.433,0.453,0.432
414.391,-0.108,-0.486,0.665,-6.786,-0.676,-0.265,0.441,0.451,0.472,0.426,0.447,0.435
414.403,6.239,0.030,0.361,-5.887,-0.744,-0.309,0.440,0.454,0.478,0.413,0.436,0.433
414.414,3.065,0.218,0.243,0.739,-0.576,-0.343,0.432,0.437,0.462,0.403,0.428,0.429
414.425,2.210,0.835,0.357,-1.163,-0.128,-0.321,0.459,0.442,0.466,0.401,0.425,0.425
414.437,-0.230,0.819,0.505,-0.452,0.074,-0.280,0.469,0.442,0.464,0.405,0.427,0.422
414.448,1.356,1.474,0.772,4.701,0.272,-0.225,0.516,0.479,0.497,0.416,0.435,0.423
414.459,3.309,0.918,0.825,-1.397,0.476,-0.146,0.504,0.456,0.471,0.424,0.439,0.425
414.471,3.309,0.322,0.658,4.061,0.738,-0.059,0.502,0.442,0.452,0.427,0.437,0.428
414.482,4.896,0.144,0.517,1.615,0.766,0.029,0.514,0.452,0.458,0.430,0.436,0.429
414.493,-1.573,-0.607,0.187,0.847,0.675,0.099,0.471,0.414,0.416,0.423,0.425,0.428
414.504,-2.184,-0.019,0.071,3.819,0.475,0.137,0.469,0.421,0.421,0.417,0.418,0.424
414.515,4.285,-0.411,-0.096,3.655,0.414,0.162,0.453,0.407,0.406,0.411,0.410,0.420
414.525,-3.038,-0.835,-0.253,2.999,0.222,0.168,0.423,0.387,0.386,0.401,0.400,0.414
414.537,1.234,-0.384,-0.348,-2.177,-0.018,0.158,0.413,0.388,0.388,0.389,0.389,0.406
414.548,2.943,-0.269,-0.388,-1.047,-0.187,0.124,0.385,0.369,0.370,0.377,0.378,0.397
414.559,0.989,-0.584,-0.457,-1.117,-0.313,0.084,0.351,0.341,0.344,0.364,0.367,0.388
414.570,-4.747,-1.108,-0.591,6.861,-0.399,0.024,0.311,0.305,0.311,0.346,0.352,0.377
414.582,0.867,-0.339,-0.534,0.252,-0.414,-0.021,0.331,0.325,0.333,0.334,0.342,0.365
414.593,-5.602,-0.135,-0.286,-2.243,-0.538,-0.069,0.340,0.340,0.351,0.329,0.340,0.355
414.605,-3.770,-0.936,-0.395,-4.852,-0.757,-0.137,0.290,0.301,0.316,0.313,0.328,0.346
414.616,-6.822,-1.204,-0.507,-8.488,-1.120,-0.229,0.261,0.291,0.310,0.295,0.314,0.335
414.627,3.065,-0.321,-0.526,1.440,-1.152,-0.339,0.278,0.309,0.334,0.276,0.301,0.322
414.639,1.111,-0.060,-0.423,-1.649,-1.034,-0.417,0.276,0.300,0.329,0.262,0.291,0.309
414.650,-9.752,-0.148,-0.162,4.026,-0.928,-0.480,0.285,0.303,0.335,0.256,0.288,0.298
414.661,-2.184,0.883,0.270,0.458,-0.754,-0.511,0.352,0.361,0.394,0.260,0.293,0.291
414.673,-8.776,0.056,0.383,-2.086,-0.715,-0.531,0.325,0.331,0.366,0.258,0.292,0.287
414.684,-4.991,-0.054,0.286,-0.714,-0.833,-0.557,0.310,0.322,0.358,0.249,0.284,0.282
414.695,-0.475,0.778,0.441,-0.121,-0.915,-0.594,0.338,0.353,0.391,0.246,0.284,0.277
414.706,-4.869,0.498,0.551,5.631,-0.769,-0.623,0.347,0.354,0.393,0.246,0.285,0.274
414.718,-2.794,0.400,0.589,2.016,-0.575,-0.617,0.361,0.358,0.397,0.245,0.284,0.272
414.729,0.623,0.908,0.726,0.591,-0.533,-0.608,0.396,0.391,0.429,0.249,0.287,0.271
414.740,0.135,0.421,0.687,-2.043,-0.543,-0.595,0.382,0.377,0.414,0.248,0.285,0.270
414.751,-4.259,-0.141,0.534,1.908,-0.497,-0.589,0.370,0.363,0.399,0.243,0.280,0.268
414.762,-1.817,-0.854,0.179,4.776,-0.273,-0.558,0.359,0.340,0.374,0.232,0.267,0.264
414.773,3.187,0.361,0.113,2.003,-0.180,-0.517,0.382,0.357,0.389,0.223,0.256,0.256
414.784,3.187,0.353,0.131,1.957,-0.102,-0.469,0.371,0.342,0.372,0.219,0.249,0.250
414.795,3.431,0.053,0.034,3.373,0.039,-0.415,0.351,0.315,0.342,0.212,0.239,0.243
414.806,-6.456,0.299,0.181,1.211,0.096,-0.358,0.372,0.332,0.356,0.214,0.237,0.237
414.817,-6.456,-0.638,0.122,-0.885,0.139,-0.299,0.357,0.315,0.336,0.212,0.232,0.232
414.828,5.628,0.168,0.006,-3.102,0.118,-0.245,0.371,0.330,0.348,0.205,0.223,0.226
414.839,2.332,1.227,0.293,-0.620,0.038,-0.213,0.391,0.355,0.371,0.208,0.224,0.221
414.850,-1.573,0.588,0.452,4.716,0.128,-0.180,0.389,0.348,0.362,0.214,0.228,0.220
414.861,4.407,0.622,0.410,1.257,0.162,-0.141,0.371,0.328,0.340,0.213,0.225,0.218
414.871,-1.939,0.675,0.444,0.931,0.202,-0.105,0.358,0.313,0.323,0.213,0.223,0.217
414.883,-5.480,0.536,0.536,2.390,0.254,-0.066,0.354,0.307,0.314,0.217,0.225,0.217
414.894,2.088,1.665,0.741,-1.586,0.192,-0.036,0.375,0.331,0.337,0.224,0.230,0.219
414.904,6.605,2.024,1.053,0.886,0.241,-0.005,0.395,0.349,0.353,0.239,0.244,0.224
414.915,2.576,1.272,1.200,-2.884,0.138,0.018,0.399,0.359,0.362,0.255,0.258,0.232
414.926,7.093,2.303,1.374,0.579,0.081,0.025,0.427,0.390,0.393,0.268,0.270,0.241
414.937,-0.230,2.504,1.735,-1.412,0.127,0.041,0.452,0.412,0.414,0.290,0.292,0.253
414.948,-2.306,1.951,1.920,1.505,0.095,0.043,0.465,0.427,0.428,0.312,0.314,0.269
414.959,1.478,2.402,2.032,-0.260,0.039,0.041,0.473,0.437,0.439,0.329,0.331,0.286
414.970,-1.573,1.585,2.080,2.363,0.104,0.042,0.491,0.452,0.454,0.350,0.351,0.304
414.981,-7.799,0.410,1.824,-1.939,0.141,0.060,0.487,0.446,0.446,0.361,0.362,0.321
414.992,0.989,0.564,1.418,0.563,0.090,0.058,0.491,0.453,0.454,0.362,0.363,0.333
415.004,-2.794,0.580,1.193,0.798,0.164,0.073,0.500,0.457,0.457,0.365,0.365,0.343
415.015,11.366,2.182,1.186,2.821,0.135,0.068,0.534,0.495,0.495,0.370,0.371,0.350
415.027,1.234,2.284,1.574,9.710,0.253,0.071,0.572,0.523,0.523,0.392,0.392,0.361
415.038,7.337,3.054,1.955,-0.677,0.374,0.109,0.620,0.565,0.563,0.419,0.417,0.376
415.049,2.821,2.891,2.240,-13.866,0.074,0.135,0.641,0.598,0.595,0.449,0.445,0.395
415.061,-7.799,1.921,2.441,0.462,0.030,0.097,0.657,0.604,0.603,0.474,0.473,0.416
415.072,0.745,0.820,2.028,7.748,0.538,0.139,0.673,0.590,0.586,0.486,0.482,0.436
415.083,-4.259,2.058,1.930,24.491,1.358,0.258,0.748,0.620,0.610,0.502,0.492,0.453
415.095,-18.297,-1.081,1.563,3.738,1.032,0.356,0.689,0.570,0.555,0.517,0.501,0.470
415.106,19.178,4.611,1.876,-24.663,-0.174,0.365,0.805,0.758,0.742,0.535,0.519,0.483
415.118,8.680,-0.118,1.425,-27.508,-0.991,0.252,0.651,0.611,0.601,0.537,0.527,0.499
415.129,1.111,1.337,1.243,-17.073,-2.116,0.002,0.640,0.635,0.639,0.524,0.528,0.507
415.141,13.441,3.000,1.482,-21.622,-2.121,-0.225,0.666,0.668,0.684,0.523,0.540,0.514
415.152,7.581,1.397,1.439,-13.911,-2.170,-0.443,0.601,0.592,0.621,0.518,0.546,0.521
415.164,18.812,1.499,1.105,8.729,-1.228,-0.581,0.602,0.544,0.580,0.503,0.539,0.524
415.175,0.135,3.161,1.720,17.985,-0.405,-0.598,0.718,0.606,0.643,0.521,0.558,0.528
415.186,21.132,4.966,2.268,24.869,1.479,-0.417,0.843,0.652,0.678,0.555,0.582,0.539
415.198,-11.095,2.778,2.722,29.793,1.997,-0.177,0.831,0.626,0.639,0.602,0.616,0.559
415.209,-10.485,-0.061,2.157,40.270,3.741,0.229,0.849,0.559,0.550,0.630,0.621,0.581
415.221,-4.259,0.975,2.027,19.694,4.063,0.642,0.954,0.661,0.629,0.668,0.636,0.600
415.232,0.501,1.914,1.959,38.633,4.337,1.058,1.008,0.723,0.669,0.707,0.653,0.621
415.244,12.464,5.691,2.705,10.829,4.729,1.502,1.193,0.887,0.809,0.775,0.697,0.648
415.255,8.558,6.887,3.843,25.559,4.933,1.876,1.291,1.006,0.908,0.868,0.770,0.689
415.267,7.337,7.142,4.952,12.015,4.701,2.253,1.416,1.150,1.031,0.980,0.862,0.747
415.278,-16.344,5.376,5.588,11.421,3.965,2.458,1.484,1.235,1.106,1.081,0.952,0.817
415.289,-2.550,6.693,6.135,-8.358,2.721,2.530,1.591,1.412,1.279,1.176,1.043,0.893
415.301,0.989,8.771,6.878,20.653,2.737,2.558,1.749,1.562,1.428,1.277,1.143,0.976
415.313,15.150,8.672,7.274,-13.803,1.938,2.517,1.773,1.640,1.508,1.374,1.242,1.064
415.324,1.600,6.969,7.412,4.265,1.238,2.365,1.792,1.693,1.571,1.462,1.339,1.156
415.335,-4.259,4.716,6.806,-0.669,0.963,2.222,1.768,1.677,1.563,1.521,1.406,1.241
415.346,-2.306,3.617,6.054,-2.426,0.790,2.044,1.785,1.710,1.606,1.563,1.459,1.314
415.358,-21.227,1.675,5.163,13.745,1.159,1.919,1.780,1.693,1.596,1.594,1.497,1.379
415.370,-34.533,-2.448,3.549,-4.958,0.887,1.845,1.690,1.601,1.509,1.596,1.503,1.430
415.381,-8.165,-4.873,1.071,-16.573,0.320,1.684,1.523,1.466,1.383,1.539,1.456,1.454
415.392,-17.199,-6.278,-0.963,5.192,0.382,1.505,1.414,1.362,1.289,1.467,1.394,1.452
415.404,-15.612,-7.656,-2.889,23.965,0.796,1.392,1.289,1.227,1.160,1.378,1.311,1.425
415.415,-23.546,-12.297,-5.428,14.438,0.927,1.323,1.012,0.950,0.887,1.251,1.188,1.373
415.427,-11.705,-13.091,-7.927,-3.173,0.369,1.251,0.791,0.756,0.698,1.093,1.035,1.291
415.438,-18.175,-14.782,-9.888,-4.106,-0.535,1.068,0.562,0.558,0.510,0.921,0.873,1.183
415.450,-9.996,-15.768,-11.779,-6.593,-0.894,0.846,0.316,0.331,0.296,0.726,0.691,1.053
415.461,-6.456,-14.979,-12.991,-10.689,-1.455,0.597,0.116,0.159,0.138,0.531,0.510,0.905
415.473,-17.199,-17.349,-14.132,-10.175,-1.559,0.348,-0.132,-0.089,-0.096,0.329,0.322,0.744
415.484,-23.791,-17.430,-14.977,-6.820,-1.902,0.093,-0.317,-0.265,-0.257,0.122,0.129,0.572
415.496,-6.334,-16.071,-15.584,-5.914,-1.952,-0.144,-0.480,-0.435,-0.415,-0.087,-0.067,0.390
415.507,-16.588,-17.207,-16.128,-18.576,-2.475,-0.381,-0.740,-0.681,-0.647,-0.298,-0.265,0.203
415.518,2.332,-15.277,-16.234,-35.558,-3.961,-0.731,-0.918,-0.812,-0.758,-0.504,-0.451,0.015
415.529,-10.362,-14.210,-15.620,-42.856,-4.549,-1.130,-1.061,-0.936,-0.860,-0.695,-0.620,-0.176
415.541,-1.451,-12.546,-14.762,-17.128,-4.787,-1.585,-1.152,-1.028,-0.927,-0.872,-0.771,-0.356
415.552,-0.963,-11.499,-13.857,11.009,-3.169,-1.855,-1.202,-1.145,-1.028,-1.030,-0.914,-0.528
415.563,-5.113,-10.402,-12.807,16.356,-2.043,-1.917,-1.226,-1.222,-1.103,-1.161,-1.042,-0.690
415.574,-3.160,-8.743,-11.768,7.454,-1.635,-1.899,-1.282,-1.308,-1.190,-1.278,-1.160,-0.838
415.585,-11.095,-8.355,-10.757,8.608,-1.440,-1.855,-1.372,-1.411,-1.297,-1.379,-1.264,-0.972
415.597,-9.386,-7.521,-9.989,19.973,-1.125,-1.800,-1.455,-1.516,-1.405,-1.482,-1.370,-1.101
415.608,-33.557,-8.201,-9.020,27.900,-0.944,-1.733,-1.508,-1.588,-1.481,-1.564,-1.457,-1.219
415.620,-6.944,-6.465,-8.447,17.043,-1.062,-1.678,-1.549,-1.630,-1.527,-1.652,-1.549,-1.329
415.632,-12.926,-4.453,-7.303,3.061,-1.377,-1.653,-1.571,-1.647,-1.545,-1.716,-1.614,-1.427
415.643,-2.061,-2.204,-5.866,-1.114,-1.717,-1.669,-1.535,-1.618,-1.516,-1.755,-1.653,-1.507
415.655,7.093,-0.251,-4.341,-4.581,-2.037,-1.707,-1.502,-1.583,-1.479,-1.775,-1.671,-1.570
415.666,19.056,3.541,-2.404,-5.915,-2.207,-1.756,-1.401,-1.474,-1.367,-1.766,-1.660,-1.614
415.678,9.535,4.080,-0.484,-12.381,-2.421,-1.814,-1.345,-1.417,-1.308,-1.731,-1.621,-1.634
415.690,12.342,5.633,1.283,-25.808,-3.054,-1.921,-1.236,-1.303,-1.187,-1.682,-1.567,-1.634
415.702,14.295,6.749,2.703,-39.157,-5.205,-2.185,-1.257,-1.233,-1.102,-1.638,-1.507,-1.617
415.713,-6.334,4.085,3.389,-48.849,-7.419,-2.669,-1.394,-1.285,-1.126,-1.615,-1.456,-1.590
415.725,7.703,6.490,4.309,-41.446,-9.009,-3.310,-1.330,-1.168,-0.971,-1.598,-1.401,-1.560
415.737,-0.475,6.294,5.237,-26.881,-8.888,-3.946,-1.263,-1.112,-0.877,-1.571,-1.336,-1.523
415.748,-6.822,6.409,5.862,-20.227,-8.380,-4.459,-1.173,-1.064,-0.798,-1.542,-1.277,-1.481
415.760,12.831,7.829,6.470,-18.006,-7.564,-4.825,-0.972,-0.964,-0.677,-1.502,-1.215,-1.436
415.772,13.563,8.681,7.079,-16.625,-6.902,-5.062,-0.817,-0.883,-0.582,-1.450,-1.149,-1.387
415.784,14.051,9.132,7.681,-21.776,-6.556,-5.211,-0.688,-0.795,-0.486,-1.386,-1.077,-1.332
415.795,9.657,8.913,8.173,-26.693,-6.992,-5.356,-0.586,-0.698,-0.381,-1.317,-1.001,-1.272
415.807,11.976,8.148,8.163,-36.131,-7.969,-5.573,-0.574,-0.654,-0.325,-1.268,-0.939,-1.212
415.819,5.506,5.243,7.628,-53.242,-9.198,-5.892,-0.660,-0.670,-0.322,-1.242,-0.895,-1.156
415.831,-0.475,2.586,6.300,-53.864,-10.849,-6.378,-0.833,-0.757,-0.380,-1.269,-0.892,-1.116
415.842,7.215,3.438,5.443,-24.659,-11.480,-6.928,-0.814,-0.746,-0.335,-1.307,-0.897,-1.094
415.854,7.459,3.233,4.714,-20.967,-11.240,-7.418,-0.829,-0.806,-0.366,-1.352,-0.912,-1.086
415.866,10.145,5.495,4.693,-7.564,-10.183,-7.768,-0.745,-0.800,-0.340,-1.379,-0.919,-1.086
415.877,17.347,8.023,5.424,7.910,-8.484,-7.918,-0.592,-0.737,-0.270,-1.366,-0.899,-1.083
415.889,18.080,9.342,6.305,20.394,-6.384,-7.828,-0.471,-0.713,-0.253,-1.326,-0.866,-1.071
415.901,0.745,6.492,6.492,24.154,-4.345,-7.511,-0.454,-0.789,-0.351,-1.278,-0.840,-1.050
