R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,120,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,1,50,1,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
584.702,-1.085,0.046,0.132,7.312,-0.301,0.170,0.048,0.045,0.043,0.098,0.096,0.108
584.713,5.262,0.898,0.303,-14.371,-0.623,0.113,0.062,0.074,0.075,0.098,0.098,0.106
584.724,1.478,1.732,0.672,0.931,-0.670,0.023,0.089,0.104,0.109,0.104,0.109,0.107
584.735,7.093,1.426,0.818,-4.048,-0.441,-0.029,0.068,0.072,0.080,0.107,0.115,0.110
584.746,2.088,1.789,1.048,4.670,-0.751,-0.112,0.061,0.078,0.090,0.113,0.125,0.114
584.757,6.239,1.511,1.187,15.873,-0.997,-0.254,0.049,0.072,0.091,0.116,0.135,0.120
584.768,7.948,2.046,1.309,7.549,-1.098,-0.393,0.060,0.078,0.105,0.118,0.144,0.127
584.779,2.454,2.039,1.412,3.563,-0.919,-0.487,0.050,0.056,0.087,0.121,0.152,0.133
584.791,4.407,0.792,1.260,-2.045,-0.613,-0.518,0.024,0.012,0.045,0.122,0.155,0.140
584.802,-1.817,0.886,1.169,-9.844,-0.472,-0.507,0.041,0.019,0.051,0.125,0.157,0.145
584.813,-4.259,-0.763,0.786,-9.861,-0.454,-0.469,-0.010,-0.035,-0.005,0.119,0.150,0.148
584.825,4.407,-1.733,-0.048,-1.673,-0.516,-0.471,-0.082,-0.103,-0.073,0.091,0.121,0.143
584.836,-4.625,-1.498,-0.573,1.042,-0.514,-0.476,-0.112,-0.133,-0.102,0.062,0.092,0.130
584.847,-5.113,-1.512,-0.785,6.609,-0.291,-0.472,-0.118,-0.150,-0.120,0.040,0.070,0.114
584.859,-0.352,-1.207,-0.954,-8.407,-0.345,-0.448,-0.138,-0.167,-0.138,0.018,0.046,0.095
584.870,-1.085,-1.116,-1.085,9.461,-0.089,-0.435,-0.168,-0.212,-0.184,-0.006,0.021,0.075
584.881,4.896,0.009,-1.034,-11.632,-0.250,-0.388,-0.184,-0.220,-0.194,-0.024,0.000,0.054
584.893,-1.451,-0.111,-0.762,14.226,-0.000,-0.381,-0.202,-0.253,-0.228,-0.035,-0.010,0.037
584.904,7.948,0.241,-0.688,-13.277,-0.239,-0.338,-0.221,-0.261,-0.238,-0.045,-0.022,0.021
584.915,-4.625,-0.045,-0.349,2.576,-0.283,-0.337,-0.236,-0.273,-0.251,-0.048,-0.025,0.009
584.926,7.826,0.079,-0.350,2.902,-0.314,-0.322,-0.243,-0.278,-0.256,-0.057,-0.035,-0.001
584.937,-6.578,-2.337,-0.602,-9.420,-0.356,-0.325,-0.299,-0.330,-0.309,-0.071,-0.049,-0.012
584.949,8.924,-1.241,-1.075,-0.930,-0.149,-0.314,-0.296,-0.341,-0.320,-0.102,-0.081,-0.029
584.960,-7.799,0.735,-0.527,16.755,0.228,-0.280,-0.217,-0.287,-0.268,-0.103,-0.084,-0.044
584.971,6.971,1.085,-0.109,-18.811,-0.323,-0.225,-0.225,-0.267,-0.251,-0.097,-0.081,-0.053
584.982,-1.085,-0.843,-0.115,-9.273,-0.913,-0.309,-0.300,-0.314,-0.294,-0.105,-0.084,-0.060
584.993,0.745,-1.773,-0.720,-2.203,-0.828,-0.358,-0.365,-0.382,-0.359,-0.134,-0.111,-0.071
585.004,-14.269,-4.562,-1.512,-3.800,-0.862,-0.434,-0.467,-0.491,-0.464,-0.177,-0.150,-0.090
585.016,9.046,-1.355,-1.811,20.169,-0.178,-0.433,-0.355,-0.429,-0.403,-0.216,-0.189,-0.117
585.027,24.672,6.513,-0.219,38.675,0.682,-0.342,-0.094,-0.235,-0.213,-0.195,-0.173,-0.138
585.039,0.989,2.662,0.839,40.916,2.329,-0.074,-0.109,-0.344,-0.336,-0.147,-0.139,-0.138
585.051,8.436,4.764,1.563,28.176,3.414,0.308,-0.000,-0.276,-0.288,-0.099,-0.111,-0.128
585.062,2.821,3.294,2.130,9.409,3.223,0.683,-0.047,-0.295,-0.326,-0.042,-0.072,-0.107
585.074,32.240,8.999,3.585,-2.950,2.976,0.995,0.216,-0.028,-0.074,0.047,0.000,-0.072
585.086,-1.451,9.729,5.608,-7.186,2.699,1.234,0.358,0.117,0.059,0.175,0.116,-0.014
585.097,15.882,9.383,6.870,7.955,2.865,1.439,0.504,0.249,0.181,0.302,0.234,0.064
585.109,15.150,10.746,7.935,15.944,3.160,1.646,0.671,0.417,0.338,0.432,0.353,0.155
585.120,16.859,13.575,9.413,13.218,2.881,1.799,0.865,0.646,0.560,0.583,0.497,0.259
585.132,26.869,16.481,11.361,19.544,3.457,1.968,1.148,0.913,0.818,0.770,0.676,0.385
585.143,22.474,18.092,13.449,-20.660,3.115,2.171,1.404,1.190,1.086,0.994,0.890,0.540
585.155,22.230,18.740,15.067,-3.978,3.126,2.329,1.624,1.418,1.306,1.210,1.098,0.705
585.166,12.342,16.623,15.792,-8.003,2.883,2.452,1.738,1.564,1.446,1.415,1.297,0.884
585.177,19.911,16.596,15.995,-25.230,1.462,2.411,1.864,1.757,1.642,1.603,1.487,1.070
585.188,16.249,13.231,15.297,-33.757,-0.655,2.138,1.828,1.810,1.709,1.748,1.647,1.248
585.199,18.934,11.834,14.310,-25.050,-2.493,1.640,1.849,1.904,1.829,1.858,1.783,1.411
585.211,5.506,8.143,12.729,-8.933,-2.576,1.119,1.824,1.890,1.843,1.934,1.887,1.558
585.222,6.971,9.970,11.843,2.000,-2.412,0.683,1.979,2.033,2.010,2.008,1.984,1.685
585.233,3.431,9.899,11.330,19.463,-1.604,0.373,2.121,2.123,2.116,2.094,2.087,1.806
585.245,-1.451,6.646,10.089,21.191,-0.712,0.188,2.109,2.067,2.070,2.155,2.158,1.914
585.257,-6.212,3.787,8.329,14.403,0.051,0.132,2.046,1.976,1.983,2.186,2.192,2.002
585.268,0.501,1.932,6.412,20.233,0.365,0.142,1.981,1.899,1.905,2.193,2.199,2.067
585.280,5.750,0.339,4.536,20.247,0.953,0.217,1.921,1.808,1.810,2.184,2.186,2.112
585.291,3.797,0.055,3.166,8.227,1.279,0.340,1.921,1.794,1.789,2.176,2.170,2.139
585.303,-4.259,-2.273,1.599,-1.469,1.328,0.466,1.813,1.682,1.670,2.147,2.135,2.149
585.315,-10.240,-3.713,0.105,10.909,1.476,0.570,1.749,1.601,1.583,2.103,2.084,2.142
585.326,-6.944,-5.005,-1.404,11.957,1.729,0.685,1.662,1.497,1.472,2.042,2.017,2.118
585.338,-12.682,-8.498,-3.242,12.644,2.122,0.827,1.488,1.301,1.268,1.956,1.923,2.077
585.350,8.192,-9.754,-5.444,3.102,2.426,1.000,1.339,1.142,1.099,1.837,1.794,2.012
585.361,0.745,-9.332,-6.771,-4.222,2.214,1.138,1.243,1.063,1.012,1.724,1.674,1.928
585.373,-18.053,-11.959,-8.043,-20.970,1.302,1.195,1.042,0.902,0.848,1.602,1.548,1.834
585.385,-14.513,-13.819,-9.767,-34.557,0.586,1.186,0.802,0.690,0.637,1.440,1.387,1.720
585.395,-26.842,-16.846,-11.214,21.152,0.458,1.101,0.565,0.459,0.411,1.279,1.231,1.608
585.405,-24.889,-19.316,-13.120,30.428,1.170,1.065,0.312,0.157,0.112,1.080,1.034,1.474
585.415,-37.707,-21.627,-15.085,28.196,2.128,1.127,0.020,-0.173,-0.222,0.859,0.810,1.319
585.426,-34.289,-24.364,-17.281,16.512,2.731,1.262,-0.344,-0.541,-0.598,0.617,0.559,1.143
585.436,-41.858,-26.437,-19.346,-3.795,2.620,1.407,-0.682,-0.868,-0.934,0.362,0.296,0.949
585.446,-31.481,-27.662,-21.370,-14.481,1.596,1.452,-1.044,-1.199,-1.267,0.083,0.015,0.736
585.457,-14.635,-25.742,-22.634,-25.536,0.233,1.386,-1.295,-1.399,-1.464,-0.195,-0.259,0.503
585.467,-9.264,-25.002,-23.398,-44.675,-1.120,1.213,-1.658,-1.643,-1.697,-0.468,-0.522,0.263
585.478,-13.170,-22.184,-23.253,-21.967,-1.863,0.976,-1.803,-1.766,-1.805,-0.717,-0.756,0.021
585.488,-4.747,-19.823,-22.622,7.385,-1.862,0.716,-1.921,-1.893,-1.916,-0.936,-0.960,-0.207
585.498,-18.175,-18.420,-21.594,35.047,-0.751,0.553,-1.978,-2.011,-2.025,-1.127,-1.140,-0.426
585.508,-9.752,-15.592,-20.318,19.524,0.032,0.508,-1.987,-2.088,-2.099,-1.293,-1.304,-0.634
585.518,-12.072,-13.476,-18.763,-11.502,-0.022,0.492,-2.059,-2.162,-2.172,-1.432,-1.442,-0.825
585.528,-8.531,-10.669,-16.921,-21.954,-1.076,0.388,-2.106,-2.187,-2.191,-1.552,-1.555,-1.003
585.538,3.187,-5.563,-14.270,10.787,-1.627,0.200,-1.949,-2.028,-2.019,-1.622,-1.614,-1.153
585.548,-8.531,-3.748,-11.652,3.097,-1.459,0.058,-1.892,-1.988,-1.971,-1.664,-1.647,-1.277
585.558,3.309,-1.583,-9.234,-18.323,-1.784,-0.078,-1.836,-1.915,-1.889,-1.687,-1.662,-1.376
585.568,-4.869,-0.763,-7.089,20.401,-1.202,-0.220,-1.778,-1.880,-1.846,-1.698,-1.664,-1.452
585.578,-13.781,-0.451,-5.292,40.022,0.768,-0.197,-1.696,-1.845,-1.812,-1.691,-1.659,-1.510
585.589,-1.451,-0.836,-4.271,0.833,0.117,-0.141,-1.836,-1.907,-1.878,-1.699,-1.670,-1.557
585.599,21.010,1.722,-3.076,-55.255,-0.979,-0.140,-1.793,-1.814,-1.785,-1.691,-1.662,-1.590
585.609,12.709,3.135,-1.671,-24.408,-2.277,-0.311,-1.814,-1.744,-1.704,-1.673,-1.633,-1.610
585.619,16.371,4.121,-0.384,22.181,-1.552,-0.450,-1.749,-1.682,-1.634,-1.644,-1.596,-1.616
585.629,19.667,7.289,1.236,23.888,-0.484,-0.499,-1.562,-1.528,-1.477,-1.587,-1.536,-1.609
585.640,16.005,8.603,2.945,17.746,0.277,-0.432,-1.378,-1.394,-1.347,-1.499,-1.452,-1.583
585.650,23.451,10.378,4.444,-36.262,-0.485,-0.361,-1.310,-1.300,-1.257,-1.408,-1.366,-1.543
585.660,29.799,12.652,6.243,-35.442,-2.186,-0.497,-1.184,-1.111,-1.060,-1.300,-1.249,-1.486
585.670,9.535,12.853,7.927,41.409,-0.942,-0.604,-0.982,-0.973,-0.915,-1.177,-1.119,-1.412
585.680,2.088,13.159,9.354,20.715,0.027,-0.550,-0.783,-0.805,-0.750,-1.036,-0.982,-1.323
585.690,27.235,13.833,10.285,-17.860,-0.574,-0.527,-0.678,-0.667,-0.614,-0.906,-0.854,-1.224
585.700,4.652,14.169,11.318,0.197,-0.830,-0.555,-0.543,-0.513,-0.458,-0.765,-0.711,-1.114
585.710,26.991,16.559,12.463,-10.670,-1.176,-0.591,-0.302,-0.265,-0.208,-0.613,-0.556,-0.995
585.722,24.794,18.667,14.131,-15.682,-1.683,-0.682,-0.077,-0.026,0.035,-0.411,-0.349,-0.834
585.735,30.043,20.521,16.017,-10.752,-2.098,-0.825,0.210,0.280,0.350,-0.181,-0.110,-0.651
585.745,21.742,20.608,17.045,13.833,-1.851,-0.938,0.375,0.432,0.510,0.005,0.082,-0.488
585.755,8.924,18.747,17.596,-3.151,-1.669,-0.984,0.488,0.536,0.616,0.191,0.271,-0.316
585.765,13.929,18.261,17.878,-23.677,-2.378,-1.069,0.672,0.719,0.804,0.371,0.456,-0.139
585.776,22.963,16.824,17.672,9.743,-2.464,-1.224,0.799,0.837,0.932,0.528,0.622,0.034
585.786,14.051,16.274,17.283,30.136,-1.041,-1.244,0.980,0.935,1.030,0.676,0.772,0.202
585.796,8.192,15.834,16.996,-29.633,-1.314,-1.207,1.091,1.066,1.160,0.828,0.921,0.365
585.807,8.680,14.368,16.440,-30.616,-2.065,-1.266,1.090,1.140,1.237,0.961,1.058,0.524
585.817,7.581,12.306,15.552,-13.575,-2.564,-1.365,1.106,1.179,1.281,1.072,1.174,0.673
585.827,4.774,10.567,14.427,-10.161,-2.481,-1.463,1.167,1.202,1.311,1.163,1.272,0.812
